00AR               20241127                                                                                   
0601ARA4N       20250101001540100000005000 0400000050001368   
0601ARA4N       20250101001545100000005000 0400000050001373   
0601ARA4N       20250101001550100000005000 0400000050001377   
0601ARA4N       20250101001555100000005000 0400000050001380   
0601ARA4N       20250101001560100000005000 0400000050001385   
0601ARA4N       20250101001565100000005000 0400000050001388   
0601ARA4N       20250101001570100000005000 0400000050001392   
0601ARA4N       20250101001575100000005000 0400000050001395   
0601ARA4N       20250101001580100000005000 0400000050001400   
0601ARA4N       20250101001585100000005000 0400000050001403   
0601ARA4N       20250101001590100000005000 0400000050001406   
0601ARA4N       20250101001595100000005000 0400000050001411   
0601ARA4N       20250101001600100000005000 0400000050001414   
0601ARA4N       20250101001605100000005000 0400000050001418   
0601ARA4N       20250101001610100000005000 0400000050001422   
0601ARA4N       20250101001615100000005000 0400000050001425   
0601ARA4N       20250101001620100000005000 0400000050001429   
0601ARA4N       20250101001625100000005000 0400000050001433   
0601ARA4N       20250101001630100000005000 0400000050001436   
0601ARA4N       20250101001635100000005000 0400000050001439   
0601ARA4N       20250101001640100000005000 0400000050001444   
0601ARA4N       20250101001645100000005000 0400000050001447   
0601ARA4N       20250101001650100000005000 0400000050001450   
0601ARA4N       20250101001655100000005000 0400000050001454   
0601ARA4N       20250101001660100000005000 0400000050001457   
0601ARA4N       20250101001665100000005000 0400000050001460   
0601ARA4N       20250101001670100000005000 0400000050001465   
0601ARA4N       20250101001675100000005000 0400000050001468   
0601ARA4N       20250101001680100000005000 0400000050001470   
0601ARA4N       20250101001685100000005000 0400000050001475   
0601ARA4N       20250101001690100000005000 0400000050001478   
0601ARA4N       20250101001695100000005000 0400000050001480   
0601ARA4N       20250101001700100000005000 0400000050001485   
0601ARA4N       20250101001705100000005000 0400000050001488   
0601ARA4N       20250101001710100000005000 0400000050001490   
0601ARA4N       20250101001715100000005000 0400000050001493   
0601ARA4N       20250101001720100000005000 0400000050001497   
0601ARA4N       20250101001725100000005000 0400000050001500   
0601ARA4N       20250101001730100000005000 0400000050001503   
0601ARA4N       20250101001735100000005000 0400000050001507   
0601ARA4N       20250101001740100000005000 0400000050001511   
0601ARA4N       20250101001745100000005000 0400000050001514   
0601ARA4N       20250101001750100000005000 0400000050001518   
0601ARA4N       20250101001755100000005000 0400000050001522   
0601ARA4N       20250101001760100000005000 0400000050001525   
0601ARA4N       20250101001765100000005000 0400000050001529   
0601ARA4N       20250101001770100000005000 0400000050001532   
0601ARA4N       20250101001775100000005000 0400000050001535   
0601ARA4N       20250101001780100000005000 0400000050001540   
0601ARA4N       20250101001785100000005000 0400000050001543   
0601ARA4N       20250101001790100000005000 0400000050001546   
0601ARA4N       20250101001795100000005000 0400000050001550   
0601ARA4N       20250101001800100000005000 0400000050001553   
0601ARA4N       20250101001805100000005000 0400000050001556   
0601ARA4N       20250101001810100000005000 0400000050001561   
0601ARA4N       20250101001815100000005000 0400000050001564   
0601ARA4N       20250101001820100000005000 0400000050001567   
0601ARA4N       20250101001825100000005000 0400000050001571   
0601ARA4N       20250101001830100000005000 0400000050001574   
0601ARA4N       20250101001835100000005000 0400000050001577   
0601ARA4N       20250101001840100000005000 0400000050001581   
0601ARA4N       20250101001845100000005000 0400000050001584   
0601ARA4N       20250101001850100000005000 0400000050001587   
0601ARA4N       20250101001855100000005000 0400000050001591   
0601ARA4N       20250101001860100000005000 0400000050001594   
0601ARA4N       20250101001865100000005000 0400000050001596   
0601ARA4N       20250101001870100000005000 0400000050001599   
0601ARA4N       20250101001875100000005000 0400000050001603   
0601ARA4N       20250101001880100000005000 0400000050001606   
0601ARA4N       20250101001885100000005000 0400000050001609   
0601ARA4N       20250101001890100000005000 0400000050001613   
0601ARA4N       20250101001895100000005000 0400000050001615   
0601ARA4N       20250101001900100000005000 0400000050001618   
0601ARA4N       20250101001905100000005000 0400000050001622   
0601ARA4N       20250101001910100000005000 0400000050001625   
0601ARA4N       20250101001915100000005000 0400000050001627   
0601ARA4N       20250101001920100000005000 0400000050001631   
0601ARA4N       20250101001925100000005000 0400000050001634   
0601ARA4N       20250101001930100000005000 0400000050001636   
0601ARA4N       20250101001935100000005000 0400000050001640   
0601ARA4N       20250101001940100000005000 0400000050001643   
0601ARA4N       20250101001945100000005000 0400000050001645   
0601ARA4N       20250101001950100000005000 0400000050001649   
0601ARA4N       20250101001955100000005000 0400000050001652   
0601ARA4N       20250101001960100000005000 0400000050001654   
0601ARA4N       20250101001965100000005000 0400000050001658   
0601ARA4N       20250101001970100000005000 0400000050001660   
0601ARA4N       20250101001975100000005000 0400000050001663   
0601ARA4N       20250101001980100000005000 0400000050001667   
0601ARA4N       20250101001985100000005000 0400000050001669   
0601ARA4N       20250101001990100000005000 0400000050001671   
0601ARA4N       20250101001995100000005000 0400000050001675   
0601ARA4N       20250101002000100000005000 0400000050001678   
0601ARA4N       20250101002005100000005000 0400000050001680   
0601ARA4N       20250101002010100000005000 0400000050001682   
0601ARA4N       20250101002015100000005000 0400000050001686   
0601ARA4N       20250101002020100000005000 0400000050001688   
0601ARA4N       20250101002025100000005000 0400000050001691   
0601ARA4N       20250101002030100000005000 0400000050001694   
0601ARA4N       20250101002035100000005000 0400000050001696   
0601ARA4N       20250101002040100000005000 0400000050001699   
0601ARA4N       20250101002045100000005000 0400000050001702   
0601ARA4N       20250101002050100000005000 0400000050001704   
0601ARA4N       20250101002055100000005000 0400000050001707   
0601ARA4N       20250101002060100000005000 0400000050001710   
0601ARA4N       20250101002065100000005000 0400000050001712   
0601ARA4N       20250101002070100000005000 0400000050001715   
0601ARA4N       20250101002075100000005000 0400000050001718   
0601ARA4N       20250101002080100000005000 0400000050001720   
0601ARA4N       20250101002085100000005000 0400000050001722   
0601ARA4N       20250101002090100000005000 0400000050001726   
0601ARA4N       20250101002095100000005000 0400000050001728   
0601ARA4N       20250101002100100000005000 0400000050001730   
0601ARA4N       20250101002105100000005000 0400000050001733   
0601ARA4N       20250101002110100000005000 0400000050001736   
0601ARA4N       20250101002115100000005000 0400000050001738   
0601ARA4N       20250101002120100000005000 0400000050001741   
0601ARA4N       20250101002125100000005000 0400000050001743   
0601ARA4N       20250101002130100000005000 0400000050001745   
0601ARA4N       20250101002135100000005000 0400000050001748   
0601ARA4N       20250101002140100000005000 0400000050001751   
0601ARA4N       20250101002145100000005000 0400000050001753   
0601ARA4N       20250101002150100000005000 0400000050001756   
0601ARA4N       20250101002155100000005000 0400000050001759   
0601ARA4N       20250101002160100000005000 0400000050001762   
0601ARA4N       20250101002165100000005000 0400000050001764   
0601ARA4N       20250101002170100000005000 0400000050001768   
0601ARA4N       20250101002175100000005000 0400000050001770   
0601ARA4N       20250101002180100000005000 0400000050001773   
0601ARA4N       20250101002185100000005000 0400000050001776   
0601ARA4N       20250101002190100000005000 0400000050001779   
0601ARA4N       20250101002195100000005000 0400000050001781   
0601ARA4N       20250101002200100000005000 0400000050001785   
0601ARA4N       20250101002205100000005000 0400000050001787   
0601ARA4N       20250101002210100000005000 0400000050001789   
0601ARA4N       20250101002215100000005000 0400000050001793   
0601ARA4N       20250101002220100000005000 0400000050001795   
0601ARA4N       20250101002225100000005000 0400000050001797   
0601ARA4N       20250101002230100000005000 0400000050001801   
0601ARA4N       20250101002235100000005000 0400000050001803   
0601ARA4N       20250101002240100000005000 0400000050001805   
0601ARA4N       20250101002245100000005000 0400000050001809   
0601ARA4N       20250101002250100000005000 0400000050001811   
0601ARA4N       20250101002255100000005000 0400000050001813   
0601ARA4N       20250101002260100000005000 0400000050001817   
0601ARA4N       20250101002265100000005000 0400000050001819   
0601ARA4N       20250101002270100000005000 0400000050001821   
0601ARA4N       20250101002275100000005000 0400000050001825   
0601ARA4N       20250101002280100000005000 0400000050001827   
0601ARA4N       20250101002285100000005000 0400000050001829   
0601ARA4N       20250101002290100000005000 0400000050001832   
0601ARA4N       20250101002295100000005000 0400000050001834   
0601ARA4N       20250101002300100000005000 0400000050001836   
0601ARA4N       20250101002305100000005000 0400000050001839   
0601ARA4N       20250101002310100000005000 0400000050001842   
0601ARA4N       20250101002315100000005000 0400000050001844   
0601ARA4N       20250101002320100000005000 0400000050001846   
0601ARA4N       20250101002325100000005000 0400000050001849   
0601ARA4N       20250101002330100000005000 0400000050001851   
0601ARA4N       20250101002335100000005000 0400000050001853   
0601ARA4N       20250101002340100000005000 0400000050001857   
0601ARA4N       20250101002345100000005000 0400000050001859   
0601ARA4N       20250101002350100000005000 0400000050001861   
0601ARA4N       20250101002355100000005000 0400000050001864   
0601ARA4N       20250101002360100000005000 0400000050001866   
0601ARA4N       20250101002365100000005000 0400000050001868   
0601ARA4N       20250101002370100000005000 0400000050001871   
0601ARA4N       20250101002375100000005000 0400000050001873   
0601ARA4N       20250101002380100000005000 0400000050001875   
0601ARA4N       20250101002385100000005000 0400000050001878   
0601ARA4N       20250101002390100000005000 0400000050001880   
0601ARA4N       20250101002395100000005000 0400000050001882   
0601ARA4N       20250101002400100000005000 0400000050001885   
0601ARA4N       20250101002405100000005000 0400000050001887   
0601ARA4N       20250101002410100000005000 0400000050001889   
0601ARA4N       20250101002415100000005000 0400000050001892   
0601ARA4N       20250101002420100000005000 0400000050001894   
0601ARA4N       20250101002425100000005000 0400000050001896   
0601ARA4N       20250101002430100000005000 0400000050001899   
0601ARA4N       20250101002435100000005000 0400000050001901   
0601ARA4N       20250101002440100000005000 0400000050001902   
0601ARA4N       20250101002445100000005000 0400000050001904   
0601ARA4N       20250101002450100000005000 0400000050001907   
0601ARA4N       20250101002455100000005000 0400000050001909   
0601ARA4N       20250101002460100000005000 0400000050001911   
0601ARA4N       20250101002465100000005000 0400000050001914   
0601ARA4N       20250101002470100000005000 0400000050001916   
0601ARA4N       20250101002475100000005000 0400000050001918   
0601ARA4N       20250101002480100000005000 0400000050001920   
0601ARA4N       20250101002485100000005000 0400000050001922   
0601ARA4N       20250101002490100000005000 0400000050001924   
0601ARA4N       20250101002495100000005000 0400000050001927   
0601ARA4N       20250101002500100000100000 0400000050001949   
0601ARA4N       20250101002600100000100000 0400000050001988   
0601ARA4N       20250101002700100000100000 0400000050002024   
0601ARA4N       20250101002800100000100000 0400000050002055   
0601ARA4N       20250101002900100000100000 0400000050002080   
0601ARA4N       20250101003000100000100000 0400000050002104   
0601ARA4N       20250101003100100000100000 0400000050002126   
0601ARA4N       20250101003200100000100000 0400000050002147   
0601ARA4N       20250101003300100000100000 0400000050002166   
0601ARA4N       20250101003400100000100000 0400000050002185   
0601ARA4N       20250101003500100000100000 0400000050002202   
0601ARA4N       20250101003600100000100000 0400000050002218   
0601ARA4N       20250101003700100000100000 0400000050002234   
0601ARA4N       20250101003800100000100000 0400000050002249   
0601ARA4N       20250101003900100000100000 0400000050002263   
0601ARA4N       20250101004000100000100000 0400000050002276   
0601ARA4N       20250101004100100000100000 0400000050002289   
0601ARA4N       20250101004200100000100000 0400000050002301   
0601ARA4N       20250101004300100000100000 0400000050002313   
0601ARA4N       20250101004400100000100000 0400000050002323   
0601ARA4N       20250101004500100000100000 0400000050002334   
0601ARA4N       20250101004600100000100000 0400000050002344   
0601ARA4N       20250101004700100000100000 0400000050002353   
0601ARA4N       20250101004800100000100000 0400000050002363   
0601ARA4N       20250101004900100000100000 0400000050002371   
0601ARA4N       20250101005000100000100000 0400000050002380   
0601ARA4N       20250101005100100000100000 0400000050002388   
0601ARA4N       20250101005200100000100000 0400000050002396   
0601ARA4N       20250101005300100000100000 0400000050002404   
0601ARA4N       20250101005400100000100000 0400000050002411   
0601ARA4N       20250101005500100000100000 0400000050002418   
0601ARA4N       20250101005600100000100000 0400000050002425   
0601ARA4N       20250101005700100000100000 0400000050002431   
0601ARA4N       20250101005800100000100000 0400000050002438   
0601ARA4N       20250101005900100000100000 0400000050002444   
0601ARA4N       20250101006000100000100000 0400000050002450   
0601ARA4N       20250101006100100000100000 0400000050002455   
0601ARA4N       20250101006200100000100000 0400000050002461   
0601ARA4N       20250101006300100000100000 0400000050002466   
0601ARA4N       20250101006400100000100000 0400000050002472   
0601ARA4N       20250101006500100000100000 0400000050002476   
0601ARA4N       20250101006600100000100000 0400000050002482   
0601ARA4N       20250101006700100000100000 0400000050002486   
0601ARA4N       20250101006800100000100000 0400000050002491   
0601ARA4N       20250101006900100000100000 0400000050002495   
0601ARA4N       20250101007000100000100000 0400000050002499   
0601ARA4N       20250101007100100000100000 0400000050002504   
0601ARA4N       20250101007200100000100000 0400000050002508   
0601ARA4N       20250101007300100000100000 0400000050002512   
0601ARA4N       20250101007400100000100000 0400000050002516   
0601ARA4N       20250101007500100000100000 0400000050002520   
0601ARA4N       20250101007600100000100000 0400000050002523   
0601ARA4N       20250101007700100000100000 0400000050002527   
0601ARA4N       20250101007800100000100000 0400000050002530   
0601ARA4N       20250101007900100000100000 0400000050002532   
0601ARA4N       20250101008000100000100000 0400000050002533   
0601ARA4N       20250101008100100000100000 0400000050002535   
0601ARA4N       20250101008200100000100000 0400000050002536   
0601ARA4N       20250101008300100000100000 0400000050002538   
0601ARA4N       20250101008400100000100000 0400000050002539   
0601ARA4N       20250101008500100000100000 0400000050002540   
0601ARA4N       20250101008600100000100000 0400000050002541   
0601ARA4N       20250101008700100000100000 0400000050002543   
0601ARA4N       20250101008800100000100000 0400000050002544   
0601ARA4N       20250101008900100000100000 0400000050002545   
0601ARA4N       20250101009000100000100000 0400000050002546   
0601ARA4N       20250101009100100000100000 0400000050002548   
0601ARA4N       20250101009200100000100000 0400000050002549   
0601ARA4N       20250101009300100000100000 0400000050002550   
0601ARA4N       20250101009400100000100000 0400000050002551   
0601ARA4N       20250101009500100000100000 0400000050002552   
0601ARA4N       20250101009600100000100000 0400000050002553   
0601ARA4N       20250101009700100000100000 0400000050002554   
0601ARA4N       20250101009800100000100000 0400000050002555   
0601ARA4N       20250101009900100000100000 0400000050002556   
0601ARA4N       20250101010000100000100000 0400000050002557   
0601ARA5N       20250101000000100000115000 0500000050000043   
0601ARA5N       20250101000115100000005000 0500000050000043   
0601ARA5N       20250101000120100000005000 0500000050000041   
0601ARA5N       20250101000125100000005000 0500000050000039   
0601ARA5N       20250101000130100000005000 0500000050000038   
0601ARA5N       20250101000135100000005000 0500000050000036   
0601ARA5N       20250101000140100000005000 0500000050000035   
0601ARA5N       20250101000145100000005000 0500000050000034   
0601ARA5N       20250101000150100000005000 0500000050000033   
0601ARA5N       20250101000155100000005000 0500000050000032   
0601ARA5N       20250101000160100000005000 0500000050000031   
0601ARA5N       20250101000165100000005000 0500000050000030   
0601ARA5N       20250101000170100000005000 0500000050000029   
0601ARA5N       20250101000175100000005000 0500000050000028   
0601ARA5N       20250101000180100000005000 0500000050000027   
0601ARA5N       20250101000185100000005000 0500000050000027   
0601ARA5N       20250101000190100000005000 0500000050000026   
0601ARA5N       20250101000195100000005000 0500000050000025   
0601ARA5N       20250101000200100000005000 0500000050000025   
0601ARA5N       20250101000205100000005000 0500000050000024   
0601ARA5N       20250101000210100000005000 0500000050000024   
0601ARA5N       20250101000215100000005000 0500000050000023   
0601ARA5N       20250101000220100000005000 0500000050000022   
0601ARA5N       20250101000225100000005000 0500000050000022   
0601ARA5N       20250101000230100000005000 0500000050000022   
0601ARA5N       20250101000235100000005000 0500000050000021   
0601ARA5N       20250101000240100000005000 0500000050000021   
0601ARA5N       20250101000245100000005000 0500000050000020   
0601ARA5N       20250101000250100000005000 0500000050000020   
0601ARA5N       20250101000255100000005000 0500000050000019   
0601ARA5N       20250101000260100000005000 0500000050000019   
0601ARA5N       20250101000265100000005000 0500000050000019   
0601ARA5N       20250101000270100000005000 0500000050000018   
0601ARA5N       20250101000275100000005000 0500000050000018   
0601ARA5N       20250101000280100000005000 0500000050000018   
0601ARA5N       20250101000285100000005000 0500000050000017   
0601ARA5N       20250101000290100000005000 0500000050000017   
0601ARA5N       20250101000295100000005000 0500000050000017   
0601ARA5N       20250101000300100000005000 0500000050000017   
0601ARA5N       20250101000305100000005000 0500000050000016   
0601ARA5N       20250101000310100000005000 0500000050000016   
0601ARA5N       20250101000315100000005000 0500000050000016   
0601ARA5N       20250101000320100000005000 0500000050000016   
0601ARA5N       20250101000325100000005000 0500000050000015   
0601ARA5N       20250101000330100000005000 0500000050000015   
0601ARA5N       20250101000335100000005000 0500000050000015   
0601ARA5N       20250101000340100000005000 0500000050000015   
0601ARA5N       20250101000345100000005000 0500000050000014   
0601ARA5N       20250101000350100000005000 0500000050000014   
0601ARA5N       20250101000355100000005000 0500000050000014   
0601ARA5N       20250101000360100000005000 0500000050000014   
0601ARA5N       20250101000365100000005000 0500000050000014   
0601ARA5N       20250101000370100000005000 0500000050000013   
0601ARA5N       20250101000375100000005000 0500000050000013   
0601ARA5N       20250101000380100000005000 0500000050000013   
0601ARA5N       20250101000385100000005000 0500000050000013   
0601ARA5N       20250101000390100000005000 0500000050000013   
0601ARA5N       20250101000395100000005000 0500000050000013   
0601ARA5N       20250101000400100000005000 0500000050000012   
0601ARA5N       20250101000405100000005000 0500000050000012   
0601ARA5N       20250101000410100000005000 0500000050000012   
0601ARA5N       20250101000415100000005000 0500000050000012   
0601ARA5N       20250101000420100000005000 0500000050000012   
0601ARA5N       20250101000425100000005000 0500000050000012   
0601ARA5N       20250101000430100000005000 0500000050000012   
0601ARA5N       20250101000435100000005000 0500000050000011   
0601ARA5N       20250101000440100000005000 0500000050000011   
0601ARA5N       20250101000445100000005000 0500000050000011   
0601ARA5N       20250101000450100000005000 0500000050000011   
0601ARA5N       20250101000455100000005000 0500000050000011   
0601ARA5N       20250101000460100000005000 0500000050000011   
0601ARA5N       20250101000465100000005000 0500000050000011   
0601ARA5N       20250101000470100000005000 0500000050000011   
0601ARA5N       20250101000475100000005000 0500000050000015   
0601ARA5N       20250101000480100000005000 0500000050000021   
0601ARA5N       20250101000485100000005000 0500000050000027   
0601ARA5N       20250101000490100000005000 0500000050000034   
0601ARA5N       20250101000495100000005000 0500000050000043   
0601ARA5N       20250101000500100000005000 0500000050000051   
0601ARA5N       20250101000505100000005000 0500000050000060   
0601ARA5N       20250101000510100000005000 0500000050000068   
0601ARA5N       20250101000515100000005000 0500000050000077   
0601ARA5N       20250101000520100000005000 0500000050000085   
0601ARA5N       20250101000525100000005000 0500000050000093   
0601ARA5N       20250101000530100000005000 0500000050000100   
0601ARA5N       20250101000535100000005000 0500000050000109   
0601ARA5N       20250101000540100000005000 0500000050000119   
0601ARA5N       20250101000545100000005000 0500000050000128   
0601ARA5N       20250101000550100000005000 0500000050000136   
0601ARA5N       20250101000555100000005000 0500000050000145   
0601ARA5N       20250101000560100000005000 0500000050000154   
0601ARA5N       20250101000565100000005000 0500000050000162   
0601ARA5N       20250101000570100000005000 0500000050000170   
0601ARA5N       20250101000575100000005000 0500000050000178   
0601ARA5N       20250101000580100000005000 0500000050000186   
0601ARA5N       20250101000585100000005000 0500000050000194   
0601ARA5N       20250101000590100000005000 0500000050000202   
0601ARA5N       20250101000595100000005000 0500000050000209   
0601ARA5N       20250101000600100000005000 0500000050000217   
0601ARA5N       20250101000605100000005000 0500000050000224   
0601ARA5N       20250101000610100000005000 0500000050000231   
0601ARA5N       20250101000615100000005000 0500000050000242   
0601ARA5N       20250101000620100000005000 0500000050000249   
0601ARA5N       20250101000625100000005000 0500000050000257   
0601ARA5N       20250101000630100000005000 0500000050000264   
0601ARA5N       20250101000635100000005000 0500000050000271   
0601ARA5N       20250101000640100000005000 0500000050000278   
0601ARA5N       20250101000645100000005000 0500000050000285   
0601ARA5N       20250101000650100000005000 0500000050000293   
0601ARA5N       20250101000655100000005000 0500000050000302   
0601ARA5N       20250101000660100000005000 0500000050000310   
0601ARA5N       20250101000665100000005000 0500000050000319   
0601ARA5N       20250101000670100000005000 0500000050000327   
0601ARA5N       20250101000675100000005000 0500000050000335   
0601ARA5N       20250101000680100000005000 0500000050000343   
0601ARA5N       20250101000685100000005000 0500000050000350   
0601ARA5N       20250101000690100000005000 0500000050000358   
0601ARA5N       20250101000695100000005000 0500000050000366   
0601ARA5N       20250101000700100000005000 0500000050000373   
0601ARA5N       20250101000705100000005000 0500000050000380   
0601ARA5N       20250101000710100000005000 0500000050000388   
0601ARA5N       20250101000715100000005000 0500000050000395   
0601ARA5N       20250101000720100000005000 0500000050000402   
0601ARA5N       20250101000725100000005000 0500000050000409   
0601ARA5N       20250101000730100000005000 0500000050000416   
0601ARA5N       20250101000735100000005000 0500000050000423   
0601ARA5N       20250101000740100000005000 0500000050000429   
0601ARA5N       20250101000745100000005000 0500000050000436   
0601ARA5N       20250101000750100000005000 0500000050000442   
0601ARA5N       20250101000755100000005000 0500000050000451   
0601ARA5N       20250101000760100000005000 0500000050000457   
0601ARA5N       20250101000765100000005000 0500000050000463   
0601ARA5N       20250101000770100000005000 0500000050000469   
0601ARA5N       20250101000775100000005000 0500000050000476   
0601ARA5N       20250101000780100000005000 0500000050000484   
0601ARA5N       20250101000785100000005000 0500000050000489   
0601ARA5N       20250101000790100000005000 0500000050000495   
0601ARA5N       20250101000795100000005000 0500000050000502   
0601ARA5N       20250101000800100000005000 0500000050000508   
0601ARA5N       20250101000805100000005000 0500000050000517   
0601ARA5N       20250101000810100000005000 0500000050000523   
0601ARA5N       20250101000815100000005000 0500000050000529   
0601ARA5N       20250101000820100000005000 0500000050000536   
0601ARA5N       20250101000825100000005000 0500000050000542   
0601ARA5N       20250101000830100000005000 0500000050000549   
0601ARA5N       20250101000835100000005000 0500000050000555   
0601ARA5N       20250101000840100000005000 0500000050000561   
0601ARA5N       20250101000845100000005000 0500000050000567   
0601ARA5N       20250101000850100000005000 0500000050000573   
0601ARA5N       20250101000855100000005000 0500000050000580   
0601ARA5N       20250101000860100000005000 0500000050000586   
0601ARA5N       20250101000865100000005000 0500000050000592   
0601ARA5N       20250101000870100000005000 0500000050000598   
0601ARA5N       20250101000875100000005000 0500000050000604   
0601ARA5N       20250101000880100000005000 0500000050000612   
0601ARA5N       20250101000885100000005000 0500000050000618   
0601ARA5N       20250101000890100000005000 0500000050000624   
0601ARA5N       20250101000895100000005000 0500000050000630   
0601ARA5N       20250101000900100000005000 0500000050000636   
0601ARA5N       20250101000905100000005000 0500000050000644   
0601ARA5N       20250101000910100000005000 0500000050000649   
0601ARA5N       20250101000915100000005000 0500000050000656   
0601ARA5N       20250101000920100000005000 0500000050000662   
0601ARA5N       20250101000925100000005000 0500000050000668   
0601ARA5N       20250101000930100000005000 0500000050000676   
0601ARA5N       20250101000935100000005000 0500000050000682   
0601ARA5N       20250101000940100000005000 0500000050000688   
0601ARA5N       20250101000945100000005000 0500000050000694   
0601ARA5N       20250101000950100000005000 0500000050000700   
0601ARA5N       20250101000955100000005000 0500000050000708   
0601ARA5N       20250101000960100000005000 0500000050000713   
0601ARA5N       20250101000965100000005000 0500000050000719   
0601ARA5N       20250101000970100000005000 0500000050000725   
0601ARA5N       20250101000975100000005000 0500000050000730   
0601ARA5N       20250101000980100000005000 0500000050000737   
0601ARA5N       20250101000985100000005000 0500000050000743   
0601ARA5N       20250101000990100000005000 0500000050000748   
0601ARA5N       20250101000995100000005000 0500000050000754   
0601ARA5N       20250101001000100000005000 0500000050000759   
0601ARA5N       20250101001005100000005000 0500000050000764   
0601ARA5N       20250101001010100000005000 0500000050000771   
0601ARA5N       20250101001015100000005000 0500000050000776   
0601ARA5N       20250101001020100000005000 0500000050000782   
0601ARA5N       20250101001025100000005000 0500000050000787   
0601ARA5N       20250101001030100000005000 0500000050000792   
0601ARA5N       20250101001035100000005000 0500000050000798   
0601ARA5N       20250101001040100000005000 0500000050000803   
0601ARA5N       20250101001045100000005000 0500000050000808   
0601ARA5N       20250101001050100000005000 0500000050000813   
0601ARA5N       20250101001055100000005000 0500000050000818   
0601ARA5N       20250101001060100000005000 0500000050000825   
0601ARA5N       20250101001065100000005000 0500000050000829   
0601ARA5N       20250101001070100000005000 0500000050000834   
0601ARA5N       20250101001075100000005000 0500000050000839   
0601ARA5N       20250101001080100000005000 0500000050000843   
0601ARA5N       20250101001085100000005000 0500000050000849   
0601ARA5N       20250101001090100000005000 0500000050000854   
0601ARA5N       20250101001095100000005000 0500000050000859   
0601ARA5N       20250101001100100000005000 0500000050000863   
0601ARA5N       20250101001105100000005000 0500000050000868   
0601ARA5N       20250101001110100000005000 0500000050000874   
0601ARA5N       20250101001115100000005000 0500000050000879   
0601ARA5N       20250101001120100000005000 0500000050000883   
0601ARA5N       20250101001125100000005000 0500000050000888   
0601ARA5N       20250101001130100000005000 0500000050000892   
0601ARA5N       20250101001135100000005000 0500000050000898   
0601ARA5N       20250101001140100000005000 0500000050000903   
0601ARA5N       20250101001145100000005000 0500000050000907   
0601ARA5N       20250101001150100000005000 0500000050000911   
0601ARA5N       20250101001155100000005000 0500000050000916   
0601ARA5N       20250101001160100000005000 0500000050000922   
0601ARA5N       20250101001165100000005000 0500000050000926   
0601ARA5N       20250101001170100000005000 0500000050000930   
0601ARA5N       20250101001175100000005000 0500000050000934   
0601ARA5N       20250101001180100000005000 0500000050000938   
0601ARA5N       20250101001185100000005000 0500000050000944   
0601ARA5N       20250101001190100000005000 0500000050000949   
0601ARA5N       20250101001195100000005000 0500000050000953   
0601ARA5N       20250101001200100000005000 0500000050000958   
0601ARA5N       20250101001205100000005000 0500000050000963   
0601ARA5N       20250101001210100000005000 0500000050000969   
0601ARA5N       20250101001215100000005000 0500000050000974   
0601ARA5N       20250101001220100000005000 0500000050000978   
0601ARA5N       20250101001225100000005000 0500000050000983   
0601ARA5N       20250101001230100000005000 0500000050000987   
0601ARA5N       20250101001235100000005000 0500000050000993   
0601ARA5N       20250101001240100000005000 0500000050000998   
0601ARA5N       20250101001245100000005000 0500000050001002   
0601ARA5N       20250101001250100000005000 0500000050001009   
0601ARA5N       20250101001255100000005000 0500000050001014   
0601ARA5N       20250101001260100000005000 0500000050001018   
0601ARA5N       20250101001265100000005000 0500000050001025   
0601ARA5N       20250101001270100000005000 0500000050001029   
0601ARA5N       20250101001275100000005000 0500000050001034   
0601ARA5N       20250101001280100000005000 0500000050001039   
0601ARA5N       20250101001285100000005000 0500000050001045   
0601ARA5N       20250101001290100000005000 0500000050001049   
0601ARA5N       20250101001295100000005000 0500000050001054   
0601ARA5N       20250101001300100000005000 0500000050001060   
0601ARA5N       20250101001305100000005000 0500000050001064   
0601ARA5N       20250101001310100000005000 0500000050001068   
0601ARA5N       20250101001315100000005000 0500000050001074   
0601ARA5N       20250101001320100000005000 0500000050001079   
0601ARA5N       20250101001325100000005000 0500000050001083   
0601ARA5N       20250101001330100000005000 0500000050001089   
0601ARA5N       20250101001335100000005000 0500000050001093   
0601ARA5N       20250101001340100000005000 0500000050001097   
0601ARA5N       20250101001345100000005000 0500000050001103   
0601ARA5N       20250101001350100000005000 0500000050001107   
0601ARA5N       20250101001355100000005000 0500000050001111   
0601ARA5N       20250101001360100000005000 0500000050001116   
0601ARA5N       20250101001365100000005000 0500000050001120   
0601ARA5N       20250101001370100000005000 0500000050001124   
0601ARA5N       20250101001375100000005000 0500000050001130   
0601ARA5N       20250101001380100000005000 0500000050001134   
0601ARA5N       20250101001385100000005000 0500000050001138   
0601ARA5N       20250101001390100000005000 0500000050001143   
0601ARA5N       20250101001395100000005000 0500000050001147   
0601ARA5N       20250101001400100000005000 0500000050001150   
0601ARA5N       20250101001405100000005000 0500000050001156   
0601ARA5N       20250101001410100000005000 0500000050001159   
0601ARA5N       20250101001415100000005000 0500000050001163   
0601ARA5N       20250101001420100000005000 0500000050001167   
0601ARA5N       20250101001425100000005000 0500000050001172   
0601ARA5N       20250101001430100000005000 0500000050001176   
0601ARA5N       20250101001435100000005000 0500000050001179   
0601ARA5N       20250101001440100000005000 0500000050001184   
0601ARA5N       20250101001445100000005000 0500000050001188   
0601ARA5N       20250101001450100000005000 0500000050001191   
