00AR               20241127                                                                                   
0601ARA0N       20250101001110100000005000 0000000050001500   
0601ARA0N       20250101001115100000005000 0000000050001503   
0601ARA0N       20250101001120100000005000 0000000050001506   
0601ARA0N       20250101001125100000005000 0000000050001509   
0601ARA0N       20250101001130100000005000 0000000050001512   
0601ARA0N       20250101001135100000005000 0000000050001517   
0601ARA0N       20250101001140100000005000 0000000050001520   
0601ARA0N       20250101001145100000005000 0000000050001524   
0601ARA0N       20250101001150100000005000 0000000050001528   
0601ARA0N       20250101001155100000005000 0000000050001531   
0601ARA0N       20250101001160100000005000 0000000050001537   
0601ARA0N       20250101001165100000005000 0000000050001541   
0601ARA0N       20250101001170100000005000 0000000050001544   
0601ARA0N       20250101001175100000005000 0000000050001548   
0601ARA0N       20250101001180100000005000 0000000050001552   
0601ARA0N       20250101001185100000005000 0000000050001557   
0601ARA0N       20250101001190100000005000 0000000050001560   
0601ARA0N       20250101001195100000005000 0000000050001564   
0601ARA0N       20250101001200100000005000 0000000050001567   
0601ARA0N       20250101001205100000005000 0000000050001571   
0601ARA0N       20250101001210100000005000 0000000050001576   
0601ARA0N       20250101001215100000005000 0000000050001579   
0601ARA0N       20250101001220100000005000 0000000050001583   
0601ARA0N       20250101001225100000005000 0000000050001586   
0601ARA0N       20250101001230100000005000 0000000050001589   
0601ARA0N       20250101001235100000005000 0000000050001594   
0601ARA0N       20250101001240100000005000 0000000050001597   
0601ARA0N       20250101001245100000005000 0000000050001601   
0601ARA0N       20250101001250100000005000 0000000050001606   
0601ARA0N       20250101001255100000005000 0000000050001609   
0601ARA0N       20250101001260100000005000 0000000050001612   
0601ARA0N       20250101001265100000005000 0000000050001617   
0601ARA0N       20250101001270100000005000 0000000050001620   
0601ARA0N       20250101001275100000005000 0000000050001623   
0601ARA0N       20250101001280100000005000 0000000050001626   
0601ARA0N       20250101001285100000005000 0000000050001630   
0601ARA0N       20250101001290100000005000 0000000050001633   
0601ARA0N       20250101001295100000005000 0000000050001637   
0601ARA0N       20250101001300100000005000 0000000050001641   
0601ARA0N       20250101001305100000005000 0000000050001645   
0601ARA0N       20250101001310100000005000 0000000050001648   
0601ARA0N       20250101001315100000005000 0000000050001652   
0601ARA0N       20250101001320100000005000 0000000050001655   
0601ARA0N       20250101001325100000005000 0000000050001658   
0601ARA0N       20250101001330100000005000 0000000050001663   
0601ARA0N       20250101001335100000005000 0000000050001666   
0601ARA0N       20250101001340100000005000 0000000050001669   
0601ARA0N       20250101001345100000005000 0000000050001674   
0601ARA0N       20250101001350100000005000 0000000050001676   
0601ARA0N       20250101001355100000005000 0000000050001679   
0601ARA0N       20250101001360100000005000 0000000050001684   
0601ARA0N       20250101001365100000005000 0000000050001687   
0601ARA0N       20250101001370100000005000 0000000050001689   
0601ARA0N       20250101001375100000005000 0000000050001694   
0601ARA0N       20250101001380100000005000 0000000050001697   
0601ARA0N       20250101001385100000005000 0000000050001699   
0601ARA0N       20250101001390100000005000 0000000050001704   
0601ARA0N       20250101001395100000005000 0000000050001706   
0601ARA0N       20250101001400100000005000 0000000050001709   
0601ARA0N       20250101001405100000005000 0000000050001713   
0601ARA0N       20250101001410100000005000 0000000050001716   
0601ARA0N       20250101001415100000005000 0000000050001718   
0601ARA0N       20250101001420100000005000 0000000050001721   
0601ARA0N       20250101001425100000005000 0000000050001725   
0601ARA0N       20250101001430100000005000 0000000050001728   
0601ARA0N       20250101001435100000005000 0000000050001730   
0601ARA0N       20250101001440100000005000 0000000050001734   
0601ARA0N       20250101001445100000005000 0000000050001737   
0601ARA0N       20250101001450100000005000 0000000050001739   
0601ARA0N       20250101001455100000005000 0000000050001744   
0601ARA0N       20250101001460100000005000 0000000050001747   
0601ARA0N       20250101001465100000005000 0000000050001750   
0601ARA0N       20250101001470100000005000 0000000050001755   
0601ARA0N       20250101001475100000005000 0000000050001758   
0601ARA0N       20250101001480100000005000 0000000050001761   
0601ARA0N       20250101001485100000005000 0000000050001766   
0601ARA0N       20250101001490100000005000 0000000050001768   
0601ARA0N       20250101001495100000005000 0000000050001771   
0601ARA0N       20250101001500100000005000 0000000050001776   
0601ARA0N       20250101001505100000005000 0000000050001779   
0601ARA0N       20250101001510100000005000 0000000050001781   
0601ARA0N       20250101001515100000005000 0000000050001786   
0601ARA0N       20250101001520100000005000 0000000050001789   
0601ARA0N       20250101001525100000005000 0000000050001791   
0601ARA0N       20250101001530100000005000 0000000050001796   
0601ARA0N       20250101001535100000005000 0000000050001799   
0601ARA0N       20250101001540100000005000 0000000050001801   
0601ARA0N       20250101001545100000005000 0000000050001806   
0601ARA0N       20250101001550100000005000 0000000050001808   
0601ARA0N       20250101001555100000005000 0000000050001811   
0601ARA0N       20250101001560100000005000 0000000050001815   
0601ARA0N       20250101001565100000005000 0000000050001818   
0601ARA0N       20250101001570100000005000 0000000050001820   
0601ARA0N       20250101001575100000005000 0000000050001823   
0601ARA0N       20250101001580100000005000 0000000050001827   
0601ARA0N       20250101001585100000005000 0000000050001830   
0601ARA0N       20250101001590100000005000 0000000050001832   
0601ARA0N       20250101001595100000005000 0000000050001836   
0601ARA0N       20250101001600100000005000 0000000050001839   
0601ARA0N       20250101001605100000005000 0000000050001841   
0601ARA0N       20250101001610100000005000 0000000050001845   
0601ARA0N       20250101001615100000005000 0000000050001848   
0601ARA0N       20250101001620100000005000 0000000050001850   
0601ARA0N       20250101001625100000005000 0000000050001854   
0601ARA0N       20250101001630100000005000 0000000050001856   
0601ARA0N       20250101001635100000005000 0000000050001859   
0601ARA0N       20250101001640100000005000 0000000050001863   
0601ARA0N       20250101001645100000005000 0000000050001865   
0601ARA0N       20250101001650100000005000 0000000050001867   
0601ARA0N       20250101001655100000005000 0000000050001871   
0601ARA0N       20250101001660100000005000 0000000050001873   
0601ARA0N       20250101001665100000005000 0000000050001876   
0601ARA0N       20250101001670100000005000 0000000050001879   
0601ARA0N       20250101001675100000005000 0000000050001882   
0601ARA0N       20250101001680100000005000 0000000050001884   
0601ARA0N       20250101001685100000005000 0000000050001888   
0601ARA0N       20250101001690100000005000 0000000050001890   
0601ARA0N       20250101001695100000005000 0000000050001892   
0601ARA0N       20250101001700100000005000 0000000050001896   
0601ARA0N       20250101001705100000005000 0000000050001898   
0601ARA0N       20250101001710100000005000 0000000050001900   
0601ARA0N       20250101001715100000005000 0000000050001902   
0601ARA0N       20250101001720100000005000 0000000050001906   
0601ARA0N       20250101001725100000005000 0000000050001908   
0601ARA0N       20250101001730100000005000 0000000050001910   
0601ARA0N       20250101001735100000005000 0000000050001913   
0601ARA0N       20250101001740100000005000 0000000050001915   
0601ARA0N       20250101001745100000005000 0000000050001917   
0601ARA0N       20250101001750100000005000 0000000050001921   
0601ARA0N       20250101001755100000005000 0000000050001923   
0601ARA0N       20250101001760100000005000 0000000050001925   
0601ARA0N       20250101001765100000005000 0000000050001928   
0601ARA0N       20250101001770100000005000 0000000050001930   
0601ARA0N       20250101001775100000005000 0000000050001932   
0601ARA0N       20250101001780100000005000 0000000050001936   
0601ARA0N       20250101001785100000005000 0000000050001938   
0601ARA0N       20250101001790100000005000 0000000050001940   
0601ARA0N       20250101001795100000005000 0000000050001943   
0601ARA0N       20250101001800100000005000 0000000050001945   
0601ARA0N       20250101001805100000005000 0000000050001947   
0601ARA0N       20250101001810100000005000 0000000050001950   
0601ARA0N       20250101001815100000005000 0000000050001952   
0601ARA0N       20250101001820100000005000 0000000050001954   
0601ARA0N       20250101001825100000005000 0000000050001957   
0601ARA0N       20250101001830100000005000 0000000050001959   
0601ARA0N       20250101001835100000005000 0000000050001961   
0601ARA0N       20250101001840100000005000 0000000050001964   
0601ARA0N       20250101001845100000005000 0000000050001966   
0601ARA0N       20250101001850100000005000 0000000050001968   
0601ARA0N       20250101001855100000005000 0000000050001971   
0601ARA0N       20250101001860100000005000 0000000050001973   
0601ARA0N       20250101001865100000005000 0000000050001975   
0601ARA0N       20250101001870100000005000 0000000050001977   
0601ARA0N       20250101001875100000005000 0000000050001981   
0601ARA0N       20250101001880100000005000 0000000050001983   
0601ARA0N       20250101001885100000005000 0000000050001985   
0601ARA0N       20250101001890100000005000 0000000050001989   
0601ARA0N       20250101001895100000005000 0000000050001991   
0601ARA0N       20250101001900100000005000 0000000050001993   
0601ARA0N       20250101001905100000005000 0000000050001997   
0601ARA0N       20250101001910100000005000 0000000050001999   
0601ARA0N       20250101001915100000005000 0000000050002001   
0601ARA0N       20250101001920100000005000 0000000050002005   
0601ARA0N       20250101001925100000005000 0000000050002007   
0601ARA0N       20250101001930100000005000 0000000050002009   
0601ARA0N       20250101001935100000005000 0000000050002012   
0601ARA0N       20250101001940100000005000 0000000050002015   
0601ARA0N       20250101001945100000005000 0000000050002017   
0601ARA0N       20250101001950100000005000 0000000050002020   
0601ARA0N       20250101001955100000005000 0000000050002022   
0601ARA0N       20250101001960100000005000 0000000050002024   
0601ARA0N       20250101001965100000005000 0000000050002027   
0601ARA0N       20250101001970100000005000 0000000050002029   
0601ARA0N       20250101001975100000005000 0000000050002031   
0601ARA0N       20250101001980100000005000 0000000050002035   
0601ARA0N       20250101001985100000005000 0000000050002037   
0601ARA0N       20250101001990100000005000 0000000050002039   
0601ARA0N       20250101001995100000005000 0000000050002042   
0601ARA0N       20250101002000100000005000 0000000050002044   
0601ARA0N       20250101002005100000005000 0000000050002046   
0601ARA0N       20250101002010100000005000 0000000050002048   
0601ARA0N       20250101002015100000005000 0000000050002051   
0601ARA0N       20250101002020100000005000 0000000050002053   
0601ARA0N       20250101002025100000005000 0000000050002055   
0601ARA0N       20250101002030100000005000 0000000050002058   
0601ARA0N       20250101002035100000005000 0000000050002060   
0601ARA0N       20250101002040100000005000 0000000050002062   
0601ARA0N       20250101002045100000005000 0000000050002065   
0601ARA0N       20250101002050100000005000 0000000050002067   
0601ARA0N       20250101002055100000005000 0000000050002068   
0601ARA0N       20250101002060100000005000 0000000050002072   
0601ARA0N       20250101002065100000005000 0000000050002073   
0601ARA0N       20250101002070100000005000 0000000050002075   
0601ARA0N       20250101002075100000005000 0000000050002078   
0601ARA0N       20250101002080100000005000 0000000050002080   
0601ARA0N       20250101002085100000005000 0000000050002082   
0601ARA0N       20250101002090100000005000 0000000050002085   
0601ARA0N       20250101002095100000005000 0000000050002087   
0601ARA0N       20250101002100100000005000 0000000050002088   
0601ARA0N       20250101002105100000005000 0000000050002091   
0601ARA0N       20250101002110100000005000 0000000050002093   
0601ARA0N       20250101002115100000005000 0000000050002095   
0601ARA0N       20250101002120100000005000 0000000050002098   
0601ARA0N       20250101002125100000005000 0000000050002099   
0601ARA0N       20250101002130100000005000 0000000050002101   
0601ARA0N       20250101002135100000005000 0000000050002104   
0601ARA0N       20250101002140100000005000 0000000050002106   
0601ARA0N       20250101002145100000005000 0000000050002107   
0601ARA0N       20250101002150100000005000 0000000050002109   
0601ARA0N       20250101002155100000005000 0000000050002112   
0601ARA0N       20250101002160100000005000 0000000050002113   
0601ARA0N       20250101002165100000005000 0000000050002115   
0601ARA0N       20250101002170100000005000 0000000050002118   
0601ARA0N       20250101002175100000005000 0000000050002120   
0601ARA0N       20250101002180100000005000 0000000050002121   
0601ARA0N       20250101002185100000005000 0000000050002124   
0601ARA0N       20250101002190100000005000 0000000050002126   
0601ARA0N       20250101002195100000005000 0000000050002127   
0601ARA0N       20250101002200100000005000 0000000050002130   
0601ARA0N       20250101002205100000005000 0000000050002131   
0601ARA0N       20250101002210100000005000 0000000050002133   
0601ARA0N       20250101002215100000005000 0000000050002136   
0601ARA0N       20250101002220100000005000 0000000050002137   
0601ARA0N       20250101002225100000005000 0000000050002139   
0601ARA0N       20250101002230100000005000 0000000050002142   
0601ARA0N       20250101002235100000005000 0000000050002143   
0601ARA0N       20250101002240100000005000 0000000050002145   
0601ARA0N       20250101002245100000005000 0000000050002147   
0601ARA0N       20250101002250100000005000 0000000050002149   
0601ARA0N       20250101002255100000005000 0000000050002150   
0601ARA0N       20250101002260100000005000 0000000050002153   
0601ARA0N       20250101002265100000005000 0000000050002154   
0601ARA0N       20250101002270100000005000 0000000050002156   
0601ARA0N       20250101002275100000005000 0000000050002158   
0601ARA0N       20250101002280100000005000 0000000050002160   
0601ARA0N       20250101002285100000005000 0000000050002161   
0601ARA0N       20250101002290100000005000 0000000050002164   
0601ARA0N       20250101002295100000005000 0000000050002165   
0601ARA0N       20250101002300100000005000 0000000050002167   
0601ARA0N       20250101002305100000005000 0000000050002168   
0601ARA0N       20250101002310100000005000 0000000050002171   
0601ARA0N       20250101002315100000005000 0000000050002172   
0601ARA0N       20250101002320100000005000 0000000050002173   
0601ARA0N       20250101002325100000005000 0000000050002176   
0601ARA0N       20250101002330100000005000 0000000050002177   
0601ARA0N       20250101002335100000005000 0000000050002179   
0601ARA0N       20250101002340100000005000 0000000050002181   
0601ARA0N       20250101002345100000005000 0000000050002183   
0601ARA0N       20250101002350100000005000 0000000050002184   
0601ARA0N       20250101002355100000005000 0000000050002186   
0601ARA0N       20250101002360100000005000 0000000050002188   
0601ARA0N       20250101002365100000005000 0000000050002189   
0601ARA0N       20250101002370100000005000 0000000050002192   
0601ARA0N       20250101002375100000005000 0000000050002193   
0601ARA0N       20250101002380100000005000 0000000050002194   
0601ARA0N       20250101002385100000005000 0000000050002197   
0601ARA0N       20250101002390100000005000 0000000050002198   
0601ARA0N       20250101002395100000005000 0000000050002199   
0601ARA0N       20250101002400100000005000 0000000050002202   
0601ARA0N       20250101002405100000005000 0000000050002203   
0601ARA0N       20250101002410100000005000 0000000050002204   
0601ARA0N       20250101002415100000005000 0000000050002207   
0601ARA0N       20250101002420100000005000 0000000050002208   
0601ARA0N       20250101002425100000005000 0000000050002209   
0601ARA0N       20250101002430100000005000 0000000050002211   
0601ARA0N       20250101002435100000005000 0000000050002213   
0601ARA0N       20250101002440100000005000 0000000050002214   
0601ARA0N       20250101002445100000005000 0000000050002215   
0601ARA0N       20250101002450100000005000 0000000050002217   
0601ARA0N       20250101002455100000005000 0000000050002219   
0601ARA0N       20250101002460100000005000 0000000050002220   
0601ARA0N       20250101002465100000005000 0000000050002222   
0601ARA0N       20250101002470100000005000 0000000050002223   
0601ARA0N       20250101002475100000005000 0000000050002225   
0601ARA0N       20250101002480100000005000 0000000050002227   
0601ARA0N       20250101002485100000005000 0000000050002228   
0601ARA0N       20250101002490100000005000 0000000050002229   
0601ARA0N       20250101002495100000005000 0000000050002231   
0601ARA0N       20250101002500100000100000 0000000050002247   
0601ARA0N       20250101002600100000100000 0000000050002269   
0601ARA0N       20250101002700100000100000 0000000050002288   
0601ARA0N       20250101002800100000100000 0000000050002306   
0601ARA0N       20250101002900100000100000 0000000050002323   
0601ARA0N       20250101003000100000100000 0000000050002339   
0601ARA0N       20250101003100100000100000 0000000050002353   
0601ARA0N       20250101003200100000100000 0000000050002367   
0601ARA0N       20250101003300100000100000 0000000050002380   
0601ARA0N       20250101003400100000100000 0000000050002393   
0601ARA0N       20250101003500100000100000 0000000050002404   
0601ARA0N       20250101003600100000100000 0000000050002414   
0601ARA0N       20250101003700100000100000 0000000050002425   
0601ARA0N       20250101003800100000100000 0000000050002434   
0601ARA0N       20250101003900100000100000 0000000050002444   
0601ARA0N       20250101004000100000100000 0000000050002453   
0601ARA0N       20250101004100100000100000 0000000050002461   
0601ARA0N       20250101004200100000100000 0000000050002469   
0601ARA0N       20250101004300100000100000 0000000050002477   
0601ARA0N       20250101004400100000100000 0000000050002484   
0601ARA0N       20250101004500100000100000 0000000050002491   
0601ARA0N       20250101004600100000100000 0000000050002498   
0601ARA0N       20250101004700100000100000 0000000050002504   
0601ARA0N       20250101004800100000100000 0000000050002510   
0601ARA0N       20250101004900100000100000 0000000050002516   
0601ARA0N       20250101005000100000100000 0000000050002522   
0601ARA0N       20250101005100100000100000 0000000050002527   
0601ARA0N       20250101005200100000100000 0000000050002532   
0601ARA0N       20250101005300100000100000 0000000050002538   
0601ARA0N       20250101005400100000100000 0000000050002542   
0601ARA0N       20250101005500100000100000 0000000050002547   
0601ARA0N       20250101005600100000100000 0000000050002551   
0601ARA0N       20250101005700100000100000 0000000050002556   
0601ARA0N       20250101005800100000100000 0000000050002560   
0601ARA0N       20250101005900100000100000 0000000050002564   
0601ARA0N       20250101006000100000100000 0000000050002568   
0601ARA0N       20250101006100100000100000 0000000050002572   
0601ARA0N       20250101006200100000100000 0000000050002576   
0601ARA0N       20250101006300100000100000 0000000050002579   
0601ARA0N       20250101006400100000100000 0000000050002583   
0601ARA0N       20250101006500100000100000 0000000050002586   
0601ARA0N       20250101006600100000100000 0000000050002589   
0601ARA0N       20250101006700100000100000 0000000050002592   
0601ARA0N       20250101006800100000100000 0000000050002595   
0601ARA0N       20250101006900100000100000 0000000050002598   
0601ARA0N       20250101007000100000100000 0000000050002601   
0601ARA0N       20250101007100100000100000 0000000050002604   
0601ARA0N       20250101007200100000100000 0000000050002607   
0601ARA0N       20250101007300100000100000 0000000050002609   
0601ARA0N       20250101007400100000100000 0000000050002612   
0601ARA0N       20250101007500100000100000 0000000050002615   
0601ARA0N       20250101007600100000100000 0000000050002615   
0601ARA0N       20250101007700100000100000 0000000050002616   
0601ARA0N       20250101007800100000100000 0000000050002616   
0601ARA0N       20250101007900100000100000 0000000050002617   
0601ARA0N       20250101008000100000100000 0000000050002617   
0601ARA0N       20250101008100100000100000 0000000050002617   
0601ARA0N       20250101008200100000100000 0000000050002618   
0601ARA0N       20250101008300100000100000 0000000050002618   
