00AR               20181129                                                                                   
0601ARA3N       20190101002240100000005000 0300044140001968   
0601ARA3N       20190101002245100000005000 0300044280001970   
0601ARA3N       20190101002250100000005000 0300044440001973   
0601ARA3N       20190101002255100000005000 0300044590001975   
0601ARA3N       20190101002260100000005000 0300044730001977   
0601ARA3N       20190101002265100000005000 0300044890001980   
0601ARA3N       20190101002270100000005000 0300045030001982   
0601ARA3N       20190101002275100000005000 0300045190001984   
0601ARA3N       20190101002280100000005000 0300045350001987   
0601ARA3N       20190101002285100000005000 0300045490001989   
0601ARA3N       20190101002290100000005000 0300045640001991   
0601ARA3N       20190101002295100000005000 0300045800001993   
0601ARA3N       20190101002300100000005000 0300045940001995   
0601ARA3N       20190101002305100000005000 0300046090001997   
0601ARA3N       20190101002310100000005000 0300046250002000   
0601ARA3N       20190101002315100000005000 0300046390002002   
0601ARA3N       20190101002320100000005000 0300046540002004   
0601ARA3N       20190101002325100000005000 0300046700002007   
0601ARA3N       20190101002330100000005000 0300046840002008   
0601ARA3N       20190101002335100000005000 0300047000002011   
0601ARA3N       20190101002340100000005000 0300047160002013   
0601ARA3N       20190101002345100000005000 0300047300002015   
0601ARA3N       20190101002350100000005000 0300047450002017   
0601ARA3N       20190101002355100000005000 0300047610002019   
0601ARA3N       20190101002360100000005000 0300047750002021   
0601ARA3N       20190101002365100000005000 0300047900002023   
0601ARA3N       20190101002370100000005000 0300048060002026   
0601ARA3N       20190101002375100000005000 0300048200002027   
0601ARA3N       20190101002380100000005000 0300048350002030   
0601ARA3N       20190101002385100000005000 0300048510002032   
0601ARA3N       20190101002390100000005000 0300048650002034   
0601ARA3N       20190101002395100000005000 0300048810002036   
0601ARA3N       20190101002400100000005000 0300048970002038   
0601ARA3N       20190101002405100000005000 0300049110002040   
0601ARA3N       20190101002410100000005000 0300049260002042   
0601ARA3N       20190101002415100000005000 0300049420002044   
0601ARA3N       20190101002420100000005000 0300049560002046   
0601ARA3N       20190101002425100000005000 0300049710002048   
0601ARA3N       20190101002430100000005000 0300049870002050   
0601ARA3N       20190101002435100000005000 0300050010002052   
0601ARA3N       20190101002440100000005000 0300050160002054   
0601ARA3N       20190101002445100000005000 0300050320002056   
0601ARA3N       20190101002450100000005000 0300050460002058   
0601ARA3N       20190101002455100000005000 0300050620002060   
0601ARA3N       20190101002460100000005000 0300050780002062   
0601ARA3N       20190101002465100000005000 0300050920002063   
0601ARA3N       20190101002470100000005000 0300051070002065   
0601ARA3N       20190101002475100000005000 0300051230002068   
0601ARA3N       20190101002480100000005000 0300051370002069   
0601ARA3N       20190101002485100000005000 0300051520002071   
0601ARA3N       20190101002490100000005000 0300051680002073   
0601ARA3N       20190101002495100000005000 0300051820002075   
0601ARA3N       20190101002500100000500000 0300059190002152   
0601ARA3N       20190101003000100000500000 0300073310002256   
0601ARA3N       20190101003500100000500000 0300087440002332   
0601ARA3N       20190101004000100000500000 0300101560002390   
0601ARA3N       20190101004500100000500000 0300115680002435   
0601ARA4N       20190101000000100000115000 0400000030000026   
0601ARA4N       20190101000115100000005000 0400000030000026   
0601ARA4N       20190101000120100000005000 0400000030000024   
0601ARA4N       20190101000125100000005000 0400000030000024   
0601ARA4N       20190101000130100000005000 0400000030000023   
0601ARA4N       20190101000135100000005000 0400000030000022   
0601ARA4N       20190101000140100000005000 0400000030000021   
0601ARA4N       20190101000145100000005000 0400000030000020   
0601ARA4N       20190101000150100000005000 0400000030000020   
0601ARA4N       20190101000155100000005000 0400000030000019   
0601ARA4N       20190101000160100000005000 0400000030000018   
0601ARA4N       20190101000165100000005000 0400000030000018   
0601ARA4N       20190101000170100000005000 0400000030000017   
0601ARA4N       20190101000175100000005000 0400000030000017   
0601ARA4N       20190101000180100000005000 0400000030000016   
0601ARA4N       20190101000185100000005000 0400000030000016   
0601ARA4N       20190101000190100000005000 0400000030000016   
0601ARA4N       20190101000195100000005000 0400000030000015   
0601ARA4N       20190101000200100000005000 0400000030000015   
0601ARA4N       20190101000205100000005000 0400000030000014   
0601ARA4N       20190101000210100000005000 0400000030000014   
0601ARA4N       20190101000215100000005000 0400000030000014   
0601ARA4N       20190101000220100000005000 0400000030000013   
0601ARA4N       20190101000225100000005000 0400000030000013   
0601ARA4N       20190101000230100000005000 0400000030000013   
0601ARA4N       20190101000235100000005000 0400000030000013   
0601ARA4N       20190101000240100000005000 0400000030000012   
0601ARA4N       20190101000245100000005000 0400000030000012   
0601ARA4N       20190101000250100000005000 0400000030000012   
0601ARA4N       20190101000255100000005000 0400000030000012   
0601ARA4N       20190101000260100000005000 0400000030000011   
0601ARA4N       20190101000265100000005000 0400000030000011   
0601ARA4N       20190101000270100000005000 0400000030000011   
0601ARA4N       20190101000275100000005000 0400000030000011   
0601ARA4N       20190101000280100000005000 0400000030000011   
0601ARA4N       20190101000285100000005000 0400000030000010   
0601ARA4N       20190101000290100000005000 0400000030000010   
0601ARA4N       20190101000295100000005000 0400000030000010   
0601ARA4N       20190101000300100000005000 0400000030000010   
0601ARA4N       20190101000305100000005000 0400000030000010   
0601ARA4N       20190101000310100000005000 0400000030000010   
0601ARA4N       20190101000315100000005000 0400000030000009   
0601ARA4N       20190101000320100000005000 0400000030000009   
0601ARA4N       20190101000325100000005000 0400000030000009   
0601ARA4N       20190101000330100000005000 0400000030000009   
0601ARA4N       20190101000335100000005000 0400000030000009   
0601ARA4N       20190101000340100000005000 0400000030000009   
0601ARA4N       20190101000345100000005000 0400000030000009   
0601ARA4N       20190101000350100000005000 0400000030000009   
0601ARA4N       20190101000355100000005000 0400000030000008   
0601ARA4N       20190101000360100000005000 0400000030000008   
0601ARA4N       20190101000365100000005000 0400000030000008   
0601ARA4N       20190101000370100000005000 0400000030000008   
0601ARA4N       20190101000375100000005000 0400000030000008   
0601ARA4N       20190101000380100000005000 0400000030000008   
0601ARA4N       20190101000385100000005000 0400000030000008   
0601ARA4N       20190101000390100000005000 0400000040000011   
0601ARA4N       20190101000395100000005000 0400000070000017   
0601ARA4N       20190101000400100000005000 0400000100000025   
0601ARA4N       20190101000405100000005000 0400000130000032   
0601ARA4N       20190101000410100000005000 0400000170000041   
0601ARA4N       20190101000415100000005000 0400000210000051   
0601ARA4N       20190101000420100000005000 0400000260000062   
0601ARA4N       20190101000425100000005000 0400000310000072   
0601ARA4N       20190101000430100000005000 0400000350000082   
0601ARA4N       20190101000435100000005000 0400000400000092   
0601ARA4N       20190101000440100000005000 0400000450000101   
0601ARA4N       20190101000445100000005000 0400000490000110   
0601ARA4N       20190101000450100000005000 0400000540000120   
0601ARA4N       20190101000455100000005000 0400000610000134   
0601ARA4N       20190101000460100000005000 0400000670000144   
0601ARA4N       20190101000465100000005000 0400000720000155   
0601ARA4N       20190101000470100000005000 0400000780000165   
0601ARA4N       20190101000475100000005000 0400000830000175   
0601ARA4N       20190101000480100000005000 0400000890000185   
0601ARA4N       20190101000485100000005000 0400000950000194   
0601ARA4N       20190101000490100000005000 0400001000000204   
0601ARA4N       20190101000495100000005000 0400001060000214   
0601ARA4N       20190101000500100000005000 0400001120000224   
0601ARA4N       20190101000505100000005000 0400001180000233   
0601ARA4N       20190101000510100000005000 0400001240000242   
0601ARA4N       20190101000515100000005000 0400001300000251   
0601ARA4N       20190101000520100000005000 0400001360000260   
0601ARA4N       20190101000525100000005000 0400001420000269   
0601ARA4N       20190101000530100000005000 0400001480000278   
0601ARA4N       20190101000535100000005000 0400001540000286   
0601ARA4N       20190101000540100000005000 0400001600000294   
0601ARA4N       20190101000545100000005000 0400001660000303   
0601ARA4N       20190101000550100000005000 0400001720000310   
0601ARA4N       20190101000555100000005000 0400001770000318   
0601ARA4N       20190101000560100000005000 0400001860000330   
0601ARA4N       20190101000565100000005000 0400001930000339   
0601ARA4N       20190101000570100000005000 0400002000000349   
0601ARA4N       20190101000575100000005000 0400002070000358   
0601ARA4N       20190101000580100000005000 0400002140000368   
0601ARA4N       20190101000585100000005000 0400002230000379   
0601ARA4N       20190101000590100000005000 0400002300000388   
0601ARA4N       20190101000595100000005000 0400002370000396   
0601ARA4N       20190101000600100000005000 0400002440000405   
0601ARA4N       20190101000605100000005000 0400002530000416   
0601ARA4N       20190101000610100000005000 0400002600000424   
0601ARA4N       20190101000615100000005000 0400002670000432   
0601ARA4N       20190101000620100000005000 0400002740000440   
0601ARA4N       20190101000625100000005000 0400002810000448   
0601ARA4N       20190101000630100000005000 0400002900000458   
0601ARA4N       20190101000635100000005000 0400002970000466   
0601ARA4N       20190101000640100000005000 0400003040000473   
0601ARA4N       20190101000645100000005000 0400003110000481   
0601ARA4N       20190101000650100000005000 0400003200000490   
0601ARA4N       20190101000655100000005000 0400003270000497   
0601ARA4N       20190101000660100000005000 0400003340000504   
0601ARA4N       20190101000665100000005000 0400003410000511   
0601ARA4N       20190101000670100000005000 0400003480000518   
0601ARA4N       20190101000675100000005000 0400003570000527   
0601ARA4N       20190101000680100000005000 0400003640000534   
0601ARA4N       20190101000685100000005000 0400003710000540   
0601ARA4N       20190101000690100000005000 0400003790000547   
0601ARA4N       20190101000695100000005000 0400003860000554   
0601ARA4N       20190101000700100000005000 0400003960000563   
0601ARA4N       20190101000705100000005000 0400004030000570   
0601ARA4N       20190101000710100000005000 0400004110000577   
0601ARA4N       20190101000715100000005000 0400004190000584   
0601ARA4N       20190101000720100000005000 0400004280000593   
0601ARA4N       20190101000725100000005000 0400004360000600   
0601ARA4N       20190101000730100000005000 0400004440000606   
0601ARA4N       20190101000735100000005000 0400004520000613   
0601ARA4N       20190101000740100000005000 0400004600000619   
0601ARA4N       20190101000745100000005000 0400004690000627   
0601ARA4N       20190101000750100000005000 0400004770000634   
0601ARA4N       20190101000755100000005000 0400004850000641   
0601ARA4N       20190101000760100000005000 0400004940000648   
0601ARA4N       20190101000765100000005000 0400005040000657   
0601ARA4N       20190101000770100000005000 0400005130000663   
0601ARA4N       20190101000775100000005000 0400005210000670   
0601ARA4N       20190101000780100000005000 0400005300000677   
0601ARA4N       20190101000785100000005000 0400005380000683   
0601ARA4N       20190101000790100000005000 0400005480000692   
0601ARA4N       20190101000795100000005000 0400005570000698   
0601ARA4N       20190101000800100000005000 0400005650000704   
0601ARA4N       20190101000805100000005000 0400005740000711   
0601ARA4N       20190101000810100000005000 0400005850000719   
0601ARA4N       20190101000815100000005000 0400005940000726   
0601ARA4N       20190101000820100000005000 0400006030000733   
0601ARA4N       20190101000825100000005000 0400006120000740   
0601ARA4N       20190101000830100000005000 0400006210000746   
0601ARA4N       20190101000835100000005000 0400006320000755   
0601ARA4N       20190101000840100000005000 0400006410000761   
0601ARA4N       20190101000845100000005000 0400006500000767   
0601ARA4N       20190101000850100000005000 0400006600000774   
0601ARA4N       20190101000855100000005000 0400006690000780   
0601ARA4N       20190101000860100000005000 0400006790000788   
0601ARA4N       20190101000865100000005000 0400006890000794   
0601ARA4N       20190101000870100000005000 0400006980000800   
0601ARA4N       20190101000875100000005000 0400007070000806   
0601ARA4N       20190101000880100000005000 0400007180000814   
0601ARA4N       20190101000885100000005000 0400007270000819   
0601ARA4N       20190101000890100000005000 0400007360000825   
0601ARA4N       20190101000895100000005000 0400007460000831   
0601ARA4N       20190101000900100000005000 0400007550000837   
0601ARA4N       20190101000905100000005000 0400007660000844   
0601ARA4N       20190101000910100000005000 0400007750000850   
0601ARA4N       20190101000915100000005000 0400007850000855   
0601ARA4N       20190101000920100000005000 0400007940000861   
0601ARA4N       20190101000925100000005000 0400008050000868   
0601ARA4N       20190101000930100000005000 0400008140000873   
0601ARA4N       20190101000935100000005000 0400008230000878   
0601ARA4N       20190101000940100000005000 0400008330000884   
0601ARA4N       20190101000945100000005000 0400008420000889   
0601ARA4N       20190101000950100000005000 0400008530000895   
0601ARA4N       20190101000955100000005000 0400008620000901   
0601ARA4N       20190101000960100000005000 0400008720000906   
0601ARA4N       20190101000965100000005000 0400008810000910   
0601ARA4N       20190101000970100000005000 0400008900000915   
0601ARA4N       20190101000975100000005000 0400009010000922   
0601ARA4N       20190101000980100000005000 0400009100000927   
0601ARA4N       20190101000985100000005000 0400009200000931   
0601ARA4N       20190101000990100000005000 0400009290000936   
0601ARA4N       20190101000995100000005000 0400009400000943   
0601ARA4N       20190101001000100000005000 0400009500000948   
0601ARA4N       20190101001005100000005000 0400009600000953   
0601ARA4N       20190101001010100000005000 0400009690000957   
0601ARA4N       20190101001015100000005000 0400009790000962   
0601ARA4N       20190101001020100000005000 0400009900000969   
0601ARA4N       20190101001025100000005000 0400010000000973   
0601ARA4N       20190101001030100000005000 0400010100000978   
0601ARA4N       20190101001035100000005000 0400010190000982   
0601ARA4N       20190101001040100000005000 0400010310000989   
0601ARA4N       20190101001045100000005000 0400010400000993   
0601ARA4N       20190101001050100000005000 0400010500000997   
0601ARA4N       20190101001055100000005000 0400010590001002   
0601ARA4N       20190101001060100000005000 0400010690001006   
0601ARA4N       20190101001065100000005000 0400010820001013   
0601ARA4N       20190101001070100000005000 0400010930001019   
0601ARA4N       20190101001075100000005000 0400011040001025   
0601ARA4N       20190101001080100000005000 0400011150001030   
0601ARA4N       20190101001085100000005000 0400011270001037   
0601ARA4N       20190101001090100000005000 0400011380001042   
0601ARA4N       20190101001095100000005000 0400011490001047   
0601ARA4N       20190101001100100000005000 0400011600001052   
0601ARA4N       20190101001105100000005000 0400011710001057   
0601ARA4N       20190101001110100000005000 0400011830001063   
0601ARA4N       20190101001115100000005000 0400011930001068   
0601ARA4N       20190101001120100000005000 0400012040001073   
0601ARA4N       20190101001125100000005000 0400012160001078   
0601ARA4N       20190101001130100000005000 0400012270001083   
0601ARA4N       20190101001135100000005000 0400012390001090   
0601ARA4N       20190101001140100000005000 0400012510001095   
0601ARA4N       20190101001145100000005000 0400012620001100   
0601ARA4N       20190101001150100000005000 0400012730001105   
0601ARA4N       20190101001155100000005000 0400012870001111   
0601ARA4N       20190101001160100000005000 0400012980001116   
0601ARA4N       20190101001165100000005000 0400013090001121   
0601ARA4N       20190101001170100000005000 0400013200001126   
0601ARA4N       20190101001175100000005000 0400013320001131   
0601ARA4N       20190101001180100000005000 0400013440001137   
0601ARA4N       20190101001185100000005000 0400013560001142   
0601ARA4N       20190101001190100000005000 0400013670001146   
0601ARA4N       20190101001195100000005000 0400013780001151   
0601ARA4N       20190101001200100000005000 0400013910001157   
0601ARA4N       20190101001205100000005000 0400014020001161   
0601ARA4N       20190101001210100000005000 0400014140001166   
0601ARA4N       20190101001215100000005000 0400014250001171   
0601ARA4N       20190101001220100000005000 0400014360001175   
0601ARA4N       20190101001225100000005000 0400014490001180   
0601ARA4N       20190101001230100000005000 0400014610001185   
0601ARA4N       20190101001235100000005000 0400014720001189   
0601ARA4N       20190101001240100000005000 0400014830001193   
0601ARA4N       20190101001245100000005000 0400014960001199   
0601ARA4N       20190101001250100000005000 0400015070001203   
0601ARA4N       20190101001255100000005000 0400015180001207   
0601ARA4N       20190101001260100000005000 0400015320001213   
0601ARA4N       20190101001265100000005000 0400015430001217   
0601ARA4N       20190101001270100000005000 0400015540001221   
0601ARA4N       20190101001275100000005000 0400015670001227   
0601ARA4N       20190101001280100000005000 0400015780001231   
0601ARA4N       20190101001285100000005000 0400015890001234   
0601ARA4N       20190101001290100000005000 0400016030001240   
0601ARA4N       20190101001295100000005000 0400016140001244   
0601ARA4N       20190101001300100000005000 0400016250001247   
0601ARA4N       20190101001305100000005000 0400016380001253   
0601ARA4N       20190101001310100000005000 0400016490001257   
0601ARA4N       20190101001315100000005000 0400016600001260   
0601ARA4N       20190101001320100000005000 0400016740001266   
0601ARA4N       20190101001325100000005000 0400016850001269   
0601ARA4N       20190101001330100000005000 0400016960001273   
0601ARA4N       20190101001335100000005000 0400017090001278   
0601ARA4N       20190101001340100000005000 0400017200001281   
0601ARA4N       20190101001345100000005000 0400017310001285   
0601ARA4N       20190101001350100000005000 0400017450001290   
0601ARA4N       20190101001355100000005000 0400017560001294   
0601ARA4N       20190101001360100000005000 0400017680001298   
0601ARA4N       20190101001365100000005000 0400017830001304   
0601ARA4N       20190101001370100000005000 0400017950001308   
0601ARA4N       20190101001375100000005000 0400018070001312   
0601ARA4N       20190101001380100000005000 0400018210001317   
0601ARA4N       20190101001385100000005000 0400018330001321   
0601ARA4N       20190101001390100000005000 0400018450001325   
0601ARA4N       20190101001395100000005000 0400018600001331   
0601ARA4N       20190101001400100000005000 0400018720001334   
0601ARA4N       20190101001405100000005000 0400018840001338   
0601ARA4N       20190101001410100000005000 0400018980001344   
0601ARA4N       20190101001415100000005000 0400019100001347   
0601ARA4N       20190101001420100000005000 0400019220001351   
0601ARA4N       20190101001425100000005000 0400019360001356   
0601ARA4N       20190101001430100000005000 0400019480001360   
0601ARA4N       20190101001435100000005000 0400019600001364   
0601ARA4N       20190101001440100000005000 0400019750001369   
0601ARA4N       20190101001445100000005000 0400019870001373   
0601ARA4N       20190101001450100000005000 0400019990001376   
0601ARA4N       20190101001455100000005000 0400020130001381   
0601ARA4N       20190101001460100000005000 0400020260001385   
0601ARA4N       20190101001465100000005000 0400020380001389   
0601ARA4N       20190101001470100000005000 0400020530001394   
0601ARA4N       20190101001475100000005000 0400020650001398   
0601ARA4N       20190101001480100000005000 0400020770001401   
0601ARA4N       20190101001485100000005000 0400020920001407   
0601ARA4N       20190101001490100000005000 0400021050001410   
0601ARA4N       20190101001495100000005000 0400021170001414   
0601ARA4N       20190101001500100000005000 0400021320001419   
0601ARA4N       20190101001505100000005000 0400021440001422   
0601ARA4N       20190101001510100000005000 0400021560001426   
0601ARA4N       20190101001515100000005000 0400021710001431   
0601ARA4N       20190101001520100000005000 0400021830001434   
0601ARA4N       20190101001525100000005000 0400021960001437   
0601ARA4N       20190101001530100000005000 0400022100001442   
0601ARA4N       20190101001535100000005000 0400022230001446   
0601ARA4N       20190101001540100000005000 0400022350001449   
0601ARA4N       20190101001545100000005000 0400022500001454   
0601ARA4N       20190101001550100000005000 0400022620001457   
0601ARA4N       20190101001555100000005000 0400022740001460   
0601ARA4N       20190101001560100000005000 0400022880001465   
0601ARA4N       20190101001565100000005000 0400023010001468   
0601ARA4N       20190101001570100000005000 0400023140001471   
0601ARA4N       20190101001575100000005000 0400023280001476   
0601ARA4N       20190101001580100000005000 0400023410001479   
0601ARA4N       20190101001585100000005000 0400023530001482   
0601ARA4N       20190101001590100000005000 0400023670001486   
0601ARA4N       20190101001595100000005000 0400023800001490   
0601ARA4N       20190101001600100000005000 0400023930001493   
0601ARA4N       20190101001605100000005000 0400024070001497   
0601ARA4N       20190101001610100000005000 0400024200001500   
0601ARA4N       20190101001615100000005000 0400024320001503   
0601ARA4N       20190101001620100000005000 0400024460001507   
0601ARA4N       20190101001625100000005000 0400024590001511   
0601ARA4N       20190101001630100000005000 0400024710001514   
0601ARA4N       20190101001635100000005000 0400024850001518   
0601ARA4N       20190101001640100000005000 0400024980001521   
0601ARA4N       20190101001645100000005000 0400025110001524   
0601ARA4N       20190101001650100000005000 0400025260001529   
0601ARA4N       20190101001655100000005000 0400025400001532   
0601ARA4N       20190101001660100000005000 0400025530001536   
0601ARA4N       20190101001665100000005000 0400025680001540   
0601ARA4N       20190101001670100000005000 0400025820001544   
0601ARA4N       20190101001675100000005000 0400025960001547   
0601ARA4N       20190101001680100000005000 0400026110001552   
0601ARA4N       20190101001685100000005000 0400026250001555   
0601ARA4N       20190101001690100000005000 0400026380001559   
0601ARA4N       20190101001695100000005000 0400026530001563   
0601ARA4N       20190101001700100000005000 0400026670001567   
0601ARA4N       20190101001705100000005000 0400026800001570   
0601ARA4N       20190101001710100000005000 0400026950001574   
0601ARA4N       20190101001715100000005000 0400027090001577   
0601ARA4N       20190101001720100000005000 0400027230001581   
0601ARA4N       20190101001725100000005000 0400027380001585   
0601ARA4N       20190101001730100000005000 0400027520001588   
0601ARA4N       20190101001735100000005000 0400027650001591   
0601ARA4N       20190101001740100000005000 0400027800001595   
0601ARA4N       20190101001745100000005000 0400027940001599   
0601ARA4N       20190101001750100000005000 0400028070001602   
0601ARA4N       20190101001755100000005000 0400028220001606   
0601ARA4N       20190101001760100000005000 0400028360001609   
0601ARA4N       20190101001765100000005000 0400028500001612   
0601ARA4N       20190101001770100000005000 0400028640001616   
0601ARA4N       20190101001775100000005000 0400028790001619   
0601ARA4N       20190101001780100000005000 0400028920001622   
0601ARA4N       20190101001785100000005000 0400029070001626   
0601ARA4N       20190101001790100000005000 0400029210001630   
0601ARA4N       20190101001795100000005000 0400029340001632   
0601ARA4N       20190101001800100000005000 0400029490001636   
0601ARA4N       20190101001805100000005000 0400029630001639   
0601ARA4N       20190101001810100000005000 0400029760001642   
0601ARA4N       20190101001815100000005000 0400029910001646   
0601ARA4N       20190101001820100000005000 0400030060001649   
0601ARA4N       20190101001825100000005000 0400030190001652   
0601ARA4N       20190101001830100000005000 0400030340001655   
0601ARA4N       20190101001835100000005000 0400030480001659   
0601ARA4N       20190101001840100000005000 0400030610001661   
0601ARA4N       20190101001845100000005000 0400030760001665   
0601ARA4N       20190101001850100000005000 0400030900001668   
0601ARA4N       20190101001855100000005000 0400031030001671   
0601ARA4N       20190101001860100000005000 0400031180001674   
0601ARA4N       20190101001865100000005000 0400031320001677   
0601ARA4N       20190101001870100000005000 0400031460001680   
0601ARA4N       20190101001875100000005000 0400031610001683   
0601ARA4N       20190101001880100000005000 0400031750001686   
0601ARA4N       20190101001885100000005000 0400031880001689   
0601ARA4N       20190101001890100000005000 0400032030001692   
0601ARA4N       20190101001895100000005000 0400032170001695   
0601ARA4N       20190101001900100000005000 0400032300001698   
0601ARA4N       20190101001905100000005000 0400032450001701   
0601ARA4N       20190101001910100000005000 0400032590001704   
0601ARA4N       20190101001915100000005000 0400032730001707   
0601ARA4N       20190101001920100000005000 0400032880001710   
0601ARA4N       20190101001925100000005000 0400033020001713   
0601ARA4N       20190101001930100000005000 0400033150001715   
0601ARA4N       20190101001935100000005000 0400033300001719   
0601ARA4N       20190101001940100000005000 0400033440001722   
0601ARA4N       20190101001945100000005000 0400033570001724   
0601ARA4N       20190101001950100000005000 0400033720001727   
0601ARA4N       20190101001955100000005000 0400033860001730   
0601ARA4N       20190101001960100000005000 0400034000001732   
0601ARA4N       20190101001965100000005000 0400034150001735   
0601ARA4N       20190101001970100000005000 0400034290001738   
0601ARA4N       20190101001975100000005000 0400034420001741   
0601ARA4N       20190101001980100000005000 0400034570001744   
0601ARA4N       20190101001985100000005000 0400034710001746   
0601ARA4N       20190101001990100000005000 0400034840001749   
0601ARA4N       20190101001995100000005000 0400034990001752   
0601ARA4N       20190101002000100000005000 0400035130001754   
0601ARA4N       20190101002005100000005000 0400035270001757   
0601ARA4N       20190101002010100000005000 0400035410001760   
0601ARA4N       20190101002015100000005000 0400035560001762   
0601ARA4N       20190101002020100000005000 0400035690001765   
0601ARA4N       20190101002025100000005000 0400035840001768   
0601ARA4N       20190101002030100000005000 0400035980001770   
0601ARA4N       20190101002035100000005000 0400036120001773   
0601ARA4N       20190101002040100000005000 0400036280001776   
0601ARA4N       20190101002045100000005000 0400036430001779   
0601ARA4N       20190101002050100000005000 0400036570001782   
0601ARA4N       20190101002055100000005000 0400036730001785   
0601ARA4N       20190101002060100000005000 0400036880001788   
0601ARA4N       20190101002065100000005000 0400037020001791   
0601ARA4N       20190101002070100000005000 0400037180001794   
0601ARA4N       20190101002075100000005000 0400037330001797   
0601ARA4N       20190101002080100000005000 0400037480001800   
0601ARA4N       20190101002085100000005000 0400037630001803   
0601ARA4N       20190101002090100000005000 0400037790001806   
0601ARA4N       20190101002095100000005000 0400037930001808   
0601ARA4N       20190101002100100000005000 0400038090001812   
0601ARA4N       20190101002105100000005000 0400038240001814   
0601ARA4N       20190101002110100000005000 0400038380001817   
0601ARA4N       20190101002115100000005000 0400038540001820   
0601ARA4N       20190101002120100000005000 0400038690001823   
0601ARA4N       20190101002125100000005000 0400038830001825   
0601ARA4N       20190101002130100000005000 0400038990001828   
0601ARA4N       20190101002135100000005000 0400039140001831   
0601ARA4N       20190101002140100000005000 0400039290001834   
0601ARA4N       20190101002145100000005000 0400039440001837   
0601ARA4N       20190101002150100000005000 0400039600001840   
0601ARA4N       20190101002155100000005000 0400039740001842   
0601ARA4N       20190101002160100000005000 0400039900001845   
0601ARA4N       20190101002165100000005000 0400040050001848   
0601ARA4N       20190101002170100000005000 0400040190001850   
0601ARA4N       20190101002175100000005000 0400040350001853   
0601ARA4N       20190101002180100000005000 0400040500001856   
0601ARA4N       20190101002185100000005000 0400040640001858   
0601ARA4N       20190101002190100000005000 0400040800001861   
0601ARA4N       20190101002195100000005000 0400040950001864   
0601ARA4N       20190101002200100000005000 0400041100001866   
0601ARA4N       20190101002205100000005000 0400041250001869   
0601ARA4N       20190101002210100000005000 0400041410001872   
0601ARA4N       20190101002215100000005000 0400041550001874   
0601ARA4N       20190101002220100000005000 0400041710001877   
0601ARA4N       20190101002225100000005000 0400041860001879   
0601ARA4N       20190101002230100000005000 0400042000001881   
0601ARA4N       20190101002235100000005000 0400042160001884   
0601ARA4N       20190101002240100000005000 0400042310001887   
0601ARA4N       20190101002245100000005000 0400042450001889   
0601ARA4N       20190101002250100000005000 0400042610001892   
0601ARA4N       20190101002255100000005000 0400042760001894   
0601ARA4N       20190101002260100000005000 0400042910001896   
0601ARA4N       20190101002265100000005000 0400043060001899   
0601ARA4N       20190101002270100000005000 0400043210001901   
0601ARA4N       20190101002275100000005000 0400043360001904   
0601ARA4N       20190101002280100000005000 0400043520001907   
0601ARA4N       20190101002285100000005000 0400043660001909   
0601ARA4N       20190101002290100000005000 0400043810001911   
0601ARA4N       20190101002295100000005000 0400043970001914   
0601ARA4N       20190101002300100000005000 0400044110001916   
0601ARA4N       20190101002305100000005000 0400044260001918   
0601ARA4N       20190101002310100000005000 0400044420001921   
0601ARA4N       20190101002315100000005000 0400044560001923   
0601ARA4N       20190101002320100000005000 0400044720001925   
0601ARA4N       20190101002325100000005000 0400044870001928   
0601ARA4N       20190101002330100000005000 0400045020001930   
0601ARA4N       20190101002335100000005000 0400045170001932   
0601ARA4N       20190101002340100000005000 0400045330001935   
0601ARA4N       20190101002345100000005000 0400045470001937   
0601ARA4N       20190101002350100000005000 0400045620001939   
0601ARA4N       20190101002355100000005000 0400045780001942   
0601ARA4N       20190101002360100000005000 0400045920001944   
0601ARA4N       20190101002365100000005000 0400046070001946   
0601ARA4N       20190101002370100000005000 0400046230001949   
0601ARA4N       20190101002375100000005000 0400046370001950   
0601ARA4N       20190101002380100000005000 0400046530001953   
0601ARA4N       20190101002385100000005000 0400046680001955   
0601ARA4N       20190101002390100000005000 0400046830001957   
0601ARA4N       20190101002395100000005000 0400046980001959   
0601ARA4N       20190101002400100000005000 0400047140001962   
0601ARA4N       20190101002405100000005000 0400047280001964   
0601ARA4N       20190101002410100000005000 0400047430001966   
0601ARA4N       20190101002415100000005000 0400047590001969   
0601ARA4N       20190101002420100000005000 0400047730001970   
0601ARA4N       20190101002425100000005000 0400047880001973   
0601ARA4N       20190101002430100000005000 0400048040001975   
0601ARA4N       20190101002435100000005000 0400048180001977   
0601ARA4N       20190101002440100000005000 0400048340001979   
0601ARA4N       20190101002445100000005000 0400048490001981   
0601ARA4N       20190101002450100000005000 0400048640001983   
0601ARA4N       20190101002455100000005000 0400048790001985   
0601ARA4N       20190101002460100000005000 0400048950001988   
0601ARA4N       20190101002465100000005000 0400049090001989   
0601ARA4N       20190101002470100000005000 0400049240001992   
0601ARA4N       20190101002475100000005000 0400049400001994   
0601ARA4N       20190101002480100000005000 0400049540001996   
0601ARA4N       20190101002485100000005000 0400049690001998   
0601ARA4N       20190101002490100000005000 0400049850002000   
0601ARA4N       20190101002495100000005000 0400049990002002   
0601ARA4N       20190101002500100000500000 0400057470002090   
0601ARA4N       20190101003000100000500000 0400071590002203   
