00BS               20190214                                                                                   
0601BSP9N       20190101000350100000010000 0900000000000000   
0601BSP9N       20190101000360100000010000 0900000000000000   
0601BSP9N       20190101000370100000010000 0900000000000000   
0601BSP9N       20190101000380100000010000 0900000000000000   
0601BSP9N       20190101000390100000010000 0900000000000000   
0601BSP9N       20190101000400100000010000 0900000000000000   
0601BSP9N       20190101000410100000010000 0900000000000000   
0601BSP9N       20190101000420100000010000 0900000000000000   
0601BSP9N       20190101000430100000010000 0900000000000000   
0601BSP9N       20190101000440100000010000 0900000000000000   
0601BSP9N       20190101000450100000010000 0900000000000000   
0601BSP9N       20190101000460100000010000 0900000000000000   
0601BSP9N       20190101000470100000010000 0900000000000000   
0601BSP9N       20190101000480100000010000 0900000000000000   
0601BSP9N       20190101000490100000010000 0900000000000000   
0601BSP9N       20190101000500100000010000 0900000000000000   
0601BSP9N       20190101000510100000010000 0900000000000000   
0601BSP9N       20190101000520100000010000 0900000000000000   
0601BSP9N       20190101000530100000010000 0900000000000000   
0601BSP9N       20190101000540100000010000 0900000000000000   
0601BSP9N       20190101000550100000010000 0900000000000000   
0601BSP9N       20190101000560100000010000 0900000000000000   
0601BSP9N       20190101000570100000010000 0900000000000000   
0601BSP9N       20190101000580100000010000 0900000000000000   
0601BSP9N       20190101000590100000010000 0900000000000000   
0601BSP9N       20190101000600100000010000 0900000000000000   
0601BSP9N       20190101000610100000010000 0900000000000000   
0601BSP9N       20190101000620100000010000 0900000000000000   
0601BSP9N       20190101000630100000010000 0900000000000000   
0601BSP9N       20190101000640100000010000 0900000000000000   
0601BSP9N       20190101000650100000010000 0900000000000000   
0601BSP9N       20190101000660100000010000 0900000000000000   
0601BSP9N       20190101000670100000010000 0900000000000000   
0601BSP9N       20190101000680100000010000 0900000000000000   
0601BSP9N       20190101000690100000010000 0900000000000000   
0601BSP9N       20190101000700100000010000 0900000000000000   
0601BSP9N       20190101000710100000010000 0900000000000000   
0601BSP9N       20190101000720100000010000 0900000000000000   
0601BSP9N       20190101000730100000010000 0900000000000000   
0601BSP9N       20190101000740100000010000 0900000000000000   
0601BSP9N       20190101000750100000010000 0900000000000000   
0601BSP9N       20190101000760100000010000 0900000000000000   
0601BSP9N       20190101000770100000010000 0900000000000000   
0601BSP9N       20190101000780100000010000 0900000000000000   
0601BSP9N       20190101000790100000010000 0900000000000000   
0601BSP9N       20190101000800100000010000 0900000000000000   
0601BSP9N       20190101000810100000010000 0900000000000000   
0601BSP9N       20190101000820100000010000 0900000000000000   
0601BSP9N       20190101000830100000010000 0900000000000000   
0601BSP9N       20190101000840100000010000 0900000000000000   
0601BSP9N       20190101000850100000010000 0900000000000000   
0601BSP9N       20190101000860100000010000 0900000000000000   
0601BSP9N       20190101000870100000010000 0900000000000000   
0601BSP9N       20190101000880100000010000 0900000000000000   
0601BSP9N       20190101000890100000010000 0900000000000000   
0601BSP9N       20190101000900100000010000 0900000000000000   
0601BSP9N       20190101000910100000010000 0900000000000000   
0601BSP9N       20190101000920100000010000 0900000000000000   
0601BSP9N       20190101000930100000010000 0900000000000000   
0601BSP9N       20190101000940100000010000 0900000000000000   
0601BSP9N       20190101000950100000010000 0900000000000000   
0601BSP9N       20190101000960100000010000 0900000000000000   
0601BSP9N       20190101000970100000010000 0900000000000000   
0601BSP9N       20190101000980100000010000 0900000000000000   
0601BSP9N       20190101000990100000010000 0900000000000000   
0601BSP9N       20190101001000100000050000 0900000000000005   
0601BSP9N       20190101001050100000050000 0900000000000094   
0601BSP9N       20190101001100100000050000 0900000000000176   
0601BSP9N       20190101001150100000050000 0900000000000250   
0601BSP9N       20190101001200100000050000 0900000000000317   
0601BSP9N       20190101001250100000050000 0900000000000381   
0601BSP9N       20190101001300100000050000 0900000000000440   
0601BSP9N       20190101001350100000050000 0900000000000450   
0601BSP9N       20190101001400100000050000 0900000000000450   
0601BSP9N       20190101001450100000050000 0900000000000450   
0601BSP9N       20190101001500100000050000 0900000000000450   
0601BSP9N       20190101001550100000050000 0900000000000450   
0601BSP9N       20190101001600100000050000 0900000000000450   
0601BSP9N       20190101001650100000050000 0900000000000450   
0601BSP9N       20190101001700100000050000 0900000000000450   
0601BSP9N       20190101001750100000050000 0900000000000450   
0601BSP9N       20190101001800100000050000 0900000000000450   
0601BSP9N       20190101001850100000050000 0900000000000450   
0601BSP9N       20190101001900100000050000 0900000000000450   
0601BSP9N       20190101001950100000050000 0900000000000450   
0601BSP9N       20190101002000100000050000 0900000000000450   
0601BSP9N       20190101002050100000050000 0900000000000450   
0601BSP9N       20190101002100100000050000 0900000000000450   
0601BSP9N       20190101002150100000050000 0900000000000450   
0601BSP9N       20190101002200100000050000 0900000000000450   
0601BSP9N       20190101002250100000050000 0900000000000450   
0601BSP9N       20190101002300100000050000 0900000000000450   
0601BSP9N       20190101002350100000050000 0900000000000450   
0601BSP9N       20190101002400100000050000 0900000000000450   
0601BSP9N       20190101002450100000050000 0900000000000450   
0601BSP9N       20190101002500100000050000 0900000000000450   
0601BSP9N       20190101002550100000050000 0900000000000450   
0601BSP9N       20190101002600100000050000 0900000000000450   
0601BSP9N       20190101002650100000050000 0900000000000450   
0601BSP9N       20190101002700100000050000 0900000000000450   
0601BSP9N       20190101002750100000050000 0900000000000450   
0601BSP9N       20190101002800100000050000 0900000000000450   
0601BSP9N       20190101002850100000050000 0900000000000450   
0601BSP9N       20190101002900100000050000 0900000000000450   
0601BSP9N       20190101002950100000050000 0900000000000450   
0601BSP9N       20190101003000100000050000 0900000000000450   
0601BSP9N       20190101003050100000050000 0900000000000450   
0601BSP9N       20190101003100100000050000 0900000000000450   
0601BSP9N       20190101003150100000050000 0900000000000450   
0601BSP9N       20190101003200100000050000 0900000000000450   
0601BSP9N       20190101003250100000050000 0900000000000450   
0601BSP9N       20190101003300100000050000 0900000000000450   
0601BSP9N       20190101003350100000050000 0900000000000450   
0601BSP9N       20190101003400100000050000 0900000000000450   
0601BSP9N       20190101003450100000050000 0900000000000450   
0601BSP9N       20190101003500100000050000 0900000000000450   
0601BSP9N       20190101003550100000050000 0900000000000450   
0601BSP9N       20190101003600100000050000 0900000000000450   
0601BSP9N       20190101003650100000050000 0900000000000450   
0601BSP9N       20190101003700100000050000 0900000000000450   
0601BSP9N       20190101003750100000050000 0900000000000450   
0601BSP9N       20190101003800100000050000 0900000000000450   
0601BSP9N       20190101003850100000050000 0900000000000450   
0601BSP9N       20190101003900100000050000 0900000000000450   
0601BSP9N       20190101003950100000050000 0900000000000450   
0601BSP9N       20190101004000100000050000 0900000000000450   
0601BSP9N       20190101004050100000050000 0900000000000450   
0601BSP9N       20190101004100100000050000 0900000000000450   
0601BSP9N       20190101004150100000050000 0900000000000450   
0601BSP9N       20190101004200100000050000 0900000000000450   
0601BSP9N       20190101004250100000050000 0900000000000450   
0601BSP9N       20190101004300100000050000 0900000000000450   
0601BSP9N       20190101004350100000050000 0900000000000450   
0601BSP9N       20190101004400100000050000 0900000000000450   
0601BSP9N       20190101004450100000050000 0900000000000450   
0601BSP9N       20190101004500100000050000 0900000000000450   
0601BSP9N       20190101004550100000050000 0900000000000450   
0601BSP9N       20190101004600100000050000 0900000000000450   
0601BSP9N       20190101004650100000050000 0900000000000450   
0601BSP9N       20190101004700100000050000 0900000000000450   
0601BSP9N       20190101004750100000050000 0900000000000450   
0601BSP9N       20190101004800100000050000 0900000000000450   
0601BSP9N       20190101004850100000050000 0900000000000450   
0601BSP9N       20190101004900100000050000 0900000000000450   
0601BSP9N       20190101004950100000050000 0900000000000450   
0601BSP9N       20190101005000100000050000 0900000000000450   
0601BSP9N       20190101005050100000050000 0900000000000450   
0601BSP9N       20190101005100100000050000 0900000000000450   
0601BSP9N       20190101005150100000050000 0900000000000450   
0601BSP9N       20190101005200100000050000 0900000000000450   
0601BSP9N       20190101005250100000050000 0900000000000450   
0601BSP9N       20190101005300100000050000 0900000000000450   
0601BSP9N       20190101005350100000050000 0900000000000450   
0601BSP9N       20190101005400100000050000 0900000000000450   
0601BSP9N       20190101005450100000050000 0900000000000450   
0601BSP9N       20190101005500100000050000 0900000000000450   
0601BSP9N       20190101005550100000050000 0900000000000450   
0601BSP9N       20190101005600100000050000 0900000000000450   
0601BSP9N       20190101005650100000050000 0900000000000450   
0601BSP9N       20190101005700100000050000 0900000000000450   
0601BSP9N       20190101005750100000050000 0900000000000450   
0601BSP9N       20190101005800100000050000 0900000000000450   
0601BSP9N       20190101005850100000050000 0900000000000450   
0601BSP9N       20190101005900100000050000 0900000000000450   
0601BSP9N       20190101005950100000050000 0900000000000450   
0601BSP9N       20190101006000100000050000 0900000000000450   
0601BSP9N       20190101006050100000050000 0900000000000450   
0601BSP9N       20190101006100100000050000 0900000000000450   
0601BSP9N       20190101006150100000050000 0900000000000450   
0601BSP9N       20190101006200100000050000 0900000000000450   
0601BSP9N       20190101006250100000050000 0900000000000450   
0601BSP9N       20190101006300100000050000 0900000000000450   
0601BSP9N       20190101006350100000050000 0900000000000450   
0601BSP9N       20190101006400100000050000 0900000000000450   
0601BSP9N       20190101006450100000050000 0900000000000450   
0601BSP9N       20190101006500100000050000 0900000000000450   
0601BSP9N       20190101006550100000050000 0900000000000450   
0601BSP9N       20190101006600100000050000 0900000000000450   
0601BSP9N       20190101006650100000050000 0900000000000450   
0601BSP9N       20190101006700100000050000 0900000000000450   
0601BSP9N       20190101006750100000050000 0900000000000450   
0601BSP9N       20190101006800100000050000 0900000000000450   
0601BSP9N       20190101006850100000050000 0900000000000450   
0601BSP9N       20190101006900100000050000 0900000000000450   
0601BSP9N       20190101006950100000050000 0900000000000450   
0601BSP9N       20190101007000100000050000 0900000000000450   
0601BSP9N       20190101007050100000050000 0900000000000450   
0601BSP9N       20190101007100100000050000 0900000000000450   
0601BSP9N       20190101007150100000050000 0900000000000450   
0601BSP9N       20190101007200100000050000 0900000000000450   
0601BSP9N       20190101007250100000050000 0900000000000450   
0601BSP9N       20190101007300100000050000 0900000000000450   
0601BSP9N       20190101007350100000050000 0900000000000450   
0601BSP9N       20190101007400100000050000 0900000000000450   
0601BSP9N       20190101007450100000050000 0900000000000450   
0601BSP9N       20190101007500100000050000 0900000000000450   
0601BSP9N       20190101007550100000050000 0900000000000450   
0601BSP9N       20190101007600100000050000 0900000000000450   
0601BSP9N       20190101007650100000050000 0900000000000450   
0601BSP9N       20190101007700100000050000 0900000000000450   
0601BSP9N       20190101007750100000050000 0900000000000450   
0601BSP9N       20190101007800100000050000 0900000000000450   
0601BSP9N       20190101007850100000050000 0900000000000450   
0601BSP9N       20190101007900100000050000 0900000000000450   
0601BSP9N       20190101007950100000050000 0900000000000450   
0601BSP9N       20190101008000100000050000 0900000000000450   
0601BSP9N       20190101008050100000050000 0900000000000450   
0601BSP9N       20190101008100100000050000 0900000000000450   
0601BSP9N       20190101008150100000050000 0900000000000450   
0601BSP9N       20190101008200100000050000 0900000000000450   
0601BSP9N       20190101008250100000050000 0900000000000450   
0601BSP9N       20190101008300100000050000 0900000000000450   
0601BSP9N       20190101008350100000050000 0900000000000450   
0601BSP9N       20190101008400100000050000 0900000000000450   
0601BSP9N       20190101008450100000050000 0900000000000450   
0601BSP9N       20190101008500100000050000 0900000000000450   
0601BSP9N       20190101008550100000050000 0900000000000450   
0601BSP9N       20190101008600100000050000 0900000000000450   
0601BSP9N       20190101008650100000050000 0900000000000450   
0601BSP9N       20190101008700100000050000 0900000000000450   
0601BSP9N       20190101008750100000050000 0900000000000450   
0601BSP9N       20190101008800100000050000 0900000000000450   
0601BSP9N       20190101008850100000050000 0900000000000450   
0601BSP9N       20190101008900100000050000 0900000000000450   
0601BSP9N       20190101008950100000050000 0900000000000450   
0601BSP9N       20190101009000100000050000 0900000000000450   
0601BSP9N       20190101009050100000050000 0900000000000450   
0601BSP9N       20190101009100100000050000 0900000000000450   
0601BSP9N       20190101009150100000050000 0900000000000450   
0601BSP9N       20190101009200100000050000 0900000000000450   
0601BSP9N       20190101009250100000050000 0900000000000450   
0601BSP9N       20190101009300100000050000 0900000000000450   
0601BSP9N       20190101009350100000050000 0900000000000450   
0601BSP9N       20190101009400100000050000 0900000000000450   
0601BSP9N       20190101009450100000050000 0900000000000450   
0601BSP9N       20190101009500100000050000 0900000000000450   
0601BSP9N       20190101009550100000050000 0900000000000450   
0601BSP9N       20190101009600100000050000 0900000000000450   
0601BSP9N       20190101009650100000050000 0900000000000450   
0601BSP9N       20190101009700100000050000 0900000000000450   
0601BSP9N       20190101009750100000050000 0900000000000450   
0601BSP9N       20190101009800100000050000 0900000000000450   
0601BSP9N       20190101009850100000050000 0900000000000450   
0601BSP9N       20190101009900100000050000 0900000000000450   
0601BSP9N       20190101009950100000050000 0900000000000450   
0601BSP9N       20190101010000100000100000 0900000000000450   
0601BSP9N       20190101010100100000100000 0900000000000450   
0601BSP9N       20190101010200100000100000 0900000000000450   
0601BSP9N       20190101010300100000100000 0900000000000450   
0601BSP9N       20190101010400100000100000 0900000000000450   
0601BSP9N       20190101010500100000100000 0900000000000450   
0601BSP9N       20190101010600100000100000 0900000000000450   
0601BSP9N       20190101010700100000100000 0900000000000450   
0601BSP9N       20190101010800100000100000 0900000000000450   
0601BSP9N       20190101010900100000100000 0900000000000450   
0601BSP9N       20190101011000100000100000 0900000000000450   
0601BSP9N       20190101011100100000100000 0900000000000450   
0601BSP9N       20190101011200100000100000 0900000000000450   
0601BSP9N       20190101011300100000100000 0900000000000450   
0601BSP9N       20190101011400100000100000 0900000000000450   
0601BSP9N       20190101011500100000100000 0900000000000450   
0601BSP9N       20190101011600100000100000 0900000000000450   
0601BSP9N       20190101011700100000100000 0900000000000450   
0601BSP9N       20190101011800100000100000 0900000000000450   
0601BSP9N       20190101011900100000100000 0900000000000450   
0601BSP9N       20190101012000100000100000 0900000000000450   
0601BSP9N       20190101012100100000100000 0900000000000450   
0601BSP9N       20190101012200100000100000 0900000000000450   
0601BSP9N       20190101012300100000100000 0900000000000450   
0601BSP9N       20190101012400100000100000 0900000000000450   
0601BSP9N       20190101012500100000100000 0900000000000450   
0601BSP9N       20190101012600100000100000 0900000000000450   
0601BSP9N       20190101012700100000100000 0900000000000450   
0601BSP9N       20190101012800100000100000 0900000000000450   
0601BSP9N       20190101012900100000100000 0900000000000450   
0601BSP9N       20190101013000100000100000 0900000000000450   
0601BSP9N       20190101013100100000100000 0900000000000450   
0601BSP9N       20190101013200100000100000 0900000000000450   
0601BSP9N       20190101013300100000100000 0900000000000450   
0601BSP9N       20190101013400100000100000 0900000000000450   
0601BSP9N       20190101013500100000100000 0900000000000450   
0601BSP9N       20190101013600100000100000 0900000000000450   
0601BSP9N       20190101013700100000100000 0900000000000450   
0601BSP9N       20190101013800100000100000 0900000000000450   
0601BSP9N       20190101013900100000100000 0900000000000450   
0601BSP9N       20190101014000100000100000 0900000000000450   
0601BSP9N       20190101014100100000100000 0900000000000450   
0601BSP9N       20190101014200100000100000 0900000000000450   
0601BSP9N       20190101014300100000100000 0900000000000450   
0601BSP9N       20190101014400100000100000 0900000000000450   
0601BSP9N       20190101014500100000100000 0900000000000450   
0601BSP9N       20190101014600100000100000 0900000000000450   
0601BSP9N       20190101014700100000100000 0900000000000450   
0601BSP9N       20190101014800100000100000 0900000000000450   
0601BSP9N       20190101014900100000100000 0900000000000450   
0601BSP9N       20190101015000100000100000 0900000000000450   
0601BSP9N       20190101015100100000100000 0900000000000450   
0601BSP9N       20190101015200100000100000 0900000000000450   
0601BSP9N       20190101015300100000100000 0900000000000450   
0601BSP9N       20190101015400100000100000 0900000000000450   
0601BSP9N       20190101015500100000100000 0900000000000450   
0601BSP9N       20190101015600100000100000 0900000000000450   
0601BSP9N       20190101015700100000100000 0900000000000450   
0601BSP9N       20190101015800100000100000 0900000000000450   
0601BSP9N       20190101015900100000100000 0900000000000450   
0601BSP9N       20190101016000100000100000 0900000000000450   
0601BSP9N       20190101016100100000100000 0900000000000450   
0601BSP9N       20190101016200100000100000 0900000000000450   
0601BSP9N       20190101016300100000100000 0900000000000450   
0601BSP9N       20190101016400100000100000 0900000000000450   
0601BSP9N       20190101016500100000100000 0900000000000450   
0601BSP9N       20190101016600100000100000 0900000000000450   
0601BSP9N       20190101016700100000100000 0900000000000450   
0601BSP9N       20190101016800100000100000 0900000000000450   
0601BSP9N       20190101016900100000100000 0900000000000450   
0601BSP9N       20190101017000100000100000 0900000000000450   
0601BSP9N       20190101017100100000100000 0900000000000450   
0601BSP9N       20190101017200100000100000 0900000000000450   
0601BSP9N       20190101017300100000100000 0900000000000450   
0601BSP9N       20190101017400100000100000 0900000000000450   
0601BSP9N       20190101017500100000100000 0900000000000450   
0601BSP9N       20190101017600100000100000 0900000000000450   
0601BSP9N       20190101017700100000100000 0900000000000450   
0601BSP9N       20190101017800100000100000 0900000000000450   
0601BSP9N       20190101017900100000100000 0900000000000450   
0601BSP9N       20190101018000100000100000 0900000000000450   
0601BSP9N       20190101018100100000100000 0900000000000450   
0601BSP9N       20190101018200100000100000 0900000000000450   
0601BSP9N       20190101018300100000100000 0900000000000450   
0601BSP9N       20190101018400100000100000 0900000000000450   
0601BSP9N       20190101018500100000100000 0900000000000450   
0601BSP9N       20190101018600100000100000 0900000000000450   
0601BSP9N       20190101018700100000100000 0900000000000450   
0601BSP9N       20190101018800100000100000 0900000000000450   
0601BSP9N       20190101018900100000100000 0900000000000450   
0601BSP9N       20190101019000100000100000 0900000000000450   
0601BSP9N       20190101019100100000100000 0900000000000450   
0601BSP9N       20190101019200100000100000 0900000000000450   
0601BSP9N       20190101019300100000100000 0900000000000450   
0601BSP9N       20190101019400100000100000 0900000000000450   
0601BSP9N       20190101019500100000100000 0900000000000450   
0601BSP9N       20190101019600100000100000 0900000000000450   
0601BSP9N       20190101019700100000100000 0900000000000450   
0601BSP9N       20190101019800100000100000 0900000000000450   
0601BSP9N       20190101019900100000100000 0900000000000450   
0601BSP9N       20190101020000100001000000 0900000000000450   
0601BSP9N       20190101021000100001000000 0900000000000450   
0601BSP9N       20190101022000100001000000 0900000000000450   
0601BSP9N       20190101023000100001000000 0900000000000450   
0601BSP9N       20190101024000100001000000 0900000000000450   
0601BSP9N       20190101025000100001000000 0900000000000450   
0601BSP9N       20190101026000100001000000 0900000000000450   
0601BSP9N       20190101027000100001000000 0900000000000450   
0601BSP9N       20190101028000100001000000 0900000000000450   
0601BSP9N       20190101029000100001000000 0900000000000450   
0601BSP9N       20190101030000100001000000 0900000000000450   
0601BSP9N       20190101031000100001000000 0900000000000450   
0601BSP9N       20190101032000100001000000 0900000000000450   
0601BSP9N       20190101033000100001000000 0900000000000450   
0601BSP9N       20190101034000100001000000 0900000000000450   
0601BSP9N       20190101035000100001000000 0900000000000450   
0601BSP9N       20190101036000100001000000 0900000000000450   
0601BSP9N       20190101037000100001000000 0900000000000450   
0601BSP9N       20190101038000100001000000 0900000000000450   
0601BSP9N       20190101039000100001000000 0900000000000450   
0601BSP9N       20190101040000100001000000 0900000000000450   
0601BSP9N       20190101041000100001000000 0900000000000450   
0601BSP9N       20190101042000100001000000 0900000000000450   
0601BSP9N       20190101043000100001000000 0900000000000450   
0601BSP9N       20190101044000100001000000 0900000000000450   
0601BSP9N       20190101045000100001000000 0900000000000450   
0601BSP9N       20190101046000100001000000 0900000000000450   
0601BSP9N       20190101047000100001000000 0900000000000450   
0601BSP9N       20190101048000100001000000 0900000000000450   
0601BSP9N       20190101049000100001000000 0900000000000450   
0601BSP9N       20190101050000100001000000 0900000000000450   
0601BSP9N       20190101051000100001000000 0900000000000450   
0601BSP9N       20190101052000100001000000 0900000000000450   
0601BSP9N       20190101053000100001000000 0900000000000450   
0601BSP9N       20190101054000100001000000 0900000000000450   
0601BSP9N       20190101055000100001000000 0900000000000450   
0601BSP9N       20190101056000100001000000 0900000000000450   
0601BSP9N       20190101057000100001000000 0900000000000450   
0601BSP9N       20190101058000100001000000 0900000000000450   
0601BSP9N       20190101059000100001000000 0900000000000450   
0601BSP9N       20190101060000100010000000 0900000000000450   
0601BSP9N       20190101070000100010000000 0900000000000450   
0601BSP9N       20190101080000100010000000 0900000000000450   
0601BSP9N       20190101090000100010000000 0900000000000450   
0601BSP9N       20190101100000100010000000 0900000000000450   
0601BSP1Y       20190101000000100000110000 0100000000000000   
0601BSP1Y       20190101000110100000010000 0100000000000000   
0601BSP1Y       20190101000120100000010000 0100000000000000   
0601BSP1Y       20190101000130100000010000 0100000000000000   
0601BSP1Y       20190101000140100000010000 0100000000000000   
0601BSP1Y       20190101000150100000010000 0100000000000000   
0601BSP1Y       20190101000160100000010000 0100000000000000   
0601BSP1Y       20190101000170100000010000 0100000000000000   
0601BSP1Y       20190101000180100000010000 0100000000000000   
0601BSP1Y       20190101000190100000010000 0100000000000000   
0601BSP1Y       20190101000200100000010000 0100000000000000   
0601BSP1Y       20190101000210100000010000 0100000000000000   
0601BSP1Y       20190101000220100000010000 0100000000000000   
0601BSP1Y       20190101000230100000010000 0100000000000000   
0601BSP1Y       20190101000240100000010000 0100000000000000   
0601BSP1Y       20190101000250100000010000 0100000000000000   
0601BSP1Y       20190101000260100000010000 0100000000000000   
0601BSP1Y       20190101000270100000010000 0100000000000000   
0601BSP1Y       20190101000280100000010000 0100000000000000   
0601BSP1Y       20190101000290100000010000 0100000000000000   
0601BSP1Y       20190101000300100000010000 0100000000000000   
0601BSP1Y       20190101000310100000010000 0100000000000000   
0601BSP1Y       20190101000320100000010000 0100000000000000   
0601BSP1Y       20190101000330100000010000 0100000000000000   
0601BSP1Y       20190101000340100000010000 0100000000000000   
0601BSP1Y       20190101000350100000010000 0100000000000000   
0601BSP1Y       20190101000360100000010000 0100000000000000   
0601BSP1Y       20190101000370100000010000 0100000000000000   
0601BSP1Y       20190101000380100000010000 0100000000000000   
0601BSP1Y       20190101000390100000010000 0100000000000000   
0601BSP1Y       20190101000400100000010000 0100000000000000   
0601BSP1Y       20190101000410100000010000 0100000000000000   
0601BSP1Y       20190101000420100000010000 0100000000000004   
0601BSP1Y       20190101000430100000010000 0100000000000051   
0601BSP1Y       20190101000440100000010000 0100000000000091   
0601BSP1Y       20190101000450100000010000 0100000000000129   
0601BSP1Y       20190101000460100000010000 0100000000000170   
0601BSP1Y       20190101000470100000010000 0100000000000205   
0601BSP1Y       20190101000480100000010000 0100000000000242   
0601BSP1Y       20190101000490100000010000 0100000000000274   
0601BSP1Y       20190101000500100000010000 0100000000000309   
0601BSP1Y       20190101000510100000010000 0100000000000338   
0601BSP1Y       20190101000520100000010000 0100000000000367   
0601BSP1Y       20190101000530100000010000 0100000000000398   
0601BSP1Y       20190101000540100000010000 0100000000000424   
0601BSP1Y       20190101000550100000010000 0100000000000450   
0601BSP1Y       20190101000560100000010000 0100000000000450   
0601BSP1Y       20190101000570100000010000 0100000000000450   
0601BSP1Y       20190101000580100000010000 0100000000000450   
0601BSP1Y       20190101000590100000010000 0100000000000450   
0601BSP1Y       20190101000600100000010000 0100000000000450   
0601BSP1Y       20190101000610100000010000 0100000000000450   
0601BSP1Y       20190101000620100000010000 0100000000000450   
0601BSP1Y       20190101000630100000010000 0100000000000450   
0601BSP1Y       20190101000640100000010000 0100000000000450   
0601BSP1Y       20190101000650100000010000 0100000000000450   
0601BSP1Y       20190101000660100000010000 0100000000000450   
0601BSP1Y       20190101000670100000010000 0100000000000450   
0601BSP1Y       20190101000680100000010000 0100000000000450   
0601BSP1Y       20190101000690100000010000 0100000000000450   
0601BSP1Y       20190101000700100000010000 0100000000000450   
0601BSP1Y       20190101000710100000010000 0100000000000450   
0601BSP1Y       20190101000720100000010000 0100000000000450   
0601BSP1Y       20190101000730100000010000 0100000000000450   
0601BSP1Y       20190101000740100000010000 0100000000000450   
0601BSP1Y       20190101000750100000010000 0100000000000450   
0601BSP1Y       20190101000760100000010000 0100000000000450   
0601BSP1Y       20190101000770100000010000 0100000000000450   
0601BSP1Y       20190101000780100000010000 0100000000000450   
0601BSP1Y       20190101000790100000010000 0100000000000450   
0601BSP1Y       20190101000800100000010000 0100000000000450   
0601BSP1Y       20190101000810100000010000 0100000000000450   
0601BSP1Y       20190101000820100000010000 0100000000000450   
0601BSP1Y       20190101000830100000010000 0100000000000450   
0601BSP1Y       20190101000840100000010000 0100000000000450   
0601BSP1Y       20190101000850100000010000 0100000000000450   
0601BSP1Y       20190101000860100000010000 0100000000000450   
0601BSP1Y       20190101000870100000010000 0100000000000450   
0601BSP1Y       20190101000880100000010000 0100000000000450   
0601BSP1Y       20190101000890100000010000 0100000000000450   
0601BSP1Y       20190101000900100000010000 0100000000000450   
0601BSP1Y       20190101000910100000010000 0100000000000450   
0601BSP1Y       20190101000920100000010000 0100000000000450   
0601BSP1Y       20190101000930100000010000 0100000000000450   
0601BSP1Y       20190101000940100000010000 0100000000000450   
0601BSP1Y       20190101000950100000010000 0100000000000450   
0601BSP1Y       20190101000960100000010000 0100000000000450   
0601BSP1Y       20190101000970100000010000 0100000000000450   
0601BSP1Y       20190101000980100000010000 0100000000000450   
0601BSP1Y       20190101000990100000010000 0100000000000450   
0601BSP1Y       20190101001000100000050000 0100000000000450   
0601BSP1Y       20190101001050100000050000 0100000000000450   
0601BSP1Y       20190101001100100000050000 0100000000000450   
0601BSP1Y       20190101001150100000050000 0100000000000450   
0601BSP1Y       20190101001200100000050000 0100000000000450   
0601BSP1Y       20190101001250100000050000 0100000000000450   
0601BSP1Y       20190101001300100000050000 0100000000000450   
0601BSP1Y       20190101001350100000050000 0100000000000450   
0601BSP1Y       20190101001400100000050000 0100000000000450   
0601BSP1Y       20190101001450100000050000 0100000000000450   
0601BSP1Y       20190101001500100000050000 0100000000000450   
0601BSP1Y       20190101001550100000050000 0100000000000450   
0601BSP1Y       20190101001600100000050000 0100000000000450   
0601BSP1Y       20190101001650100000050000 0100000000000450   
0601BSP1Y       20190101001700100000050000 0100000000000450   
0601BSP1Y       20190101001750100000050000 0100000000000450   
0601BSP1Y       20190101001800100000050000 0100000000000450   
0601BSP1Y       20190101001850100000050000 0100000000000450   
0601BSP1Y       20190101001900100000050000 0100000000000450   
0601BSP1Y       20190101001950100000050000 0100000000000450   
0601BSP1Y       20190101002000100000050000 0100000000000450   
0601BSP1Y       20190101002050100000050000 0100000000000450   
0601BSP1Y       20190101002100100000050000 0100000000000450   
0601BSP1Y       20190101002150100000050000 0100000000000450   
0601BSP1Y       20190101002200100000050000 0100000000000450   
0601BSP1Y       20190101002250100000050000 0100000000000450   
0601BSP1Y       20190101002300100000050000 0100000000000450   
0601BSP1Y       20190101002350100000050000 0100000000000450   
0601BSP1Y       20190101002400100000050000 0100000000000450   
0601BSP1Y       20190101002450100000050000 0100000000000450   
0601BSP1Y       20190101002500100000050000 0100000000000450   
0601BSP1Y       20190101002550100000050000 0100000000000450   
0601BSP1Y       20190101002600100000050000 0100000000000450   
0601BSP1Y       20190101002650100000050000 0100000000000450   
0601BSP1Y       20190101002700100000050000 0100000000000450   
0601BSP1Y       20190101002750100000050000 0100000000000450   
0601BSP1Y       20190101002800100000050000 0100000000000450   
0601BSP1Y       20190101002850100000050000 0100000000000450   
0601BSP1Y       20190101002900100000050000 0100000000000450   
0601BSP1Y       20190101002950100000050000 0100000000000450   
0601BSP1Y       20190101003000100000050000 0100000000000450   
0601BSP1Y       20190101003050100000050000 0100000000000450   
0601BSP1Y       20190101003100100000050000 0100000000000450   
0601BSP1Y       20190101003150100000050000 0100000000000450   
0601BSP1Y       20190101003200100000050000 0100000000000450   
0601BSP1Y       20190101003250100000050000 0100000000000450   
0601BSP1Y       20190101003300100000050000 0100000000000450   
0601BSP1Y       20190101003350100000050000 0100000000000450   
0601BSP1Y       20190101003400100000050000 0100000000000450   
0601BSP1Y       20190101003450100000050000 0100000000000450   
0601BSP1Y       20190101003500100000050000 0100000000000450   
0601BSP1Y       20190101003550100000050000 0100000000000450   
