00BS               20190214                                                                                   
0601BSA0Y       20190101008550100000050000 0000000000003172   
0601BSA0Y       20190101008600100000050000 0000000000003173   
0601BSA0Y       20190101008650100000050000 0000000000003174   
0601BSA0Y       20190101008700100000050000 0000000000003175   
0601BSA0Y       20190101008750100000050000 0000000000003176   
0601BSA0Y       20190101008800100000050000 0000000000003177   
0601BSA0Y       20190101008850100000050000 0000000000003178   
0601BSA0Y       20190101008900100000050000 0000000000003179   
0601BSA0Y       20190101008950100000050000 0000000000003179   
0601BSA0Y       20190101009000100000050000 0000000000003180   
0601BSA0Y       20190101009050100000050000 0000000000003181   
0601BSA0Y       20190101009100100000050000 0000000000003182   
0601BSA0Y       20190101009150100000050000 0000000000003183   
0601BSA0Y       20190101009200100000050000 0000000000003184   
0601BSA0Y       20190101009250100000050000 0000000000003184   
0601BSA0Y       20190101009300100000050000 0000000000003185   
0601BSA0Y       20190101009350100000050000 0000000000003186   
0601BSA0Y       20190101009400100000050000 0000000000003187   
0601BSA0Y       20190101009450100000050000 0000000000003187   
0601BSA0Y       20190101009500100000050000 0000000000003188   
0601BSA0Y       20190101009550100000050000 0000000000003189   
0601BSA0Y       20190101009600100000050000 0000000000003190   
0601BSA0Y       20190101009650100000050000 0000000000003191   
0601BSA0Y       20190101009700100000050000 0000000000003191   
0601BSA0Y       20190101009750100000050000 0000000000003192   
0601BSA0Y       20190101009800100000050000 0000000000003193   
0601BSA0Y       20190101009850100000050000 0000000000003193   
0601BSA0Y       20190101009900100000050000 0000000000003194   
0601BSA0Y       20190101009950100000050000 0000000000003195   
0601BSA0Y       20190101010000100000100000 0000000000003196   
0601BSA0Y       20190101010100100000100000 0000000000003197   
0601BSA0Y       20190101010200100000100000 0000000000003198   
0601BSA0Y       20190101010300100000100000 0000000000003200   
0601BSA0Y       20190101010400100000100000 0000000000003201   
0601BSA0Y       20190101010500100000100000 0000000000003202   
0601BSA0Y       20190101010600100000100000 0000000000003204   
0601BSA0Y       20190101010700100000100000 0000000000003205   
0601BSA0Y       20190101010800100000100000 0000000000003206   
0601BSA0Y       20190101010900100000100000 0000000000003207   
0601BSA0Y       20190101011000100000100000 0000000000003208   
0601BSA0Y       20190101011100100000100000 0000000000003209   
0601BSA0Y       20190101011200100000100000 0000000000003210   
0601BSA0Y       20190101011300100000100000 0000000000003211   
0601BSA0Y       20190101011400100000100000 0000000000003213   
0601BSA0Y       20190101011500100000100000 0000000000003213   
0601BSA0Y       20190101011600100000100000 0000000000003215   
0601BSA0Y       20190101011700100000100000 0000000000003216   
0601BSA0Y       20190101011800100000100000 0000000000003217   
0601BSA0Y       20190101011900100000100000 0000000000003218   
0601BSA0Y       20190101012000100000100000 0000000000003219   
0601BSA0Y       20190101012100100000100000 0000000000003219   
0601BSA0Y       20190101012200100000100000 0000000000003220   
0601BSA0Y       20190101012300100000100000 0000000000003221   
0601BSA0Y       20190101012400100000100000 0000000000003222   
0601BSA0Y       20190101012500100000100000 0000000000003223   
0601BSA0Y       20190101012600100000100000 0000000000003224   
0601BSA0Y       20190101012700100000100000 0000000000003225   
0601BSA0Y       20190101012800100000100000 0000000000003226   
0601BSA0Y       20190101012900100000100000 0000000000003227   
0601BSA0Y       20190101013000100000100000 0000000000003227   
0601BSA0Y       20190101013100100000100000 0000000000003228   
0601BSA0Y       20190101013200100000100000 0000000000003229   
0601BSA0Y       20190101013300100000100000 0000000000003230   
0601BSA0Y       20190101013400100000100000 0000000000003230   
0601BSA0Y       20190101013500100000100000 0000000000003231   
0601BSA0Y       20190101013600100000100000 0000000000003232   
0601BSA0Y       20190101013700100000100000 0000000000003233   
0601BSA0Y       20190101013800100000100000 0000000000003233   
0601BSA0Y       20190101013900100000100000 0000000000003234   
0601BSA0Y       20190101014000100000100000 0000000000003235   
0601BSA0Y       20190101014100100000100000 0000000000003235   
0601BSA0Y       20190101014200100000100000 0000000000003236   
0601BSA0Y       20190101014300100000100000 0000000000003237   
0601BSA0Y       20190101014400100000100000 0000000000003237   
0601BSA0Y       20190101014500100000100000 0000000000003238   
0601BSA0Y       20190101014600100000100000 0000000000003239   
0601BSA0Y       20190101014700100000100000 0000000000003239   
0601BSA0Y       20190101014800100000100000 0000000000003240   
0601BSA0Y       20190101014900100000100000 0000000000003241   
0601BSA0Y       20190101015000100000100000 0000000000003241   
0601BSA0Y       20190101015100100000100000 0000000000003242   
0601BSA0Y       20190101015200100000100000 0000000000003242   
0601BSA0Y       20190101015300100000100000 0000000000003243   
0601BSA0Y       20190101015400100000100000 0000000000003244   
0601BSA0Y       20190101015500100000100000 0000000000003244   
0601BSA0Y       20190101015600100000100000 0000000000003245   
0601BSA0Y       20190101015700100000100000 0000000000003245   
0601BSA0Y       20190101015800100000100000 0000000000003246   
0601BSA0Y       20190101015900100000100000 0000000000003246   
0601BSA0Y       20190101016000100000100000 0000000000003247   
0601BSA0Y       20190101016100100000100000 0000000000003247   
0601BSA0Y       20190101016200100000100000 0000000000003248   
0601BSA0Y       20190101016300100000100000 0000000000003249   
0601BSA0Y       20190101016400100000100000 0000000000003249   
0601BSA0Y       20190101016500100000100000 0000000000003250   
0601BSA0Y       20190101016600100000100000 0000000000003250   
0601BSA0Y       20190101016700100000100000 0000000000003251   
0601BSA0Y       20190101016800100000100000 0000000000003251   
0601BSA0Y       20190101016900100000100000 0000000000003252   
0601BSA0Y       20190101017000100000100000 0000000000003252   
0601BSA0Y       20190101017100100000100000 0000000000003253   
0601BSA0Y       20190101017200100000100000 0000000000003253   
0601BSA0Y       20190101017300100000100000 0000000000003253   
0601BSA0Y       20190101017400100000100000 0000000000003254   
0601BSA0Y       20190101017500100000100000 0000000000003254   
0601BSA0Y       20190101017600100000100000 0000000000003255   
0601BSA0Y       20190101017700100000100000 0000000000003255   
0601BSA0Y       20190101017800100000100000 0000000000003256   
0601BSA0Y       20190101017900100000100000 0000000000003256   
0601BSA0Y       20190101018000100000100000 0000000000003257   
0601BSA0Y       20190101018100100000100000 0000000000003257   
0601BSA0Y       20190101018200100000100000 0000000000003257   
0601BSA0Y       20190101018300100000100000 0000000000003258   
0601BSA0Y       20190101018400100000100000 0000000000003258   
0601BSA0Y       20190101018500100000100000 0000000000003259   
0601BSA0Y       20190101018600100000100000 0000000000003259   
0601BSA0Y       20190101018700100000100000 0000000000003259   
0601BSA0Y       20190101018800100000100000 0000000000003260   
0601BSA0Y       20190101018900100000100000 0000000000003260   
0601BSA0Y       20190101019000100000100000 0000000000003261   
0601BSA0Y       20190101019100100000100000 0000000000003261   
0601BSA0Y       20190101019200100000100000 0000000000003261   
0601BSA0Y       20190101019300100000100000 0000000000003262   
0601BSA0Y       20190101019400100000100000 0000000000003262   
0601BSA0Y       20190101019500100000100000 0000000000003262   
0601BSA0Y       20190101019600100000100000 0000000000003263   
0601BSA0Y       20190101019700100000100000 0000000000003263   
0601BSA0Y       20190101019800100000100000 0000000000003263   
0601BSA0Y       20190101019900100000100000 0000000000003264   
0601BSA0Y       20190101020000100001000000 0000000000003266   
0601BSA0Y       20190101021000100001000000 0000000000003269   
0601BSA0Y       20190101022000100001000000 0000000000003272   
0601BSA0Y       20190101023000100001000000 0000000000003274   
0601BSA0Y       20190101024000100001000000 0000000000003277   
0601BSA0Y       20190101025000100001000000 0000000000003279   
0601BSA0Y       20190101026000100001000000 0000000000003281   
0601BSA0Y       20190101027000100001000000 0000000000003283   
0601BSA0Y       20190101028000100001000000 0000000000003285   
0601BSA0Y       20190101029000100001000000 0000000000003286   
0601BSA0Y       20190101030000100001000000 0000000000003288   
0601BSA0Y       20190101031000100001000000 0000000000003289   
0601BSA0Y       20190101032000100001000000 0000000000003290   
0601BSA0Y       20190101033000100001000000 0000000000003292   
0601BSA0Y       20190101034000100001000000 0000000000003293   
0601BSA0Y       20190101035000100001000000 0000000000003294   
0601BSA0Y       20190101036000100001000000 0000000000003295   
0601BSA0Y       20190101037000100001000000 0000000000003296   
0601BSA0Y       20190101038000100001000000 0000000000003297   
0601BSA0Y       20190101039000100001000000 0000000000003298   
0601BSA0Y       20190101040000100001000000 0000000000003299   
0601BSA0Y       20190101041000100001000000 0000000000003300   
0601BSA0Y       20190101042000100001000000 0000000000003300   
0601BSA0Y       20190101043000100001000000 0000000000003301   
0601BSA0Y       20190101044000100001000000 0000000000003302   
0601BSA0Y       20190101045000100001000000 0000000000003303   
0601BSA0Y       20190101046000100001000000 0000000000003303   
0601BSA0Y       20190101047000100001000000 0000000000003304   
0601BSA0Y       20190101048000100001000000 0000000000003304   
0601BSA0Y       20190101049000100001000000 0000000000003305   
0601BSA0Y       20190101050000100001000000 0000000000003306   
0601BSA0Y       20190101051000100001000000 0000000000003306   
0601BSA0Y       20190101052000100001000000 0000000000003307   
0601BSA0Y       20190101053000100001000000 0000000000003307   
0601BSA0Y       20190101054000100001000000 0000000000003308   
0601BSA0Y       20190101055000100001000000 0000000000003308   
0601BSA0Y       20190101056000100001000000 0000000000003308   
0601BSA0Y       20190101057000100001000000 0000000000003309   
0601BSA0Y       20190101058000100001000000 0000000000003309   
0601BSA0Y       20190101059000100001000000 0000000000003310   
0601BSA0Y       20190101060000100010000000 0000000000003312   
0601BSA0Y       20190101070000100010000000 0000000000003314   
0601BSA0Y       20190101080000100010000000 0000000000003317   
0601BSA0Y       20190101090000100010000000 0000000000003318   
0601BSA0Y       20190101100000100010000000 0000000000003320   
0601BSA1Y       20190101000000100000110000 0100000000000000   
0601BSA1Y       20190101000110100000010000 0100000000000000   
0601BSA1Y       20190101000120100000010000 0100000000000000   
0601BSA1Y       20190101000130100000010000 0100000000000000   
0601BSA1Y       20190101000140100000010000 0100000000000000   
0601BSA1Y       20190101000150100000010000 0100000000000000   
0601BSA1Y       20190101000160100000010000 0100000000000000   
0601BSA1Y       20190101000170100000010000 0100000000000000   
0601BSA1Y       20190101000180100000010000 0100000000000000   
0601BSA1Y       20190101000190100000010000 0100000000000000   
0601BSA1Y       20190101000200100000010000 0100000000000000   
0601BSA1Y       20190101000210100000010000 0100000000000000   
0601BSA1Y       20190101000220100000010000 0100000000000000   
0601BSA1Y       20190101000230100000010000 0100000000000000   
0601BSA1Y       20190101000240100000010000 0100000000000000   
0601BSA1Y       20190101000250100000010000 0100000000000000   
0601BSA1Y       20190101000260100000010000 0100000000000000   
0601BSA1Y       20190101000270100000010000 0100000000000000   
0601BSA1Y       20190101000280100000010000 0100000000000002   
0601BSA1Y       20190101000290100000010000 0100000000000005   
0601BSA1Y       20190101000300100000010000 0100000000000007   
0601BSA1Y       20190101000310100000010000 0100000000000043   
0601BSA1Y       20190101000320100000010000 0100000000000106   
0601BSA1Y       20190101000330100000010000 0100000000000159   
0601BSA1Y       20190101000340100000010000 0100000000000215   
0601BSA1Y       20190101000350100000010000 0100000000000263   
0601BSA1Y       20190101000360100000010000 0100000000000307   
0601BSA1Y       20190101000370100000010000 0100000000000355   
0601BSA1Y       20190101000380100000010000 0100000000000395   
0601BSA1Y       20190101000390100000010000 0100000000000438   
0601BSA1Y       20190101000400100000010000 0100000000000474   
0601BSA1Y       20190101000410100000010000 0100000000000512   
0601BSA1Y       20190101000420100000010000 0100000000000545   
0601BSA1Y       20190101000430100000010000 0100000000000580   
0601BSA1Y       20190101000440100000010000 0100000000000610   
0601BSA1Y       20190101000450100000010000 0100000000000638   
0601BSA1Y       20190101000460100000010000 0100000000000670   
0601BSA1Y       20190101000470100000010000 0100000000000696   
0601BSA1Y       20190101000480100000010000 0100000000000725   
0601BSA1Y       20190101000490100000010000 0100000000000748   
0601BSA1Y       20190101000500100000010000 0100000000000775   
0601BSA1Y       20190101000510100000010000 0100000000000797   
0601BSA1Y       20190101000520100000010000 0100000000000818   
0601BSA1Y       20190101000530100000010000 0100000000000842   
0601BSA1Y       20190101000540100000010000 0100000000000863   
0601BSA1Y       20190101000550100000010000 0100000000000888   
0601BSA1Y       20190101000560100000010000 0100000000000909   
0601BSA1Y       20190101000570100000010000 0100000000000932   
0601BSA1Y       20190101000580100000010000 0100000000000951   
0601BSA1Y       20190101000590100000010000 0100000000000973   
0601BSA1Y       20190101000600100000010000 0100000000000991   
0601BSA1Y       20190101000610100000010000 0100000000001008   
0601BSA1Y       20190101000620100000010000 0100000000001028   
0601BSA1Y       20190101000630100000010000 0100000000001044   
0601BSA1Y       20190101000640100000010000 0100000000001062   
0601BSA1Y       20190101000650100000010000 0100000000001078   
0601BSA1Y       20190101000660100000010000 0100000000001095   
0601BSA1Y       20190101000670100000010000 0100000000001109   
0601BSA1Y       20190101000680100000010000 0100000000001124   
0601BSA1Y       20190101000690100000010000 0100000000001140   
0601BSA1Y       20190101000700100000010000 0100000000001153   
0601BSA1Y       20190101000710100000010000 0100000000001169   
0601BSA1Y       20190101000720100000010000 0100000000001181   
0601BSA1Y       20190101000730100000010000 0100000000001196   
0601BSA1Y       20190101000740100000010000 0100000000001208   
0601BSA1Y       20190101000750100000010000 0100000000001220   
0601BSA1Y       20190101000760100000010000 0100000000001233   
0601BSA1Y       20190101000770100000010000 0100000000001244   
0601BSA1Y       20190101000780100000010000 0100000000001258   
0601BSA1Y       20190101000790100000010000 0100000000001268   
0601BSA1Y       20190101000800100000010000 0100000000001280   
0601BSA1Y       20190101000810100000010000 0100000000001290   
0601BSA1Y       20190101000820100000010000 0100000000001302   
0601BSA1Y       20190101000830100000010000 0100000000001311   
0601BSA1Y       20190101000840100000010000 0100000000001320   
0601BSA1Y       20190101000850100000010000 0100000000001334   
0601BSA1Y       20190101000860100000010000 0100000000001345   
0601BSA1Y       20190101000870100000010000 0100000000001359   
0601BSA1Y       20190101000880100000010000 0100000000001369   
0601BSA1Y       20190101000890100000010000 0100000000001382   
0601BSA1Y       20190101000900100000010000 0100000000001393   
0601BSA1Y       20190101000910100000010000 0100000000001404   
0601BSA1Y       20190101000920100000010000 0100000000001417   
0601BSA1Y       20190101000930100000010000 0100000000001427   
0601BSA1Y       20190101000940100000010000 0100000000001439   
0601BSA1Y       20190101000950100000010000 0100000000001449   
0601BSA1Y       20190101000960100000010000 0100000000001461   
0601BSA1Y       20190101000970100000010000 0100000000001470   
0601BSA1Y       20190101000980100000010000 0100000000001481   
0601BSA1Y       20190101000990100000010000 0100000000001490   
0601BSA1Y       20190101001000100000050000 0100000000001518   
0601BSA1Y       20190101001050100000050000 0100000000001562   
0601BSA1Y       20190101001100100000050000 0100000000001604   
0601BSA1Y       20190101001150100000050000 0100000000001645   
0601BSA1Y       20190101001200100000050000 0100000000001687   
0601BSA1Y       20190101001250100000050000 0100000000001727   
0601BSA1Y       20190101001300100000050000 0100000000001765   
0601BSA1Y       20190101001350100000050000 0100000000001801   
0601BSA1Y       20190101001400100000050000 0100000000001834   
0601BSA1Y       20190101001450100000050000 0100000000001867   
0601BSA1Y       20190101001500100000050000 0100000000001904   
0601BSA1Y       20190101001550100000050000 0100000000001936   
0601BSA1Y       20190101001600100000050000 0100000000001966   
0601BSA1Y       20190101001650100000050000 0100000000001996   
0601BSA1Y       20190101001700100000050000 0100000000002022   
0601BSA1Y       20190101001750100000050000 0100000000002048   
0601BSA1Y       20190101001800100000050000 0100000000002073   
0601BSA1Y       20190101001850100000050000 0100000000002100   
0601BSA1Y       20190101001900100000050000 0100000000002126   
0601BSA1Y       20190101001950100000050000 0100000000002152   
0601BSA1Y       20190101002000100000050000 0100000000002176   
0601BSA1Y       20190101002050100000050000 0100000000002198   
0601BSA1Y       20190101002100100000050000 0100000000002221   
0601BSA1Y       20190101002150100000050000 0100000000002242   
0601BSA1Y       20190101002200100000050000 0100000000002264   
0601BSA1Y       20190101002250100000050000 0100000000002292   
0601BSA1Y       20190101002300100000050000 0100000000002317   
0601BSA1Y       20190101002350100000050000 0100000000002341   
0601BSA1Y       20190101002400100000050000 0100000000002366   
0601BSA1Y       20190101002450100000050000 0100000000002388   
0601BSA1Y       20190101002500100000050000 0100000000002409   
0601BSA1Y       20190101002550100000050000 0100000000002431   
0601BSA1Y       20190101002600100000050000 0100000000002451   
0601BSA1Y       20190101002650100000050000 0100000000002470   
0601BSA1Y       20190101002700100000050000 0100000000002489   
0601BSA1Y       20190101002750100000050000 0100000000002507   
0601BSA1Y       20190101002800100000050000 0100000000002523   
0601BSA1Y       20190101002850100000050000 0100000000002541   
0601BSA1Y       20190101002900100000050000 0100000000002557   
0601BSA1Y       20190101002950100000050000 0100000000002572   
0601BSA1Y       20190101003000100000050000 0100000000002588   
0601BSA1Y       20190101003050100000050000 0100000000002602   
0601BSA1Y       20190101003100100000050000 0100000000002616   
0601BSA1Y       20190101003150100000050000 0100000000002629   
0601BSA1Y       20190101003200100000050000 0100000000002643   
0601BSA1Y       20190101003250100000050000 0100000000002655   
0601BSA1Y       20190101003300100000050000 0100000000002668   
0601BSA1Y       20190101003350100000050000 0100000000002680   
0601BSA1Y       20190101003400100000050000 0100000000002692   
0601BSA1Y       20190101003450100000050000 0100000000002703   
0601BSA1Y       20190101003500100000050000 0100000000002715   
0601BSA1Y       20190101003550100000050000 0100000000002725   
0601BSA1Y       20190101003600100000050000 0100000000002735   
0601BSA1Y       20190101003650100000050000 0100000000002746   
0601BSA1Y       20190101003700100000050000 0100000000002756   
0601BSA1Y       20190101003750100000050000 0100000000002765   
0601BSA1Y       20190101003800100000050000 0100000000002775   
0601BSA1Y       20190101003850100000050000 0100000000002784   
0601BSA1Y       20190101003900100000050000 0100000000002792   
0601BSA1Y       20190101003950100000050000 0100000000002802   
0601BSA1Y       20190101004000100000050000 0100000000002810   
0601BSA1Y       20190101004050100000050000 0100000000002818   
0601BSA1Y       20190101004100100000050000 0100000000002827   
0601BSA1Y       20190101004150100000050000 0100000000002834   
0601BSA1Y       20190101004200100000050000 0100000000002842   
0601BSA1Y       20190101004250100000050000 0100000000002850   
0601BSA1Y       20190101004300100000050000 0100000000002857   
0601BSA1Y       20190101004350100000050000 0100000000002864   
0601BSA1Y       20190101004400100000050000 0100000000002871   
0601BSA1Y       20190101004450100000050000 0100000000002878   
0601BSA1Y       20190101004500100000050000 0100000000002884   
0601BSA1Y       20190101004550100000050000 0100000000002891   
0601BSA1Y       20190101004600100000050000 0100000000002897   
0601BSA1Y       20190101004650100000050000 0100000000002904   
0601BSA1Y       20190101004700100000050000 0100000000002910   
0601BSA1Y       20190101004750100000050000 0100000000002916   
0601BSA1Y       20190101004800100000050000 0100000000002922   
0601BSA1Y       20190101004850100000050000 0100000000002928   
0601BSA1Y       20190101004900100000050000 0100000000002933   
0601BSA1Y       20190101004950100000050000 0100000000002939   
0601BSA1Y       20190101005000100000050000 0100000000002944   
0601BSA1Y       20190101005050100000050000 0100000000002950   
0601BSA1Y       20190101005100100000050000 0100000000002955   
0601BSA1Y       20190101005150100000050000 0100000000002959   
0601BSA1Y       20190101005200100000050000 0100000000002965   
0601BSA1Y       20190101005250100000050000 0100000000002970   
0601BSA1Y       20190101005300100000050000 0100000000002974   
0601BSA1Y       20190101005350100000050000 0100000000002979   
0601BSA1Y       20190101005400100000050000 0100000000002984   
0601BSA1Y       20190101005450100000050000 0100000000002988   
0601BSA1Y       20190101005500100000050000 0100000000002993   
0601BSA1Y       20190101005550100000050000 0100000000002997   
0601BSA1Y       20190101005600100000050000 0100000000003001   
0601BSA1Y       20190101005650100000050000 0100000000003006   
0601BSA1Y       20190101005700100000050000 0100000000003010   
0601BSA1Y       20190101005750100000050000 0100000000003014   
0601BSA1Y       20190101005800100000050000 0100000000003018   
0601BSA1Y       20190101005850100000050000 0100000000003022   
0601BSA1Y       20190101005900100000050000 0100000000003026   
0601BSA1Y       20190101005950100000050000 0100000000003030   
0601BSA1Y       20190101006000100000050000 0100000000003034   
0601BSA1Y       20190101006050100000050000 0100000000003037   
0601BSA1Y       20190101006100100000050000 0100000000003041   
0601BSA1Y       20190101006150100000050000 0100000000003045   
0601BSA1Y       20190101006200100000050000 0100000000003048   
0601BSA1Y       20190101006250100000050000 0100000000003052   
0601BSA1Y       20190101006300100000050000 0100000000003055   
0601BSA1Y       20190101006350100000050000 0100000000003058   
0601BSA1Y       20190101006400100000050000 0100000000003062   
0601BSA1Y       20190101006450100000050000 0100000000003065   
0601BSA1Y       20190101006500100000050000 0100000000003068   
0601BSA1Y       20190101006550100000050000 0100000000003072   
0601BSA1Y       20190101006600100000050000 0100000000003074   
0601BSA1Y       20190101006650100000050000 0100000000003077   
0601BSA1Y       20190101006700100000050000 0100000000003081   
0601BSA1Y       20190101006750100000050000 0100000000003084   
0601BSA1Y       20190101006800100000050000 0100000000003086   
0601BSA1Y       20190101006850100000050000 0100000000003090   
0601BSA1Y       20190101006900100000050000 0100000000003092   
0601BSA1Y       20190101006950100000050000 0100000000003095   
0601BSA1Y       20190101007000100000050000 0100000000003098   
0601BSA1Y       20190101007050100000050000 0100000000003101   
0601BSA1Y       20190101007100100000050000 0100000000003103   
0601BSA1Y       20190101007150100000050000 0100000000003106   
0601BSA1Y       20190101007200100000050000 0100000000003109   
0601BSA1Y       20190101007250100000050000 0100000000003111   
0601BSA1Y       20190101007300100000050000 0100000000003112   
0601BSA1Y       20190101007350100000050000 0100000000003114   
0601BSA1Y       20190101007400100000050000 0100000000003115   
0601BSA1Y       20190101007450100000050000 0100000000003117   
0601BSA1Y       20190101007500100000050000 0100000000003118   
0601BSA1Y       20190101007550100000050000 0100000000003120   
0601BSA1Y       20190101007600100000050000 0100000000003121   
0601BSA1Y       20190101007650100000050000 0100000000003123   
0601BSA1Y       20190101007700100000050000 0100000000003124   
0601BSA1Y       20190101007750100000050000 0100000000003125   
0601BSA1Y       20190101007800100000050000 0100000000003127   
0601BSA1Y       20190101007850100000050000 0100000000003128   
0601BSA1Y       20190101007900100000050000 0100000000003129   
0601BSA1Y       20190101007950100000050000 0100000000003130   
0601BSA1Y       20190101008000100000050000 0100000000003132   
0601BSA1Y       20190101008050100000050000 0100000000003133   
0601BSA1Y       20190101008100100000050000 0100000000003134   
0601BSA1Y       20190101008150100000050000 0100000000003135   
0601BSA1Y       20190101008200100000050000 0100000000003136   
0601BSA1Y       20190101008250100000050000 0100000000003138   
0601BSA1Y       20190101008300100000050000 0100000000003139   
0601BSA1Y       20190101008350100000050000 0100000000003140   
0601BSA1Y       20190101008400100000050000 0100000000003141   
0601BSA1Y       20190101008450100000050000 0100000000003142   
0601BSA1Y       20190101008500100000050000 0100000000003143   
0601BSA1Y       20190101008550100000050000 0100000000003145   
0601BSA1Y       20190101008600100000050000 0100000000003146   
0601BSA1Y       20190101008650100000050000 0100000000003147   
0601BSA1Y       20190101008700100000050000 0100000000003148   
0601BSA1Y       20190101008750100000050000 0100000000003149   
0601BSA1Y       20190101008800100000050000 0100000000003150   
0601BSA1Y       20190101008850100000050000 0100000000003151   
0601BSA1Y       20190101008900100000050000 0100000000003152   
0601BSA1Y       20190101008950100000050000 0100000000003153   
0601BSA1Y       20190101009000100000050000 0100000000003154   
0601BSA1Y       20190101009050100000050000 0100000000003155   
0601BSA1Y       20190101009100100000050000 0100000000003156   
0601BSA1Y       20190101009150100000050000 0100000000003157   
0601BSA1Y       20190101009200100000050000 0100000000003158   
0601BSA1Y       20190101009250100000050000 0100000000003159   
0601BSA1Y       20190101009300100000050000 0100000000003159   
0601BSA1Y       20190101009350100000050000 0100000000003161   
0601BSA1Y       20190101009400100000050000 0100000000003161   
0601BSA1Y       20190101009450100000050000 0100000000003162   
0601BSA1Y       20190101009500100000050000 0100000000003163   
0601BSA1Y       20190101009550100000050000 0100000000003164   
0601BSA1Y       20190101009600100000050000 0100000000003165   
0601BSA1Y       20190101009650100000050000 0100000000003166   
0601BSA1Y       20190101009700100000050000 0100000000003167   
0601BSA1Y       20190101009750100000050000 0100000000003167   
0601BSA1Y       20190101009800100000050000 0100000000003169   
0601BSA1Y       20190101009850100000050000 0100000000003169   
0601BSA1Y       20190101009900100000050000 0100000000003170   
0601BSA1Y       20190101009950100000050000 0100000000003171   
0601BSA1Y       20190101010000100000100000 0100000000003172   
0601BSA1Y       20190101010100100000100000 0100000000003174   
0601BSA1Y       20190101010200100000100000 0100000000003175   
0601BSA1Y       20190101010300100000100000 0100000000003177   
0601BSA1Y       20190101010400100000100000 0100000000003178   
0601BSA1Y       20190101010500100000100000 0100000000003180   
0601BSA1Y       20190101010600100000100000 0100000000003181   
0601BSA1Y       20190101010700100000100000 0100000000003183   
0601BSA1Y       20190101010800100000100000 0100000000003184   
0601BSA1Y       20190101010900100000100000 0100000000003185   
0601BSA1Y       20190101011000100000100000 0100000000003187   
0601BSA1Y       20190101011100100000100000 0100000000003188   
0601BSA1Y       20190101011200100000100000 0100000000003189   
0601BSA1Y       20190101011300100000100000 0100000000003190   
0601BSA1Y       20190101011400100000100000 0100000000003192   
0601BSA1Y       20190101011500100000100000 0100000000003193   
0601BSA1Y       20190101011600100000100000 0100000000003194   
0601BSA1Y       20190101011700100000100000 0100000000003195   
0601BSA1Y       20190101011800100000100000 0100000000003196   
0601BSA1Y       20190101011900100000100000 0100000000003198   
0601BSA1Y       20190101012000100000100000 0100000000003199   
0601BSA1Y       20190101012100100000100000 0100000000003200   
0601BSA1Y       20190101012200100000100000 0100000000003201   
0601BSA1Y       20190101012300100000100000 0100000000003202   
0601BSA1Y       20190101012400100000100000 0100000000003203   
0601BSA1Y       20190101012500100000100000 0100000000003204   
0601BSA1Y       20190101012600100000100000 0100000000003205   
0601BSA1Y       20190101012700100000100000 0100000000003206   
0601BSA1Y       20190101012800100000100000 0100000000003207   
0601BSA1Y       20190101012900100000100000 0100000000003208   
0601BSA1Y       20190101013000100000100000 0100000000003209   
0601BSA1Y       20190101013100100000100000 0100000000003210   
0601BSA1Y       20190101013200100000100000 0100000000003211   
0601BSA1Y       20190101013300100000100000 0100000000003212   
0601BSA1Y       20190101013400100000100000 0100000000003213   
0601BSA1Y       20190101013500100000100000 0100000000003214   
0601BSA1Y       20190101013600100000100000 0100000000003214   
0601BSA1Y       20190101013700100000100000 0100000000003215   
0601BSA1Y       20190101013800100000100000 0100000000003216   
0601BSA1Y       20190101013900100000100000 0100000000003217   
0601BSA1Y       20190101014000100000100000 0100000000003218   
0601BSA1Y       20190101014100100000100000 0100000000003219   
0601BSA1Y       20190101014200100000100000 0100000000003219   
0601BSA1Y       20190101014300100000100000 0100000000003220   
0601BSA1Y       20190101014400100000100000 0100000000003221   
0601BSA1Y       20190101014500100000100000 0100000000003222   
0601BSA1Y       20190101014600100000100000 0100000000003223   
0601BSA1Y       20190101014700100000100000 0100000000003223   
0601BSA1Y       20190101014800100000100000 0100000000003224   
0601BSA1Y       20190101014900100000100000 0100000000003225   
0601BSA1Y       20190101015000100000100000 0100000000003225   
0601BSA1Y       20190101015100100000100000 0100000000003226   
0601BSA1Y       20190101015200100000100000 0100000000003227   
0601BSA1Y       20190101015300100000100000 0100000000003228   
0601BSA1Y       20190101015400100000100000 0100000000003228   
0601BSA1Y       20190101015500100000100000 0100000000003229   
0601BSA1Y       20190101015600100000100000 0100000000003230   
0601BSA1Y       20190101015700100000100000 0100000000003230   
0601BSA1Y       20190101015800100000100000 0100000000003231   
0601BSA1Y       20190101015900100000100000 0100000000003232   
0601BSA1Y       20190101016000100000100000 0100000000003232   
0601BSA1Y       20190101016100100000100000 0100000000003233   
0601BSA1Y       20190101016200100000100000 0100000000003233   
0601BSA1Y       20190101016300100000100000 0100000000003234   
0601BSA1Y       20190101016400100000100000 0100000000003235   
0601BSA1Y       20190101016500100000100000 0100000000003235   
0601BSA1Y       20190101016600100000100000 0100000000003236   
0601BSA1Y       20190101016700100000100000 0100000000003236   
0601BSA1Y       20190101016800100000100000 0100000000003237   
0601BSA1Y       20190101016900100000100000 0100000000003238   
0601BSA1Y       20190101017000100000100000 0100000000003238   
0601BSA1Y       20190101017100100000100000 0100000000003239   
0601BSA1Y       20190101017200100000100000 0100000000003239   
0601BSA1Y       20190101017300100000100000 0100000000003240   
