00AG               20181002                                                                                   
0601AGB3Y       20190101000235100000005000 0300000020000000   
0601AGB3Y       20190101000240100000005000 0300000020000000   
0601AGB3Y       20190101000245100000005000 0300000020000000   
0601AGB3Y       20190101000250100000005000 0300000020000000   
0601AGB3Y       20190101000255100000005000 0300000020000000   
0601AGB3Y       20190101000260100000005000 0300000020000000   
0601AGB3Y       20190101000265100000005000 0300000020000000   
0601AGB3Y       20190101000270100000005000 0300000020000000   
0601AGB3Y       20190101000275100000005000 0300000020000000   
0601AGB3Y       20190101000280100000005000 0300000020000000   
0601AGB3Y       20190101000285100000005000 0300000020000000   
0601AGB3Y       20190101000290100000005000 0300000020000000   
0601AGB3Y       20190101000295100000005000 0300000020000000   
0601AGB3Y       20190101000300100000005000 0300000030000010   
0601AGB3Y       20190101000305100000005000 0300000030000010   
0601AGB3Y       20190101000310100000005000 0300000030000010   
0601AGB3Y       20190101000315100000005000 0300000030000010   
0601AGB3Y       20190101000320100000005000 0300000030000010   
0601AGB3Y       20190101000325100000005000 0300000030000010   
0601AGB3Y       20190101000330100000005000 0300000030000010   
0601AGB3Y       20190101000335100000005000 0300000030000010   
0601AGB3Y       20190101000340100000005000 0300000030000010   
0601AGB3Y       20190101000345100000005000 0300000030000010   
0601AGB3Y       20190101000350100000005000 0300000030000010   
0601AGB3Y       20190101000355100000005000 0300000030000010   
0601AGB3Y       20190101000360100000005000 0300000030000010   
0601AGB3Y       20190101000365100000005000 0300000030000010   
0601AGB3Y       20190101000370100000005000 0300000030000010   
0601AGB3Y       20190101000375100000005000 0300000030000010   
0601AGB3Y       20190101000380100000005000 0300000030000010   
0601AGB3Y       20190101000385100000005000 0300000030000010   
0601AGB3Y       20190101000390100000005000 0300000030000010   
0601AGB3Y       20190101000395100000005000 0300000030000010   
0601AGB3Y       20190101000400100000005000 0300000040000010   
0601AGB3Y       20190101000405100000005000 0300000040000010   
0601AGB3Y       20190101000410100000005000 0300000040000010   
0601AGB3Y       20190101000415100000005000 0300000040000010   
0601AGB3Y       20190101000420100000005000 0300000040000010   
0601AGB3Y       20190101000425100000005000 0300000040000010   
0601AGB3Y       20190101000430100000005000 0300000040000010   
0601AGB3Y       20190101000435100000005000 0300000040000010   
0601AGB3Y       20190101000440100000005000 0300000040000010   
0601AGB3Y       20190101000445100000005000 0300000040000010   
0601AGB3Y       20190101000450100000005000 0300000040000010   
0601AGB3Y       20190101000455100000005000 0300000040000010   
0601AGB3Y       20190101000460100000005000 0300000040000010   
0601AGB3Y       20190101000465100000005000 0300000040000010   
0601AGB3Y       20190101000470100000005000 0300000040000010   
0601AGB3Y       20190101000475100000005000 0300000040000010   
0601AGB3Y       20190101000480100000005000 0300000040000010   
0601AGB3Y       20190101000485100000005000 0300000040000010   
0601AGB3Y       20190101000490100000005000 0300000040000010   
0601AGB3Y       20190101000495100000005000 0300000090000020   
0601AGB3Y       20190101000500100000005000 0300000100000020   
0601AGB3Y       20190101000505100000005000 0300000100000020   
0601AGB3Y       20190101000510100000005000 0300000100000020   
0601AGB3Y       20190101000515100000005000 0300000100000020   
0601AGB3Y       20190101000520100000005000 0300000260000050   
0601AGB3Y       20190101000525100000005000 0300000260000050   
0601AGB3Y       20190101000530100000005000 0300000310000060   
0601AGB3Y       20190101000535100000005000 0300000320000060   
0601AGB3Y       20190101000540100000005000 0300000320000060   
0601AGB3Y       20190101000545100000005000 0300000320000060   
0601AGB3Y       20190101000550100000005000 0300000380000070   
0601AGB3Y       20190101000555100000005000 0300000390000070   
0601AGB3Y       20190101000560100000005000 0300000390000070   
0601AGB3Y       20190101000565100000005000 0300000450000080   
0601AGB3Y       20190101000570100000005000 0300000510000090   
0601AGB3Y       20190101000575100000005000 0300000510000090   
0601AGB3Y       20190101000580100000005000 0300000580000100   
0601AGB3Y       20190101000585100000005000 0300000580000100   
0601AGB3Y       20190101000590100000005000 0300000650000110   
0601AGB3Y       20190101000595100000005000 0300000650000110   
0601AGB3Y       20190101000600100000005000 0300000720000120   
0601AGB3Y       20190101000605100000005000 0300000720000120   
0601AGB3Y       20190101000610100000005000 0300000730000120   
0601AGB3Y       20190101000615100000005000 0300000800000130   
0601AGB3Y       20190101000620100000005000 0300000870000140   
0601AGB3Y       20190101000625100000005000 0300000940000150   
0601AGB3Y       20190101000630100000005000 0300000940000150   
0601AGB3Y       20190101000635100000005000 0300001020000160   
0601AGB3Y       20190101000640100000005000 0300001020000160   
0601AGB3Y       20190101000645100000005000 0300001100000170   
0601AGB3Y       20190101000650100000005000 0300001100000170   
0601AGB3Y       20190101000655100000005000 0300001180000180   
0601AGB3Y       20190101000660100000005000 0300001190000180   
0601AGB3Y       20190101000665100000005000 0300001330000200   
0601AGB3Y       20190101000670100000005000 0300001340000200   
0601AGB3Y       20190101000675100000005000 0300001420000210   
0601AGB3Y       20190101000680100000005000 0300001430000210   
0601AGB3Y       20190101000685100000005000 0300001510000220   
0601AGB3Y       20190101000690100000005000 0300001520000220   
0601AGB3Y       20190101000695100000005000 0300001600000230   
0601AGB3Y       20190101000700100000005000 0300001610000230   
0601AGB3Y       20190101000705100000005000 0300001690000240   
0601AGB3Y       20190101000710100000005000 0300001710000240   
0601AGB3Y       20190101000715100000005000 0300001790000250   
0601AGB3Y       20190101000720100000005000 0300001800000250   
0601AGB3Y       20190101000725100000005000 0300001890000260   
0601AGB3Y       20190101000730100000005000 0300001900000260   
0601AGB3Y       20190101000735100000005000 0300001990000270   
0601AGB3Y       20190101000740100000005000 0300002000000270   
0601AGB3Y       20190101000745100000005000 0300002090000280   
0601AGB3Y       20190101000750100000005000 0300002100000280   
0601AGB3Y       20190101000755100000005000 0300002190000290   
0601AGB3Y       20190101000760100000005000 0300002210000290   
0601AGB3Y       20190101000765100000005000 0300002300000300   
0601AGB3Y       20190101000770100000005000 0300002310000300   
0601AGB3Y       20190101000775100000005000 0300002410000310   
0601AGB3Y       20190101000780100000005000 0300002420000310   
0601AGB3Y       20190101000785100000005000 0300002520000320   
0601AGB3Y       20190101000790100000005000 0300002530000320   
0601AGB3Y       20190101000795100000005000 0300002630000330   
0601AGB3Y       20190101000800100000005000 0300002640000330   
0601AGB3Y       20190101000805100000005000 0300002740000340   
0601AGB3Y       20190101000810100000005000 0300002840000350   
0601AGB3Y       20190101000815100000005000 0300002860000350   
0601AGB3Y       20190101000820100000005000 0300002960000360   
0601AGB3Y       20190101000825100000005000 0300002970000360   
0601AGB3Y       20190101000830100000005000 0300003080000370   
0601AGB3Y       20190101000835100000005000 0300003090000370   
0601AGB3Y       20190101000840100000005000 0300003200000380   
0601AGB3Y       20190101000845100000005000 0300003220000380   
0601AGB3Y       20190101000850100000005000 0300003320000390   
0601AGB3Y       20190101000855100000005000 0300003340000390   
0601AGB3Y       20190101000860100000005000 0300003450000400   
0601AGB3Y       20190101000865100000005000 0300003470000400   
0601AGB3Y       20190101000870100000005000 0300003570000410   
0601AGB3Y       20190101000875100000005000 0300003590000410   
0601AGB3Y       20190101000880100000005000 0300003700000420   
0601AGB3Y       20190101000885100000005000 0300003720000420   
0601AGB3Y       20190101000890100000005000 0300003830000430   
0601AGB3Y       20190101000895100000005000 0300003850000430   
0601AGB3Y       20190101000900100000005000 0300003970000440   
0601AGB3Y       20190101000905100000005000 0300003990000440   
0601AGB3Y       20190101000910100000005000 0300004010000440   
0601AGB3Y       20190101000915100000005000 0300004120000450   
0601AGB3Y       20190101000920100000005000 0300004150000450   
0601AGB3Y       20190101000925100000005000 0300004260000460   
0601AGB3Y       20190101000930100000005000 0300004280000460   
0601AGB3Y       20190101000935100000005000 0300004400000470   
0601AGB3Y       20190101000940100000005000 0300004420000470   
0601AGB3Y       20190101000945100000005000 0300004540000480   
0601AGB3Y       20190101000950100000005000 0300004570000480   
0601AGB3Y       20190101000955100000005000 0300004690000490   
0601AGB3Y       20190101000960100000005000 0300004710000490   
0601AGB3Y       20190101000965100000005000 0300004830000500   
0601AGB3Y       20190101000970100000005000 0300004860000500   
0601AGB3Y       20190101000975100000005000 0300004980000510   
0601AGB3Y       20190101000980100000005000 0300005010000510   
0601AGB3Y       20190101000985100000005000 0300005130000520   
0601AGB3Y       20190101000990100000005000 0300005160000520   
0601AGB3Y       20190101000995100000005000 0300005280000530   
0601AGB3Y       20190101001000100000050000 0300000000000550   
0601AGB3Y       20190101001050100000050000 0300000000000610   
0601AGB3Y       20190101001100100000050000 0300000000000670   
0601AGB3Y       20190101001150100000050000 0300000000000730   
0601AGB3Y       20190101001200100000050000 0300000000000780   
0601AGB3Y       20190101001250100000050000 0300000000000830   
0601AGB3Y       20190101001300100000050000 0300000000000890   
0601AGB3Y       20190101001350100000050000 0300000000000940   
0601AGB3Y       20190101001400100000050000 0300000000000990   
0601AGB3Y       20190101001450100000050000 0300000000001040   
0601AGB3Y       20190101001500100000050000 0300000000001090   
0601AGB3Y       20190101001550100000050000 0300000000001140   
0601AGB3Y       20190101001600100000050000 0300000000001180   
0601AGB3Y       20190101001650100000050000 0300000000001230   
0601AGB3Y       20190101001700100000050000 0300000000001280   
0601AGB3Y       20190101001750100000050000 0300000000001330   
0601AGB3Y       20190101001800100000050000 0300000000001380   
0601AGB3Y       20190101001850100000050000 0300000000001430   
0601AGB3Y       20190101001900100000050000 0300000000001480   
0601AGB3Y       20190101001950100000050000 0300000000001520   
0601AGB3Y       20190101002000100000050000 0300000000001560   
0601AGB3Y       20190101002050100000050000 0300000000001600   
0601AGB3Y       20190101002100100000050000 0300000000001630   
0601AGB3Y       20190101002150100000050000 0300000000001670   
0601AGB3Y       20190101002200100000050000 0300000000001700   
0601AGB3Y       20190101002250100000050000 0300000000001730   
0601AGB3Y       20190101002300100000050000 0300000000001770   
0601AGB3Y       20190101002350100000050000 0300000000001800   
0601AGB3Y       20190101002400100000050000 0300000000001830   
0601AGB3Y       20190101002450100000050000 0300000000001860   
0601AGB3Y       20190101002500100000050000 0300000000001880   
0601AGB3Y       20190101002550100000050000 0300000000001910   
0601AGB3Y       20190101002600100000050000 0300000000001940   
0601AGB3Y       20190101002650100000050000 0300000000001960   
0601AGB3Y       20190101002700100000050000 0300000000001980   
0601AGB3Y       20190101002750100000050000 0300000000002010   
0601AGB3Y       20190101002800100000050000 0300000000002030   
0601AGB3Y       20190101002850100000050000 0300000000002050   
0601AGB3Y       20190101002900100000050000 0300000000002070   
0601AGB3Y       20190101002950100000050000 0300000000002090   
0601AGB3Y       20190101003000100000500000 0300000000002190   
0601AGB3Y       20190101003500100000500000 0300000000002340   
0601AGB3Y       20190101004000100000500000 0300000000002460   
0601AGB3Y       20190101004500100000500000 0300000000002550   
0601AGB3Y       20190101005000100000500000 0300000000002630   
0601AGB3Y       20190101005500100000500000 0300000000002690   
0601AGB3Y       20190101006000100000500000 0300000000002750   
0601AGB3Y       20190101006500100000500000 0300000000002790   
0601AGB3Y       20190101007000100000500000 0300000000002840   
0601AGB3Y       20190101007500100000500000 0300000000002880   
0601AGB3Y       20190101008000100000500000 0300000000002920   
0601AGB3Y       20190101008500100000500000 0300000000002950   
0601AGB3Y       20190101009000100000500000 0300000000002970   
0601AGB3Y       20190101009500100000500000 0300000000002990   
0601AGB4Y       20190101000000100000025000 0400000020000000   
0601AGB4Y       20190101000025100000005000 0400000020000000   
0601AGB4Y       20190101000030100000005000 0400000020000000   
0601AGB4Y       20190101000035100000005000 0400000020000000   
0601AGB4Y       20190101000040100000005000 0400000020000000   
0601AGB4Y       20190101000045100000005000 0400000020000000   
0601AGB4Y       20190101000050100000005000 0400000020000000   
0601AGB4Y       20190101000055100000005000 0400000020000000   
0601AGB4Y       20190101000060100000005000 0400000020000000   
0601AGB4Y       20190101000065100000005000 0400000020000000   
0601AGB4Y       20190101000070100000005000 0400000020000000   
0601AGB4Y       20190101000075100000005000 0400000020000000   
0601AGB4Y       20190101000080100000005000 0400000020000000   
0601AGB4Y       20190101000085100000005000 0400000020000000   
0601AGB4Y       20190101000090100000005000 0400000020000000   
0601AGB4Y       20190101000095100000005000 0400000020000000   
0601AGB4Y       20190101000100100000005000 0400000020000000   
0601AGB4Y       20190101000105100000005000 0400000020000000   
0601AGB4Y       20190101000110100000005000 0400000020000000   
0601AGB4Y       20190101000115100000005000 0400000020000000   
0601AGB4Y       20190101000120100000005000 0400000020000000   
0601AGB4Y       20190101000125100000005000 0400000020000000   
0601AGB4Y       20190101000130100000005000 0400000020000000   
0601AGB4Y       20190101000135100000005000 0400000020000000   
0601AGB4Y       20190101000140100000005000 0400000020000000   
0601AGB4Y       20190101000145100000005000 0400000020000000   
0601AGB4Y       20190101000150100000005000 0400000020000000   
0601AGB4Y       20190101000155100000005000 0400000020000000   
0601AGB4Y       20190101000160100000005000 0400000020000000   
0601AGB4Y       20190101000165100000005000 0400000020000000   
0601AGB4Y       20190101000170100000005000 0400000020000000   
0601AGB4Y       20190101000175100000005000 0400000020000000   
0601AGB4Y       20190101000180100000005000 0400000020000000   
0601AGB4Y       20190101000185100000005000 0400000020000000   
0601AGB4Y       20190101000190100000005000 0400000020000000   
0601AGB4Y       20190101000195100000005000 0400000020000000   
0601AGB4Y       20190101000200100000005000 0400000020000000   
0601AGB4Y       20190101000205100000005000 0400000020000000   
0601AGB4Y       20190101000210100000005000 0400000020000000   
0601AGB4Y       20190101000215100000005000 0400000020000000   
0601AGB4Y       20190101000220100000005000 0400000020000000   
0601AGB4Y       20190101000225100000005000 0400000020000000   
0601AGB4Y       20190101000230100000005000 0400000020000000   
0601AGB4Y       20190101000235100000005000 0400000020000000   
0601AGB4Y       20190101000240100000005000 0400000020000000   
0601AGB4Y       20190101000245100000005000 0400000020000000   
0601AGB4Y       20190101000250100000005000 0400000020000000   
0601AGB4Y       20190101000255100000005000 0400000020000000   
0601AGB4Y       20190101000260100000005000 0400000020000000   
0601AGB4Y       20190101000265100000005000 0400000020000000   
0601AGB4Y       20190101000270100000005000 0400000020000000   
0601AGB4Y       20190101000275100000005000 0400000020000000   
0601AGB4Y       20190101000280100000005000 0400000020000000   
0601AGB4Y       20190101000285100000005000 0400000020000000   
0601AGB4Y       20190101000290100000005000 0400000020000000   
0601AGB4Y       20190101000295100000005000 0400000020000000   
0601AGB4Y       20190101000300100000005000 0400000030000010   
0601AGB4Y       20190101000305100000005000 0400000030000010   
0601AGB4Y       20190101000310100000005000 0400000030000010   
0601AGB4Y       20190101000315100000005000 0400000030000010   
0601AGB4Y       20190101000320100000005000 0400000030000010   
0601AGB4Y       20190101000325100000005000 0400000030000010   
0601AGB4Y       20190101000330100000005000 0400000030000010   
0601AGB4Y       20190101000335100000005000 0400000030000010   
0601AGB4Y       20190101000340100000005000 0400000030000010   
0601AGB4Y       20190101000345100000005000 0400000030000010   
0601AGB4Y       20190101000350100000005000 0400000030000010   
0601AGB4Y       20190101000355100000005000 0400000030000010   
0601AGB4Y       20190101000360100000005000 0400000030000010   
0601AGB4Y       20190101000365100000005000 0400000030000010   
0601AGB4Y       20190101000370100000005000 0400000030000010   
0601AGB4Y       20190101000375100000005000 0400000030000010   
0601AGB4Y       20190101000380100000005000 0400000030000010   
0601AGB4Y       20190101000385100000005000 0400000030000010   
0601AGB4Y       20190101000390100000005000 0400000030000010   
0601AGB4Y       20190101000395100000005000 0400000030000010   
0601AGB4Y       20190101000400100000005000 0400000040000010   
0601AGB4Y       20190101000405100000005000 0400000040000010   
0601AGB4Y       20190101000410100000005000 0400000040000010   
0601AGB4Y       20190101000415100000005000 0400000040000010   
0601AGB4Y       20190101000420100000005000 0400000040000010   
0601AGB4Y       20190101000425100000005000 0400000040000010   
0601AGB4Y       20190101000430100000005000 0400000040000010   
0601AGB4Y       20190101000435100000005000 0400000040000010   
0601AGB4Y       20190101000440100000005000 0400000040000010   
0601AGB4Y       20190101000445100000005000 0400000040000010   
0601AGB4Y       20190101000450100000005000 0400000040000010   
0601AGB4Y       20190101000455100000005000 0400000040000010   
0601AGB4Y       20190101000460100000005000 0400000040000010   
0601AGB4Y       20190101000465100000005000 0400000040000010   
0601AGB4Y       20190101000470100000005000 0400000040000010   
0601AGB4Y       20190101000475100000005000 0400000040000010   
0601AGB4Y       20190101000480100000005000 0400000040000010   
0601AGB4Y       20190101000485100000005000 0400000040000010   
0601AGB4Y       20190101000490100000005000 0400000040000010   
0601AGB4Y       20190101000495100000005000 0400000040000010   
0601AGB4Y       20190101000500100000005000 0400000050000010   
0601AGB4Y       20190101000505100000005000 0400000050000010   
0601AGB4Y       20190101000510100000005000 0400000050000010   
0601AGB4Y       20190101000515100000005000 0400000050000010   
0601AGB4Y       20190101000520100000005000 0400000050000010   
0601AGB4Y       20190101000525100000005000 0400000050000010   
0601AGB4Y       20190101000530100000005000 0400000050000010   
0601AGB4Y       20190101000535100000005000 0400000050000010   
0601AGB4Y       20190101000540100000005000 0400000050000010   
0601AGB4Y       20190101000545100000005000 0400000050000010   
0601AGB4Y       20190101000550100000005000 0400000050000010   
0601AGB4Y       20190101000555100000005000 0400000050000010   
0601AGB4Y       20190101000560100000005000 0400000050000010   
0601AGB4Y       20190101000565100000005000 0400000050000010   
0601AGB4Y       20190101000570100000005000 0400000050000010   
0601AGB4Y       20190101000575100000005000 0400000050000010   
0601AGB4Y       20190101000580100000005000 0400000110000020   
0601AGB4Y       20190101000585100000005000 0400000110000020   
0601AGB4Y       20190101000590100000005000 0400000110000020   
0601AGB4Y       20190101000595100000005000 0400000230000040   
0601AGB4Y       20190101000600100000005000 0400000300000050   
0601AGB4Y       20190101000605100000005000 0400000300000050   
0601AGB4Y       20190101000610100000005000 0400000300000050   
0601AGB4Y       20190101000615100000005000 0400000300000050   
0601AGB4Y       20190101000620100000005000 0400000370000060   
0601AGB4Y       20190101000625100000005000 0400000370000060   
0601AGB4Y       20190101000630100000005000 0400000370000060   
0601AGB4Y       20190101000635100000005000 0400000440000070   
0601AGB4Y       20190101000640100000005000 0400000510000080   
0601AGB4Y       20190101000645100000005000 0400000510000080   
0601AGB4Y       20190101000650100000005000 0400000580000090   
0601AGB4Y       20190101000655100000005000 0400000590000090   
0601AGB4Y       20190101000660100000005000 0400000590000090   
0601AGB4Y       20190101000665100000005000 0400000660000100   
0601AGB4Y       20190101000670100000005000 0400000670000100   
0601AGB4Y       20190101000675100000005000 0400000740000110   
0601AGB4Y       20190101000680100000005000 0400000750000110   
0601AGB4Y       20190101000685100000005000 0400000750000110   
0601AGB4Y       20190101000690100000005000 0400000900000130   
0601AGB4Y       20190101000695100000005000 0400000900000130   
0601AGB4Y       20190101000700100000005000 0400000910000130   
0601AGB4Y       20190101000705100000005000 0400000990000140   
0601AGB4Y       20190101000710100000005000 0400000990000140   
0601AGB4Y       20190101000715100000005000 0400001070000150   
0601AGB4Y       20190101000720100000005000 0400001080000150   
0601AGB4Y       20190101000725100000005000 0400001160000160   
0601AGB4Y       20190101000730100000005000 0400001170000160   
0601AGB4Y       20190101000735100000005000 0400001250000170   
0601AGB4Y       20190101000740100000005000 0400001330000180   
0601AGB4Y       20190101000745100000005000 0400001420000190   
0601AGB4Y       20190101000750100000005000 0400001420000190   
0601AGB4Y       20190101000755100000005000 0400001430000190   
0601AGB4Y       20190101000760100000005000 0400001520000200   
0601AGB4Y       20190101000765100000005000 0400001530000200   
0601AGB4Y       20190101000770100000005000 0400001620000210   
0601AGB4Y       20190101000775100000005000 0400001630000210   
0601AGB4Y       20190101000780100000005000 0400001720000220   
0601AGB4Y       20190101000785100000005000 0400001730000220   
0601AGB4Y       20190101000790100000005000 0400001820000230   
0601AGB4Y       20190101000795100000005000 0400001830000230   
0601AGB4Y       20190101000800100000005000 0400001920000240   
0601AGB4Y       20190101000805100000005000 0400001930000240   
0601AGB4Y       20190101000810100000005000 0400002030000250   
0601AGB4Y       20190101000815100000005000 0400002040000250   
0601AGB4Y       20190101000820100000005000 0400002130000260   
0601AGB4Y       20190101000825100000005000 0400002150000260   
0601AGB4Y       20190101000830100000005000 0400002240000270   
0601AGB4Y       20190101000835100000005000 0400002260000270   
0601AGB4Y       20190101000840100000005000 0400002350000280   
0601AGB4Y       20190101000845100000005000 0400002370000280   
0601AGB4Y       20190101000850100000005000 0400002470000290   
0601AGB4Y       20190101000855100000005000 0400002480000290   
0601AGB4Y       20190101000860100000005000 0400002500000290   
0601AGB4Y       20190101000865100000005000 0400002600000300   
0601AGB4Y       20190101000870100000005000 0400002610000300   
0601AGB4Y       20190101000875100000005000 0400002720000310   
0601AGB4Y       20190101000880100000005000 0400002820000320   
0601AGB4Y       20190101000885100000005000 0400002840000320   
0601AGB4Y       20190101000890100000005000 0400002940000330   
0601AGB4Y       20190101000895100000005000 0400002960000330   
0601AGB4Y       20190101000900100000005000 0400003060000340   
0601AGB4Y       20190101000905100000005000 0400003080000340   
0601AGB4Y       20190101000910100000005000 0400003190000350   
0601AGB4Y       20190101000915100000005000 0400003210000350   
0601AGB4Y       20190101000920100000005000 0400003320000360   
0601AGB4Y       20190101000925100000005000 0400003330000360   
0601AGB4Y       20190101000930100000005000 0400003450000370   
0601AGB4Y       20190101000935100000005000 0400003460000370   
0601AGB4Y       20190101000940100000005000 0400003480000370   
0601AGB4Y       20190101000945100000005000 0400003600000380   
0601AGB4Y       20190101000950100000005000 0400003610000380   
0601AGB4Y       20190101000955100000005000 0400003730000390   
0601AGB4Y       20190101000960100000005000 0400003750000390   
0601AGB4Y       20190101000965100000005000 0400003870000400   
0601AGB4Y       20190101000970100000005000 0400003890000400   
0601AGB4Y       20190101000975100000005000 0400004000000410   
0601AGB4Y       20190101000980100000005000 0400004020000410   
0601AGB4Y       20190101000985100000005000 0400004040000410   
0601AGB4Y       20190101000990100000005000 0400004160000420   
0601AGB4Y       20190101000995100000005000 0400004180000420   
0601AGB4Y       20190101001000100000050000 0400000000000450   
0601AGB4Y       20190101001050100000050000 0400000000000500   
0601AGB4Y       20190101001100100000050000 0400000000000540   
0601AGB4Y       20190101001150100000050000 0400000000000590   
0601AGB4Y       20190101001200100000050000 0400000000000640   
0601AGB4Y       20190101001250100000050000 0400000000000700   
0601AGB4Y       20190101001300100000050000 0400000000000750   
0601AGB4Y       20190101001350100000050000 0400000000000810   
0601AGB4Y       20190101001400100000050000 0400000000000860   
0601AGB4Y       20190101001450100000050000 0400000000000910   
0601AGB4Y       20190101001500100000050000 0400000000000960   
0601AGB4Y       20190101001550100000050000 0400000000001010   
0601AGB4Y       20190101001600100000050000 0400000000001060   
0601AGB4Y       20190101001650100000050000 0400000000001100   
0601AGB4Y       20190101001700100000050000 0400000000001150   
0601AGB4Y       20190101001750100000050000 0400000000001200   
0601AGB4Y       20190101001800100000050000 0400000000001250   
0601AGB4Y       20190101001850100000050000 0400000000001300   
0601AGB4Y       20190101001900100000050000 0400000000001350   
0601AGB4Y       20190101001950100000050000 0400000000001400   
0601AGB4Y       20190101002000100000050000 0400000000001440   
0601AGB4Y       20190101002050100000050000 0400000000001480   
0601AGB4Y       20190101002100100000050000 0400000000001520   
0601AGB4Y       20190101002150100000050000 0400000000001560   
0601AGB4Y       20190101002200100000050000 0400000000001590   
0601AGB4Y       20190101002250100000050000 0400000000001630   
0601AGB4Y       20190101002300100000050000 0400000000001660   
0601AGB4Y       20190101002350100000050000 0400000000001690   
0601AGB4Y       20190101002400100000050000 0400000000001730   
0601AGB4Y       20190101002450100000050000 0400000000001760   
0601AGB4Y       20190101002500100000050000 0400000000001780   
0601AGB4Y       20190101002550100000050000 0400000000001810   
0601AGB4Y       20190101002600100000050000 0400000000001840   
0601AGB4Y       20190101002650100000050000 0400000000001870   
0601AGB4Y       20190101002700100000050000 0400000000001890   
0601AGB4Y       20190101002750100000050000 0400000000001920   
0601AGB4Y       20190101002800100000050000 0400000000001940   
0601AGB4Y       20190101002850100000050000 0400000000001960   
0601AGB4Y       20190101002900100000050000 0400000000001990   
0601AGB4Y       20190101002950100000050000 0400000000002010   
0601AGB4Y       20190101003000100000500000 0400000000002110   
0601AGB4Y       20190101003500100000500000 0400000000002270   
0601AGB4Y       20190101004000100000500000 0400000000002400   
0601AGB4Y       20190101004500100000500000 0400000000002500   
0601AGB4Y       20190101005000100000500000 0400000000002580   
0601AGB4Y       20190101005500100000500000 0400000000002650   
0601AGB4Y       20190101006000100000500000 0400000000002710   
0601AGB4Y       20190101006500100000500000 0400000000002760   
0601AGB4Y       20190101007000100000500000 0400000000002800   
0601AGB4Y       20190101007500100000500000 0400000000002850   
0601AGB4Y       20190101008000100000500000 0400000000002880   
0601AGB4Y       20190101008500100000500000 0400000000002920   
0601AGB4Y       20190101009000100000500000 0400000000002940   
0601AGB4Y       20190101009500100000500000 0400000000002960   
0601AGB5Y       20190101000000100000025000 0500000020000000   
0601AGB5Y       20190101000025100000005000 0500000020000000   
0601AGB5Y       20190101000030100000005000 0500000020000000   
0601AGB5Y       20190101000035100000005000 0500000020000000   
0601AGB5Y       20190101000040100000005000 0500000020000000   
0601AGB5Y       20190101000045100000005000 0500000020000000   
0601AGB5Y       20190101000050100000005000 0500000020000000   
0601AGB5Y       20190101000055100000005000 0500000020000000   
0601AGB5Y       20190101000060100000005000 0500000020000000   
0601AGB5Y       20190101000065100000005000 0500000020000000   
0601AGB5Y       20190101000070100000005000 0500000020000000   
0601AGB5Y       20190101000075100000005000 0500000020000000   
0601AGB5Y       20190101000080100000005000 0500000020000000   
0601AGB5Y       20190101000085100000005000 0500000020000000   
0601AGB5Y       20190101000090100000005000 0500000020000000   
0601AGB5Y       20190101000095100000005000 0500000020000000   
0601AGB5Y       20190101000100100000005000 0500000020000000   
0601AGB5Y       20190101000105100000005000 0500000020000000   
0601AGB5Y       20190101000110100000005000 0500000020000000   
0601AGB5Y       20190101000115100000005000 0500000020000000   
0601AGB5Y       20190101000120100000005000 0500000020000000   
0601AGB5Y       20190101000125100000005000 0500000020000000   
0601AGB5Y       20190101000130100000005000 0500000020000000   
0601AGB5Y       20190101000135100000005000 0500000020000000   
0601AGB5Y       20190101000140100000005000 0500000020000000   
0601AGB5Y       20190101000145100000005000 0500000020000000   
0601AGB5Y       20190101000150100000005000 0500000020000000   
0601AGB5Y       20190101000155100000005000 0500000020000000   
0601AGB5Y       20190101000160100000005000 0500000020000000   
0601AGB5Y       20190101000165100000005000 0500000020000000   
0601AGB5Y       20190101000170100000005000 0500000020000000   
0601AGB5Y       20190101000175100000005000 0500000020000000   
0601AGB5Y       20190101000180100000005000 0500000020000000   
0601AGB5Y       20190101000185100000005000 0500000020000000   
0601AGB5Y       20190101000190100000005000 0500000020000000   
0601AGB5Y       20190101000195100000005000 0500000020000000   
0601AGB5Y       20190101000200100000005000 0500000020000000   
0601AGB5Y       20190101000205100000005000 0500000020000000   
0601AGB5Y       20190101000210100000005000 0500000020000000   
0601AGB5Y       20190101000215100000005000 0500000020000000   
0601AGB5Y       20190101000220100000005000 0500000020000000   
0601AGB5Y       20190101000225100000005000 0500000020000000   
0601AGB5Y       20190101000230100000005000 0500000020000000   
0601AGB5Y       20190101000235100000005000 0500000020000000   
0601AGB5Y       20190101000240100000005000 0500000020000000   
0601AGB5Y       20190101000245100000005000 0500000020000000   
0601AGB5Y       20190101000250100000005000 0500000020000000   
0601AGB5Y       20190101000255100000005000 0500000020000000   
0601AGB5Y       20190101000260100000005000 0500000020000000   
0601AGB5Y       20190101000265100000005000 0500000020000000   
0601AGB5Y       20190101000270100000005000 0500000020000000   
0601AGB5Y       20190101000275100000005000 0500000020000000   
0601AGB5Y       20190101000280100000005000 0500000020000000   
0601AGB5Y       20190101000285100000005000 0500000020000000   
0601AGB5Y       20190101000290100000005000 0500000020000000   
0601AGB5Y       20190101000295100000005000 0500000020000000   
0601AGB5Y       20190101000300100000005000 0500000030000010   
0601AGB5Y       20190101000305100000005000 0500000030000010   
0601AGB5Y       20190101000310100000005000 0500000030000010   
0601AGB5Y       20190101000315100000005000 0500000030000010   
0601AGB5Y       20190101000320100000005000 0500000030000010   
