00AG               20181002                                                                                   
0601AGA3Y       20190101001100100000050000 0300000000001150   
0601AGA3Y       20190101001150100000050000 0300000000001210   
0601AGA3Y       20190101001200100000050000 0300000000001260   
0601AGA3Y       20190101001250100000050000 0300000000001310   
0601AGA3Y       20190101001300100000050000 0300000000001370   
0601AGA3Y       20190101001350100000050000 0300000000001420   
0601AGA3Y       20190101001400100000050000 0300000000001470   
0601AGA3Y       20190101001450100000050000 0300000000001520   
0601AGA3Y       20190101001500100000050000 0300000000001570   
0601AGA3Y       20190101001550100000050000 0300000000001610   
0601AGA3Y       20190101001600100000050000 0300000000001650   
0601AGA3Y       20190101001650100000050000 0300000000001700   
0601AGA3Y       20190101001700100000050000 0300000000001740   
0601AGA3Y       20190101001750100000050000 0300000000001780   
0601AGA3Y       20190101001800100000050000 0300000000001810   
0601AGA3Y       20190101001850100000050000 0300000000001850   
0601AGA3Y       20190101001900100000050000 0300000000001880   
0601AGA3Y       20190101001950100000050000 0300000000001910   
0601AGA3Y       20190101002000100000050000 0300000000001950   
0601AGA3Y       20190101002050100000050000 0300000000001980   
0601AGA3Y       20190101002100100000050000 0300000000002020   
0601AGA3Y       20190101002150100000050000 0300000000002050   
0601AGA3Y       20190101002200100000050000 0300000000002080   
0601AGA3Y       20190101002250100000050000 0300000000002110   
0601AGA3Y       20190101002300100000050000 0300000000002130   
0601AGA3Y       20190101002350100000050000 0300000000002160   
0601AGA3Y       20190101002400100000050000 0300000000002190   
0601AGA3Y       20190101002450100000050000 0300000000002210   
0601AGA3Y       20190101002500100000050000 0300000000002230   
0601AGA3Y       20190101002550100000050000 0300000000002250   
0601AGA3Y       20190101002600100000050000 0300000000002280   
0601AGA3Y       20190101002650100000050000 0300000000002300   
0601AGA3Y       20190101002700100000050000 0300000000002320   
0601AGA3Y       20190101002750100000050000 0300000000002330   
0601AGA3Y       20190101002800100000050000 0300000000002350   
0601AGA3Y       20190101002850100000050000 0300000000002370   
0601AGA3Y       20190101002900100000050000 0300000000002390   
0601AGA3Y       20190101002950100000050000 0300000000002400   
0601AGA3Y       20190101003000100000500000 0300000000002490   
0601AGA3Y       20190101003500100000500000 0300000000002610   
0601AGA3Y       20190101004000100000500000 0300000000002720   
0601AGA3Y       20190101004500100000500000 0300000000002800   
0601AGA3Y       20190101005000100000500000 0300000000002860   
0601AGA3Y       20190101005500100000500000 0300000000002920   
0601AGA3Y       20190101006000100000500000 0300000000002960   
0601AGA3Y       20190101006500100000500000 0300000000003000   
0601AGA3Y       20190101007000100000500000 0300000000003030   
0601AGA3Y       20190101007500100000500000 0300000000003050   
0601AGA3Y       20190101008000100000500000 0300000000003070   
0601AGA3Y       20190101008500100000500000 0300000000003090   
0601AGA3Y       20190101009000100000500000 0300000000003100   
0601AGA3Y       20190101009500100000500000 0300000000003110   
0601AGA4Y       20190101000000100000025000 0400000020000000   
0601AGA4Y       20190101000025100000005000 0400000020000000   
0601AGA4Y       20190101000030100000005000 0400000020000000   
0601AGA4Y       20190101000035100000005000 0400000020000000   
0601AGA4Y       20190101000040100000005000 0400000020000000   
0601AGA4Y       20190101000045100000005000 0400000020000000   
0601AGA4Y       20190101000050100000005000 0400000020000000   
0601AGA4Y       20190101000055100000005000 0400000020000000   
0601AGA4Y       20190101000060100000005000 0400000020000000   
0601AGA4Y       20190101000065100000005000 0400000020000000   
0601AGA4Y       20190101000070100000005000 0400000020000000   
0601AGA4Y       20190101000075100000005000 0400000020000000   
0601AGA4Y       20190101000080100000005000 0400000020000000   
0601AGA4Y       20190101000085100000005000 0400000020000000   
0601AGA4Y       20190101000090100000005000 0400000020000000   
0601AGA4Y       20190101000095100000005000 0400000020000000   
0601AGA4Y       20190101000100100000005000 0400000020000000   
0601AGA4Y       20190101000105100000005000 0400000020000000   
0601AGA4Y       20190101000110100000005000 0400000020000000   
0601AGA4Y       20190101000115100000005000 0400000020000000   
0601AGA4Y       20190101000120100000005000 0400000020000000   
0601AGA4Y       20190101000125100000005000 0400000020000000   
0601AGA4Y       20190101000130100000005000 0400000020000000   
0601AGA4Y       20190101000135100000005000 0400000020000000   
0601AGA4Y       20190101000140100000005000 0400000020000000   
0601AGA4Y       20190101000145100000005000 0400000020000000   
0601AGA4Y       20190101000150100000005000 0400000020000000   
0601AGA4Y       20190101000155100000005000 0400000020000000   
0601AGA4Y       20190101000160100000005000 0400000020000000   
0601AGA4Y       20190101000165100000005000 0400000020000000   
0601AGA4Y       20190101000170100000005000 0400000020000000   
0601AGA4Y       20190101000175100000005000 0400000020000000   
0601AGA4Y       20190101000180100000005000 0400000020000000   
0601AGA4Y       20190101000185100000005000 0400000020000000   
0601AGA4Y       20190101000190100000005000 0400000020000000   
0601AGA4Y       20190101000195100000005000 0400000020000000   
0601AGA4Y       20190101000200100000005000 0400000020000000   
0601AGA4Y       20190101000205100000005000 0400000020000000   
0601AGA4Y       20190101000210100000005000 0400000020000000   
0601AGA4Y       20190101000215100000005000 0400000020000000   
0601AGA4Y       20190101000220100000005000 0400000020000000   
0601AGA4Y       20190101000225100000005000 0400000020000000   
0601AGA4Y       20190101000230100000005000 0400000020000000   
0601AGA4Y       20190101000235100000005000 0400000020000000   
0601AGA4Y       20190101000240100000005000 0400000020000000   
0601AGA4Y       20190101000245100000005000 0400000020000000   
0601AGA4Y       20190101000250100000005000 0400000020000000   
0601AGA4Y       20190101000255100000005000 0400000020000000   
0601AGA4Y       20190101000260100000005000 0400000020000000   
0601AGA4Y       20190101000265100000005000 0400000020000000   
0601AGA4Y       20190101000270100000005000 0400000020000000   
0601AGA4Y       20190101000275100000005000 0400000020000000   
0601AGA4Y       20190101000280100000005000 0400000020000000   
0601AGA4Y       20190101000285100000005000 0400000020000000   
0601AGA4Y       20190101000290100000005000 0400000020000000   
0601AGA4Y       20190101000295100000005000 0400000020000000   
0601AGA4Y       20190101000300100000005000 0400000030000010   
0601AGA4Y       20190101000305100000005000 0400000030000010   
0601AGA4Y       20190101000310100000005000 0400000030000010   
0601AGA4Y       20190101000315100000005000 0400000030000010   
0601AGA4Y       20190101000320100000005000 0400000030000010   
0601AGA4Y       20190101000325100000005000 0400000030000010   
0601AGA4Y       20190101000330100000005000 0400000030000010   
0601AGA4Y       20190101000335100000005000 0400000030000010   
0601AGA4Y       20190101000340100000005000 0400000030000010   
0601AGA4Y       20190101000345100000005000 0400000030000010   
0601AGA4Y       20190101000350100000005000 0400000030000010   
0601AGA4Y       20190101000355100000005000 0400000030000010   
0601AGA4Y       20190101000360100000005000 0400000030000010   
0601AGA4Y       20190101000365100000005000 0400000030000010   
0601AGA4Y       20190101000370100000005000 0400000030000010   
0601AGA4Y       20190101000375100000005000 0400000030000010   
0601AGA4Y       20190101000380100000005000 0400000030000010   
0601AGA4Y       20190101000385100000005000 0400000030000010   
0601AGA4Y       20190101000390100000005000 0400000030000010   
0601AGA4Y       20190101000395100000005000 0400000030000010   
0601AGA4Y       20190101000400100000005000 0400000040000010   
0601AGA4Y       20190101000405100000005000 0400000040000010   
0601AGA4Y       20190101000410100000005000 0400000040000010   
0601AGA4Y       20190101000415100000005000 0400000040000010   
0601AGA4Y       20190101000420100000005000 0400000040000010   
0601AGA4Y       20190101000425100000005000 0400000040000010   
0601AGA4Y       20190101000430100000005000 0400000040000010   
0601AGA4Y       20190101000435100000005000 0400000040000010   
0601AGA4Y       20190101000440100000005000 0400000040000010   
0601AGA4Y       20190101000445100000005000 0400000040000010   
0601AGA4Y       20190101000450100000005000 0400000040000010   
0601AGA4Y       20190101000455100000005000 0400000040000010   
0601AGA4Y       20190101000460100000005000 0400000040000010   
0601AGA4Y       20190101000465100000005000 0400000040000010   
0601AGA4Y       20190101000470100000005000 0400000040000010   
0601AGA4Y       20190101000475100000005000 0400000040000010   
0601AGA4Y       20190101000480100000005000 0400000040000010   
0601AGA4Y       20190101000485100000005000 0400000040000010   
0601AGA4Y       20190101000490100000005000 0400000040000010   
0601AGA4Y       20190101000495100000005000 0400000040000010   
0601AGA4Y       20190101000500100000005000 0400000050000010   
0601AGA4Y       20190101000505100000005000 0400000050000010   
0601AGA4Y       20190101000510100000005000 0400000050000010   
0601AGA4Y       20190101000515100000005000 0400000050000010   
0601AGA4Y       20190101000520100000005000 0400000050000010   
0601AGA4Y       20190101000525100000005000 0400000100000020   
0601AGA4Y       20190101000530100000005000 0400000150000030   
0601AGA4Y       20190101000535100000005000 0400000160000030   
0601AGA4Y       20190101000540100000005000 0400000210000040   
0601AGA4Y       20190101000545100000005000 0400000210000040   
0601AGA4Y       20190101000550100000005000 0400000220000040   
0601AGA4Y       20190101000555100000005000 0400000270000050   
0601AGA4Y       20190101000560100000005000 0400000280000050   
0601AGA4Y       20190101000565100000005000 0400000340000060   
0601AGA4Y       20190101000570100000005000 0400000340000060   
0601AGA4Y       20190101000575100000005000 0400000690000120   
0601AGA4Y       20190101000580100000005000 0400000750000130   
0601AGA4Y       20190101000585100000005000 0400000760000130   
0601AGA4Y       20190101000590100000005000 0400000820000140   
0601AGA4Y       20190101000595100000005000 0400000890000150   
0601AGA4Y       20190101000600100000005000 0400000900000150   
0601AGA4Y       20190101000605100000005000 0400000970000160   
0601AGA4Y       20190101000610100000005000 0400001040000170   
0601AGA4Y       20190101000615100000005000 0400001110000180   
0601AGA4Y       20190101000620100000005000 0400001120000180   
0601AGA4Y       20190101000625100000005000 0400001310000210   
0601AGA4Y       20190101000630100000005000 0400001390000220   
0601AGA4Y       20190101000635100000005000 0400001400000220   
0601AGA4Y       20190101000640100000005000 0400001470000230   
0601AGA4Y       20190101000645100000005000 0400001550000240   
0601AGA4Y       20190101000650100000005000 0400001630000250   
0601AGA4Y       20190101000655100000005000 0400001700000260   
0601AGA4Y       20190101000660100000005000 0400001720000260   
0601AGA4Y       20190101000665100000005000 0400001800000270   
0601AGA4Y       20190101000670100000005000 0400002010000300   
0601AGA4Y       20190101000675100000005000 0400002100000310   
0601AGA4Y       20190101000680100000005000 0400002110000310   
0601AGA4Y       20190101000685100000005000 0400002200000320   
0601AGA4Y       20190101000690100000005000 0400002280000330   
0601AGA4Y       20190101000695100000005000 0400002370000340   
0601AGA4Y       20190101000700100000005000 0400002450000350   
0601AGA4Y       20190101000705100000005000 0400002470000350   
0601AGA4Y       20190101000710100000005000 0400002560000360   
0601AGA4Y       20190101000715100000005000 0400002650000370   
0601AGA4Y       20190101000720100000005000 0400002890000400   
0601AGA4Y       20190101000725100000005000 0400002980000410   
0601AGA4Y       20190101000730100000005000 0400003000000410   
0601AGA4Y       20190101000735100000005000 0400003090000420   
0601AGA4Y       20190101000740100000005000 0400003190000430   
0601AGA4Y       20190101000745100000005000 0400003280000440   
0601AGA4Y       20190101000750100000005000 0400003310000440   
0601AGA4Y       20190101000755100000005000 0400003400000450   
0601AGA4Y       20190101000760100000005000 0400003500000460   
0601AGA4Y       20190101000765100000005000 0400003600000470   
0601AGA4Y       20190101000770100000005000 0400003700000480   
0601AGA4Y       20190101000775100000005000 0400003800000490   
0601AGA4Y       20190101000780100000005000 0400003910000500   
0601AGA4Y       20190101000785100000005000 0400003930000500   
0601AGA4Y       20190101000790100000005000 0400004040000510   
0601AGA4Y       20190101000795100000005000 0400004140000520   
0601AGA4Y       20190101000800100000005000 0400004250000530   
0601AGA4Y       20190101000805100000005000 0400004360000540   
0601AGA4Y       20190101000810100000005000 0400004460000550   
0601AGA4Y       20190101000815100000005000 0400004570000560   
0601AGA4Y       20190101000820100000005000 0400004600000560   
0601AGA4Y       20190101000825100000005000 0400004710000570   
0601AGA4Y       20190101000830100000005000 0400004820000580   
0601AGA4Y       20190101000835100000005000 0400004940000590   
0601AGA4Y       20190101000840100000005000 0400004970000590   
0601AGA4Y       20190101000845100000005000 0400005080000600   
0601AGA4Y       20190101000850100000005000 0400005200000610   
0601AGA4Y       20190101000855100000005000 0400005310000620   
0601AGA4Y       20190101000860100000005000 0400005430000630   
0601AGA4Y       20190101000865100000005000 0400005460000630   
0601AGA4Y       20190101000870100000005000 0400005580000640   
0601AGA4Y       20190101000875100000005000 0400005700000650   
0601AGA4Y       20190101000880100000005000 0400005820000660   
0601AGA4Y       20190101000885100000005000 0400005850000660   
0601AGA4Y       20190101000890100000005000 0400005970000670   
0601AGA4Y       20190101000895100000005000 0400006100000680   
0601AGA4Y       20190101000900100000005000 0400006220000690   
0601AGA4Y       20190101000905100000005000 0400006260000690   
0601AGA4Y       20190101000910100000005000 0400006380000700   
0601AGA4Y       20190101000915100000005000 0400006510000710   
0601AGA4Y       20190101000920100000005000 0400006540000710   
0601AGA4Y       20190101000925100000005000 0400006670000720   
0601AGA4Y       20190101000930100000005000 0400006800000730   
0601AGA4Y       20190101000935100000005000 0400006930000740   
0601AGA4Y       20190101000940100000005000 0400006970000740   
0601AGA4Y       20190101000945100000005000 0400007100000750   
0601AGA4Y       20190101000950100000005000 0400007230000760   
0601AGA4Y       20190101000955100000005000 0400007270000760   
0601AGA4Y       20190101000960100000005000 0400007410000770   
0601AGA4Y       20190101000965100000005000 0400007540000780   
0601AGA4Y       20190101000970100000005000 0400007680000790   
0601AGA4Y       20190101000975100000005000 0400007720000790   
0601AGA4Y       20190101000980100000005000 0400007860000800   
0601AGA4Y       20190101000985100000005000 0400007900000800   
0601AGA4Y       20190101000990100000005000 0400008030000810   
0601AGA4Y       20190101000995100000005000 0400008170000820   
0601AGA4Y       20190101001000100000050000 0400000000000850   
0601AGA4Y       20190101001050100000050000 0400000000000920   
0601AGA4Y       20190101001100100000050000 0400000000000990   
0601AGA4Y       20190101001150100000050000 0400000000001050   
0601AGA4Y       20190101001200100000050000 0400000000001110   
0601AGA4Y       20190101001250100000050000 0400000000001170   
0601AGA4Y       20190101001300100000050000 0400000000001220   
0601AGA4Y       20190101001350100000050000 0400000000001280   
0601AGA4Y       20190101001400100000050000 0400000000001330   
0601AGA4Y       20190101001450100000050000 0400000000001390   
0601AGA4Y       20190101001500100000050000 0400000000001440   
0601AGA4Y       20190101001550100000050000 0400000000001480   
0601AGA4Y       20190101001600100000050000 0400000000001530   
0601AGA4Y       20190101001650100000050000 0400000000001570   
0601AGA4Y       20190101001700100000050000 0400000000001610   
0601AGA4Y       20190101001750100000050000 0400000000001660   
0601AGA4Y       20190101001800100000050000 0400000000001700   
0601AGA4Y       20190101001850100000050000 0400000000001730   
0601AGA4Y       20190101001900100000050000 0400000000001770   
0601AGA4Y       20190101001950100000050000 0400000000001800   
0601AGA4Y       20190101002000100000050000 0400000000001840   
0601AGA4Y       20190101002050100000050000 0400000000001870   
0601AGA4Y       20190101002100100000050000 0400000000001910   
0601AGA4Y       20190101002150100000050000 0400000000001940   
0601AGA4Y       20190101002200100000050000 0400000000001970   
0601AGA4Y       20190101002250100000050000 0400000000002000   
0601AGA4Y       20190101002300100000050000 0400000000002030   
0601AGA4Y       20190101002350100000050000 0400000000002060   
0601AGA4Y       20190101002400100000050000 0400000000002090   
0601AGA4Y       20190101002450100000050000 0400000000002110   
0601AGA4Y       20190101002500100000050000 0400000000002140   
0601AGA4Y       20190101002550100000050000 0400000000002160   
0601AGA4Y       20190101002600100000050000 0400000000002190   
0601AGA4Y       20190101002650100000050000 0400000000002210   
0601AGA4Y       20190101002700100000050000 0400000000002230   
0601AGA4Y       20190101002750100000050000 0400000000002250   
0601AGA4Y       20190101002800100000050000 0400000000002270   
0601AGA4Y       20190101002850100000050000 0400000000002290   
0601AGA4Y       20190101002900100000050000 0400000000002310   
0601AGA4Y       20190101002950100000050000 0400000000002330   
0601AGA4Y       20190101003000100000500000 0400000000002410   
0601AGA4Y       20190101003500100000500000 0400000000002550   
0601AGA4Y       20190101004000100000500000 0400000000002660   
0601AGA4Y       20190101004500100000500000 0400000000002750   
0601AGA4Y       20190101005000100000500000 0400000000002820   
0601AGA4Y       20190101005500100000500000 0400000000002870   
0601AGA4Y       20190101006000100000500000 0400000000002920   
0601AGA4Y       20190101006500100000500000 0400000000002960   
0601AGA4Y       20190101007000100000500000 0400000000003000   
0601AGA4Y       20190101007500100000500000 0400000000003020   
0601AGA4Y       20190101008000100000500000 0400000000003040   
0601AGA4Y       20190101008500100000500000 0400000000003060   
0601AGA4Y       20190101009000100000500000 0400000000003070   
0601AGA4Y       20190101009500100000500000 0400000000003090   
0601AGA5Y       20190101000000100000025000 0500000020000000   
0601AGA5Y       20190101000025100000005000 0500000020000000   
0601AGA5Y       20190101000030100000005000 0500000020000000   
0601AGA5Y       20190101000035100000005000 0500000020000000   
0601AGA5Y       20190101000040100000005000 0500000020000000   
0601AGA5Y       20190101000045100000005000 0500000020000000   
0601AGA5Y       20190101000050100000005000 0500000020000000   
0601AGA5Y       20190101000055100000005000 0500000020000000   
0601AGA5Y       20190101000060100000005000 0500000020000000   
0601AGA5Y       20190101000065100000005000 0500000020000000   
0601AGA5Y       20190101000070100000005000 0500000020000000   
0601AGA5Y       20190101000075100000005000 0500000020000000   
0601AGA5Y       20190101000080100000005000 0500000020000000   
0601AGA5Y       20190101000085100000005000 0500000020000000   
0601AGA5Y       20190101000090100000005000 0500000020000000   
0601AGA5Y       20190101000095100000005000 0500000020000000   
0601AGA5Y       20190101000100100000005000 0500000020000000   
0601AGA5Y       20190101000105100000005000 0500000020000000   
0601AGA5Y       20190101000110100000005000 0500000020000000   
0601AGA5Y       20190101000115100000005000 0500000020000000   
0601AGA5Y       20190101000120100000005000 0500000020000000   
0601AGA5Y       20190101000125100000005000 0500000020000000   
0601AGA5Y       20190101000130100000005000 0500000020000000   
0601AGA5Y       20190101000135100000005000 0500000020000000   
0601AGA5Y       20190101000140100000005000 0500000020000000   
0601AGA5Y       20190101000145100000005000 0500000020000000   
0601AGA5Y       20190101000150100000005000 0500000020000000   
0601AGA5Y       20190101000155100000005000 0500000020000000   
0601AGA5Y       20190101000160100000005000 0500000020000000   
0601AGA5Y       20190101000165100000005000 0500000020000000   
0601AGA5Y       20190101000170100000005000 0500000020000000   
0601AGA5Y       20190101000175100000005000 0500000020000000   
0601AGA5Y       20190101000180100000005000 0500000020000000   
0601AGA5Y       20190101000185100000005000 0500000020000000   
0601AGA5Y       20190101000190100000005000 0500000020000000   
0601AGA5Y       20190101000195100000005000 0500000020000000   
0601AGA5Y       20190101000200100000005000 0500000020000000   
0601AGA5Y       20190101000205100000005000 0500000020000000   
0601AGA5Y       20190101000210100000005000 0500000020000000   
0601AGA5Y       20190101000215100000005000 0500000020000000   
0601AGA5Y       20190101000220100000005000 0500000020000000   
0601AGA5Y       20190101000225100000005000 0500000020000000   
0601AGA5Y       20190101000230100000005000 0500000020000000   
0601AGA5Y       20190101000235100000005000 0500000020000000   
0601AGA5Y       20190101000240100000005000 0500000020000000   
0601AGA5Y       20190101000245100000005000 0500000020000000   
0601AGA5Y       20190101000250100000005000 0500000020000000   
0601AGA5Y       20190101000255100000005000 0500000020000000   
0601AGA5Y       20190101000260100000005000 0500000020000000   
0601AGA5Y       20190101000265100000005000 0500000020000000   
0601AGA5Y       20190101000270100000005000 0500000020000000   
0601AGA5Y       20190101000275100000005000 0500000020000000   
0601AGA5Y       20190101000280100000005000 0500000020000000   
0601AGA5Y       20190101000285100000005000 0500000020000000   
0601AGA5Y       20190101000290100000005000 0500000020000000   
0601AGA5Y       20190101000295100000005000 0500000020000000   
0601AGA5Y       20190101000300100000005000 0500000030000010   
0601AGA5Y       20190101000305100000005000 0500000030000010   
0601AGA5Y       20190101000310100000005000 0500000030000010   
0601AGA5Y       20190101000315100000005000 0500000030000010   
0601AGA5Y       20190101000320100000005000 0500000030000010   
0601AGA5Y       20190101000325100000005000 0500000030000010   
0601AGA5Y       20190101000330100000005000 0500000030000010   
0601AGA5Y       20190101000335100000005000 0500000030000010   
0601AGA5Y       20190101000340100000005000 0500000030000010   
0601AGA5Y       20190101000345100000005000 0500000030000010   
0601AGA5Y       20190101000350100000005000 0500000030000010   
0601AGA5Y       20190101000355100000005000 0500000030000010   
0601AGA5Y       20190101000360100000005000 0500000030000010   
0601AGA5Y       20190101000365100000005000 0500000030000010   
0601AGA5Y       20190101000370100000005000 0500000030000010   
0601AGA5Y       20190101000375100000005000 0500000030000010   
0601AGA5Y       20190101000380100000005000 0500000030000010   
0601AGA5Y       20190101000385100000005000 0500000030000010   
0601AGA5Y       20190101000390100000005000 0500000030000010   
0601AGA5Y       20190101000395100000005000 0500000030000010   
0601AGA5Y       20190101000400100000005000 0500000040000010   
0601AGA5Y       20190101000405100000005000 0500000040000010   
0601AGA5Y       20190101000410100000005000 0500000040000010   
0601AGA5Y       20190101000415100000005000 0500000040000010   
0601AGA5Y       20190101000420100000005000 0500000040000010   
0601AGA5Y       20190101000425100000005000 0500000040000010   
0601AGA5Y       20190101000430100000005000 0500000040000010   
0601AGA5Y       20190101000435100000005000 0500000040000010   
0601AGA5Y       20190101000440100000005000 0500000040000010   
0601AGA5Y       20190101000445100000005000 0500000040000010   
0601AGA5Y       20190101000450100000005000 0500000040000010   
0601AGA5Y       20190101000455100000005000 0500000040000010   
0601AGA5Y       20190101000460100000005000 0500000040000010   
0601AGA5Y       20190101000465100000005000 0500000040000010   
0601AGA5Y       20190101000470100000005000 0500000040000010   
0601AGA5Y       20190101000475100000005000 0500000040000010   
0601AGA5Y       20190101000480100000005000 0500000040000010   
0601AGA5Y       20190101000485100000005000 0500000040000010   
0601AGA5Y       20190101000490100000005000 0500000040000010   
0601AGA5Y       20190101000495100000005000 0500000040000010   
0601AGA5Y       20190101000500100000005000 0500000050000010   
0601AGA5Y       20190101000505100000005000 0500000050000010   
0601AGA5Y       20190101000510100000005000 0500000050000010   
0601AGA5Y       20190101000515100000005000 0500000050000010   
0601AGA5Y       20190101000520100000005000 0500000050000010   
0601AGA5Y       20190101000525100000005000 0500000050000010   
0601AGA5Y       20190101000530100000005000 0500000050000010   
0601AGA5Y       20190101000535100000005000 0500000050000010   
0601AGA5Y       20190101000540100000005000 0500000050000010   
0601AGA5Y       20190101000545100000005000 0500000050000010   
0601AGA5Y       20190101000550100000005000 0500000050000010   
0601AGA5Y       20190101000555100000005000 0500000050000010   
0601AGA5Y       20190101000560100000005000 0500000050000010   
0601AGA5Y       20190101000565100000005000 0500000050000010   
0601AGA5Y       20190101000570100000005000 0500000050000010   
0601AGA5Y       20190101000575100000005000 0500000050000010   
0601AGA5Y       20190101000580100000005000 0500000050000010   
0601AGA5Y       20190101000585100000005000 0500000050000010   
0601AGA5Y       20190101000590100000005000 0500000050000010   
0601AGA5Y       20190101000595100000005000 0500000050000010   
0601AGA5Y       20190101000600100000005000 0500000120000020   
0601AGA5Y       20190101000605100000005000 0500000180000030   
0601AGA5Y       20190101000610100000005000 0500000180000030   
0601AGA5Y       20190101000615100000005000 0500000180000030   
0601AGA5Y       20190101000620100000005000 0500000240000040   
0601AGA5Y       20190101000625100000005000 0500000250000040   
0601AGA5Y       20190101000630100000005000 0500000250000040   
0601AGA5Y       20190101000635100000005000 0500000310000050   
0601AGA5Y       20190101000640100000005000 0500000320000050   
0601AGA5Y       20190101000645100000005000 0500000640000100   
0601AGA5Y       20190101000650100000005000 0500000710000110   
0601AGA5Y       20190101000655100000005000 0500000780000120   
0601AGA5Y       20190101000660100000005000 0500000790000120   
0601AGA5Y       20190101000665100000005000 0500000860000130   
0601AGA5Y       20190101000670100000005000 0500000870000130   
0601AGA5Y       20190101000675100000005000 0500000940000140   
0601AGA5Y       20190101000680100000005000 0500001020000150   
0601AGA5Y       20190101000685100000005000 0500001100000160   
0601AGA5Y       20190101000690100000005000 0500001100000160   
0601AGA5Y       20190101000695100000005000 0500001320000190   
0601AGA5Y       20190101000700100000005000 0500001330000190   
0601AGA5Y       20190101000705100000005000 0500001410000200   
0601AGA5Y       20190101000710100000005000 0500001490000210   
0601AGA5Y       20190101000715100000005000 0500001500000210   
0601AGA5Y       20190101000720100000005000 0500001580000220   
0601AGA5Y       20190101000725100000005000 0500001670000230   
0601AGA5Y       20190101000730100000005000 0500001750000240   
0601AGA5Y       20190101000735100000005000 0500001770000240   
0601AGA5Y       20190101000740100000005000 0500001850000250   
0601AGA5Y       20190101000745100000005000 0500002010000270   
0601AGA5Y       20190101000750100000005000 0500002100000280   
0601AGA5Y       20190101000755100000005000 0500002190000290   
0601AGA5Y       20190101000760100000005000 0500002210000290   
0601AGA5Y       20190101000765100000005000 0500002300000300   
0601AGA5Y       20190101000770100000005000 0500002390000310   
0601AGA5Y       20190101000775100000005000 0500002480000320   
0601AGA5Y       20190101000780100000005000 0500002580000330   
0601AGA5Y       20190101000785100000005000 0500002590000330   
0601AGA5Y       20190101000790100000005000 0500002850000360   
0601AGA5Y       20190101000795100000005000 0500002950000370   
0601AGA5Y       20190101000800100000005000 0500002960000370   
0601AGA5Y       20190101000805100000005000 0500003060000380   
0601AGA5Y       20190101000810100000005000 0500003160000390   
0601AGA5Y       20190101000815100000005000 0500003180000390   
0601AGA5Y       20190101000820100000005000 0500003290000400   
0601AGA5Y       20190101000825100000005000 0500003390000410   
0601AGA5Y       20190101000830100000005000 0500003490000420   
0601AGA5Y       20190101000835100000005000 0500003600000430   
0601AGA5Y       20190101000840100000005000 0500003620000430   
0601AGA5Y       20190101000845100000005000 0500003720000440   
0601AGA5Y       20190101000850100000005000 0500003830000450   
0601AGA5Y       20190101000855100000005000 0500003940000460   
0601AGA5Y       20190101000860100000005000 0500004050000470   
0601AGA5Y       20190101000865100000005000 0500004160000480   
0601AGA5Y       20190101000870100000005000 0500004180000480   
0601AGA5Y       20190101000875100000005000 0500004290000490   
0601AGA5Y       20190101000880100000005000 0500004410000500   
0601AGA5Y       20190101000885100000005000 0500004520000510   
0601AGA5Y       20190101000890100000005000 0500004640000520   
0601AGA5Y       20190101000895100000005000 0500004660000520   
0601AGA5Y       20190101000900100000005000 0500004780000530   
0601AGA5Y       20190101000905100000005000 0500004900000540   
0601AGA5Y       20190101000910100000005000 0500005010000550   
0601AGA5Y       20190101000915100000005000 0500005040000550   
0601AGA5Y       20190101000920100000005000 0500005160000560   
0601AGA5Y       20190101000925100000005000 0500005280000570   
0601AGA5Y       20190101000930100000005000 0500005400000580   
0601AGA5Y       20190101000935100000005000 0500005430000580   
0601AGA5Y       20190101000940100000005000 0500005560000590   
0601AGA5Y       20190101000945100000005000 0500005680000600   
0601AGA5Y       20190101000950100000005000 0500005810000610   
0601AGA5Y       20190101000955100000005000 0500005840000610   
0601AGA5Y       20190101000960100000005000 0500005960000620   
0601AGA5Y       20190101000965100000005000 0500006090000630   
0601AGA5Y       20190101000970100000005000 0500006120000630   
0601AGA5Y       20190101000975100000005000 0500006250000640   
0601AGA5Y       20190101000980100000005000 0500006380000650   
0601AGA5Y       20190101000985100000005000 0500006410000650   
0601AGA5Y       20190101000990100000005000 0500006550000660   
0601AGA5Y       20190101000995100000005000 0500006680000670   
0601AGA5Y       20190101001000100000050000 0500000000000700   
0601AGA5Y       20190101001050100000050000 0500000000000770   
0601AGA5Y       20190101001100100000050000 0500000000000830   
0601AGA5Y       20190101001150100000050000 0500000000000900   
0601AGA5Y       20190101001200100000050000 0500000000000960   
0601AGA5Y       20190101001250100000050000 0500000000001030   
0601AGA5Y       20190101001300100000050000 0500000000001090   
0601AGA5Y       20190101001350100000050000 0500000000001140   
0601AGA5Y       20190101001400100000050000 0500000000001190   
0601AGA5Y       20190101001450100000050000 0500000000001250   
0601AGA5Y       20190101001500100000050000 0500000000001300   
0601AGA5Y       20190101001550100000050000 0500000000001350   
0601AGA5Y       20190101001600100000050000 0500000000001400   
0601AGA5Y       20190101001650100000050000 0500000000001450   
0601AGA5Y       20190101001700100000050000 0500000000001490   
0601AGA5Y       20190101001750100000050000 0500000000001530   
0601AGA5Y       20190101001800100000050000 0500000000001580   
0601AGA5Y       20190101001850100000050000 0500000000001620   
0601AGA5Y       20190101001900100000050000 0500000000001660   
0601AGA5Y       20190101001950100000050000 0500000000001690   
