00GL               20251204                                                                                   
0601GLB5N       20260101000975100000005000 0500000104000288   
0601GLB5N       20260101000980100000005000 0500000104000292   
0601GLB5N       20260101000985100000005000 0500000104000297   
0601GLB5N       20260101000990100000005000 0500000104000301   
0601GLB5N       20260101000995100000005000 0500000104000304   
0601GLB5N       20260101001000100000005000 0500000104000307   
0601GLB5N       20260101001005100000005000 0500000104000312   
0601GLB5N       20260101001010100000005000 0500000104000315   
0601GLB5N       20260101001015100000005000 0500000104000318   
0601GLB5N       20260101001020100000005000 0500000104000322   
0601GLB5N       20260101001025100000005000 0500000104000325   
0601GLB5N       20260101001030100000005000 0500000104000329   
0601GLB5N       20260101001035100000005000 0500000104000333   
0601GLB5N       20260101001040100000005000 0500000104000337   
0601GLB5N       20260101001045100000005000 0500000104000341   
0601GLB5N       20260101001050100000005000 0500000104000346   
0601GLB5N       20260101001055100000005000 0500000104000351   
0601GLB5N       20260101001060100000005000 0500000104000355   
0601GLB5N       20260101001065100000005000 0500000104000360   
0601GLB5N       20260101001070100000005000 0500000104000365   
0601GLB5N       20260101001075100000005000 0500000104000368   
0601GLB5N       20260101001080100000005000 0500000104000373   
0601GLB5N       20260101001085100000005000 0500000104000378   
0601GLB5N       20260101001090100000005000 0500000104000382   
0601GLB5N       20260101001095100000005000 0500000104000386   
0601GLB5N       20260101001100100000005000 0500000104000391   
0601GLB5N       20260101001105100000005000 0500000104000395   
0601GLB5N       20260101001110100000005000 0500000104000399   
0601GLB5N       20260101001115100000005000 0500000104000404   
0601GLB5N       20260101001120100000005000 0500000104000407   
0601GLB5N       20260101001125100000005000 0500000104000412   
0601GLB5N       20260101001130100000005000 0500000104000416   
0601GLB5N       20260101001135100000005000 0500000104000420   
0601GLB5N       20260101001140100000005000 0500000104000425   
0601GLB5N       20260101001145100000005000 0500000104000428   
0601GLB5N       20260101001150100000005000 0500000104000432   
0601GLB5N       20260101001155100000005000 0500000104000436   
0601GLB5N       20260101001160100000005000 0500000104000440   
0601GLB5N       20260101001165100000005000 0500000104000445   
0601GLB5N       20260101001170100000005000 0500000104000448   
0601GLB5N       20260101001175100000005000 0500000104000452   
0601GLB5N       20260101001180100000005000 0500000104000456   
0601GLB5N       20260101001185100000005000 0500000104000459   
0601GLB5N       20260101001190100000005000 0500000104000464   
0601GLB5N       20260101001195100000005000 0500000104000467   
0601GLB5N       20260101001200100000005000 0500000104000471   
0601GLB5N       20260101001205100000005000 0500000104000475   
0601GLB5N       20260101001210100000005000 0500000104000478   
0601GLB5N       20260101001215100000005000 0500000104000481   
0601GLB5N       20260101001220100000005000 0500000104000485   
0601GLB5N       20260101001225100000005000 0500000104000489   
0601GLB5N       20260101001230100000005000 0500000104000492   
0601GLB5N       20260101001235100000005000 0500000104000496   
0601GLB5N       20260101001240100000005000 0500000104000500   
0601GLB5N       20260101001245100000005000 0500000104000503   
0601GLB5N       20260101001250100000005000 0500000104000507   
0601GLB5N       20260101001255100000005000 0500000104000511   
0601GLB5N       20260101001260100000005000 0500000104000514   
0601GLB5N       20260101001265100000005000 0500000104000518   
0601GLB5N       20260101001270100000005000 0500000104000520   
0601GLB5N       20260101001275100000005000 0500000104000524   
0601GLB5N       20260101001280100000005000 0500000104000528   
0601GLB5N       20260101001285100000005000 0500000104000531   
0601GLB5N       20260101001290100000005000 0500000104000535   
0601GLB5N       20260101001295100000005000 0500000104000538   
0601GLB5N       20260101001300100000005000 0500000104000541   
0601GLB5N       20260101001305100000005000 0500000104000544   
0601GLB5N       20260101001310100000005000 0500000104000548   
0601GLB5N       20260101001315100000005000 0500000104000551   
0601GLB5N       20260101001320100000005000 0500000104000553   
0601GLB5N       20260101001325100000005000 0500000104000557   
0601GLB5N       20260101001330100000005000 0500000104000561   
0601GLB5N       20260101001335100000005000 0500000104000564   
0601GLB5N       20260101001340100000005000 0500000104000566   
0601GLB5N       20260101001345100000005000 0500000104000570   
0601GLB5N       20260101001350100000005000 0500000104000573   
0601GLB5N       20260101001355100000005000 0500000104000575   
0601GLB5N       20260101001360100000005000 0500000104000578   
0601GLB5N       20260101001365100000005000 0500000104000584   
0601GLB5N       20260101001370100000005000 0500000104000588   
0601GLB5N       20260101001375100000005000 0500000104000592   
0601GLB5N       20260101001380100000005000 0500000104000597   
0601GLB5N       20260101001385100000005000 0500000104000602   
0601GLB5N       20260101001390100000005000 0500000104000606   
0601GLB5N       20260101001395100000005000 0500000104000611   
0601GLB5N       20260101001400100000005000 0500000104000616   
0601GLB5N       20260101001405100000005000 0500000104000621   
0601GLB5N       20260101001410100000005000 0500000104000625   
0601GLB5N       20260101001415100000005000 0500000104000631   
0601GLB5N       20260101001420100000005000 0500000104000636   
0601GLB5N       20260101001425100000005000 0500000104000640   
0601GLB5N       20260101001430100000005000 0500000104000646   
0601GLB5N       20260101001435100000005000 0500000104000650   
0601GLB5N       20260101001440100000005000 0500000104000655   
0601GLB5N       20260101001445100000005000 0500000104000659   
0601GLB5N       20260101001450100000005000 0500000104000665   
0601GLB5N       20260101001455100000005000 0500000104000669   
0601GLB5N       20260101001460100000005000 0500000104000674   
0601GLB5N       20260101001465100000005000 0500000104000679   
0601GLB5N       20260101001470100000005000 0500000104000684   
0601GLB5N       20260101001475100000005000 0500000104000688   
0601GLB5N       20260101001480100000005000 0500000104000692   
0601GLB5N       20260101001485100000005000 0500000104000698   
0601GLB5N       20260101001490100000005000 0500000104000702   
0601GLB5N       20260101001495100000005000 0500000104000706   
0601GLB5N       20260101001500100000005000 0500000104000711   
0601GLB5N       20260101001505100000005000 0500000104000716   
0601GLB5N       20260101001510100000005000 0500000104000720   
0601GLB5N       20260101001515100000005000 0500000104000725   
0601GLB5N       20260101001520100000005000 0500000104000729   
0601GLB5N       20260101001525100000005000 0500000104000733   
0601GLB5N       20260101001530100000005000 0500000104000737   
0601GLB5N       20260101001535100000005000 0500000104000741   
0601GLB5N       20260101001540100000005000 0500000104000746   
0601GLB5N       20260101001545100000005000 0500000104000750   
0601GLB5N       20260101001550100000005000 0500000104000755   
0601GLB5N       20260101001555100000005000 0500000104000759   
0601GLB5N       20260101001560100000005000 0500000104000763   
0601GLB5N       20260101001565100000005000 0500000104000767   
0601GLB5N       20260101001570100000005000 0500000104000772   
0601GLB5N       20260101001575100000005000 0500000104000776   
0601GLB5N       20260101001580100000005000 0500000104000780   
0601GLB5N       20260101001585100000005000 0500000104000785   
0601GLB5N       20260101001590100000005000 0500000104000789   
0601GLB5N       20260101001595100000005000 0500000104000793   
0601GLB5N       20260101001600100000005000 0500000104000798   
0601GLB5N       20260101001605100000005000 0500000104000802   
0601GLB5N       20260101001610100000005000 0500000104000806   
0601GLB5N       20260101001615100000005000 0500000104000810   
0601GLB5N       20260101001620100000005000 0500000104000814   
0601GLB5N       20260101001625100000005000 0500000104000818   
0601GLB5N       20260101001630100000005000 0500000104000822   
0601GLB5N       20260101001635100000005000 0500000104000827   
0601GLB5N       20260101001640100000005000 0500000104000830   
0601GLB5N       20260101001645100000005000 0500000104000834   
0601GLB5N       20260101001650100000005000 0500000104000838   
0601GLB5N       20260101001655100000005000 0500000104000842   
0601GLB5N       20260101001660100000005000 0500000104000846   
0601GLB5N       20260101001665100000005000 0500000104000850   
0601GLB5N       20260101001670100000005000 0500000104000854   
0601GLB5N       20260101001675100000005000 0500000104000858   
0601GLB5N       20260101001680100000005000 0500000104000862   
0601GLB5N       20260101001685100000005000 0500000104000866   
0601GLB5N       20260101001690100000005000 0500000104000871   
0601GLB5N       20260101001695100000005000 0500000104000875   
0601GLB5N       20260101001700100000005000 0500000104000878   
0601GLB5N       20260101001705100000005000 0500000104000883   
0601GLB5N       20260101001710100000005000 0500000104000886   
0601GLB5N       20260101001715100000005000 0500000104000890   
0601GLB5N       20260101001720100000005000 0500000104000893   
0601GLB5N       20260101001725100000005000 0500000104000898   
0601GLB5N       20260101001730100000005000 0500000104000902   
0601GLB5N       20260101001735100000005000 0500000104000905   
0601GLB5N       20260101001740100000005000 0500000104000910   
0601GLB5N       20260101001745100000005000 0500000104000913   
0601GLB5N       20260101001750100000005000 0500000104000917   
0601GLB5N       20260101001755100000005000 0500000104000921   
0601GLB5N       20260101001760100000005000 0500000104000925   
0601GLB5N       20260101001765100000005000 0500000104000929   
0601GLB5N       20260101001770100000005000 0500000104000933   
0601GLB5N       20260101001775100000005000 0500000104000937   
0601GLB5N       20260101001780100000005000 0500000104000941   
0601GLB5N       20260101001785100000005000 0500000104000944   
0601GLB5N       20260101001790100000005000 0500000104000948   
0601GLB5N       20260101001795100000005000 0500000104000952   
0601GLB5N       20260101001800100000005000 0500000104000955   
0601GLB5N       20260101001805100000005000 0500000104000959   
0601GLB5N       20260101001810100000005000 0500000104000964   
0601GLB5N       20260101001815100000005000 0500000104000967   
0601GLB5N       20260101001820100000005000 0500000104000971   
0601GLB5N       20260101001825100000005000 0500000104000975   
0601GLB5N       20260101001830100000005000 0500000104000978   
0601GLB5N       20260101001835100000005000 0500000104000982   
0601GLB5N       20260101001840100000005000 0500000104000986   
0601GLB5N       20260101001845100000005000 0500000104000990   
0601GLB5N       20260101001850100000005000 0500000104000993   
0601GLB5N       20260101001855100000005000 0500000104000997   
0601GLB5N       20260101001860100000005000 0500000104001002   
0601GLB5N       20260101001865100000005000 0500000104001005   
0601GLB5N       20260101001870100000005000 0500000104001008   
0601GLB5N       20260101001875100000005000 0500000104001013   
0601GLB5N       20260101001880100000005000 0500000104001016   
0601GLB5N       20260101001885100000005000 0500000104001020   
0601GLB5N       20260101001890100000005000 0500000104001024   
0601GLB5N       20260101001895100000005000 0500000104001028   
0601GLB5N       20260101001900100000005000 0500000104001032   
0601GLB5N       20260101001905100000005000 0500000104001035   
0601GLB5N       20260101001910100000005000 0500000104001039   
0601GLB5N       20260101001915100000005000 0500000104001043   
0601GLB5N       20260101001920100000005000 0500000104001047   
0601GLB5N       20260101001925100000005000 0500000104001050   
0601GLB5N       20260101001930100000005000 0500000104001055   
0601GLB5N       20260101001935100000005000 0500000104001059   
0601GLB5N       20260101001940100000005000 0500000104001062   
0601GLB5N       20260101001945100000005000 0500000104001068   
0601GLB5N       20260101001950100000005000 0500000104001071   
0601GLB5N       20260101001955100000005000 0500000104001075   
0601GLB5N       20260101001960100000005000 0500000104001079   
0601GLB5N       20260101001965100000005000 0500000104001084   
0601GLB5N       20260101001970100000005000 0500000104001087   
0601GLB5N       20260101001975100000005000 0500000104001091   
0601GLB5N       20260101001980100000005000 0500000104001096   
0601GLB5N       20260101001985100000005000 0500000104001100   
0601GLB5N       20260101001990100000005000 0500000104001104   
0601GLB5N       20260101001995100000005000 0500000104001109   
0601GLB5N       20260101002000100000005000 0500000104001113   
0601GLB5N       20260101002005100000005000 0500000104001116   
0601GLB5N       20260101002010100000005000 0500000104001120   
0601GLB5N       20260101002015100000005000 0500000104001125   
0601GLB5N       20260101002020100000005000 0500000104001129   
0601GLB5N       20260101002025100000005000 0500000104001132   
0601GLB5N       20260101002030100000005000 0500000104001137   
0601GLB5N       20260101002035100000005000 0500000104001141   
0601GLB5N       20260101002040100000005000 0500000104001145   
0601GLB5N       20260101002045100000005000 0500000104001148   
0601GLB5N       20260101002050100000005000 0500000104001153   
0601GLB5N       20260101002055100000005000 0500000104001156   
0601GLB5N       20260101002060100000005000 0500000104001160   
0601GLB5N       20260101002065100000005000 0500000104001165   
0601GLB5N       20260101002070100000005000 0500000104001168   
0601GLB5N       20260101002075100000005000 0500000104001172   
0601GLB5N       20260101002080100000005000 0500000104001176   
0601GLB5N       20260101002085100000005000 0500000104001180   
0601GLB5N       20260101002090100000005000 0500000104001183   
0601GLB5N       20260101002095100000005000 0500000104001187   
0601GLB5N       20260101002100100000005000 0500000104001191   
0601GLB5N       20260101002105100000005000 0500000104001194   
0601GLB5N       20260101002110100000005000 0500000104001198   
0601GLB5N       20260101002115100000005000 0500000104001202   
0601GLB5N       20260101002120100000005000 0500000104001206   
0601GLB5N       20260101002125100000005000 0500000104001209   
0601GLB5N       20260101002130100000005000 0500000104001212   
0601GLB5N       20260101002135100000005000 0500000104001217   
0601GLB5N       20260101002140100000005000 0500000104001220   
0601GLB5N       20260101002145100000005000 0500000104001223   
0601GLB5N       20260101002150100000005000 0500000104001227   
0601GLB5N       20260101002155100000005000 0500000104001231   
0601GLB5N       20260101002160100000005000 0500000104001234   
0601GLB5N       20260101002165100000005000 0500000104001237   
0601GLB5N       20260101002170100000005000 0500000104001241   
0601GLB5N       20260101002175100000005000 0500000104001245   
0601GLB5N       20260101002180100000005000 0500000104001248   
0601GLB5N       20260101002185100000005000 0500000104001252   
0601GLB5N       20260101002190100000005000 0500000104001255   
0601GLB5N       20260101002195100000005000 0500000104001258   
0601GLB5N       20260101002200100000005000 0500000104001262   
0601GLB5N       20260101002205100000005000 0500000104001265   
0601GLB5N       20260101002210100000005000 0500000104001269   
0601GLB5N       20260101002215100000005000 0500000104001272   
0601GLB5N       20260101002220100000005000 0500000104001276   
0601GLB5N       20260101002225100000005000 0500000104001279   
0601GLB5N       20260101002230100000005000 0500000104001283   
0601GLB5N       20260101002235100000005000 0500000104001287   
0601GLB5N       20260101002240100000005000 0500000104001290   
0601GLB5N       20260101002245100000005000 0500000104001293   
0601GLB5N       20260101002250100000005000 0500000104001297   
0601GLB5N       20260101002255100000005000 0500000104001301   
0601GLB5N       20260101002260100000005000 0500000104001304   
0601GLB5N       20260101002265100000005000 0500000104001307   
0601GLB5N       20260101002270100000005000 0500000104001311   
0601GLB5N       20260101002275100000005000 0500000104001315   
0601GLB5N       20260101002280100000005000 0500000104001317   
0601GLB5N       20260101002285100000005000 0500000104001321   
0601GLB5N       20260101002290100000005000 0500000104001325   
0601GLB5N       20260101002295100000005000 0500000104001328   
0601GLB5N       20260101002300100000005000 0500000104001331   
0601GLB5N       20260101002305100000005000 0500000104001335   
0601GLB5N       20260101002310100000005000 0500000104001338   
0601GLB5N       20260101002315100000005000 0500000104001341   
0601GLB5N       20260101002320100000005000 0500000104001345   
0601GLB5N       20260101002325100000005000 0500000104001348   
0601GLB5N       20260101002330100000005000 0500000104001351   
0601GLB5N       20260101002335100000005000 0500000104001354   
0601GLB5N       20260101002340100000005000 0500000104001358   
0601GLB5N       20260101002345100000005000 0500000104001361   
0601GLB5N       20260101002350100000005000 0500000104001364   
0601GLB5N       20260101002355100000005000 0500000104001368   
0601GLB5N       20260101002360100000005000 0500000104001370   
0601GLB5N       20260101002365100000005000 0500000104001373   
0601GLB5N       20260101002370100000005000 0500000104001376   
0601GLB5N       20260101002375100000005000 0500000104001380   
0601GLB5N       20260101002380100000005000 0500000104001383   
0601GLB5N       20260101002385100000005000 0500000104001386   
0601GLB5N       20260101002390100000005000 0500000104001389   
0601GLB5N       20260101002395100000005000 0500000104001392   
0601GLB5N       20260101002400100000005000 0500000104001395   
0601GLB5N       20260101002405100000005000 0500000104001398   
0601GLB5N       20260101002410100000005000 0500000104001401   
0601GLB5N       20260101002415100000005000 0500000104001404   
0601GLB5N       20260101002420100000005000 0500000104001407   
0601GLB5N       20260101002425100000005000 0500000104001411   
0601GLB5N       20260101002430100000005000 0500000104001413   
0601GLB5N       20260101002435100000005000 0500000104001416   
0601GLB5N       20260101002440100000005000 0500000104001419   
0601GLB5N       20260101002445100000005000 0500000104001422   
0601GLB5N       20260101002450100000005000 0500000104001425   
0601GLB5N       20260101002455100000005000 0500000104001427   
0601GLB5N       20260101002460100000005000 0500000104001431   
0601GLB5N       20260101002465100000005000 0500000104001434   
0601GLB5N       20260101002470100000005000 0500000104001436   
0601GLB5N       20260101002475100000005000 0500000104001440   
0601GLB5N       20260101002480100000005000 0500000104001442   
0601GLB5N       20260101002485100000005000 0500000104001445   
0601GLB5N       20260101002490100000005000 0500000104001448   
0601GLB5N       20260101002495100000005000 0500000104001451   
0601GLB5N       20260101002500100000005000 0500000104001454   
0601GLB5N       20260101002505100000005000 0500000104001456   
0601GLB5N       20260101002510100000005000 0500000104001460   
0601GLB5N       20260101002515100000005000 0500000104001462   
0601GLB5N       20260101002520100000005000 0500000104001465   
0601GLB5N       20260101002525100000005000 0500000104001467   
0601GLB5N       20260101002530100000005000 0500000104001471   
0601GLB5N       20260101002535100000005000 0500000104001473   
0601GLB5N       20260101002540100000005000 0500000104001476   
0601GLB5N       20260101002545100000005000 0500000104001479   
0601GLB5N       20260101002550100000005000 0500000104001481   
0601GLB5N       20260101002555100000005000 0500000104001484   
0601GLB5N       20260101002560100000005000 0500000104001487   
0601GLB5N       20260101002565100000005000 0500000104001490   
0601GLB5N       20260101002570100000005000 0500000104001492   
0601GLB5N       20260101002575100000005000 0500000104001494   
0601GLB5N       20260101002580100000005000 0500000104001498   
0601GLB5N       20260101002585100000005000 0500000104001500   
0601GLB5N       20260101002590100000005000 0500000104001502   
0601GLB5N       20260101002595100000005000 0500000104001506   
0601GLB5N       20260101002600100000005000 0500000104001508   
0601GLB5N       20260101002605100000005000 0500000104001510   
0601GLB5N       20260101002610100000005000 0500000104001513   
0601GLB5N       20260101002615100000005000 0500000104001516   
0601GLB5N       20260101002620100000005000 0500000104001518   
0601GLB5N       20260101002625100000005000 0500000104001520   
0601GLB5N       20260101002630100000005000 0500000104001524   
0601GLB5N       20260101002635100000005000 0500000104001526   
0601GLB5N       20260101002640100000005000 0500000104001528   
0601GLB5N       20260101002645100000005000 0500000104001531   
0601GLB5N       20260101002650100000005000 0500000104001534   
0601GLB5N       20260101002655100000005000 0500000104001536   
0601GLB5N       20260101002660100000005000 0500000104001538   
0601GLB5N       20260101002665100000005000 0500000104001542   
0601GLB5N       20260101002670100000005000 0500000104001543   
0601GLB5N       20260101002675100000005000 0500000104001546   
0601GLB5N       20260101002680100000005000 0500000104001549   
0601GLB5N       20260101002685100000005000 0500000104001551   
0601GLB5N       20260101002690100000005000 0500000104001553   
0601GLB5N       20260101002695100000005000 0500000104001556   
0601GLB5N       20260101002700100000005000 0500000104001559   
0601GLB5N       20260101002705100000005000 0500000104001560   
0601GLB5N       20260101002710100000005000 0500000104001563   
0601GLB5N       20260101002715100000005000 0500000104001566   
0601GLB5N       20260101002720100000005000 0500000104001568   
0601GLB5N       20260101002725100000005000 0500000104001570   
0601GLB5N       20260101002730100000005000 0500000104001572   
0601GLB5N       20260101002735100000005000 0500000104001575   
0601GLB5N       20260101002740100000005000 0500000104001577   
0601GLB5N       20260101002745100000005000 0500000104001579   
0601GLB5N       20260101002750100000005000 0500000104001582   
0601GLB5N       20260101002755100000005000 0500000104001584   
0601GLB5N       20260101002760100000005000 0500000104001586   
0601GLB5N       20260101002765100000005000 0500000104001589   
0601GLB5N       20260101002770100000005000 0500000104001591   
0601GLB5N       20260101002775100000005000 0500000104001593   
0601GLB5N       20260101002780100000005000 0500000104001595   
0601GLB5N       20260101002785100000005000 0500000104001598   
0601GLB5N       20260101002790100000005000 0500000104001600   
0601GLB5N       20260101002795100000005000 0500000104001603   
0601GLB5N       20260101002800100000005000 0500000104001605   
0601GLB5N       20260101002805100000005000 0500000104001607   
0601GLB5N       20260101002810100000005000 0500000104001609   
0601GLB5N       20260101002815100000005000 0500000104001611   
0601GLB5N       20260101002820100000005000 0500000104001614   
0601GLB5N       20260101002825100000005000 0500000104001616   
0601GLB5N       20260101002830100000005000 0500000104001618   
0601GLB5N       20260101002835100000005000 0500000104001621   
0601GLB5N       20260101002840100000005000 0500000104001623   
0601GLB5N       20260101002845100000005000 0500000104001625   
0601GLB5N       20260101002850100000005000 0500000104001627   
0601GLB5N       20260101002855100000005000 0500000104001629   
0601GLB5N       20260101002860100000005000 0500000104001631   
0601GLB5N       20260101002865100000005000 0500000104001633   
0601GLB5N       20260101002870100000005000 0500000104001636   
0601GLB5N       20260101002875100000005000 0500000104001638   
0601GLB5N       20260101002880100000005000 0500000104001640   
0601GLB5N       20260101002885100000005000 0500000104001642   
0601GLB5N       20260101002890100000005000 0500000104001644   
0601GLB5N       20260101002895100000005000 0500000104001646   
0601GLB5N       20260101002900100000005000 0500000104001648   
0601GLB5N       20260101002905100000005000 0500000104001651   
0601GLB5N       20260101002910100000005000 0500000104001652   
0601GLB5N       20260101002915100000005000 0500000104001654   
0601GLB5N       20260101002920100000005000 0500000104001657   
0601GLB5N       20260101002925100000005000 0500000104001659   
0601GLB5N       20260101002930100000005000 0500000104001661   
0601GLB5N       20260101002935100000005000 0500000104001662   
0601GLB5N       20260101002940100000005000 0500000104001665   
0601GLB5N       20260101002945100000005000 0500000104001667   
0601GLB5N       20260101002950100000005000 0500000104001668   
0601GLB5N       20260101002955100000005000 0500000104001671   
0601GLB5N       20260101002960100000005000 0500000104001673   
0601GLB5N       20260101002965100000005000 0500000104001675   
0601GLB5N       20260101002970100000005000 0500000104001676   
0601GLB5N       20260101002975100000005000 0500000104001679   
0601GLB5N       20260101002980100000005000 0500000104001681   
0601GLB5N       20260101002985100000005000 0500000104001682   
0601GLB5N       20260101002990100000005000 0500000104001685   
0601GLB5N       20260101002995100000005000 0500000104001687   
0601GLB5N       20260101003000100000500000 0500000104001789   
0601GLB5N       20260101003500100000500000 0500000104001954   
0601GLB5N       20260101004000100000500000 0500000104002080   
0601GLB5N       20260101004500100000500000 0500000104002181   
0601GLB5N       20260101005000100000500000 0500000104002277   
0601GLB5N       20260101005500100000500000 0500000104002356   
0601GLB5N       20260101006000100000500000 0500000104002422   
0601GLB5N       20260101006500100000500000 0500000104002479   
0601GLB5N       20260101007000100000500000 0500000104002530   
0601GLB5N       20260101007500100000500000 0500000104002586   
0601GLB5N       20260101008000100000500000 0500000104002623   
0601GLB5N       20260101008500100000500000 0500000104002643   
0601GLB5N       20260101009000100000500000 0500000104002661   
0601GLB5N       20260101009500100000500000 0500000104002672   
0601GLB6N       20260101000000100000120000 0600000104000000   
0601GLB6N       20260101000120100000005000 0600000104000000   
0601GLB6N       20260101000125100000005000 0600000104000000   
0601GLB6N       20260101000130100000005000 0600000104000000   
0601GLB6N       20260101000135100000005000 0600000104000000   
0601GLB6N       20260101000140100000005000 0600000104000000   
0601GLB6N       20260101000145100000005000 0600000104000000   
0601GLB6N       20260101000150100000005000 0600000104000000   
0601GLB6N       20260101000155100000005000 0600000104000000   
0601GLB6N       20260101000160100000005000 0600000104000000   
0601GLB6N       20260101000165100000005000 0600000104000000   
0601GLB6N       20260101000170100000005000 0600000104000000   
0601GLB6N       20260101000175100000005000 0600000104000000   
0601GLB6N       20260101000180100000005000 0600000104000000   
0601GLB6N       20260101000185100000005000 0600000104000000   
0601GLB6N       20260101000190100000005000 0600000104000000   
0601GLB6N       20260101000195100000005000 0600000104000000   
0601GLB6N       20260101000200100000005000 0600000104000000   
0601GLB6N       20260101000205100000005000 0600000104000000   
0601GLB6N       20260101000210100000005000 0600000104000000   
0601GLB6N       20260101000215100000005000 0600000104000000   
0601GLB6N       20260101000220100000005000 0600000104000000   
0601GLB6N       20260101000225100000005000 0600000104000000   
0601GLB6N       20260101000230100000005000 0600000104000000   
0601GLB6N       20260101000235100000005000 0600000104000000   
0601GLB6N       20260101000240100000005000 0600000104000000   
0601GLB6N       20260101000245100000005000 0600000104000000   
0601GLB6N       20260101000250100000005000 0600000104000000   
0601GLB6N       20260101000255100000005000 0600000104000000   
0601GLB6N       20260101000260100000005000 0600000104000000   
0601GLB6N       20260101000265100000005000 0600000104000000   
0601GLB6N       20260101000270100000005000 0600000104000000   
0601GLB6N       20260101000275100000005000 0600000104000000   
0601GLB6N       20260101000280100000005000 0600000104000000   
0601GLB6N       20260101000285100000005000 0600000104000000   
0601GLB6N       20260101000290100000005000 0600000104000000   
0601GLB6N       20260101000295100000005000 0600000104000000   
0601GLB6N       20260101000300100000005000 0600000104000000   
0601GLB6N       20260101000305100000005000 0600000104000000   
0601GLB6N       20260101000310100000005000 0600000104000000   
0601GLB6N       20260101000315100000005000 0600000104000000   
0601GLB6N       20260101000320100000005000 0600000104000000   
0601GLB6N       20260101000325100000005000 0600000104000000   
0601GLB6N       20260101000330100000005000 0600000104000000   
0601GLB6N       20260101000335100000005000 0600000104000000   
0601GLB6N       20260101000340100000005000 0600000104000000   
0601GLB6N       20260101000345100000005000 0600000104000000   
0601GLB6N       20260101000350100000005000 0600000104000000   
0601GLB6N       20260101000355100000005000 0600000104000000   
0601GLB6N       20260101000360100000005000 0600000104000000   
0601GLB6N       20260101000365100000005000 0600000104000000   
0601GLB6N       20260101000370100000005000 0600000104000000   
0601GLB6N       20260101000375100000005000 0600000104000000   
0601GLB6N       20260101000380100000005000 0600000104000000   
0601GLB6N       20260101000385100000005000 0600000104000000   
0601GLB6N       20260101000390100000005000 0600000104000000   
0601GLB6N       20260101000395100000005000 0600000104000000   
0601GLB6N       20260101000400100000005000 0600000104000000   
0601GLB6N       20260101000405100000005000 0600000104000000   
0601GLB6N       20260101000410100000005000 0600000104000000   
0601GLB6N       20260101000415100000005000 0600000104000000   
0601GLB6N       20260101000420100000005000 0600000104000000   
0601GLB6N       20260101000425100000005000 0600000104000000   
0601GLB6N       20260101000430100000005000 0600000104000000   
0601GLB6N       20260101000435100000005000 0600000104000000   
0601GLB6N       20260101000440100000005000 0600000104000000   
0601GLB6N       20260101000445100000005000 0600000104000000   
0601GLB6N       20260101000450100000005000 0600000104000000   
0601GLB6N       20260101000455100000005000 0600000104000000   
0601GLB6N       20260101000460100000005000 0600000104000000   
0601GLB6N       20260101000465100000005000 0600000104000000   
0601GLB6N       20260101000470100000005000 0600000104000000   
0601GLB6N       20260101000475100000005000 0600000104000000   
0601GLB6N       20260101000480100000005000 0600000104000000   
0601GLB6N       20260101000485100000005000 0600000104000000   
0601GLB6N       20260101000490100000005000 0600000104000000   
0601GLB6N       20260101000495100000005000 0600000104000000   
0601GLB6N       20260101000500100000005000 0600000104000000   
0601GLB6N       20260101000505100000005000 0600000104000000   
0601GLB6N       20260101000510100000005000 0600000104000000   
0601GLB6N       20260101000515100000005000 0600000104000000   
0601GLB6N       20260101000520100000005000 0600000104000000   
0601GLB6N       20260101000525100000005000 0600000104000000   
0601GLB6N       20260101000530100000005000 0600000104000000   
0601GLB6N       20260101000535100000005000 0600000104000000   
0601GLB6N       20260101000540100000005000 0600000104000000   
0601GLB6N       20260101000545100000005000 0600000104000000   
0601GLB6N       20260101000550100000005000 0600000104000000   
0601GLB6N       20260101000555100000005000 0600000104000000   
0601GLB6N       20260101000560100000005000 0600000104000000   
0601GLB6N       20260101000565100000005000 0600000104000000   
0601GLB6N       20260101000570100000005000 0600000104000000   
0601GLB6N       20260101000575100000005000 0600000104000000   
0601GLB6N       20260101000580100000005000 0600000104000000   
0601GLB6N       20260101000585100000005000 0600000104000000   
0601GLB6N       20260101000590100000005000 0600000104000000   
0601GLB6N       20260101000595100000005000 0600000104000000   
0601GLB6N       20260101000600100000005000 0600000104000000   
0601GLB6N       20260101000605100000005000 0600000104000000   
0601GLB6N       20260101000610100000005000 0600000104000000   
0601GLB6N       20260101000615100000005000 0600000104000000   
0601GLB6N       20260101000620100000005000 0600000104000000   
0601GLB6N       20260101000625100000005000 0600000104000000   
0601GLB6N       20260101000630100000005000 0600000104000000   
0601GLB6N       20260101000635100000005000 0600000104000000   
0601GLB6N       20260101000640100000005000 0600000104000000   
0601GLB6N       20260101000645100000005000 0600000104000000   
0601GLB6N       20260101000650100000005000 0600000104000000   
0601GLB6N       20260101000655100000005000 0600000104000000   
0601GLB6N       20260101000660100000005000 0600000104000000   
0601GLB6N       20260101000665100000005000 0600000104000000   
0601GLB6N       20260101000670100000005000 0600000104000000   
0601GLB6N       20260101000675100000005000 0600000104000000   
0601GLB6N       20260101000680100000005000 0600000104000000   
0601GLB6N       20260101000685100000005000 0600000104000000   
0601GLB6N       20260101000690100000005000 0600000104000000   
0601GLB6N       20260101000695100000005000 0600000104000000   
0601GLB6N       20260101000700100000005000 0600000104000000   
