00GL               20251204                                                                                   
0601GLC2N       20260101001260100000005000 0200000104001205   
0601GLC2N       20260101001265100000005000 0200000104001209   
0601GLC2N       20260101001270100000005000 0200000104001212   
0601GLC2N       20260101001275100000005000 0200000104001216   
0601GLC2N       20260101001280100000005000 0200000104001220   
0601GLC2N       20260101001285100000005000 0200000104001223   
0601GLC2N       20260101001290100000005000 0200000104001226   
0601GLC2N       20260101001295100000005000 0200000104001231   
0601GLC2N       20260101001300100000005000 0200000104001235   
0601GLC2N       20260101001305100000005000 0200000104001239   
0601GLC2N       20260101001310100000005000 0200000104001242   
0601GLC2N       20260101001315100000005000 0200000104001247   
0601GLC2N       20260101001320100000005000 0200000104001250   
0601GLC2N       20260101001325100000005000 0200000104001253   
0601GLC2N       20260101001330100000005000 0200000104001258   
0601GLC2N       20260101001335100000005000 0200000104001262   
0601GLC2N       20260101001340100000005000 0200000104001266   
0601GLC2N       20260101001345100000005000 0200000104001270   
0601GLC2N       20260101001350100000005000 0200000104001275   
0601GLC2N       20260101001355100000005000 0200000104001278   
0601GLC2N       20260101001360100000005000 0200000104001282   
0601GLC2N       20260101001365100000005000 0200000104001286   
0601GLC2N       20260101001370100000005000 0200000104001291   
0601GLC2N       20260101001375100000005000 0200000104001295   
0601GLC2N       20260101001380100000005000 0200000104001298   
0601GLC2N       20260101001385100000005000 0200000104001305   
0601GLC2N       20260101001390100000005000 0200000104001308   
0601GLC2N       20260101001395100000005000 0200000104001312   
0601GLC2N       20260101001400100000005000 0200000104001317   
0601GLC2N       20260101001405100000005000 0200000104001321   
0601GLC2N       20260101001410100000005000 0200000104001324   
0601GLC2N       20260101001415100000005000 0200000104001328   
0601GLC2N       20260101001420100000005000 0200000104001333   
0601GLC2N       20260101001425100000005000 0200000104001337   
0601GLC2N       20260101001430100000005000 0200000104001340   
0601GLC2N       20260101001435100000005000 0200000104001345   
0601GLC2N       20260101001440100000005000 0200000104001349   
0601GLC2N       20260101001445100000005000 0200000104001353   
0601GLC2N       20260101001450100000005000 0200000104001356   
0601GLC2N       20260101001455100000005000 0200000104001361   
0601GLC2N       20260101001460100000005000 0200000104001364   
0601GLC2N       20260101001465100000005000 0200000104001368   
0601GLC2N       20260101001470100000005000 0200000104001372   
0601GLC2N       20260101001475100000005000 0200000104001377   
0601GLC2N       20260101001480100000005000 0200000104001379   
0601GLC2N       20260101001485100000005000 0200000104001384   
0601GLC2N       20260101001490100000005000 0200000104001388   
0601GLC2N       20260101001495100000005000 0200000104001391   
0601GLC2N       20260101001500100000005000 0200000104001394   
0601GLC2N       20260101001505100000005000 0200000104001399   
0601GLC2N       20260101001510100000005000 0200000104001402   
0601GLC2N       20260101001515100000005000 0200000104001406   
0601GLC2N       20260101001520100000005000 0200000104001411   
0601GLC2N       20260101001525100000005000 0200000104001414   
0601GLC2N       20260101001530100000005000 0200000104001417   
0601GLC2N       20260101001535100000005000 0200000104001421   
0601GLC2N       20260101001540100000005000 0200000104001426   
0601GLC2N       20260101001545100000005000 0200000104001429   
0601GLC2N       20260101001550100000005000 0200000104001433   
0601GLC2N       20260101001555100000005000 0200000104001437   
0601GLC2N       20260101001560100000005000 0200000104001441   
0601GLC2N       20260101001565100000005000 0200000104001444   
0601GLC2N       20260101001570100000005000 0200000104001448   
0601GLC2N       20260101001575100000005000 0200000104001452   
0601GLC2N       20260101001580100000005000 0200000104001455   
0601GLC2N       20260101001585100000005000 0200000104001459   
0601GLC2N       20260101001590100000005000 0200000104001463   
0601GLC2N       20260101001595100000005000 0200000104001467   
0601GLC2N       20260101001600100000005000 0200000104001470   
0601GLC2N       20260101001605100000005000 0200000104001474   
0601GLC2N       20260101001610100000005000 0200000104001478   
0601GLC2N       20260101001615100000005000 0200000104001481   
0601GLC2N       20260101001620100000005000 0200000104001484   
0601GLC2N       20260101001625100000005000 0200000104001488   
0601GLC2N       20260101001630100000005000 0200000104001492   
0601GLC2N       20260101001635100000005000 0200000104001494   
0601GLC2N       20260101001640100000005000 0200000104001499   
0601GLC2N       20260101001645100000005000 0200000104001502   
0601GLC2N       20260101001650100000005000 0200000104001505   
0601GLC2N       20260101001655100000005000 0200000104001509   
0601GLC2N       20260101001660100000005000 0200000104001513   
0601GLC2N       20260101001665100000005000 0200000104001515   
0601GLC2N       20260101001670100000005000 0200000104001519   
0601GLC2N       20260101001675100000005000 0200000104001523   
0601GLC2N       20260101001680100000005000 0200000104001526   
0601GLC2N       20260101001685100000005000 0200000104001529   
0601GLC2N       20260101001690100000005000 0200000104001532   
0601GLC2N       20260101001695100000005000 0200000104001536   
0601GLC2N       20260101001700100000005000 0200000104001539   
0601GLC2N       20260101001705100000005000 0200000104001542   
0601GLC2N       20260101001710100000005000 0200000104001546   
0601GLC2N       20260101001715100000005000 0200000104001549   
0601GLC2N       20260101001720100000005000 0200000104001552   
0601GLC2N       20260101001725100000005000 0200000104001555   
0601GLC2N       20260101001730100000005000 0200000104001558   
0601GLC2N       20260101001735100000005000 0200000104001561   
0601GLC2N       20260101001740100000005000 0200000104001564   
0601GLC2N       20260101001745100000005000 0200000104001569   
0601GLC2N       20260101001750100000005000 0200000104001571   
0601GLC2N       20260101001755100000005000 0200000104001574   
0601GLC2N       20260101001760100000005000 0200000104001578   
0601GLC2N       20260101001765100000005000 0200000104001580   
0601GLC2N       20260101001770100000005000 0200000104001583   
0601GLC2N       20260101001775100000005000 0200000104001586   
0601GLC2N       20260101001780100000005000 0200000104001589   
0601GLC2N       20260101001785100000005000 0200000104001593   
0601GLC2N       20260101001790100000005000 0200000104001595   
0601GLC2N       20260101001795100000005000 0200000104001599   
0601GLC2N       20260101001800100000005000 0200000104001602   
0601GLC2N       20260101001805100000005000 0200000104001604   
0601GLC2N       20260101001810100000005000 0200000104001607   
0601GLC2N       20260101001815100000005000 0200000104001610   
0601GLC2N       20260101001820100000005000 0200000104001613   
0601GLC2N       20260101001825100000005000 0200000104001616   
0601GLC2N       20260101001830100000005000 0200000104001620   
0601GLC2N       20260101001835100000005000 0200000104001622   
0601GLC2N       20260101001840100000005000 0200000104001624   
0601GLC2N       20260101001845100000005000 0200000104001628   
0601GLC2N       20260101001850100000005000 0200000104001631   
0601GLC2N       20260101001855100000005000 0200000104001633   
0601GLC2N       20260101001860100000005000 0200000104001636   
0601GLC2N       20260101001865100000005000 0200000104001639   
0601GLC2N       20260101001870100000005000 0200000104001642   
0601GLC2N       20260101001875100000005000 0200000104001644   
0601GLC2N       20260101001880100000005000 0200000104001648   
0601GLC2N       20260101001885100000005000 0200000104001650   
0601GLC2N       20260101001890100000005000 0200000104001653   
0601GLC2N       20260101001895100000005000 0200000104001656   
0601GLC2N       20260101001900100000005000 0200000104001659   
0601GLC2N       20260101001905100000005000 0200000104001661   
0601GLC2N       20260101001910100000005000 0200000104001663   
0601GLC2N       20260101001915100000005000 0200000104001667   
0601GLC2N       20260101001920100000005000 0200000104001670   
0601GLC2N       20260101001925100000005000 0200000104001672   
0601GLC2N       20260101001930100000005000 0200000104001675   
0601GLC2N       20260101001935100000005000 0200000104001677   
0601GLC2N       20260101001940100000005000 0200000104001680   
0601GLC2N       20260101001945100000005000 0200000104001682   
0601GLC2N       20260101001950100000005000 0200000104001686   
0601GLC2N       20260101001955100000005000 0200000104001688   
0601GLC2N       20260101001960100000005000 0200000104001690   
0601GLC2N       20260101001965100000005000 0200000104001694   
0601GLC2N       20260101001970100000005000 0200000104001696   
0601GLC2N       20260101001975100000005000 0200000104001698   
0601GLC2N       20260101001980100000005000 0200000104001700   
0601GLC2N       20260101001985100000005000 0200000104001703   
0601GLC2N       20260101001990100000005000 0200000104001705   
0601GLC2N       20260101001995100000005000 0200000104001708   
0601GLC2N       20260101002000100000005000 0200000104001711   
0601GLC2N       20260101002005100000005000 0200000104001714   
0601GLC2N       20260101002010100000005000 0200000104001715   
0601GLC2N       20260101002015100000005000 0200000104001718   
0601GLC2N       20260101002020100000005000 0200000104001721   
0601GLC2N       20260101002025100000005000 0200000104001723   
0601GLC2N       20260101002030100000005000 0200000104001725   
0601GLC2N       20260101002035100000005000 0200000104001728   
0601GLC2N       20260101002040100000005000 0200000104001730   
0601GLC2N       20260101002045100000005000 0200000104001732   
0601GLC2N       20260101002050100000005000 0200000104001735   
0601GLC2N       20260101002055100000005000 0200000104001738   
0601GLC2N       20260101002060100000005000 0200000104001740   
0601GLC2N       20260101002065100000005000 0200000104001742   
0601GLC2N       20260101002070100000005000 0200000104001745   
0601GLC2N       20260101002075100000005000 0200000104001747   
0601GLC2N       20260101002080100000005000 0200000104001749   
0601GLC2N       20260101002085100000005000 0200000104001752   
0601GLC2N       20260101002090100000005000 0200000104001754   
0601GLC2N       20260101002095100000005000 0200000104001756   
0601GLC2N       20260101002100100000005000 0200000104001758   
0601GLC2N       20260101002105100000005000 0200000104001761   
0601GLC2N       20260101002110100000005000 0200000104001763   
0601GLC2N       20260101002115100000005000 0200000104001765   
0601GLC2N       20260101002120100000005000 0200000104001768   
0601GLC2N       20260101002125100000005000 0200000104001770   
0601GLC2N       20260101002130100000005000 0200000104001772   
0601GLC2N       20260101002135100000005000 0200000104001774   
0601GLC2N       20260101002140100000005000 0200000104001777   
0601GLC2N       20260101002145100000005000 0200000104001779   
0601GLC2N       20260101002150100000005000 0200000104001781   
0601GLC2N       20260101002155100000005000 0200000104001784   
0601GLC2N       20260101002160100000005000 0200000104001785   
0601GLC2N       20260101002165100000005000 0200000104001787   
0601GLC2N       20260101002170100000005000 0200000104001790   
0601GLC2N       20260101002175100000005000 0200000104001792   
0601GLC2N       20260101002180100000005000 0200000104001794   
0601GLC2N       20260101002185100000005000 0200000104001796   
0601GLC2N       20260101002190100000005000 0200000104001799   
0601GLC2N       20260101002195100000005000 0200000104001801   
0601GLC2N       20260101002200100000005000 0200000104001802   
0601GLC2N       20260101002205100000005000 0200000104001805   
0601GLC2N       20260101002210100000005000 0200000104001807   
0601GLC2N       20260101002215100000005000 0200000104001809   
0601GLC2N       20260101002220100000005000 0200000104001811   
0601GLC2N       20260101002225100000005000 0200000104001813   
0601GLC2N       20260101002230100000005000 0200000104001815   
0601GLC2N       20260101002235100000005000 0200000104001817   
0601GLC2N       20260101002240100000005000 0200000104001820   
0601GLC2N       20260101002245100000005000 0200000104001822   
0601GLC2N       20260101002250100000005000 0200000104001823   
0601GLC2N       20260101002255100000005000 0200000104001825   
0601GLC2N       20260101002260100000005000 0200000104001828   
0601GLC2N       20260101002265100000005000 0200000104001829   
0601GLC2N       20260101002270100000005000 0200000104001831   
0601GLC2N       20260101002275100000005000 0200000104001834   
0601GLC2N       20260101002280100000005000 0200000104001836   
0601GLC2N       20260101002285100000005000 0200000104001837   
0601GLC2N       20260101002290100000005000 0200000104001840   
0601GLC2N       20260101002295100000005000 0200000104001842   
0601GLC2N       20260101002300100000005000 0200000104001843   
0601GLC2N       20260101002305100000005000 0200000104001845   
0601GLC2N       20260101002310100000005000 0200000104001848   
0601GLC2N       20260101002315100000005000 0200000104001849   
0601GLC2N       20260101002320100000005000 0200000104001851   
0601GLC2N       20260101002325100000005000 0200000104001853   
0601GLC2N       20260101002330100000005000 0200000104001855   
0601GLC2N       20260101002335100000005000 0200000104001857   
0601GLC2N       20260101002340100000005000 0200000104001859   
0601GLC2N       20260101002345100000005000 0200000104001861   
0601GLC2N       20260101002350100000005000 0200000104001863   
0601GLC2N       20260101002355100000005000 0200000104001865   
0601GLC2N       20260101002360100000005000 0200000104001868   
0601GLC2N       20260101002365100000005000 0200000104001869   
0601GLC2N       20260101002370100000005000 0200000104001871   
0601GLC2N       20260101002375100000005000 0200000104001873   
0601GLC2N       20260101002380100000005000 0200000104001876   
0601GLC2N       20260101002385100000005000 0200000104001878   
0601GLC2N       20260101002390100000005000 0200000104001880   
0601GLC2N       20260101002395100000005000 0200000104001882   
0601GLC2N       20260101002400100000005000 0200000104001884   
0601GLC2N       20260101002405100000005000 0200000104001886   
0601GLC2N       20260101002410100000005000 0200000104001889   
0601GLC2N       20260101002415100000005000 0200000104001891   
0601GLC2N       20260101002420100000005000 0200000104001892   
0601GLC2N       20260101002425100000005000 0200000104001894   
0601GLC2N       20260101002430100000005000 0200000104001897   
0601GLC2N       20260101002435100000005000 0200000104001899   
0601GLC2N       20260101002440100000005000 0200000104001901   
0601GLC2N       20260101002445100000005000 0200000104001903   
0601GLC2N       20260101002450100000005000 0200000104001905   
0601GLC2N       20260101002455100000005000 0200000104001907   
0601GLC2N       20260101002460100000005000 0200000104001909   
0601GLC2N       20260101002465100000005000 0200000104001911   
0601GLC2N       20260101002470100000005000 0200000104001913   
0601GLC2N       20260101002475100000005000 0200000104001914   
0601GLC2N       20260101002480100000005000 0200000104001917   
0601GLC2N       20260101002485100000005000 0200000104001919   
0601GLC2N       20260101002490100000005000 0200000104001921   
0601GLC2N       20260101002495100000005000 0200000104001923   
0601GLC2N       20260101002500100000005000 0200000104001925   
0601GLC2N       20260101002505100000005000 0200000104001927   
0601GLC2N       20260101002510100000005000 0200000104001928   
0601GLC2N       20260101002515100000005000 0200000104001931   
0601GLC2N       20260101002520100000005000 0200000104001933   
0601GLC2N       20260101002525100000005000 0200000104001934   
0601GLC2N       20260101002530100000005000 0200000104001936   
0601GLC2N       20260101002535100000005000 0200000104001938   
0601GLC2N       20260101002540100000005000 0200000104001940   
0601GLC2N       20260101002545100000005000 0200000104001942   
0601GLC2N       20260101002550100000005000 0200000104001944   
0601GLC2N       20260101002555100000005000 0200000104001946   
0601GLC2N       20260101002560100000005000 0200000104001947   
0601GLC2N       20260101002565100000005000 0200000104001950   
0601GLC2N       20260101002570100000005000 0200000104001951   
0601GLC2N       20260101002575100000005000 0200000104001953   
0601GLC2N       20260101002580100000005000 0200000104001955   
0601GLC2N       20260101002585100000005000 0200000104001957   
0601GLC2N       20260101002590100000005000 0200000104001959   
0601GLC2N       20260101002595100000005000 0200000104001960   
0601GLC2N       20260101002600100000005000 0200000104001963   
0601GLC2N       20260101002605100000005000 0200000104001964   
0601GLC2N       20260101002610100000005000 0200000104001966   
0601GLC2N       20260101002615100000005000 0200000104001968   
0601GLC2N       20260101002620100000005000 0200000104001970   
0601GLC2N       20260101002625100000005000 0200000104001971   
0601GLC2N       20260101002630100000005000 0200000104001973   
0601GLC2N       20260101002635100000005000 0200000104001975   
0601GLC2N       20260101002640100000005000 0200000104001977   
0601GLC2N       20260101002645100000005000 0200000104001978   
0601GLC2N       20260101002650100000005000 0200000104001981   
0601GLC2N       20260101002655100000005000 0200000104001982   
0601GLC2N       20260101002660100000005000 0200000104001984   
0601GLC2N       20260101002665100000005000 0200000104001985   
0601GLC2N       20260101002670100000005000 0200000104001988   
0601GLC2N       20260101002675100000005000 0200000104001989   
0601GLC2N       20260101002680100000005000 0200000104001991   
0601GLC2N       20260101002685100000005000 0200000104001993   
0601GLC2N       20260101002690100000005000 0200000104001994   
0601GLC2N       20260101002695100000005000 0200000104001996   
0601GLC2N       20260101002700100000005000 0200000104001998   
0601GLC2N       20260101002705100000005000 0200000104002000   
0601GLC2N       20260101002710100000005000 0200000104002001   
0601GLC2N       20260101002715100000005000 0200000104002003   
0601GLC2N       20260101002720100000005000 0200000104002005   
0601GLC2N       20260101002725100000005000 0200000104002006   
0601GLC2N       20260101002730100000005000 0200000104002008   
0601GLC2N       20260101002735100000005000 0200000104002009   
0601GLC2N       20260101002740100000005000 0200000104002011   
0601GLC2N       20260101002745100000005000 0200000104002013   
0601GLC2N       20260101002750100000005000 0200000104002014   
0601GLC2N       20260101002755100000005000 0200000104002016   
0601GLC2N       20260101002760100000005000 0200000104002018   
0601GLC2N       20260101002765100000005000 0200000104002019   
0601GLC2N       20260101002770100000005000 0200000104002022   
0601GLC2N       20260101002775100000005000 0200000104002023   
0601GLC2N       20260101002780100000005000 0200000104002024   
0601GLC2N       20260101002785100000005000 0200000104002026   
0601GLC2N       20260101002790100000005000 0200000104002028   
0601GLC2N       20260101002795100000005000 0200000104002029   
0601GLC2N       20260101002800100000005000 0200000104002030   
0601GLC2N       20260101002805100000005000 0200000104002033   
0601GLC2N       20260101002810100000005000 0200000104002034   
0601GLC2N       20260101002815100000005000 0200000104002035   
0601GLC2N       20260101002820100000005000 0200000104002037   
0601GLC2N       20260101002825100000005000 0200000104002039   
0601GLC2N       20260101002830100000005000 0200000104002040   
0601GLC2N       20260101002835100000005000 0200000104002042   
0601GLC2N       20260101002840100000005000 0200000104002044   
0601GLC2N       20260101002845100000005000 0200000104002045   
0601GLC2N       20260101002850100000005000 0200000104002046   
0601GLC2N       20260101002855100000005000 0200000104002049   
0601GLC2N       20260101002860100000005000 0200000104002050   
0601GLC2N       20260101002865100000005000 0200000104002051   
0601GLC2N       20260101002870100000005000 0200000104002052   
0601GLC2N       20260101002875100000005000 0200000104002055   
0601GLC2N       20260101002880100000005000 0200000104002056   
0601GLC2N       20260101002885100000005000 0200000104002057   
0601GLC2N       20260101002890100000005000 0200000104002059   
0601GLC2N       20260101002895100000005000 0200000104002060   
0601GLC2N       20260101002900100000005000 0200000104002062   
0601GLC2N       20260101002905100000005000 0200000104002063   
0601GLC2N       20260101002910100000005000 0200000104002065   
0601GLC2N       20260101002915100000005000 0200000104002066   
0601GLC2N       20260101002920100000005000 0200000104002067   
0601GLC2N       20260101002925100000005000 0200000104002070   
0601GLC2N       20260101002930100000005000 0200000104002071   
0601GLC2N       20260101002935100000005000 0200000104002072   
0601GLC2N       20260101002940100000005000 0200000104002074   
0601GLC2N       20260101002945100000005000 0200000104002075   
0601GLC2N       20260101002950100000005000 0200000104002077   
0601GLC2N       20260101002955100000005000 0200000104002078   
0601GLC2N       20260101002960100000005000 0200000104002080   
0601GLC2N       20260101002965100000005000 0200000104002081   
0601GLC2N       20260101002970100000005000 0200000104002082   
0601GLC2N       20260101002975100000005000 0200000104002084   
0601GLC2N       20260101002980100000005000 0200000104002085   
0601GLC2N       20260101002985100000005000 0200000104002087   
0601GLC2N       20260101002990100000005000 0200000104002088   
0601GLC2N       20260101002995100000005000 0200000104002090   
0601GLC2N       20260101003000100000500000 0200000104002156   
0601GLC2N       20260101003500100000500000 0200000104002263   
0601GLC2N       20260101004000100000500000 0200000104002356   
0601GLC2N       20260101004500100000500000 0200000104002438   
0601GLC2N       20260101005000100000500000 0200000104002505   
0601GLC2N       20260101005500100000500000 0200000104002561   
0601GLC2N       20260101006000100000500000 0200000104002609   
0601GLC2N       20260101006500100000500000 0200000104002658   
0601GLC2N       20260101007000100000500000 0200000104002707   
0601GLC2N       20260101007500100000500000 0200000104002727   
0601GLC2N       20260101008000100000500000 0200000104002742   
0601GLC2N       20260101008500100000500000 0200000104002755   
0601GLC2N       20260101009000100000500000 0200000104002760   
0601GLC2N       20260101009500100000500000 0200000104002764   
0601GLC3N       20260101000000100000120000 0300000104000000   
0601GLC3N       20260101000120100000005000 0300000104000000   
0601GLC3N       20260101000125100000005000 0300000104000000   
0601GLC3N       20260101000130100000005000 0300000104000000   
0601GLC3N       20260101000135100000005000 0300000104000000   
0601GLC3N       20260101000140100000005000 0300000104000000   
0601GLC3N       20260101000145100000005000 0300000104000000   
0601GLC3N       20260101000150100000005000 0300000104000000   
0601GLC3N       20260101000155100000005000 0300000104000000   
0601GLC3N       20260101000160100000005000 0300000104000000   
0601GLC3N       20260101000165100000005000 0300000104000000   
0601GLC3N       20260101000170100000005000 0300000104000000   
0601GLC3N       20260101000175100000005000 0300000104000000   
0601GLC3N       20260101000180100000005000 0300000104000000   
0601GLC3N       20260101000185100000005000 0300000104000000   
0601GLC3N       20260101000190100000005000 0300000104000000   
0601GLC3N       20260101000195100000005000 0300000104000000   
0601GLC3N       20260101000200100000005000 0300000104000000   
0601GLC3N       20260101000205100000005000 0300000104000000   
0601GLC3N       20260101000210100000005000 0300000104000000   
0601GLC3N       20260101000215100000005000 0300000104000000   
0601GLC3N       20260101000220100000005000 0300000104000000   
0601GLC3N       20260101000225100000005000 0300000104000000   
0601GLC3N       20260101000230100000005000 0300000104000000   
0601GLC3N       20260101000235100000005000 0300000104000000   
0601GLC3N       20260101000240100000005000 0300000104000000   
0601GLC3N       20260101000245100000005000 0300000104000000   
0601GLC3N       20260101000250100000005000 0300000104000000   
0601GLC3N       20260101000255100000005000 0300000104000000   
0601GLC3N       20260101000260100000005000 0300000104000000   
0601GLC3N       20260101000265100000005000 0300000104000000   
0601GLC3N       20260101000270100000005000 0300000104000000   
0601GLC3N       20260101000275100000005000 0300000104000000   
0601GLC3N       20260101000280100000005000 0300000104000000   
0601GLC3N       20260101000285100000005000 0300000104000000   
0601GLC3N       20260101000290100000005000 0300000104000044   
0601GLC3N       20260101000295100000005000 0300000104000057   
0601GLC3N       20260101000300100000005000 0300000104000069   
0601GLC3N       20260101000305100000005000 0300000104000078   
0601GLC3N       20260101000310100000005000 0300000104000090   
0601GLC3N       20260101000315100000005000 0300000104000101   
0601GLC3N       20260101000320100000005000 0300000104000112   
0601GLC3N       20260101000325100000005000 0300000104000119   
0601GLC3N       20260101000330100000005000 0300000104000129   
0601GLC3N       20260101000335100000005000 0300000104000139   
0601GLC3N       20260101000340100000005000 0300000104000146   
0601GLC3N       20260101000345100000005000 0300000104000158   
0601GLC3N       20260101000350100000005000 0300000104000165   
0601GLC3N       20260101000355100000005000 0300000104000173   
0601GLC3N       20260101000360100000005000 0300000104000182   
0601GLC3N       20260101000365100000005000 0300000104000190   
0601GLC3N       20260101000370100000005000 0300000104000196   
0601GLC3N       20260101000375100000005000 0300000104000204   
0601GLC3N       20260101000380100000005000 0300000104000212   
0601GLC3N       20260101000385100000005000 0300000104000222   
0601GLC3N       20260101000390100000005000 0300000104000232   
0601GLC3N       20260101000395100000005000 0300000104000242   
0601GLC3N       20260101000400100000005000 0300000104000251   
0601GLC3N       20260101000405100000005000 0300000104000260   
0601GLC3N       20260101000410100000005000 0300000104000272   
0601GLC3N       20260101000415100000005000 0300000104000278   
0601GLC3N       20260101000420100000005000 0300000104000286   
0601GLC3N       20260101000425100000005000 0300000104000297   
0601GLC3N       20260101000430100000005000 0300000104000305   
0601GLC3N       20260101000435100000005000 0300000104000313   
0601GLC3N       20260101000440100000005000 0300000104000321   
0601GLC3N       20260101000445100000005000 0300000104000331   
0601GLC3N       20260101000450100000005000 0300000104000338   
0601GLC3N       20260101000455100000005000 0300000104000343   
0601GLC3N       20260101000460100000005000 0300000104000352   
0601GLC3N       20260101000465100000005000 0300000104000359   
0601GLC3N       20260101000470100000005000 0300000104000366   
0601GLC3N       20260101000475100000005000 0300000104000373   
0601GLC3N       20260101000480100000005000 0300000104000383   
0601GLC3N       20260101000485100000005000 0300000104000390   
0601GLC3N       20260101000490100000005000 0300000104000400   
0601GLC3N       20260101000495100000005000 0300000104000406   
0601GLC3N       20260101000500100000005000 0300000104000416   
0601GLC3N       20260101000505100000005000 0300000104000424   
0601GLC3N       20260101000510100000005000 0300000104000431   
0601GLC3N       20260101000515100000005000 0300000104000439   
0601GLC3N       20260101000520100000005000 0300000104000446   
0601GLC3N       20260101000525100000005000 0300000104000453   
0601GLC3N       20260101000530100000005000 0300000104000460   
0601GLC3N       20260101000535100000005000 0300000104000467   
0601GLC3N       20260101000540100000005000 0300000104000476   
0601GLC3N       20260101000545100000005000 0300000104000482   
0601GLC3N       20260101000550100000005000 0300000104000489   
0601GLC3N       20260101000555100000005000 0300000104000495   
0601GLC3N       20260101000560100000005000 0300000104000501   
0601GLC3N       20260101000565100000005000 0300000104000507   
0601GLC3N       20260101000570100000005000 0300000104000514   
0601GLC3N       20260101000575100000005000 0300000104000519   
0601GLC3N       20260101000580100000005000 0300000104000525   
0601GLC3N       20260101000585100000005000 0300000104000533   
0601GLC3N       20260101000590100000005000 0300000104000537   
0601GLC3N       20260101000595100000005000 0300000104000542   
0601GLC3N       20260101000600100000005000 0300000104000546   
0601GLC3N       20260101000605100000005000 0300000104000550   
0601GLC3N       20260101000610100000005000 0300000104000555   
0601GLC3N       20260101000615100000005000 0300000104000559   
0601GLC3N       20260101000620100000005000 0300000104000564   
0601GLC3N       20260101000625100000005000 0300000104000567   
0601GLC3N       20260101000630100000005000 0300000104000572   
0601GLC3N       20260101000635100000005000 0300000104000576   
0601GLC3N       20260101000640100000005000 0300000104000581   
0601GLC3N       20260101000645100000005000 0300000104000584   
0601GLC3N       20260101000650100000005000 0300000104000589   
0601GLC3N       20260101000655100000005000 0300000104000593   
0601GLC3N       20260101000660100000005000 0300000104000599   
0601GLC3N       20260101000665100000005000 0300000104000604   
0601GLC3N       20260101000670100000005000 0300000104000607   
0601GLC3N       20260101000675100000005000 0300000104000613   
0601GLC3N       20260101000680100000005000 0300000104000618   
0601GLC3N       20260101000685100000005000 0300000104000623   
0601GLC3N       20260101000690100000005000 0300000104000628   
0601GLC3N       20260101000695100000005000 0300000104000632   
0601GLC3N       20260101000700100000005000 0300000104000636   
0601GLC3N       20260101000705100000005000 0300000104000642   
0601GLC3N       20260101000710100000005000 0300000104000647   
0601GLC3N       20260101000715100000005000 0300000104000651   
0601GLC3N       20260101000720100000005000 0300000104000655   
0601GLC3N       20260101000725100000005000 0300000104000660   
0601GLC3N       20260101000730100000005000 0300000104000665   
0601GLC3N       20260101000735100000005000 0300000104000670   
0601GLC3N       20260101000740100000005000 0300000104000675   
0601GLC3N       20260101000745100000005000 0300000104000680   
0601GLC3N       20260101000750100000005000 0300000104000684   
0601GLC3N       20260101000755100000005000 0300000104000689   
0601GLC3N       20260101000760100000005000 0300000104000695   
0601GLC3N       20260101000765100000005000 0300000104000701   
0601GLC3N       20260101000770100000005000 0300000104000706   
0601GLC3N       20260101000775100000005000 0300000104000710   
0601GLC3N       20260101000780100000005000 0300000104000716   
0601GLC3N       20260101000785100000005000 0300000104000721   
0601GLC3N       20260101000790100000005000 0300000104000727   
0601GLC3N       20260101000795100000005000 0300000104000731   
0601GLC3N       20260101000800100000005000 0300000104000736   
0601GLC3N       20260101000805100000005000 0300000104000741   
0601GLC3N       20260101000810100000005000 0300000104000746   
0601GLC3N       20260101000815100000005000 0300000104000751   
0601GLC3N       20260101000820100000005000 0300000104000756   
0601GLC3N       20260101000825100000005000 0300000104000761   
0601GLC3N       20260101000830100000005000 0300000104000766   
0601GLC3N       20260101000835100000005000 0300000104000771   
0601GLC3N       20260101000840100000005000 0300000104000775   
0601GLC3N       20260101000845100000005000 0300000104000780   
0601GLC3N       20260101000850100000005000 0300000104000785   
0601GLC3N       20260101000855100000005000 0300000104000790   
0601GLC3N       20260101000860100000005000 0300000104000794   
0601GLC3N       20260101000865100000005000 0300000104000799   
0601GLC3N       20260101000870100000005000 0300000104000803   
0601GLC3N       20260101000875100000005000 0300000104000808   
0601GLC3N       20260101000880100000005000 0300000104000814   
0601GLC3N       20260101000885100000005000 0300000104000817   
0601GLC3N       20260101000890100000005000 0300000104000822   
0601GLC3N       20260101000895100000005000 0300000104000827   
0601GLC3N       20260101000900100000005000 0300000104000831   
0601GLC3N       20260101000905100000005000 0300000104000836   
0601GLC3N       20260101000910100000005000 0300000104000841   
0601GLC3N       20260101000915100000005000 0300000104000846   
0601GLC3N       20260101000920100000005000 0300000104000850   
0601GLC3N       20260101000925100000005000 0300000104000854   
0601GLC3N       20260101000930100000005000 0300000104000859   
0601GLC3N       20260101000935100000005000 0300000104000863   
0601GLC3N       20260101000940100000005000 0300000104000868   
0601GLC3N       20260101000945100000005000 0300000104000872   
0601GLC3N       20260101000950100000005000 0300000104000877   
0601GLC3N       20260101000955100000005000 0300000104000880   
0601GLC3N       20260101000960100000005000 0300000104000885   
0601GLC3N       20260101000965100000005000 0300000104000889   
0601GLC3N       20260101000970100000005000 0300000104000894   
0601GLC3N       20260101000975100000005000 0300000104000897   
0601GLC3N       20260101000980100000005000 0300000104000901   
0601GLC3N       20260101000985100000005000 0300000104000905   
