00TG               20151204                                                                                   
0601TGM7N       20160101000680100000005000 0700000040000006   
0601TGM7N       20160101000685100000005000 0700000040000006   
0601TGM7N       20160101000690100000005000 0700000040000006   
0601TGM7N       20160101000695100000005000 0700000040000006   
0601TGM7N       20160101000700100000005000 0700000040000006   
0601TGM7N       20160101000705100000005000 0700000040000006   
0601TGM7N       20160101000710100000005000 0700000040000006   
0601TGM7N       20160101000715100000005000 0700000040000006   
0601TGM7N       20160101000720100000005000 0700000040000006   
0601TGM7N       20160101000725100000005000 0700000040000005   
0601TGM7N       20160101000730100000005000 0700000040000005   
0601TGM7N       20160101000735100000005000 0700000040000005   
0601TGM7N       20160101000740100000005000 0700000040000005   
0601TGM7N       20160101000745100000005000 0700000040000005   
0601TGM7N       20160101000750100000005000 0700000040000005   
0601TGM7N       20160101000755100000005000 0700000040000005   
0601TGM7N       20160101000760100000005000 0700000040000005   
0601TGM7N       20160101000765100000005000 0700000040000005   
0601TGM7N       20160101000770100000005000 0700000040000005   
0601TGM7N       20160101000775100000005000 0700000040000005   
0601TGM7N       20160101000780100000005000 0700000040000005   
0601TGM7N       20160101000785100000005000 0700000040000005   
0601TGM7N       20160101000790100000005000 0700000040000005   
0601TGM7N       20160101000795100000005000 0700000040000005   
0601TGM7N       20160101000800100000005000 0700000040000005   
0601TGM7N       20160101000805100000005000 0700000040000005   
0601TGM7N       20160101000810100000005000 0700000040000005   
0601TGM7N       20160101000815100000005000 0700000040000005   
0601TGM7N       20160101000820100000005000 0700000040000005   
0601TGM7N       20160101000825100000005000 0700000040000005   
0601TGM7N       20160101000830100000005000 0700000040000005   
0601TGM7N       20160101000835100000005000 0700000040000005   
0601TGM7N       20160101000840100000005000 0700000040000005   
0601TGM7N       20160101000845100000005000 0700000040000005   
0601TGM7N       20160101000850100000005000 0700000040000005   
0601TGM7N       20160101000855100000005000 0700000040000005   
0601TGM7N       20160101000860100000005000 0700000040000005   
0601TGM7N       20160101000865100000005000 0700000040000005   
0601TGM7N       20160101000870100000005000 0700000040000005   
0601TGM7N       20160101000875100000005000 0700000040000005   
0601TGM7N       20160101000880100000005000 0700000040000005   
0601TGM7N       20160101000885100000005000 0700000040000005   
0601TGM7N       20160101000890100000005000 0700000170000019   
0601TGM7N       20160101000895100000005000 0700000190000021   
0601TGM7N       20160101000900100000005000 0700000220000024   
0601TGM7N       20160101000905100000005000 0700000240000026   
0601TGM7N       20160101000910100000005000 0700000260000028   
0601TGM7N       20160101000915100000005000 0700000300000033   
0601TGM7N       20160101000920100000005000 0700000330000036   
0601TGM7N       20160101000925100000005000 0700000360000039   
0601TGM7N       20160101000930100000005000 0700000410000044   
0601TGM7N       20160101000935100000005000 0700000440000047   
0601TGM7N       20160101000940100000005000 0700000470000050   
0601TGM7N       20160101000945100000005000 0700000510000054   
0601TGM7N       20160101000950100000005000 0700000540000057   
0601TGM7N       20160101000955100000005000 0700000590000062   
0601TGM7N       20160101000960100000005000 0700000630000065   
0601TGM7N       20160101000965100000005000 0700000670000069   
0601TGM7N       20160101000970100000005000 0700000730000075   
0601TGM7N       20160101000975100000005000 0700000770000079   
0601TGM7N       20160101000980100000005000 0700000810000082   
0601TGM7N       20160101000985100000005000 0700000870000088   
0601TGM7N       20160101000990100000005000 0700000920000093   
0601TGM7N       20160101000995100000005000 0700000980000098   
0601TGM7N       20160101001000100000005000 0700001030000103   
0601TGM7N       20160101001005100000005000 0700001080000107   
0601TGM7N       20160101001010100000005000 0700001160000115   
0601TGM7N       20160101001015100000005000 0700001210000119   
0601TGM7N       20160101001020100000005000 0700001270000124   
0601TGM7N       20160101001025100000005000 0700001340000130   
0601TGM7N       20160101001030100000005000 0700001400000136   
0601TGM7N       20160101001035100000005000 0700001480000143   
0601TGM7N       20160101001040100000005000 0700001540000148   
0601TGM7N       20160101001045100000005000 0700001630000156   
0601TGM7N       20160101001050100000005000 0700001690000161   
0601TGM7N       20160101001055100000005000 0700001790000169   
0601TGM7N       20160101001060100000005000 0700001850000174   
0601TGM7N       20160101001065100000005000 0700001940000182   
0601TGM7N       20160101001070100000005000 0700002010000187   
0601TGM7N       20160101001075100000005000 0700002100000195   
0601TGM7N       20160101001080100000005000 0700002190000202   
0601TGM7N       20160101001085100000005000 0700002260000208   
0601TGM7N       20160101001090100000005000 0700002350000215   
0601TGM7N       20160101001095100000005000 0700002420000221   
0601TGM7N       20160101001100100000005000 0700002510000228   
0601TGM7N       20160101001105100000005000 0700002600000235   
0601TGM7N       20160101001110100000005000 0700002670000240   
0601TGM7N       20160101001115100000005000 0700002760000247   
0601TGM7N       20160101001120100000005000 0700002830000252   
0601TGM7N       20160101001125100000005000 0700002920000259   
0601TGM7N       20160101001130100000005000 0700003010000266   
0601TGM7N       20160101001135100000005000 0700003080000271   
0601TGM7N       20160101001140100000005000 0700003180000278   
0601TGM7N       20160101001145100000005000 0700003270000285   
0601TGM7N       20160101001150100000005000 0700003340000290   
0601TGM7N       20160101001155100000005000 0700003430000296   
0601TGM7N       20160101001160100000005000 0700003520000303   
0601TGM7N       20160101001165100000005000 0700003590000307   
0601TGM7N       20160101001170100000005000 0700003680000314   
0601TGM7N       20160101001175100000005000 0700003770000320   
0601TGM7N       20160101001180100000005000 0700003840000325   
0601TGM7N       20160101001185100000005000 0700003930000331   
0601TGM7N       20160101001190100000005000 0700004020000337   
0601TGM7N       20160101001195100000005000 0700004090000342   
0601TGM7N       20160101001200100000005000 0700004190000348   
0601TGM7N       20160101001205100000005000 0700004270000354   
0601TGM7N       20160101001210100000005000 0700004340000358   
0601TGM7N       20160101001215100000005000 0700004440000365   
0601TGM7N       20160101001220100000005000 0700004530000371   
0601TGM7N       20160101001225100000005000 0700004600000375   
0601TGM7N       20160101001230100000005000 0700004690000381   
0601TGM7N       20160101001235100000005000 0700004780000386   
0601TGM7N       20160101001240100000005000 0700004850000390   
0601TGM7N       20160101001245100000005000 0700004940000396   
0601TGM7N       20160101001250100000005000 0700005030000402   
0601TGM7N       20160101001255100000005000 0700005100000406   
0601TGM7N       20160101001260100000005000 0700005200000412   
0601TGM7N       20160101001265100000005000 0700005280000417   
0601TGM7N       20160101001270100000005000 0700005350000420   
0601TGM7N       20160101001275100000005000 0700005450000427   
0601TGM7N       20160101001280100000005000 0700005530000431   
0601TGM7N       20160101001285100000005000 0700005600000435   
0601TGM7N       20160101001290100000005000 0700005700000441   
0601TGM7N       20160101001295100000005000 0700005790000446   
0601TGM7N       20160101001300100098699900 0700000000000450   
0601TGM8N       20160101000000100000120000 0800000040000034   
0601TGM8N       20160101000120100000005000 0800000040000033   
0601TGM8N       20160101000125100000005000 0800000040000031   
0601TGM8N       20160101000130100000005000 0800000040000030   
0601TGM8N       20160101000135100000005000 0800000040000029   
0601TGM8N       20160101000140100000005000 0800000040000028   
0601TGM8N       20160101000145100000005000 0800000040000027   
0601TGM8N       20160101000150100000005000 0800000040000026   
0601TGM8N       20160101000155100000005000 0800000040000025   
0601TGM8N       20160101000160100000005000 0800000040000025   
0601TGM8N       20160101000165100000005000 0800000040000024   
0601TGM8N       20160101000170100000005000 0800000040000023   
0601TGM8N       20160101000175100000005000 0800000040000023   
0601TGM8N       20160101000180100000005000 0800000040000022   
0601TGM8N       20160101000185100000005000 0800000040000021   
0601TGM8N       20160101000190100000005000 0800000040000021   
0601TGM8N       20160101000195100000005000 0800000040000020   
0601TGM8N       20160101000200100000005000 0800000040000020   
0601TGM8N       20160101000205100000005000 0800000040000019   
0601TGM8N       20160101000210100000005000 0800000040000019   
0601TGM8N       20160101000215100000005000 0800000040000018   
0601TGM8N       20160101000220100000005000 0800000040000018   
0601TGM8N       20160101000225100000005000 0800000040000018   
0601TGM8N       20160101000230100000005000 0800000040000017   
0601TGM8N       20160101000235100000005000 0800000040000017   
0601TGM8N       20160101000240100000005000 0800000040000016   
0601TGM8N       20160101000245100000005000 0800000040000016   
0601TGM8N       20160101000250100000005000 0800000040000016   
0601TGM8N       20160101000255100000005000 0800000040000016   
0601TGM8N       20160101000260100000005000 0800000040000015   
0601TGM8N       20160101000265100000005000 0800000040000015   
0601TGM8N       20160101000270100000005000 0800000040000015   
0601TGM8N       20160101000275100000005000 0800000040000014   
0601TGM8N       20160101000280100000005000 0800000040000014   
0601TGM8N       20160101000285100000005000 0800000040000014   
0601TGM8N       20160101000290100000005000 0800000040000014   
0601TGM8N       20160101000295100000005000 0800000040000013   
0601TGM8N       20160101000300100000005000 0800000040000013   
0601TGM8N       20160101000305100000005000 0800000040000013   
0601TGM8N       20160101000310100000005000 0800000040000013   
0601TGM8N       20160101000315100000005000 0800000040000013   
0601TGM8N       20160101000320100000005000 0800000040000012   
0601TGM8N       20160101000325100000005000 0800000040000012   
0601TGM8N       20160101000330100000005000 0800000040000012   
0601TGM8N       20160101000335100000005000 0800000040000012   
0601TGM8N       20160101000340100000005000 0800000040000012   
0601TGM8N       20160101000345100000005000 0800000040000012   
0601TGM8N       20160101000350100000005000 0800000040000011   
0601TGM8N       20160101000355100000005000 0800000040000011   
0601TGM8N       20160101000360100000005000 0800000040000011   
0601TGM8N       20160101000365100000005000 0800000040000011   
0601TGM8N       20160101000370100000005000 0800000040000011   
0601TGM8N       20160101000375100000005000 0800000040000011   
0601TGM8N       20160101000380100000005000 0800000040000010   
0601TGM8N       20160101000385100000005000 0800000040000010   
0601TGM8N       20160101000390100000005000 0800000040000010   
0601TGM8N       20160101000395100000005000 0800000040000010   
0601TGM8N       20160101000400100000005000 0800000040000010   
0601TGM8N       20160101000405100000005000 0800000040000010   
0601TGM8N       20160101000410100000005000 0800000040000010   
0601TGM8N       20160101000415100000005000 0800000040000010   
0601TGM8N       20160101000420100000005000 0800000040000009   
0601TGM8N       20160101000425100000005000 0800000040000009   
0601TGM8N       20160101000430100000005000 0800000040000009   
0601TGM8N       20160101000435100000005000 0800000040000009   
0601TGM8N       20160101000440100000005000 0800000040000009   
0601TGM8N       20160101000445100000005000 0800000040000009   
0601TGM8N       20160101000450100000005000 0800000040000009   
0601TGM8N       20160101000455100000005000 0800000040000009   
0601TGM8N       20160101000460100000005000 0800000040000009   
0601TGM8N       20160101000465100000005000 0800000040000009   
0601TGM8N       20160101000470100000005000 0800000040000008   
0601TGM8N       20160101000475100000005000 0800000040000008   
0601TGM8N       20160101000480100000005000 0800000040000008   
0601TGM8N       20160101000485100000005000 0800000040000008   
0601TGM8N       20160101000490100000005000 0800000040000008   
0601TGM8N       20160101000495100000005000 0800000040000008   
0601TGM8N       20160101000500100000005000 0800000040000008   
0601TGM8N       20160101000505100000005000 0800000040000008   
0601TGM8N       20160101000510100000005000 0800000040000008   
0601TGM8N       20160101000515100000005000 0800000040000008   
0601TGM8N       20160101000520100000005000 0800000040000008   
0601TGM8N       20160101000525100000005000 0800000040000008   
0601TGM8N       20160101000530100000005000 0800000040000008   
0601TGM8N       20160101000535100000005000 0800000040000007   
0601TGM8N       20160101000540100000005000 0800000040000007   
0601TGM8N       20160101000545100000005000 0800000040000007   
0601TGM8N       20160101000550100000005000 0800000040000007   
0601TGM8N       20160101000555100000005000 0800000040000007   
0601TGM8N       20160101000560100000005000 0800000040000007   
0601TGM8N       20160101000565100000005000 0800000040000007   
0601TGM8N       20160101000570100000005000 0800000040000007   
0601TGM8N       20160101000575100000005000 0800000040000007   
0601TGM8N       20160101000580100000005000 0800000040000007   
0601TGM8N       20160101000585100000005000 0800000040000007   
0601TGM8N       20160101000590100000005000 0800000040000007   
0601TGM8N       20160101000595100000005000 0800000040000007   
0601TGM8N       20160101000600100000005000 0800000040000007   
0601TGM8N       20160101000605100000005000 0800000040000007   
0601TGM8N       20160101000610100000005000 0800000040000007   
0601TGM8N       20160101000615100000005000 0800000040000006   
0601TGM8N       20160101000620100000005000 0800000040000006   
0601TGM8N       20160101000625100000005000 0800000040000006   
0601TGM8N       20160101000630100000005000 0800000040000006   
0601TGM8N       20160101000635100000005000 0800000040000006   
0601TGM8N       20160101000640100000005000 0800000040000006   
0601TGM8N       20160101000645100000005000 0800000040000006   
0601TGM8N       20160101000650100000005000 0800000040000006   
0601TGM8N       20160101000655100000005000 0800000040000006   
0601TGM8N       20160101000660100000005000 0800000040000006   
0601TGM8N       20160101000665100000005000 0800000040000006   
0601TGM8N       20160101000670100000005000 0800000040000006   
0601TGM8N       20160101000675100000005000 0800000040000006   
0601TGM8N       20160101000680100000005000 0800000040000006   
0601TGM8N       20160101000685100000005000 0800000040000006   
0601TGM8N       20160101000690100000005000 0800000040000006   
0601TGM8N       20160101000695100000005000 0800000040000006   
0601TGM8N       20160101000700100000005000 0800000040000006   
0601TGM8N       20160101000705100000005000 0800000040000006   
0601TGM8N       20160101000710100000005000 0800000040000006   
0601TGM8N       20160101000715100000005000 0800000040000006   
0601TGM8N       20160101000720100000005000 0800000040000006   
0601TGM8N       20160101000725100000005000 0800000040000005   
0601TGM8N       20160101000730100000005000 0800000040000005   
0601TGM8N       20160101000735100000005000 0800000040000005   
0601TGM8N       20160101000740100000005000 0800000040000005   
0601TGM8N       20160101000745100000005000 0800000040000005   
0601TGM8N       20160101000750100000005000 0800000040000005   
0601TGM8N       20160101000755100000005000 0800000040000005   
0601TGM8N       20160101000760100000005000 0800000040000005   
0601TGM8N       20160101000765100000005000 0800000040000005   
0601TGM8N       20160101000770100000005000 0800000040000005   
0601TGM8N       20160101000775100000005000 0800000040000005   
0601TGM8N       20160101000780100000005000 0800000040000005   
0601TGM8N       20160101000785100000005000 0800000040000005   
0601TGM8N       20160101000790100000005000 0800000040000005   
0601TGM8N       20160101000795100000005000 0800000040000005   
0601TGM8N       20160101000800100000005000 0800000040000005   
0601TGM8N       20160101000805100000005000 0800000040000005   
0601TGM8N       20160101000810100000005000 0800000040000005   
0601TGM8N       20160101000815100000005000 0800000040000005   
0601TGM8N       20160101000820100000005000 0800000040000005   
0601TGM8N       20160101000825100000005000 0800000040000005   
0601TGM8N       20160101000830100000005000 0800000040000005   
0601TGM8N       20160101000835100000005000 0800000040000005   
0601TGM8N       20160101000840100000005000 0800000040000005   
0601TGM8N       20160101000845100000005000 0800000040000005   
0601TGM8N       20160101000850100000005000 0800000040000005   
0601TGM8N       20160101000855100000005000 0800000040000005   
0601TGM8N       20160101000860100000005000 0800000040000005   
0601TGM8N       20160101000865100000005000 0800000040000005   
0601TGM8N       20160101000870100000005000 0800000040000005   
0601TGM8N       20160101000875100000005000 0800000040000005   
0601TGM8N       20160101000880100000005000 0800000040000005   
0601TGM8N       20160101000885100000005000 0800000040000005   
0601TGM8N       20160101000890100000005000 0800000040000004   
0601TGM8N       20160101000895100000005000 0800000040000004   
0601TGM8N       20160101000900100000005000 0800000040000004   
0601TGM8N       20160101000905100000005000 0800000040000004   
0601TGM8N       20160101000910100000005000 0800000040000004   
0601TGM8N       20160101000915100000005000 0800000040000004   
0601TGM8N       20160101000920100000005000 0800000040000004   
0601TGM8N       20160101000925100000005000 0800000040000004   
0601TGM8N       20160101000930100000005000 0800000040000004   
0601TGM8N       20160101000935100000005000 0800000040000004   
0601TGM8N       20160101000940100000005000 0800000040000004   
0601TGM8N       20160101000945100000005000 0800000040000004   
0601TGM8N       20160101000950100000005000 0800000040000004   
0601TGM8N       20160101000955100000005000 0800000040000004   
0601TGM8N       20160101000960100000005000 0800000040000004   
0601TGM8N       20160101000965100000005000 0800000040000004   
0601TGM8N       20160101000970100000005000 0800000040000004   
0601TGM8N       20160101000975100000005000 0800000180000018   
0601TGM8N       20160101000980100000005000 0800000200000020   
0601TGM8N       20160101000985100000005000 0800000230000023   
0601TGM8N       20160101000990100000005000 0800000250000025   
0601TGM8N       20160101000995100000005000 0800000290000029   
0601TGM8N       20160101001000100000005000 0800000320000032   
0601TGM8N       20160101001005100000005000 0800000350000035   
0601TGM8N       20160101001010100000005000 0800000390000039   
0601TGM8N       20160101001015100000005000 0800000420000041   
0601TGM8N       20160101001020100000005000 0800000450000044   
0601TGM8N       20160101001025100000005000 0800000500000049   
0601TGM8N       20160101001030100000005000 0800000530000051   
0601TGM8N       20160101001035100000005000 0800000570000055   
0601TGM8N       20160101001040100000005000 0800000610000059   
0601TGM8N       20160101001045100000005000 0800000670000064   
0601TGM8N       20160101001050100000005000 0800000710000067   
0601TGM8N       20160101001055100000005000 0800000770000073   
0601TGM8N       20160101001060100000005000 0800000810000076   
0601TGM8N       20160101001065100000005000 0800000870000081   
0601TGM8N       20160101001070100000005000 0800000920000086   
0601TGM8N       20160101001075100000005000 0800000980000091   
0601TGM8N       20160101001080100000005000 0800001060000098   
0601TGM8N       20160101001085100000005000 0800001110000102   
0601TGM8N       20160101001090100000005000 0800001190000109   
0601TGM8N       20160101001095100000005000 0800001240000113   
0601TGM8N       20160101001100100000005000 0800001320000120   
0601TGM8N       20160101001105100000005000 0800001400000126   
0601TGM8N       20160101001110100000005000 0800001450000130   
0601TGM8N       20160101001115100000005000 0800001530000137   
0601TGM8N       20160101001120100000005000 0800001600000143   
0601TGM8N       20160101001125100000005000 0800001690000150   
0601TGM8N       20160101001130100000005000 0800001790000158   
0601TGM8N       20160101001135100000005000 0800001850000163   
0601TGM8N       20160101001140100000005000 0800001950000171   
0601TGM8N       20160101001145100000005000 0800002040000178   
0601TGM8N       20160101001150100000005000 0800002100000182   
0601TGM8N       20160101001155100000005000 0800002200000190   
0601TGM8N       20160101001160100000005000 0800002290000197   
0601TGM8N       20160101001165100000005000 0800002360000202   
0601TGM8N       20160101001170100000005000 0800002450000209   
0601TGM8N       20160101001175100000005000 0800002540000216   
0601TGM8N       20160101001180100000005000 0800002610000221   
0601TGM8N       20160101001185100000005000 0800002700000227   
0601TGM8N       20160101001190100000005000 0800002790000234   
0601TGM8N       20160101001195100000005000 0800002860000239   
0601TGM8N       20160101001200100000005000 0800002960000246   
0601TGM8N       20160101001205100000005000 0800003050000253   
0601TGM8N       20160101001210100000005000 0800003110000256   
0601TGM8N       20160101001215100000005000 0800003210000264   
0601TGM8N       20160101001220100000005000 0800003300000270   
0601TGM8N       20160101001225100000005000 0800003370000275   
0601TGM8N       20160101001230100000005000 0800003460000281   
0601TGM8N       20160101001235100000005000 0800003550000287   
0601TGM8N       20160101001240100000005000 0800003620000291   
0601TGM8N       20160101001245100000005000 0800003710000297   
0601TGM8N       20160101001250100000005000 0800003800000303   
0601TGM8N       20160101001255100000005000 0800003870000308   
0601TGM8N       20160101001260100000005000 0800003970000314   
0601TGM8N       20160101001265100000005000 0800004050000320   
0601TGM8N       20160101001270100000005000 0800004120000324   
0601TGM8N       20160101001275100000005000 0800004220000330   
0601TGM8N       20160101001280100000005000 0800004310000336   
0601TGM8N       20160101001285100000005000 0800004380000340   
0601TGM8N       20160101001290100000005000 0800004470000346   
0601TGM8N       20160101001295100000005000 0800004560000351   
0601TGM8N       20160101001300100000005000 0800004630000355   
0601TGM8N       20160101001305100000005000 0800004720000361   
0601TGM8N       20160101001310100000005000 0800004810000366   
0601TGM8N       20160101001315100000005000 0800004880000370   
0601TGM8N       20160101001320100000005000 0800004970000376   
0601TGM8N       20160101001325100000005000 0800005060000381   
0601TGM8N       20160101001330100000005000 0800005130000385   
0601TGM8N       20160101001335100000005000 0800005230000391   
0601TGM8N       20160101001340100000005000 0800005310000396   
0601TGM8N       20160101001345100000005000 0800005380000399   
0601TGM8N       20160101001350100000005000 0800005480000405   
0601TGM8N       20160101001355100000005000 0800005570000410   
0601TGM8N       20160101001360100000005000 0800005640000414   
0601TGM8N       20160101001365100000005000 0800005730000419   
0601TGM8N       20160101001370100000005000 0800005820000424   
0601TGM8N       20160101001375100000005000 0800005890000428   
0601TGM8N       20160101001380100000005000 0800005980000433   
0601TGM8N       20160101001385100000005000 0800006070000437   
0601TGM8N       20160101001390100000005000 0800006140000441   
0601TGM8N       20160101001395100000005000 0800006240000447   
0601TGM8N       20160101001400100098599900 0800000000000450   
0601TGM9N       20160101000000100000120000 0900000040000034   
0601TGM9N       20160101000120100000005000 0900000040000033   
0601TGM9N       20160101000125100000005000 0900000040000031   
0601TGM9N       20160101000130100000005000 0900000040000030   
0601TGM9N       20160101000135100000005000 0900000040000029   
0601TGM9N       20160101000140100000005000 0900000040000028   
0601TGM9N       20160101000145100000005000 0900000040000027   
0601TGM9N       20160101000150100000005000 0900000040000026   
0601TGM9N       20160101000155100000005000 0900000040000025   
0601TGM9N       20160101000160100000005000 0900000040000025   
0601TGM9N       20160101000165100000005000 0900000040000024   
0601TGM9N       20160101000170100000005000 0900000040000023   
0601TGM9N       20160101000175100000005000 0900000040000023   
0601TGM9N       20160101000180100000005000 0900000040000022   
0601TGM9N       20160101000185100000005000 0900000040000021   
0601TGM9N       20160101000190100000005000 0900000040000021   
0601TGM9N       20160101000195100000005000 0900000040000020   
0601TGM9N       20160101000200100000005000 0900000040000020   
0601TGM9N       20160101000205100000005000 0900000040000019   
0601TGM9N       20160101000210100000005000 0900000040000019   
0601TGM9N       20160101000215100000005000 0900000040000018   
0601TGM9N       20160101000220100000005000 0900000040000018   
0601TGM9N       20160101000225100000005000 0900000040000018   
0601TGM9N       20160101000230100000005000 0900000040000017   
0601TGM9N       20160101000235100000005000 0900000040000017   
0601TGM9N       20160101000240100000005000 0900000040000016   
0601TGM9N       20160101000245100000005000 0900000040000016   
0601TGM9N       20160101000250100000005000 0900000040000016   
0601TGM9N       20160101000255100000005000 0900000040000016   
0601TGM9N       20160101000260100000005000 0900000040000015   
0601TGM9N       20160101000265100000005000 0900000040000015   
0601TGM9N       20160101000270100000005000 0900000040000015   
0601TGM9N       20160101000275100000005000 0900000040000014   
0601TGM9N       20160101000280100000005000 0900000040000014   
0601TGM9N       20160101000285100000005000 0900000040000014   
0601TGM9N       20160101000290100000005000 0900000040000014   
0601TGM9N       20160101000295100000005000 0900000040000013   
0601TGM9N       20160101000300100000005000 0900000040000013   
0601TGM9N       20160101000305100000005000 0900000040000013   
0601TGM9N       20160101000310100000005000 0900000040000013   
0601TGM9N       20160101000315100000005000 0900000040000013   
0601TGM9N       20160101000320100000005000 0900000040000012   
0601TGM9N       20160101000325100000005000 0900000040000012   
0601TGM9N       20160101000330100000005000 0900000040000012   
0601TGM9N       20160101000335100000005000 0900000040000012   
0601TGM9N       20160101000340100000005000 0900000040000012   
0601TGM9N       20160101000345100000005000 0900000040000012   
0601TGM9N       20160101000350100000005000 0900000040000011   
0601TGM9N       20160101000355100000005000 0900000040000011   
0601TGM9N       20160101000360100000005000 0900000040000011   
0601TGM9N       20160101000365100000005000 0900000040000011   
0601TGM9N       20160101000370100000005000 0900000040000011   
0601TGM9N       20160101000375100000005000 0900000040000011   
0601TGM9N       20160101000380100000005000 0900000040000010   
0601TGM9N       20160101000385100000005000 0900000040000010   
0601TGM9N       20160101000390100000005000 0900000040000010   
0601TGM9N       20160101000395100000005000 0900000040000010   
0601TGM9N       20160101000400100000005000 0900000040000010   
0601TGM9N       20160101000405100000005000 0900000040000010   
0601TGM9N       20160101000410100000005000 0900000040000010   
0601TGM9N       20160101000415100000005000 0900000040000010   
0601TGM9N       20160101000420100000005000 0900000040000009   
0601TGM9N       20160101000425100000005000 0900000040000009   
0601TGM9N       20160101000430100000005000 0900000040000009   
0601TGM9N       20160101000435100000005000 0900000040000009   
0601TGM9N       20160101000440100000005000 0900000040000009   
0601TGM9N       20160101000445100000005000 0900000040000009   
0601TGM9N       20160101000450100000005000 0900000040000009   
0601TGM9N       20160101000455100000005000 0900000040000009   
0601TGM9N       20160101000460100000005000 0900000040000009   
0601TGM9N       20160101000465100000005000 0900000040000009   
0601TGM9N       20160101000470100000005000 0900000040000008   
0601TGM9N       20160101000475100000005000 0900000040000008   
0601TGM9N       20160101000480100000005000 0900000040000008   
0601TGM9N       20160101000485100000005000 0900000040000008   
0601TGM9N       20160101000490100000005000 0900000040000008   
0601TGM9N       20160101000495100000005000 0900000040000008   
0601TGM9N       20160101000500100000005000 0900000040000008   
0601TGM9N       20160101000505100000005000 0900000040000008   
0601TGM9N       20160101000510100000005000 0900000040000008   
0601TGM9N       20160101000515100000005000 0900000040000008   
0601TGM9N       20160101000520100000005000 0900000040000008   
0601TGM9N       20160101000525100000005000 0900000040000008   
0601TGM9N       20160101000530100000005000 0900000040000008   
0601TGM9N       20160101000535100000005000 0900000040000007   
0601TGM9N       20160101000540100000005000 0900000040000007   
0601TGM9N       20160101000545100000005000 0900000040000007   
0601TGM9N       20160101000550100000005000 0900000040000007   
0601TGM9N       20160101000555100000005000 0900000040000007   
0601TGM9N       20160101000560100000005000 0900000040000007   
0601TGM9N       20160101000565100000005000 0900000040000007   
0601TGM9N       20160101000570100000005000 0900000040000007   
0601TGM9N       20160101000575100000005000 0900000040000007   
0601TGM9N       20160101000580100000005000 0900000040000007   
0601TGM9N       20160101000585100000005000 0900000040000007   
0601TGM9N       20160101000590100000005000 0900000040000007   
0601TGM9N       20160101000595100000005000 0900000040000007   
0601TGM9N       20160101000600100000005000 0900000040000007   
0601TGM9N       20160101000605100000005000 0900000040000007   
0601TGM9N       20160101000610100000005000 0900000040000007   
0601TGM9N       20160101000615100000005000 0900000040000006   
0601TGM9N       20160101000620100000005000 0900000040000006   
0601TGM9N       20160101000625100000005000 0900000040000006   
0601TGM9N       20160101000630100000005000 0900000040000006   
0601TGM9N       20160101000635100000005000 0900000040000006   
0601TGM9N       20160101000640100000005000 0900000040000006   
0601TGM9N       20160101000645100000005000 0900000040000006   
0601TGM9N       20160101000650100000005000 0900000040000006   
0601TGM9N       20160101000655100000005000 0900000040000006   
0601TGM9N       20160101000660100000005000 0900000040000006   
0601TGM9N       20160101000665100000005000 0900000040000006   
0601TGM9N       20160101000670100000005000 0900000040000006   
0601TGM9N       20160101000675100000005000 0900000040000006   
0601TGM9N       20160101000680100000005000 0900000040000006   
0601TGM9N       20160101000685100000005000 0900000040000006   
0601TGM9N       20160101000690100000005000 0900000040000006   
0601TGM9N       20160101000695100000005000 0900000040000006   
0601TGM9N       20160101000700100000005000 0900000040000006   
0601TGM9N       20160101000705100000005000 0900000040000006   
0601TGM9N       20160101000710100000005000 0900000040000006   
0601TGM9N       20160101000715100000005000 0900000040000006   
0601TGM9N       20160101000720100000005000 0900000040000006   
0601TGM9N       20160101000725100000005000 0900000040000005   
0601TGM9N       20160101000730100000005000 0900000040000005   
0601TGM9N       20160101000735100000005000 0900000040000005   
0601TGM9N       20160101000740100000005000 0900000040000005   
0601TGM9N       20160101000745100000005000 0900000040000005   
0601TGM9N       20160101000750100000005000 0900000040000005   
0601TGM9N       20160101000755100000005000 0900000040000005   
0601TGM9N       20160101000760100000005000 0900000040000005   
0601TGM9N       20160101000765100000005000 0900000040000005   
0601TGM9N       20160101000770100000005000 0900000040000005   
0601TGM9N       20160101000775100000005000 0900000040000005   
0601TGM9N       20160101000780100000005000 0900000040000005   
0601TGM9N       20160101000785100000005000 0900000040000005   
0601TGM9N       20160101000790100000005000 0900000040000005   
0601TGM9N       20160101000795100000005000 0900000040000005   
0601TGM9N       20160101000800100000005000 0900000040000005   
0601TGM9N       20160101000805100000005000 0900000040000005   
0601TGM9N       20160101000810100000005000 0900000040000005   
0601TGM9N       20160101000815100000005000 0900000040000005   
0601TGM9N       20160101000820100000005000 0900000040000005   
0601TGM9N       20160101000825100000005000 0900000040000005   
0601TGM9N       20160101000830100000005000 0900000040000005   
0601TGM9N       20160101000835100000005000 0900000040000005   
0601TGM9N       20160101000840100000005000 0900000040000005   
0601TGM9N       20160101000845100000005000 0900000040000005   
0601TGM9N       20160101000850100000005000 0900000040000005   
0601TGM9N       20160101000855100000005000 0900000040000005   
0601TGM9N       20160101000860100000005000 0900000040000005   
0601TGM9N       20160101000865100000005000 0900000040000005   
0601TGM9N       20160101000870100000005000 0900000040000005   
0601TGM9N       20160101000875100000005000 0900000040000005   
0601TGM9N       20160101000880100000005000 0900000040000005   
