00TG               20151204                                                                                   
0601TGA1N       20160101001825100000005000 0100037640002060   
0601TGA1N       20160101001830100000005000 0100037790002062   
0601TGA1N       20160101001835100000005000 0100037980002067   
0601TGA1N       20160101001840100000005000 0100038130002069   
0601TGA1N       20160101001845100000005000 0100038290002073   
0601TGA1N       20160101001850100000005000 0100038470002077   
0601TGA1N       20160101001855100000005000 0100038630002080   
0601TGA1N       20160101001860100000005000 0100038780002082   
0601TGA1N       20160101001865100000005000 0100038970002087   
0601TGA1N       20160101001870100000005000 0100039120002089   
0601TGA1N       20160101001875100000005000 0100039280002092   
0601TGA1N       20160101001880100000005000 0100039460002096   
0601TGA1N       20160101001885100000005000 0100039620002099   
0601TGA1N       20160101001890100000005000 0100039770002101   
0601TGA1N       20160101001895100000005000 0100039960002106   
0601TGA1N       20160101001900100000005000 0100040120002109   
0601TGA1N       20160101001905100000005000 0100040270002111   
0601TGA1N       20160101001910100000005000 0100040460002116   
0601TGA1N       20160101001915100000005000 0100040610002118   
0601TGA1N       20160101001920100000005000 0100040770002121   
0601TGA1N       20160101001925100000005000 0100040950002125   
0601TGA1N       20160101001930100000005000 0100041110002127   
0601TGA1N       20160101001935100000005000 0100041260002130   
0601TGA1N       20160101001940100000005000 0100041450002134   
0601TGA1N       20160101001945100000005000 0100041600002136   
0601TGA1N       20160101001950100000005000 0100041760002139   
0601TGA1N       20160101001955100000005000 0100041940002143   
0601TGA1N       20160101001960100000005000 0100042100002145   
0601TGA1N       20160101001965100000005000 0100042250002147   
0601TGA1N       20160101001970100000005000 0100042440002152   
0601TGA1N       20160101001975100000005000 0100042600002154   
0601TGA1N       20160101001980100000005000 0100042750002156   
0601TGA1N       20160101001985100000005000 0100042940002161   
0601TGA1N       20160101001990100000005000 0100043090002163   
0601TGA1N       20160101001995100000005000 0100043250002165   
0601TGA1N       20160101002000100002000000 0100000000002545   
0601TGA1N       20160101004000100095999900 0100000000002736   
0601TGA2N       20160101000000100000120000 0200000040000034   
0601TGA2N       20160101000120100000005000 0200000040000033   
0601TGA2N       20160101000125100000005000 0200000040000031   
0601TGA2N       20160101000130100000005000 0200000040000030   
0601TGA2N       20160101000135100000005000 0200000040000029   
0601TGA2N       20160101000140100000005000 0200000040000028   
0601TGA2N       20160101000145100000005000 0200000040000027   
0601TGA2N       20160101000150100000005000 0200000040000026   
0601TGA2N       20160101000155100000005000 0200000040000025   
0601TGA2N       20160101000160100000005000 0200000040000025   
0601TGA2N       20160101000165100000005000 0200000040000024   
0601TGA2N       20160101000170100000005000 0200000040000023   
0601TGA2N       20160101000175100000005000 0200000040000023   
0601TGA2N       20160101000180100000005000 0200000040000022   
0601TGA2N       20160101000185100000005000 0200000040000021   
0601TGA2N       20160101000190100000005000 0200000040000021   
0601TGA2N       20160101000195100000005000 0200000040000020   
0601TGA2N       20160101000200100000005000 0200000040000020   
0601TGA2N       20160101000205100000005000 0200000040000019   
0601TGA2N       20160101000210100000005000 0200000040000019   
0601TGA2N       20160101000215100000005000 0200000040000018   
0601TGA2N       20160101000220100000005000 0200000040000018   
0601TGA2N       20160101000225100000005000 0200000040000018   
0601TGA2N       20160101000230100000005000 0200000040000017   
0601TGA2N       20160101000235100000005000 0200000040000017   
0601TGA2N       20160101000240100000005000 0200000040000016   
0601TGA2N       20160101000245100000005000 0200000040000016   
0601TGA2N       20160101000250100000005000 0200000040000016   
0601TGA2N       20160101000255100000005000 0200000040000016   
0601TGA2N       20160101000260100000005000 0200000040000015   
0601TGA2N       20160101000265100000005000 0200000040000015   
0601TGA2N       20160101000270100000005000 0200000040000015   
0601TGA2N       20160101000275100000005000 0200000040000014   
0601TGA2N       20160101000280100000005000 0200000040000014   
0601TGA2N       20160101000285100000005000 0200000040000014   
0601TGA2N       20160101000290100000005000 0200000040000014   
0601TGA2N       20160101000295100000005000 0200000040000013   
0601TGA2N       20160101000300100000005000 0200000040000013   
0601TGA2N       20160101000305100000005000 0200000040000013   
0601TGA2N       20160101000310100000005000 0200000040000013   
0601TGA2N       20160101000315100000005000 0200000040000013   
0601TGA2N       20160101000320100000005000 0200000040000012   
0601TGA2N       20160101000325100000005000 0200000040000012   
0601TGA2N       20160101000330100000005000 0200000040000012   
0601TGA2N       20160101000335100000005000 0200000040000012   
0601TGA2N       20160101000340100000005000 0200000040000012   
0601TGA2N       20160101000345100000005000 0200000040000012   
0601TGA2N       20160101000350100000005000 0200000040000011   
0601TGA2N       20160101000355100000005000 0200000190000053   
0601TGA2N       20160101000360100000005000 0200000230000063   
0601TGA2N       20160101000365100000005000 0200000270000073   
0601TGA2N       20160101000370100000005000 0200000310000083   
0601TGA2N       20160101000375100000005000 0200000360000095   
0601TGA2N       20160101000380100000005000 0200000430000112   
0601TGA2N       20160101000385100000005000 0200000480000124   
0601TGA2N       20160101000390100000005000 0200000540000138   
0601TGA2N       20160101000395100000005000 0200000600000151   
0601TGA2N       20160101000400100000005000 0200000670000166   
0601TGA2N       20160101000405100000005000 0200000730000179   
0601TGA2N       20160101000410100000005000 0200000800000194   
0601TGA2N       20160101000415100000005000 0200000880000211   
0601TGA2N       20160101000420100000005000 0200000960000227   
0601TGA2N       20160101000425100000005000 0200001040000243   
0601TGA2N       20160101000430100000005000 0200001120000259   
0601TGA2N       20160101000435100000005000 0200001200000274   
0601TGA2N       20160101000440100000005000 0200001290000292   
0601TGA2N       20160101000445100000005000 0200001370000306   
0601TGA2N       20160101000450100000005000 0200001450000320   
0601TGA2N       20160101000455100000005000 0200001530000334   
0601TGA2N       20160101000460100000005000 0200001610000348   
0601TGA2N       20160101000465100000005000 0200001700000364   
0601TGA2N       20160101000470100000005000 0200001780000377   
0601TGA2N       20160101000475100000005000 0200001880000394   
0601TGA2N       20160101000480100000005000 0200001960000406   
0601TGA2N       20160101000485100000005000 0200002040000418   
0601TGA2N       20160101000490100000005000 0200002120000430   
0601TGA2N       20160101000495100000005000 0200002200000442   
0601TGA2N       20160101000500100000005000 0200002290000456   
0601TGA2N       20160101000505100000005000 0200002370000467   
0601TGA2N       20160101000510100000005000 0200002450000478   
0601TGA2N       20160101000515100000005000 0200002530000489   
0601TGA2N       20160101000520100000005000 0200002620000501   
0601TGA2N       20160101000525100000005000 0200002700000512   
0601TGA2N       20160101000530100000005000 0200002780000522   
0601TGA2N       20160101000535100000005000 0200002860000532   
0601TGA2N       20160101000540100000005000 0200002950000544   
0601TGA2N       20160101000545100000005000 0200003030000553   
0601TGA2N       20160101000550100000005000 0200003110000563   
0601TGA2N       20160101000555100000005000 0200003190000572   
0601TGA2N       20160101000560100000005000 0200003280000583   
0601TGA2N       20160101000565100000005000 0200003370000594   
0601TGA2N       20160101000570100000005000 0200003470000606   
0601TGA2N       20160101000575100000005000 0200003550000615   
0601TGA2N       20160101000580100000005000 0200003640000625   
0601TGA2N       20160101000585100000005000 0200003740000637   
0601TGA2N       20160101000590100000005000 0200003830000646   
0601TGA2N       20160101000595100000005000 0200003930000658   
0601TGA2N       20160101000600100000005000 0200004020000667   
0601TGA2N       20160101000605100000005000 0200004120000678   
0601TGA2N       20160101000610100000005000 0200004200000686   
0601TGA2N       20160101000615100000005000 0200004300000696   
0601TGA2N       20160101000620100000005000 0200004410000708   
0601TGA2N       20160101000625100000005000 0200004510000719   
0601TGA2N       20160101000630100000005000 0200004610000729   
0601TGA2N       20160101000635100000005000 0200004720000740   
0601TGA2N       20160101000640100000005000 0200004820000750   
0601TGA2N       20160101000645100000005000 0200004900000757   
0601TGA2N       20160101000650100000005000 0200005010000768   
0601TGA2N       20160101000655100000005000 0200005110000777   
0601TGA2N       20160101000660100000005000 0200005210000786   
0601TGA2N       20160101000665100000005000 0200005320000797   
0601TGA2N       20160101000670100000005000 0200005420000806   
0601TGA2N       20160101000675100000005000 0200005520000815   
0601TGA2N       20160101000680100000005000 0200005610000822   
0601TGA2N       20160101000685100000005000 0200005710000831   
0601TGA2N       20160101000690100000005000 0200005810000839   
0601TGA2N       20160101000695100000005000 0200005910000847   
0601TGA2N       20160101000700100000005000 0200006020000857   
0601TGA2N       20160101000705100000005000 0200006120000865   
0601TGA2N       20160101000710100000005000 0200006220000873   
0601TGA2N       20160101000715100000005000 0200006310000879   
0601TGA2N       20160101000720100000005000 0200006410000887   
0601TGA2N       20160101000725100000005000 0200006510000895   
0601TGA2N       20160101000730100000005000 0200006620000904   
0601TGA2N       20160101000735100000005000 0200006720000911   
0601TGA2N       20160101000740100000005000 0200006820000919   
0601TGA2N       20160101000745100000005000 0200006930000927   
0601TGA2N       20160101000750100000005000 0200007010000932   
0601TGA2N       20160101000755100000005000 0200007120000940   
0601TGA2N       20160101000760100000005000 0200007220000947   
0601TGA2N       20160101000765100000005000 0200007330000955   
0601TGA2N       20160101000770100000005000 0200007430000962   
0601TGA2N       20160101000775100000005000 0200007530000968   
0601TGA2N       20160101000780100000005000 0200007640000976   
0601TGA2N       20160101000785100000005000 0200007720000980   
0601TGA2N       20160101000790100000005000 0200007820000987   
0601TGA2N       20160101000795100000005000 0200007920000993   
0601TGA2N       20160101000800100000005000 0200008020000999   
0601TGA2N       20160101000805100000005000 0200008120001006   
0601TGA2N       20160101000810100000005000 0200008220001012   
0601TGA2N       20160101000815100000005000 0200008320001018   
0601TGA2N       20160101000820100000005000 0200008400001021   
0601TGA2N       20160101000825100000005000 0200008500001027   
0601TGA2N       20160101000830100000005000 0200008600001033   
0601TGA2N       20160101000835100000005000 0200008700001039   
0601TGA2N       20160101000840100000005000 0200008800001045   
0601TGA2N       20160101000845100000005000 0200008900001050   
0601TGA2N       20160101000850100000005000 0200009000001056   
0601TGA2N       20160101000855100000005000 0200009080001059   
0601TGA2N       20160101000860100000005000 0200009180001064   
0601TGA2N       20160101000865100000005000 0200009280001070   
0601TGA2N       20160101000870100000005000 0200009380001075   
0601TGA2N       20160101000875100000005000 0200009480001080   
0601TGA2N       20160101000880100000005000 0200009600001088   
0601TGA2N       20160101000885100000005000 0200009700001093   
0601TGA2N       20160101000890100000005000 0200009800001098   
0601TGA2N       20160101000895100000005000 0200009900001103   
0601TGA2N       20160101000900100000005000 0200010000001108   
0601TGA2N       20160101000905100000005000 0200010100001113   
0601TGA2N       20160101000910100000005000 0200010200001118   
0601TGA2N       20160101000915100000005000 0200010300001123   
0601TGA2N       20160101000920100000005000 0200010410001128   
0601TGA2N       20160101000925100000005000 0200010520001134   
0601TGA2N       20160101000930100000005000 0200010630001140   
0601TGA2N       20160101000935100000005000 0200010750001147   
0601TGA2N       20160101000940100000005000 0200010860001152   
0601TGA2N       20160101000945100000005000 0200010970001158   
0601TGA2N       20160101000950100000005000 0200011080001163   
0601TGA2N       20160101000955100000005000 0200011190001169   
0601TGA2N       20160101000960100000005000 0200011310001175   
0601TGA2N       20160101000965100000005000 0200011420001180   
0601TGA2N       20160101000970100000005000 0200011530001186   
0601TGA2N       20160101000975100000005000 0200011650001192   
0601TGA2N       20160101000980100000005000 0200011760001197   
0601TGA2N       20160101000985100000005000 0200011880001203   
0601TGA2N       20160101000990100000005000 0200011990001208   
0601TGA2N       20160101000995100000005000 0200012110001214   
0601TGA2N       20160101001000100000005000 0200012220001219   
0601TGA2N       20160101001005100000005000 0200012340001225   
0601TGA2N       20160101001010100000005000 0200012450001230   
0601TGA2N       20160101001015100000005000 0200012590001237   
0601TGA2N       20160101001020100000005000 0200012710001243   
0601TGA2N       20160101001025100000005000 0200012830001249   
0601TGA2N       20160101001030100000005000 0200012950001254   
0601TGA2N       20160101001035100000005000 0200013070001260   
0601TGA2N       20160101001040100000005000 0200013190001265   
0601TGA2N       20160101001045100000005000 0200013310001271   
0601TGA2N       20160101001050100000005000 0200013440001277   
0601TGA2N       20160101001055100000005000 0200013560001282   
0601TGA2N       20160101001060100000005000 0200013680001288   
0601TGA2N       20160101001065100000005000 0200013800001293   
0601TGA2N       20160101001070100000005000 0200013920001298   
0601TGA2N       20160101001075100000005000 0200014070001306   
0601TGA2N       20160101001080100000005000 0200014190001311   
0601TGA2N       20160101001085100000005000 0200014310001316   
0601TGA2N       20160101001090100000005000 0200014430001321   
0601TGA2N       20160101001095100000005000 0200014550001326   
0601TGA2N       20160101001100100000005000 0200014670001331   
0601TGA2N       20160101001105100000005000 0200014820001338   
0601TGA2N       20160101001110100000005000 0200014940001343   
0601TGA2N       20160101001115100000005000 0200015060001348   
0601TGA2N       20160101001120100000005000 0200015180001352   
0601TGA2N       20160101001125100000005000 0200015330001360   
0601TGA2N       20160101001130100000005000 0200015450001364   
0601TGA2N       20160101001135100000005000 0200015570001369   
0601TGA2N       20160101001140100000005000 0200015720001376   
0601TGA2N       20160101001145100000005000 0200015840001380   
0601TGA2N       20160101001150100000005000 0200015960001385   
0601TGA2N       20160101001155100000005000 0200016100001391   
0601TGA2N       20160101001160100000005000 0200016220001395   
0601TGA2N       20160101001165100000005000 0200016350001400   
0601TGA2N       20160101001170100000005000 0200016490001406   
0601TGA2N       20160101001175100000005000 0200016610001411   
0601TGA2N       20160101001180100000005000 0200016730001415   
0601TGA2N       20160101001185100000005000 0200016880001421   
0601TGA2N       20160101001190100000005000 0200017000001426   
0601TGA2N       20160101001195100000005000 0200017120001430   
0601TGA2N       20160101001200100000005000 0200017270001436   
0601TGA2N       20160101001205100000005000 0200017390001440   
0601TGA2N       20160101001210100000005000 0200017510001444   
0601TGA2N       20160101001215100000005000 0200017660001451   
0601TGA2N       20160101001220100000005000 0200017780001454   
0601TGA2N       20160101001225100000005000 0200017910001459   
0601TGA2N       20160101001230100000005000 0200018070001466   
0601TGA2N       20160101001235100000005000 0200018200001471   
0601TGA2N       20160101001240100000005000 0200018330001475   
0601TGA2N       20160101001245100000005000 0200018490001482   
0601TGA2N       20160101001250100000005000 0200018620001487   
0601TGA2N       20160101001255100000005000 0200018750001491   
0601TGA2N       20160101001260100000005000 0200018900001497   
0601TGA2N       20160101001265100000005000 0200019030001501   
0601TGA2N       20160101001270100000005000 0200019160001506   
0601TGA2N       20160101001275100000005000 0200019320001512   
0601TGA2N       20160101001280100000005000 0200019450001517   
0601TGA2N       20160101001285100000005000 0200019580001521   
0601TGA2N       20160101001290100000005000 0200019740001527   
0601TGA2N       20160101001295100000005000 0200019870001531   
0601TGA2N       20160101001300100000005000 0200020000001536   
0601TGA2N       20160101001305100000005000 0200020160001542   
0601TGA2N       20160101001310100000005000 0200020290001546   
0601TGA2N       20160101001315100000005000 0200020420001550   
0601TGA2N       20160101001320100000005000 0200020570001555   
0601TGA2N       20160101001325100000005000 0200020700001559   
0601TGA2N       20160101001330100000005000 0200020830001563   
0601TGA2N       20160101001335100000005000 0200020990001569   
0601TGA2N       20160101001340100000005000 0200021120001573   
0601TGA2N       20160101001345100000005000 0200021250001577   
0601TGA2N       20160101001350100000005000 0200021410001583   
0601TGA2N       20160101001355100000005000 0200021540001587   
0601TGA2N       20160101001360100000005000 0200021670001590   
0601TGA2N       20160101001365100000005000 0200021820001596   
0601TGA2N       20160101001370100000005000 0200021960001600   
0601TGA2N       20160101001375100000005000 0200022090001604   
0601TGA2N       20160101001380100000005000 0200022240001609   
0601TGA2N       20160101001385100000005000 0200022370001612   
0601TGA2N       20160101001390100000005000 0200022500001616   
0601TGA2N       20160101001395100000005000 0200022660001621   
0601TGA2N       20160101001400100000005000 0200022790001625   
0601TGA2N       20160101001405100000005000 0200022920001628   
0601TGA2N       20160101001410100000005000 0200023080001634   
0601TGA2N       20160101001415100000005000 0200023210001637   
0601TGA2N       20160101001420100000005000 0200023340001641   
0601TGA2N       20160101001425100000005000 0200023490001646   
0601TGA2N       20160101001430100000005000 0200023620001649   
0601TGA2N       20160101001435100000005000 0200023760001653   
0601TGA2N       20160101001440100000005000 0200023910001658   
0601TGA2N       20160101001445100000005000 0200024040001661   
0601TGA2N       20160101001450100000005000 0200024170001664   
0601TGA2N       20160101001455100000005000 0200024330001669   
0601TGA2N       20160101001460100000005000 0200024460001672   
0601TGA2N       20160101001465100000005000 0200024590001676   
0601TGA2N       20160101001470100000005000 0200024750001681   
0601TGA2N       20160101001475100000005000 0200024880001684   
0601TGA2N       20160101001480100000005000 0200025010001687   
0601TGA2N       20160101001485100000005000 0200025160001691   
0601TGA2N       20160101001490100000005000 0200025290001694   
0601TGA2N       20160101001495100000005000 0200025420001697   
0601TGA2N       20160101001500100000005000 0200025580001702   
0601TGA2N       20160101001505100000005000 0200025710001705   
0601TGA2N       20160101001510100000005000 0200025850001709   
0601TGA2N       20160101001515100000005000 0200026010001714   
0601TGA2N       20160101001520100000005000 0200026150001718   
0601TGA2N       20160101001525100000005000 0200026290001721   
0601TGA2N       20160101001530100000005000 0200026460001727   
0601TGA2N       20160101001535100000005000 0200026600001730   
0601TGA2N       20160101001540100000005000 0200026740001734   
0601TGA2N       20160101001545100000005000 0200026910001739   
0601TGA2N       20160101001550100000005000 0200027050001742   
0601TGA2N       20160101001555100000005000 0200027190001746   
0601TGA2N       20160101001560100000005000 0200027330001749   
0601TGA2N       20160101001565100000005000 0200027490001754   
0601TGA2N       20160101001570100000005000 0200027630001757   
0601TGA2N       20160101001575100000005000 0200027770001760   
0601TGA2N       20160101001580100000005000 0200027940001766   
0601TGA2N       20160101001585100000005000 0200028080001769   
0601TGA2N       20160101001590100000005000 0200028220001772   
0601TGA2N       20160101001595100000005000 0200028390001777   
0601TGA2N       20160101001600100000005000 0200028530001780   
0601TGA2N       20160101001605100000005000 0200028670001784   
0601TGA2N       20160101001610100000005000 0200028830001788   
0601TGA2N       20160101001615100000005000 0200028970001791   
0601TGA2N       20160101001620100000005000 0200029110001794   
0601TGA2N       20160101001625100000005000 0200029280001799   
0601TGA2N       20160101001630100000005000 0200029420001802   
0601TGA2N       20160101001635100000005000 0200029560001805   
0601TGA2N       20160101001640100000005000 0200029730001810   
0601TGA2N       20160101001645100000005000 0200029870001813   
0601TGA2N       20160101001650100000005000 0200030010001816   
0601TGA2N       20160101001655100000005000 0200030170001820   
0601TGA2N       20160101001660100000005000 0200030310001823   
0601TGA2N       20160101001665100000005000 0200030450001826   
0601TGA2N       20160101001670100000005000 0200030620001831   
0601TGA2N       20160101001675100000005000 0200030760001834   
0601TGA2N       20160101001680100000005000 0200030900001837   
0601TGA2N       20160101001685100000005000 0200031080001842   
0601TGA2N       20160101001690100000005000 0200031220001845   
0601TGA2N       20160101001695100000005000 0200031370001848   
0601TGA2N       20160101001700100000005000 0200031540001853   
0601TGA2N       20160101001705100000005000 0200031690001856   
0601TGA2N       20160101001710100000005000 0200031840001859   
0601TGA2N       20160101001715100000005000 0200032010001864   
0601TGA2N       20160101001720100000005000 0200032160001867   
0601TGA2N       20160101001725100000005000 0200032300001870   
0601TGA2N       20160101001730100000005000 0200032480001875   
0601TGA2N       20160101001735100000005000 0200032620001877   
0601TGA2N       20160101001740100000005000 0200032770001881   
0601TGA2N       20160101001745100000005000 0200032940001885   
0601TGA2N       20160101001750100000005000 0200033090001888   
0601TGA2N       20160101001755100000005000 0200033240001891   
0601TGA2N       20160101001760100000005000 0200033410001896   
0601TGA2N       20160101001765100000005000 0200033560001899   
0601TGA2N       20160101001770100000005000 0200033700001901   
0601TGA2N       20160101001775100000005000 0200033880001906   
0601TGA2N       20160101001780100000005000 0200034020001909   
0601TGA2N       20160101001785100000005000 0200034170001912   
0601TGA2N       20160101001790100000005000 0200034340001916   
0601TGA2N       20160101001795100000005000 0200034490001919   
0601TGA2N       20160101001800100000005000 0200034640001922   
0601TGA2N       20160101001805100000005000 0200034810001926   
0601TGA2N       20160101001810100000005000 0200034960001929   
0601TGA2N       20160101001815100000005000 0200035100001931   
0601TGA2N       20160101001820100000005000 0200035280001936   
0601TGA2N       20160101001825100000005000 0200035420001938   
0601TGA2N       20160101001830100000005000 0200035570001941   
0601TGA2N       20160101001835100000005000 0200035740001945   
0601TGA2N       20160101001840100000005000 0200035890001948   
0601TGA2N       20160101001845100000005000 0200036040001951   
0601TGA2N       20160101001850100000005000 0200036210001955   
0601TGA2N       20160101001855100000005000 0200036360001957   
0601TGA2N       20160101001860100000005000 0200036500001960   
0601TGA2N       20160101001865100000005000 0200036680001964   
0601TGA2N       20160101001870100000005000 0200036820001966   
0601TGA2N       20160101001875100000005000 0200036970001969   
0601TGA2N       20160101001880100000005000 0200037140001973   
0601TGA2N       20160101001885100000005000 0200037290001976   
0601TGA2N       20160101001890100000005000 0200037440001978   
0601TGA2N       20160101001895100000005000 0200037610001982   
0601TGA2N       20160101001900100000005000 0200037760001985   
0601TGA2N       20160101001905100000005000 0200037920001988   
0601TGA2N       20160101001910100000005000 0200038100001992   
0601TGA2N       20160101001915100000005000 0200038260001995   
0601TGA2N       20160101001920100000005000 0200038410001998   
0601TGA2N       20160101001925100000005000 0200038600002003   
0601TGA2N       20160101001930100000005000 0200038760002006   
0601TGA2N       20160101001935100000005000 0200038910002008   
0601TGA2N       20160101001940100000005000 0200039100002013   
0601TGA2N       20160101001945100000005000 0200039250002015   
0601TGA2N       20160101001950100000005000 0200039410002018   
0601TGA2N       20160101001955100000005000 0200039590002022   
0601TGA2N       20160101001960100000005000 0200039750002025   
0601TGA2N       20160101001965100000005000 0200039900002028   
0601TGA2N       20160101001970100000005000 0200040090002032   
0601TGA2N       20160101001975100000005000 0200040240002035   
0601TGA2N       20160101001980100000005000 0200040400002038   
0601TGA2N       20160101001985100000005000 0200040580002042   
0601TGA2N       20160101001990100000005000 0200040740002045   
0601TGA2N       20160101001995100000005000 0200040890002047   
0601TGA2N       20160101002000100002000000 0200000000002467   
0601TGA2N       20160101004000100095999900 0200000000002678   
0601TGA3N       20160101000000100000120000 0300000040000034   
0601TGA3N       20160101000120100000005000 0300000040000033   
0601TGA3N       20160101000125100000005000 0300000040000031   
0601TGA3N       20160101000130100000005000 0300000040000030   
0601TGA3N       20160101000135100000005000 0300000040000029   
0601TGA3N       20160101000140100000005000 0300000040000028   
0601TGA3N       20160101000145100000005000 0300000040000027   
0601TGA3N       20160101000150100000005000 0300000040000026   
0601TGA3N       20160101000155100000005000 0300000040000025   
0601TGA3N       20160101000160100000005000 0300000040000025   
0601TGA3N       20160101000165100000005000 0300000040000024   
0601TGA3N       20160101000170100000005000 0300000040000023   
0601TGA3N       20160101000175100000005000 0300000040000023   
0601TGA3N       20160101000180100000005000 0300000040000022   
0601TGA3N       20160101000185100000005000 0300000040000021   
0601TGA3N       20160101000190100000005000 0300000040000021   
0601TGA3N       20160101000195100000005000 0300000040000020   
0601TGA3N       20160101000200100000005000 0300000040000020   
0601TGA3N       20160101000205100000005000 0300000040000019   
0601TGA3N       20160101000210100000005000 0300000040000019   
0601TGA3N       20160101000215100000005000 0300000040000018   
0601TGA3N       20160101000220100000005000 0300000040000018   
0601TGA3N       20160101000225100000005000 0300000040000018   
0601TGA3N       20160101000230100000005000 0300000040000017   
0601TGA3N       20160101000235100000005000 0300000040000017   
0601TGA3N       20160101000240100000005000 0300000040000016   
0601TGA3N       20160101000245100000005000 0300000040000016   
0601TGA3N       20160101000250100000005000 0300000040000016   
0601TGA3N       20160101000255100000005000 0300000040000016   
0601TGA3N       20160101000260100000005000 0300000040000015   
0601TGA3N       20160101000265100000005000 0300000040000015   
0601TGA3N       20160101000270100000005000 0300000040000015   
0601TGA3N       20160101000275100000005000 0300000040000014   
0601TGA3N       20160101000280100000005000 0300000040000014   
0601TGA3N       20160101000285100000005000 0300000040000014   
0601TGA3N       20160101000290100000005000 0300000040000014   
0601TGA3N       20160101000295100000005000 0300000040000013   
0601TGA3N       20160101000300100000005000 0300000040000013   
0601TGA3N       20160101000305100000005000 0300000040000013   
0601TGA3N       20160101000310100000005000 0300000040000013   
0601TGA3N       20160101000315100000005000 0300000040000013   
0601TGA3N       20160101000320100000005000 0300000040000012   
0601TGA3N       20160101000325100000005000 0300000040000012   
0601TGA3N       20160101000330100000005000 0300000040000012   
0601TGA3N       20160101000335100000005000 0300000040000012   
0601TGA3N       20160101000340100000005000 0300000040000012   
0601TGA3N       20160101000345100000005000 0300000040000012   
0601TGA3N       20160101000350100000005000 0300000040000011   
0601TGA3N       20160101000355100000005000 0300000040000011   
0601TGA3N       20160101000360100000005000 0300000040000011   
0601TGA3N       20160101000365100000005000 0300000040000011   
0601TGA3N       20160101000370100000005000 0300000040000011   
0601TGA3N       20160101000375100000005000 0300000040000011   
0601TGA3N       20160101000380100000005000 0300000040000010   
0601TGA3N       20160101000385100000005000 0300000040000010   
0601TGA3N       20160101000390100000005000 0300000040000010   
0601TGA3N       20160101000395100000005000 0300000040000010   
0601TGA3N       20160101000400100000005000 0300000040000010   
0601TGA3N       20160101000405100000005000 0300000040000010   
0601TGA3N       20160101000410100000005000 0300000040000010   
0601TGA3N       20160101000415100000005000 0300000040000010   
0601TGA3N       20160101000420100000005000 0300000040000009   
0601TGA3N       20160101000425100000005000 0300000040000009   
0601TGA3N       20160101000430100000005000 0300000170000039   
0601TGA3N       20160101000435100000005000 0300000210000048   
0601TGA3N       20160101000440100000005000 0300000250000056   
0601TGA3N       20160101000445100000005000 0300000280000063   
0601TGA3N       20160101000450100000005000 0300000350000077   
0601TGA3N       20160101000455100000005000 0300000400000087   
0601TGA3N       20160101000460100000005000 0300000460000099   
0601TGA3N       20160101000465100000005000 0300000510000109   
0601TGA3N       20160101000470100000005000 0300000570000121   
0601TGA3N       20160101000475100000005000 0300000650000136   
0601TGA3N       20160101000480100000005000 0300000710000147   
0601TGA3N       20160101000485100000005000 0300000780000160   
0601TGA3N       20160101000490100000005000 0300000850000173   
0601TGA3N       20160101000495100000005000 0300000930000187   
0601TGA3N       20160101000500100000005000 0300001010000201   
0601TGA3N       20160101000505100000005000 0300001090000215   
0601TGA3N       20160101000510100000005000 0300001180000230   
0601TGA3N       20160101000515100000005000 0300001260000243   
0601TGA3N       20160101000520100000005000 0300001340000256   
0601TGA3N       20160101000525100000005000 0300001420000269   
0601TGA3N       20160101000530100000005000 0300001500000282   
0601TGA3N       20160101000535100000005000 0300001590000296   
0601TGA3N       20160101000540100000005000 0300001670000308   
0601TGA3N       20160101000545100000005000 0300001750000320   
0601TGA3N       20160101000550100000005000 0300001830000331   
0601TGA3N       20160101000555100000005000 0300001910000343   
0601TGA3N       20160101000560100000005000 0300002000000356   
0601TGA3N       20160101000565100000005000 0300002080000367   
0601TGA3N       20160101000570100000005000 0300002160000377   
0601TGA3N       20160101000575100000005000 0300002230000386   
0601TGA3N       20160101000580100000005000 0300002310000397   
0601TGA3N       20160101000585100000005000 0300002390000407   
0601TGA3N       20160101000590100000005000 0300002470000417   
0601TGA3N       20160101000595100000005000 0300002560000428   
0601TGA3N       20160101000600100000005000 0300002640000438   
0601TGA3N       20160101000605100000005000 0300002720000448   
0601TGA3N       20160101000610100000005000 0300002790000456   
0601TGA3N       20160101000615100000005000 0300002870000465   
0601TGA3N       20160101000620100000005000 0300002950000474   
0601TGA3N       20160101000625100000005000 0300003030000483   
0601TGA3N       20160101000630100000005000 0300003120000493   
0601TGA3N       20160101000635100000005000 0300003200000502   
0601TGA3N       20160101000640100000005000 0300003280000511   
0601TGA3N       20160101000645100000005000 0300003360000519   
0601TGA3N       20160101000650100000005000 0300003460000530   
0601TGA3N       20160101000655100000005000 0300003550000540   
0601TGA3N       20160101000660100000005000 0300003650000551   
0601TGA3N       20160101000665100000005000 0300003740000560   
0601TGA3N       20160101000670100000005000 0300003840000571   
0601TGA3N       20160101000675100000005000 0300003930000580   
0601TGA3N       20160101000680100000005000 0300004010000588   
0601TGA3N       20160101000685100000005000 0300004120000599   
0601TGA3N       20160101000690100000005000 0300004220000609   
0601TGA3N       20160101000695100000005000 0300004320000619   
0601TGA3N       20160101000700100000005000 0300004430000631   
0601TGA3N       20160101000705100000005000 0300004530000640   
0601TGA3N       20160101000710100000005000 0300004630000650   
0601TGA3N       20160101000715100000005000 0300004720000658   
