00VD               20231110                                                                                   
0601VDB1N       20240101002050100000050000 0100000000001943   
0601VDB1N       20240101002100100000050000 0100000000001978   
0601VDB1N       20240101002150100000050000 0100000000002012   
0601VDB1N       20240101002200100000050000 0100000000002050   
0601VDB1N       20240101002250100000050000 0100000000002087   
0601VDB1N       20240101002300100000050000 0100000000002123   
0601VDB1N       20240101002350100000050000 0100000000002157   
0601VDB1N       20240101002400100000050000 0100000000002190   
0601VDB1N       20240101002450100000050000 0100000000002222   
0601VDB1N       20240101002500100000050000 0100000000002253   
0601VDB1N       20240101002550100000050000 0100000000002285   
0601VDB1N       20240101002600100000050000 0100000000002313   
0601VDB1N       20240101002650100000050000 0100000000002341   
0601VDB1N       20240101002700100000050000 0100000000002368   
0601VDB1N       20240101002750100000050000 0100000000002393   
0601VDB1N       20240101002800100000050000 0100000000002419   
0601VDB1N       20240101002850100000050000 0100000000002442   
0601VDB1N       20240101002900100000050000 0100000000002466   
0601VDB1N       20240101002950100000050000 0100000000002490   
0601VDB1N       20240101003000100000050000 0100000000002515   
0601VDB1N       20240101003050100000050000 0100000000002536   
0601VDB1N       20240101003100100000050000 0100000000002558   
0601VDB1N       20240101003150100000050000 0100000000002578   
0601VDB1N       20240101003200100000050000 0100000000002597   
0601VDB1N       20240101003250100000050000 0100000000002618   
0601VDB1N       20240101003300100000050000 0100000000002637   
0601VDB1N       20240101003350100000050000 0100000000002655   
0601VDB1N       20240101003400100000050000 0100000000002675   
0601VDB1N       20240101003450100000050000 0100000000002694   
0601VDB1N       20240101003500100000050000 0100000000002712   
0601VDB1N       20240101003550100000050000 0100000000002730   
0601VDB1N       20240101003600100000050000 0100000000002746   
0601VDB1N       20240101003650100000050000 0100000000002763   
0601VDB1N       20240101003700100000050000 0100000000002779   
0601VDB1N       20240101003750100000050000 0100000000002794   
0601VDB1N       20240101003800100000050000 0100000000002809   
0601VDB1N       20240101003850100000050000 0100000000002824   
0601VDB1N       20240101003900100000050000 0100000000002840   
0601VDB1N       20240101003950100000050000 0100000000002855   
0601VDB1N       20240101004000100000050000 0100000000002871   
0601VDB1N       20240101004050100000050000 0100000000002884   
0601VDB1N       20240101004100100000050000 0100000000002899   
0601VDB1N       20240101004150100000050000 0100000000002913   
0601VDB1N       20240101004200100000050000 0100000000002926   
0601VDB1N       20240101004250100000050000 0100000000002939   
0601VDB1N       20240101004300100000050000 0100000000002952   
0601VDB1N       20240101004350100000050000 0100000000002964   
0601VDB1N       20240101004400100000050000 0100000000002979   
0601VDB1N       20240101004450100000050000 0100000000002991   
0601VDB1N       20240101004500100000050000 0100000000003004   
0601VDB1N       20240101004550100000050000 0100000000003016   
0601VDB1N       20240101004600100000050000 0100000000003029   
0601VDB1N       20240101004650100000050000 0100000000003040   
0601VDB1N       20240101004700100000050000 0100000000003053   
0601VDB1N       20240101004750100000050000 0100000000003064   
0601VDB1N       20240101004800100000050000 0100000000003074   
0601VDB1N       20240101004850100000050000 0100000000003086   
0601VDB1N       20240101004900100000050000 0100000000003096   
0601VDB1N       20240101004950100000050000 0100000000003108   
0601VDB1N       20240101005000100000050000 0100000000003119   
0601VDB1N       20240101005050100000050000 0100000000003131   
0601VDB1N       20240101005100100000050000 0100000000003141   
0601VDB1N       20240101005150100000050000 0100000000003151   
0601VDB1N       20240101005200100000050000 0100000000003162   
0601VDB1N       20240101005250100000050000 0100000000003172   
0601VDB1N       20240101005300100000050000 0100000000003182   
0601VDB1N       20240101005350100000050000 0100000000003192   
0601VDB1N       20240101005400100000050000 0100000000003201   
0601VDB1N       20240101005450100000050000 0100000000003211   
0601VDB1N       20240101005500100000050000 0100000000003220   
0601VDB1N       20240101005550100000050000 0100000000003230   
0601VDB1N       20240101005600100000050000 0100000000003240   
0601VDB1N       20240101005650100000050000 0100000000003250   
0601VDB1N       20240101005700100000050000 0100000000003259   
0601VDB1N       20240101005750100000050000 0100000000003269   
0601VDB1N       20240101005800100000050000 0100000000003278   
0601VDB1N       20240101005850100000050000 0100000000003287   
0601VDB1N       20240101005900100000050000 0100000000003295   
0601VDB1N       20240101005950100000050000 0100000000003304   
0601VDB1N       20240101006000100000050000 0100000000003313   
0601VDB1N       20240101006050100000050000 0100000000003321   
0601VDB1N       20240101006100100000050000 0100000000003329   
0601VDB1N       20240101006150100000050000 0100000000003337   
0601VDB1N       20240101006200100000050000 0100000000003345   
0601VDB1N       20240101006250100000050000 0100000000003353   
0601VDB1N       20240101006300100000050000 0100000000003360   
0601VDB1N       20240101006350100000050000 0100000000003367   
0601VDB1N       20240101006400100000050000 0100000000003375   
0601VDB1N       20240101006450100000050000 0100000000003383   
0601VDB1N       20240101006500100000050000 0100000000003389   
0601VDB1N       20240101006550100000050000 0100000000003397   
0601VDB1N       20240101006600100000050000 0100000000003404   
0601VDB1N       20240101006650100000050000 0100000000003410   
0601VDB1N       20240101006700100000050000 0100000000003417   
0601VDB1N       20240101006750100000050000 0100000000003424   
0601VDB1N       20240101006800100000050000 0100000000003430   
0601VDB1N       20240101006850100000050000 0100000000003437   
0601VDB1N       20240101006900100000050000 0100000000003443   
0601VDB1N       20240101006950100000050000 0100000000003450   
0601VDB1N       20240101007000100000050000 0100000000003455   
0601VDB1N       20240101007050100000050000 0100000000003462   
0601VDB1N       20240101007100100000050000 0100000000003467   
0601VDB1N       20240101007150100000050000 0100000000003474   
0601VDB1N       20240101007200100000050000 0100000000003479   
0601VDB1N       20240101007250100000050000 0100000000003484   
0601VDB1N       20240101007300100000050000 0100000000003490   
0601VDB1N       20240101007350100000050000 0100000000003496   
0601VDB1N       20240101007400100000050000 0100000000003501   
0601VDB1N       20240101007450100000050000 0100000000003507   
0601VDB1N       20240101007500100000050000 0100000000003512   
0601VDB1N       20240101007550100000050000 0100000000003517   
0601VDB1N       20240101007600100000050000 0100000000003523   
0601VDB1N       20240101007650100000050000 0100000000003528   
0601VDB1N       20240101007700100000050000 0100000000003533   
0601VDB1N       20240101007750100000050000 0100000000003537   
0601VDB1N       20240101007800100000050000 0100000000003542   
0601VDB1N       20240101007850100000050000 0100000000003548   
0601VDB1N       20240101007900100000050000 0100000000003552   
0601VDB1N       20240101007950100000050000 0100000000003557   
0601VDB1N       20240101008000100000050000 0100000000003561   
0601VDB1N       20240101008050100000050000 0100000000003566   
0601VDB1N       20240101008100100000050000 0100000000003570   
0601VDB1N       20240101008150100000050000 0100000000003574   
0601VDB1N       20240101008200100000050000 0100000000003579   
0601VDB1N       20240101008250100000050000 0100000000003584   
0601VDB1N       20240101008300100000050000 0100000000003588   
0601VDB1N       20240101008350100000050000 0100000000003593   
0601VDB1N       20240101008400100000050000 0100000000003597   
0601VDB1N       20240101008450100000050000 0100000000003601   
0601VDB1N       20240101008500100000050000 0100000000003605   
0601VDB1N       20240101008550100000050000 0100000000003609   
0601VDB1N       20240101008600100000050000 0100000000003613   
0601VDB1N       20240101008650100000050000 0100000000003617   
0601VDB1N       20240101008700100000050000 0100000000003621   
0601VDB1N       20240101008750100000050000 0100000000003625   
0601VDB1N       20240101008800100000050000 0100000000003628   
0601VDB1N       20240101008850100000050000 0100000000003631   
0601VDB1N       20240101008900100000050000 0100000000003635   
0601VDB1N       20240101008950100000050000 0100000000003639   
0601VDB1N       20240101009000100000050000 0100000000003642   
0601VDB1N       20240101009050100000050000 0100000000003644   
0601VDB1N       20240101009100100000050000 0100000000003648   
0601VDB1N       20240101009150100000050000 0100000000003651   
0601VDB1N       20240101009200100000050000 0100000000003654   
0601VDB1N       20240101009250100000050000 0100000000003656   
0601VDB1N       20240101009300100000050000 0100000000003659   
0601VDB1N       20240101009350100000050000 0100000000003661   
0601VDB1N       20240101009400100000050000 0100000000003664   
0601VDB1N       20240101009450100000050000 0100000000003667   
0601VDB1N       20240101009500100000050000 0100000000003670   
0601VDB1N       20240101009550100000050000 0100000000003672   
0601VDB1N       20240101009600100000050000 0100000000003674   
0601VDB1N       20240101009650100000050000 0100000000003677   
0601VDB1N       20240101009700100000050000 0100000000003679   
0601VDB1N       20240101009750100000050000 0100000000003681   
0601VDB1N       20240101009800100000050000 0100000000003685   
0601VDB1N       20240101009850100000050000 0100000000003687   
0601VDB1N       20240101009900100000050000 0100000000003689   
0601VDB1N       20240101009950100000050000 0100000000003691   
0601VDB1N       20240101010000100040000000 0100000000003693   
0601VDB2N       20240101000000100000485000 0200000000000000   
0601VDB2N       20240101000485100000005000 0200000000000003   
0601VDB2N       20240101000490100000005000 0200000000000007   
0601VDB2N       20240101000495100000005000 0200000000000010   
0601VDB2N       20240101000500100000005000 0200000000000012   
0601VDB2N       20240101000505100000005000 0200000000000015   
0601VDB2N       20240101000510100000005000 0200000000000019   
0601VDB2N       20240101000515100000005000 0200000000000025   
0601VDB2N       20240101000520100000005000 0200000000000029   
0601VDB2N       20240101000525100000005000 0200000000000035   
0601VDB2N       20240101000530100000005000 0200000000000041   
0601VDB2N       20240101000535100000005000 0200000000000045   
0601VDB2N       20240101000540100000005000 0200000000000050   
0601VDB2N       20240101000545100000005000 0200000000000057   
0601VDB2N       20240101000550100000005000 0200000000000065   
0601VDB2N       20240101000555100000005000 0200000000000073   
0601VDB2N       20240101000560100000005000 0200000000000080   
0601VDB2N       20240101000565100000005000 0200000000000086   
0601VDB2N       20240101000570100000005000 0200000000000093   
0601VDB2N       20240101000575100000005000 0200000000000103   
0601VDB2N       20240101000580100000005000 0200000000000111   
0601VDB2N       20240101000585100000005000 0200000000000120   
0601VDB2N       20240101000590100000005000 0200000000000129   
0601VDB2N       20240101000595100000005000 0200000000000137   
0601VDB2N       20240101000600100000005000 0200000000000145   
0601VDB2N       20240101000605100000005000 0200000000000154   
0601VDB2N       20240101000610100000005000 0200000000000161   
0601VDB2N       20240101000615100000005000 0200000000000170   
0601VDB2N       20240101000620100000005000 0200000000000177   
0601VDB2N       20240101000625100000005000 0200000000000186   
0601VDB2N       20240101000630100000005000 0200000000000192   
0601VDB2N       20240101000635100000005000 0200000000000203   
0601VDB2N       20240101000640100000005000 0200000000000211   
0601VDB2N       20240101000645100000005000 0200000000000221   
0601VDB2N       20240101000650100000005000 0200000000000230   
0601VDB2N       20240101000655100000005000 0200000000000240   
0601VDB2N       20240101000660100000005000 0200000000000248   
0601VDB2N       20240101000665100000005000 0200000000000257   
0601VDB2N       20240101000670100000005000 0200000000000265   
0601VDB2N       20240101000675100000005000 0200000000000274   
0601VDB2N       20240101000680100000005000 0200000000000282   
0601VDB2N       20240101000685100000005000 0200000000000292   
0601VDB2N       20240101000690100000005000 0200000000000298   
0601VDB2N       20240101000695100000005000 0200000000000307   
0601VDB2N       20240101000700100000005000 0200000000000317   
0601VDB2N       20240101000705100000005000 0200000000000326   
0601VDB2N       20240101000710100000005000 0200000000000336   
0601VDB2N       20240101000715100000005000 0200000000000347   
0601VDB2N       20240101000720100000005000 0200000000000355   
0601VDB2N       20240101000725100000005000 0200000000000365   
0601VDB2N       20240101000730100000005000 0200000000000374   
0601VDB2N       20240101000735100000005000 0200000000000382   
0601VDB2N       20240101000740100000005000 0200000000000391   
0601VDB2N       20240101000745100000005000 0200000000000401   
0601VDB2N       20240101000750100000005000 0200000000000408   
0601VDB2N       20240101000755100000005000 0200000000000418   
0601VDB2N       20240101000760100000005000 0200000000000428   
0601VDB2N       20240101000765100000005000 0200000000000440   
0601VDB2N       20240101000770100000005000 0200000000000448   
0601VDB2N       20240101000775100000005000 0200000000000459   
0601VDB2N       20240101000780100000005000 0200000000000471   
0601VDB2N       20240101000785100000005000 0200000000000480   
0601VDB2N       20240101000790100000005000 0200000000000489   
0601VDB2N       20240101000795100000005000 0200000000000499   
0601VDB2N       20240101000800100000005000 0200000000000509   
0601VDB2N       20240101000805100000005000 0200000000000517   
0601VDB2N       20240101000810100000005000 0200000000000527   
0601VDB2N       20240101000815100000005000 0200000000000536   
0601VDB2N       20240101000820100000005000 0200000000000545   
0601VDB2N       20240101000825100000005000 0200000000000553   
0601VDB2N       20240101000830100000005000 0200000000000562   
0601VDB2N       20240101000835100000005000 0200000000000569   
0601VDB2N       20240101000840100000005000 0200000000000579   
0601VDB2N       20240101000845100000005000 0200000000000587   
0601VDB2N       20240101000850100000005000 0200000000000596   
0601VDB2N       20240101000855100000005000 0200000000000603   
0601VDB2N       20240101000860100000005000 0200000000000612   
0601VDB2N       20240101000865100000005000 0200000000000618   
0601VDB2N       20240101000870100000005000 0200000000000627   
0601VDB2N       20240101000875100000005000 0200000000000635   
0601VDB2N       20240101000880100000005000 0200000000000643   
0601VDB2N       20240101000885100000005000 0200000000000649   
0601VDB2N       20240101000890100000005000 0200000000000658   
0601VDB2N       20240101000895100000005000 0200000000000665   
0601VDB2N       20240101000900100000005000 0200000000000672   
0601VDB2N       20240101000905100000005000 0200000000000682   
0601VDB2N       20240101000910100000005000 0200000000000691   
0601VDB2N       20240101000915100000005000 0200000000000700   
0601VDB2N       20240101000920100000005000 0200000000000711   
0601VDB2N       20240101000925100000005000 0200000000000720   
0601VDB2N       20240101000930100000005000 0200000000000730   
0601VDB2N       20240101000935100000005000 0200000000000739   
0601VDB2N       20240101000940100000005000 0200000000000750   
0601VDB2N       20240101000945100000005000 0200000000000757   
0601VDB2N       20240101000950100000005000 0200000000000768   
0601VDB2N       20240101000955100000005000 0200000000000777   
0601VDB2N       20240101000960100000005000 0200000000000787   
0601VDB2N       20240101000965100000005000 0200000000000794   
0601VDB2N       20240101000970100000005000 0200000000000804   
0601VDB2N       20240101000975100000005000 0200000000000812   
0601VDB2N       20240101000980100000005000 0200000000000821   
0601VDB2N       20240101000985100000005000 0200000000000830   
0601VDB2N       20240101000990100000005000 0200000000000839   
0601VDB2N       20240101000995100000005000 0200000000000846   
0601VDB2N       20240101001000100000005000 0200000000000855   
0601VDB2N       20240101001005100000005000 0200000000000862   
0601VDB2N       20240101001010100000005000 0200000000000872   
0601VDB2N       20240101001015100000005000 0200000000000880   
0601VDB2N       20240101001020100000005000 0200000000000889   
0601VDB2N       20240101001025100000005000 0200000000000895   
0601VDB2N       20240101001030100000005000 0200000000000904   
0601VDB2N       20240101001035100000005000 0200000000000912   
0601VDB2N       20240101001040100000005000 0200000000000920   
0601VDB2N       20240101001045100000005000 0200000000000924   
0601VDB2N       20240101001050100000005000 0200000000000929   
0601VDB2N       20240101001055100000005000 0200000000000934   
0601VDB2N       20240101001060100000005000 0200000000000939   
0601VDB2N       20240101001065100000005000 0200000000000942   
0601VDB2N       20240101001070100000005000 0200000000000946   
0601VDB2N       20240101001075100000005000 0200000000000951   
0601VDB2N       20240101001080100000005000 0200000000000955   
0601VDB2N       20240101001085100000005000 0200000000000958   
0601VDB2N       20240101001090100000005000 0200000000000963   
0601VDB2N       20240101001095100000005000 0200000000000968   
0601VDB2N       20240101001100100000005000 0200000000000972   
0601VDB2N       20240101001105100000005000 0200000000000977   
0601VDB2N       20240101001110100000005000 0200000000000981   
0601VDB2N       20240101001115100000005000 0200000000000985   
0601VDB2N       20240101001120100000005000 0200000000000987   
0601VDB2N       20240101001125100000005000 0200000000000992   
0601VDB2N       20240101001130100000005000 0200000000000996   
0601VDB2N       20240101001135100000005000 0200000000001001   
0601VDB2N       20240101001140100000005000 0200000000001004   
0601VDB2N       20240101001145100000005000 0200000000001009   
0601VDB2N       20240101001150100000005000 0200000000001012   
0601VDB2N       20240101001155100000005000 0200000000001015   
0601VDB2N       20240101001160100000005000 0200000000001020   
0601VDB2N       20240101001165100000005000 0200000000001025   
0601VDB2N       20240101001170100000005000 0200000000001028   
0601VDB2N       20240101001175100000005000 0200000000001032   
0601VDB2N       20240101001180100000005000 0200000000001034   
0601VDB2N       20240101001185100000005000 0200000000001041   
0601VDB2N       20240101001190100000005000 0200000000001043   
0601VDB2N       20240101001195100000005000 0200000000001048   
0601VDB2N       20240101001200100000005000 0200000000001051   
0601VDB2N       20240101001205100000005000 0200000000001055   
0601VDB2N       20240101001210100000005000 0200000000001060   
0601VDB2N       20240101001215100000005000 0200000000001064   
0601VDB2N       20240101001220100000005000 0200000000001067   
0601VDB2N       20240101001225100000005000 0200000000001070   
0601VDB2N       20240101001230100000005000 0200000000001075   
0601VDB2N       20240101001235100000005000 0200000000001079   
0601VDB2N       20240101001240100000005000 0200000000001083   
0601VDB2N       20240101001245100000005000 0200000000001086   
0601VDB2N       20240101001250100000005000 0200000000001091   
0601VDB2N       20240101001255100000005000 0200000000001095   
0601VDB2N       20240101001260100000005000 0200000000001097   
0601VDB2N       20240101001265100000005000 0200000000001103   
0601VDB2N       20240101001270100000005000 0200000000001105   
0601VDB2N       20240101001275100000005000 0200000000001109   
0601VDB2N       20240101001280100000005000 0200000000001113   
0601VDB2N       20240101001285100000005000 0200000000001117   
0601VDB2N       20240101001290100000005000 0200000000001120   
0601VDB2N       20240101001295100000005000 0200000000001123   
0601VDB2N       20240101001300100000005000 0200000000001128   
0601VDB2N       20240101001305100000005000 0200000000001131   
0601VDB2N       20240101001310100000005000 0200000000001134   
0601VDB2N       20240101001315100000005000 0200000000001141   
0601VDB2N       20240101001320100000005000 0200000000001144   
0601VDB2N       20240101001325100000005000 0200000000001148   
0601VDB2N       20240101001330100000005000 0200000000001154   
0601VDB2N       20240101001335100000005000 0200000000001158   
0601VDB2N       20240101001340100000005000 0200000000001162   
0601VDB2N       20240101001345100000005000 0200000000001168   
0601VDB2N       20240101001350100000005000 0200000000001171   
0601VDB2N       20240101001355100000005000 0200000000001176   
0601VDB2N       20240101001360100000005000 0200000000001181   
0601VDB2N       20240101001365100000005000 0200000000001184   
0601VDB2N       20240101001370100000005000 0200000000001188   
0601VDB2N       20240101001375100000005000 0200000000001193   
0601VDB2N       20240101001380100000005000 0200000000001197   
0601VDB2N       20240101001385100000005000 0200000000001200   
0601VDB2N       20240101001390100000005000 0200000000001206   
0601VDB2N       20240101001395100000005000 0200000000001209   
0601VDB2N       20240101001400100000005000 0200000000001213   
0601VDB2N       20240101001405100000005000 0200000000001218   
0601VDB2N       20240101001410100000005000 0200000000001223   
0601VDB2N       20240101001415100000005000 0200000000001226   
0601VDB2N       20240101001420100000005000 0200000000001230   
0601VDB2N       20240101001425100000005000 0200000000001235   
0601VDB2N       20240101001430100000005000 0200000000001240   
0601VDB2N       20240101001435100000005000 0200000000001243   
0601VDB2N       20240101001440100000005000 0200000000001249   
0601VDB2N       20240101001445100000005000 0200000000001253   
0601VDB2N       20240101001450100000005000 0200000000001257   
0601VDB2N       20240101001455100000005000 0200000000001262   
0601VDB2N       20240101001460100000005000 0200000000001265   
0601VDB2N       20240101001465100000005000 0200000000001269   
0601VDB2N       20240101001470100000005000 0200000000001275   
0601VDB2N       20240101001475100000005000 0200000000001279   
0601VDB2N       20240101001480100000005000 0200000000001282   
0601VDB2N       20240101001485100000005000 0200000000001287   
0601VDB2N       20240101001490100000005000 0200000000001292   
0601VDB2N       20240101001495100000005000 0200000000001295   
0601VDB2N       20240101001500100000005000 0200000000001300   
0601VDB2N       20240101001505100000005000 0200000000001302   
0601VDB2N       20240101001510100000005000 0200000000001308   
0601VDB2N       20240101001515100000005000 0200000000001312   
0601VDB2N       20240101001520100000005000 0200000000001315   
0601VDB2N       20240101001525100000005000 0200000000001319   
0601VDB2N       20240101001530100000005000 0200000000001325   
0601VDB2N       20240101001535100000005000 0200000000001329   
0601VDB2N       20240101001540100000005000 0200000000001331   
0601VDB2N       20240101001545100000005000 0200000000001337   
0601VDB2N       20240101001550100000005000 0200000000001342   
0601VDB2N       20240101001555100000005000 0200000000001344   
0601VDB2N       20240101001560100000005000 0200000000001349   
0601VDB2N       20240101001565100000005000 0200000000001352   
0601VDB2N       20240101001570100000005000 0200000000001357   
0601VDB2N       20240101001575100000005000 0200000000001360   
0601VDB2N       20240101001580100000005000 0200000000001365   
0601VDB2N       20240101001585100000005000 0200000000001367   
0601VDB2N       20240101001590100000005000 0200000000001372   
0601VDB2N       20240101001595100000005000 0200000000001377   
0601VDB2N       20240101001600100000005000 0200000000001380   
0601VDB2N       20240101001605100000005000 0200000000001384   
0601VDB2N       20240101001610100000005000 0200000000001390   
0601VDB2N       20240101001615100000005000 0200000000001392   
0601VDB2N       20240101001620100000005000 0200000000001396   
0601VDB2N       20240101001625100000005000 0200000000001401   
0601VDB2N       20240101001630100000005000 0200000000001405   
0601VDB2N       20240101001635100000005000 0200000000001409   
0601VDB2N       20240101001640100000005000 0200000000001413   
0601VDB2N       20240101001645100000005000 0200000000001417   
0601VDB2N       20240101001650100000005000 0200000000001421   
0601VDB2N       20240101001655100000005000 0200000000001426   
0601VDB2N       20240101001660100000005000 0200000000001430   
0601VDB2N       20240101001665100000005000 0200000000001433   
0601VDB2N       20240101001670100000005000 0200000000001439   
0601VDB2N       20240101001675100000005000 0200000000001442   
0601VDB2N       20240101001680100000005000 0200000000001446   
0601VDB2N       20240101001685100000005000 0200000000001450   
0601VDB2N       20240101001690100000005000 0200000000001454   
0601VDB2N       20240101001695100000005000 0200000000001458   
0601VDB2N       20240101001700100000005000 0200000000001463   
0601VDB2N       20240101001705100000005000 0200000000001467   
0601VDB2N       20240101001710100000005000 0200000000001472   
0601VDB2N       20240101001715100000005000 0200000000001476   
0601VDB2N       20240101001720100000005000 0200000000001481   
0601VDB2N       20240101001725100000005000 0200000000001485   
0601VDB2N       20240101001730100000005000 0200000000001491   
0601VDB2N       20240101001735100000005000 0200000000001496   
0601VDB2N       20240101001740100000005000 0200000000001500   
0601VDB2N       20240101001745100000005000 0200000000001505   
0601VDB2N       20240101001750100000005000 0200000000001511   
0601VDB2N       20240101001755100000005000 0200000000001517   
0601VDB2N       20240101001760100000005000 0200000000001521   
0601VDB2N       20240101001765100000005000 0200000000001528   
0601VDB2N       20240101001770100000005000 0200000000001532   
0601VDB2N       20240101001775100000005000 0200000000001537   
0601VDB2N       20240101001780100000005000 0200000000001543   
0601VDB2N       20240101001785100000005000 0200000000001547   
0601VDB2N       20240101001790100000005000 0200000000001552   
0601VDB2N       20240101001795100000005000 0200000000001558   
0601VDB2N       20240101001800100000005000 0200000000001563   
0601VDB2N       20240101001805100000005000 0200000000001567   
0601VDB2N       20240101001810100000005000 0200000000001573   
0601VDB2N       20240101001815100000005000 0200000000001578   
0601VDB2N       20240101001820100000005000 0200000000001581   
0601VDB2N       20240101001825100000005000 0200000000001589   
0601VDB2N       20240101001830100000005000 0200000000001593   
0601VDB2N       20240101001835100000005000 0200000000001597   
0601VDB2N       20240101001840100000005000 0200000000001603   
0601VDB2N       20240101001845100000005000 0200000000001607   
0601VDB2N       20240101001850100000005000 0200000000001612   
0601VDB2N       20240101001855100000005000 0200000000001616   
0601VDB2N       20240101001860100000005000 0200000000001622   
0601VDB2N       20240101001865100000005000 0200000000001625   
0601VDB2N       20240101001870100000005000 0200000000001630   
0601VDB2N       20240101001875100000005000 0200000000001634   
0601VDB2N       20240101001880100000005000 0200000000001639   
0601VDB2N       20240101001885100000005000 0200000000001642   
0601VDB2N       20240101001890100000005000 0200000000001649   
0601VDB2N       20240101001895100000005000 0200000000001653   
0601VDB2N       20240101001900100000005000 0200000000001656   
0601VDB2N       20240101001905100000005000 0200000000001661   
0601VDB2N       20240101001910100000005000 0200000000001664   
0601VDB2N       20240101001915100000005000 0200000000001668   
0601VDB2N       20240101001920100000005000 0200000000001673   
0601VDB2N       20240101001925100000005000 0200000000001677   
0601VDB2N       20240101001930100000005000 0200000000001680   
0601VDB2N       20240101001935100000005000 0200000000001684   
0601VDB2N       20240101001940100000005000 0200000000001688   
0601VDB2N       20240101001945100000005000 0200000000001692   
0601VDB2N       20240101001950100000005000 0200000000001696   
0601VDB2N       20240101001955100000005000 0200000000001699   
0601VDB2N       20240101001960100000005000 0200000000001702   
0601VDB2N       20240101001965100000005000 0200000000001707   
0601VDB2N       20240101001970100000005000 0200000000001710   
0601VDB2N       20240101001975100000005000 0200000000001714   
0601VDB2N       20240101001980100000005000 0200000000001718   
0601VDB2N       20240101001985100000005000 0200000000001721   
0601VDB2N       20240101001990100000005000 0200000000001725   
0601VDB2N       20240101001995100000005000 0200000000001729   
0601VDB2N       20240101002000100000050000 0200000000001747   
0601VDB2N       20240101002050100000050000 0200000000001780   
0601VDB2N       20240101002100100000050000 0200000000001814   
0601VDB2N       20240101002150100000050000 0200000000001847   
0601VDB2N       20240101002200100000050000 0200000000001881   
0601VDB2N       20240101002250100000050000 0200000000001913   
0601VDB2N       20240101002300100000050000 0200000000001944   
0601VDB2N       20240101002350100000050000 0200000000001975   
0601VDB2N       20240101002400100000050000 0200000000002005   
0601VDB2N       20240101002450100000050000 0200000000002038   
0601VDB2N       20240101002500100000050000 0200000000002070   
0601VDB2N       20240101002550100000050000 0200000000002107   
0601VDB2N       20240101002600100000050000 0200000000002140   
0601VDB2N       20240101002650100000050000 0200000000002174   
0601VDB2N       20240101002700100000050000 0200000000002204   
0601VDB2N       20240101002750100000050000 0200000000002234   
0601VDB2N       20240101002800100000050000 0200000000002264   
0601VDB2N       20240101002850100000050000 0200000000002293   
0601VDB2N       20240101002900100000050000 0200000000002322   
0601VDB2N       20240101002950100000050000 0200000000002349   
0601VDB2N       20240101003000100000050000 0200000000002376   
0601VDB2N       20240101003050100000050000 0200000000002400   
0601VDB2N       20240101003100100000050000 0200000000002424   
0601VDB2N       20240101003150100000050000 0200000000002447   
0601VDB2N       20240101003200100000050000 0200000000002470   
0601VDB2N       20240101003250100000050000 0200000000002492   
0601VDB2N       20240101003300100000050000 0200000000002514   
0601VDB2N       20240101003350100000050000 0200000000002536   
0601VDB2N       20240101003400100000050000 0200000000002557   
0601VDB2N       20240101003450100000050000 0200000000002578   
0601VDB2N       20240101003500100000050000 0200000000002598   
0601VDB2N       20240101003550100000050000 0200000000002616   
0601VDB2N       20240101003600100000050000 0200000000002635   
0601VDB2N       20240101003650100000050000 0200000000002652   
0601VDB2N       20240101003700100000050000 0200000000002671   
0601VDB2N       20240101003750100000050000 0200000000002689   
0601VDB2N       20240101003800100000050000 0200000000002707   
0601VDB2N       20240101003850100000050000 0200000000002724   
0601VDB2N       20240101003900100000050000 0200000000002740   
0601VDB2N       20240101003950100000050000 0200000000002757   
0601VDB2N       20240101004000100000050000 0200000000002773   
0601VDB2N       20240101004050100000050000 0200000000002788   
0601VDB2N       20240101004100100000050000 0200000000002803   
0601VDB2N       20240101004150100000050000 0200000000002818   
0601VDB2N       20240101004200100000050000 0200000000002832   
0601VDB2N       20240101004250100000050000 0200000000002847   
0601VDB2N       20240101004300100000050000 0200000000002862   
0601VDB2N       20240101004350100000050000 0200000000002876   
0601VDB2N       20240101004400100000050000 0200000000002891   
0601VDB2N       20240101004450100000050000 0200000000002904   
0601VDB2N       20240101004500100000050000 0200000000002917   
0601VDB2N       20240101004550100000050000 0200000000002930   
0601VDB2N       20240101004600100000050000 0200000000002943   
0601VDB2N       20240101004650100000050000 0200000000002955   
0601VDB2N       20240101004700100000050000 0200000000002967   
0601VDB2N       20240101004750100000050000 0200000000002980   
0601VDB2N       20240101004800100000050000 0200000000002993   
0601VDB2N       20240101004850100000050000 0200000000003006   
0601VDB2N       20240101004900100000050000 0200000000003017   
0601VDB2N       20240101004950100000050000 0200000000003030   
0601VDB2N       20240101005000100000050000 0200000000003041   
0601VDB2N       20240101005050100000050000 0200000000003053   
0601VDB2N       20240101005100100000050000 0200000000003064   
0601VDB2N       20240101005150100000050000 0200000000003075   
0601VDB2N       20240101005200100000050000 0200000000003085   
0601VDB2N       20240101005250100000050000 0200000000003095   
0601VDB2N       20240101005300100000050000 0200000000003107   
0601VDB2N       20240101005350100000050000 0200000000003118   
0601VDB2N       20240101005400100000050000 0200000000003128   
0601VDB2N       20240101005450100000050000 0200000000003139   
0601VDB2N       20240101005500100000050000 0200000000003150   
0601VDB2N       20240101005550100000050000 0200000000003160   
0601VDB2N       20240101005600100000050000 0200000000003170   
