00VD               20231110                                                                                   
0601VDC7N       20240101000835100000005000 0700000000000578   
0601VDC7N       20240101000840100000005000 0700000000000584   
0601VDC7N       20240101000845100000005000 0700000000000589   
0601VDC7N       20240101000850100000005000 0700000000000595   
0601VDC7N       20240101000855100000005000 0700000000000600   
0601VDC7N       20240101000860100000005000 0700000000000605   
0601VDC7N       20240101000865100000005000 0700000000000611   
0601VDC7N       20240101000870100000005000 0700000000000615   
0601VDC7N       20240101000875100000005000 0700000000000622   
0601VDC7N       20240101000880100000005000 0700000000000626   
0601VDC7N       20240101000885100000005000 0700000000000632   
0601VDC7N       20240101000890100000005000 0700000000000636   
0601VDC7N       20240101000895100000005000 0700000000000641   
0601VDC7N       20240101000900100000005000 0700000000000647   
0601VDC7N       20240101000905100000005000 0700000000000651   
0601VDC7N       20240101000910100000005000 0700000000000657   
0601VDC7N       20240101000915100000005000 0700000000000662   
0601VDC7N       20240101000920100000005000 0700000000000666   
0601VDC7N       20240101000925100000005000 0700000000000671   
0601VDC7N       20240101000930100000005000 0700000000000675   
0601VDC7N       20240101000935100000005000 0700000000000681   
0601VDC7N       20240101000940100000005000 0700000000000685   
0601VDC7N       20240101000945100000005000 0700000000000691   
0601VDC7N       20240101000950100000005000 0700000000000695   
0601VDC7N       20240101000955100000005000 0700000000000699   
0601VDC7N       20240101000960100000005000 0700000000000704   
0601VDC7N       20240101000965100000005000 0700000000000708   
0601VDC7N       20240101000970100000005000 0700000000000713   
0601VDC7N       20240101000975100000005000 0700000000000718   
0601VDC7N       20240101000980100000005000 0700000000000723   
0601VDC7N       20240101000985100000005000 0700000000000726   
0601VDC7N       20240101000990100000005000 0700000000000732   
0601VDC7N       20240101000995100000005000 0700000000000735   
0601VDC7N       20240101001000100000005000 0700000000000741   
0601VDC7N       20240101001005100000005000 0700000000000744   
0601VDC7N       20240101001010100000005000 0700000000000749   
0601VDC7N       20240101001015100000005000 0700000000000752   
0601VDC7N       20240101001020100000005000 0700000000000758   
0601VDC7N       20240101001025100000005000 0700000000000761   
0601VDC7N       20240101001030100000005000 0700000000000765   
0601VDC7N       20240101001035100000005000 0700000000000769   
0601VDC7N       20240101001040100000005000 0700000000000775   
0601VDC7N       20240101001045100000005000 0700000000000778   
0601VDC7N       20240101001050100000005000 0700000000000781   
0601VDC7N       20240101001055100000005000 0700000000000786   
0601VDC7N       20240101001060100000005000 0700000000000790   
0601VDC7N       20240101001065100000005000 0700000000000798   
0601VDC7N       20240101001070100000005000 0700000000000803   
0601VDC7N       20240101001075100000005000 0700000000000810   
0601VDC7N       20240101001080100000005000 0700000000000816   
0601VDC7N       20240101001085100000005000 0700000000000822   
0601VDC7N       20240101001090100000005000 0700000000000827   
0601VDC7N       20240101001095100000005000 0700000000000833   
0601VDC7N       20240101001100100000005000 0700000000000840   
0601VDC7N       20240101001105100000005000 0700000000000845   
0601VDC7N       20240101001110100000005000 0700000000000851   
0601VDC7N       20240101001115100000005000 0700000000000856   
0601VDC7N       20240101001120100000005000 0700000000000860   
0601VDC7N       20240101001125100000005000 0700000000000864   
0601VDC7N       20240101001130100000005000 0700000000000868   
0601VDC7N       20240101001135100000005000 0700000000000872   
0601VDC7N       20240101001140100000005000 0700000000000875   
0601VDC7N       20240101001145100000005000 0700000000000879   
0601VDC7N       20240101001150100000005000 0700000000000884   
0601VDC7N       20240101001155100000005000 0700000000000887   
0601VDC7N       20240101001160100000005000 0700000000000891   
0601VDC7N       20240101001165100000005000 0700000000000895   
0601VDC7N       20240101001170100000005000 0700000000000899   
0601VDC7N       20240101001175100000005000 0700000000000904   
0601VDC7N       20240101001180100000005000 0700000000000907   
0601VDC7N       20240101001185100000005000 0700000000000914   
0601VDC7N       20240101001190100000005000 0700000000000915   
0601VDC7N       20240101001195100000005000 0700000000000919   
0601VDC7N       20240101001200100000005000 0700000000000923   
0601VDC7N       20240101001205100000005000 0700000000000929   
0601VDC7N       20240101001210100000005000 0700000000000932   
0601VDC7N       20240101001215100000005000 0700000000000935   
0601VDC7N       20240101001220100000005000 0700000000000939   
0601VDC7N       20240101001225100000005000 0700000000000943   
0601VDC7N       20240101001230100000005000 0700000000000947   
0601VDC7N       20240101001235100000005000 0700000000000951   
0601VDC7N       20240101001240100000005000 0700000000000954   
0601VDC7N       20240101001245100000005000 0700000000000959   
0601VDC7N       20240101001250100000005000 0700000000000962   
0601VDC7N       20240101001255100000005000 0700000000000966   
0601VDC7N       20240101001260100000005000 0700000000000970   
0601VDC7N       20240101001265100000005000 0700000000000974   
0601VDC7N       20240101001270100000005000 0700000000000978   
0601VDC7N       20240101001275100000005000 0700000000000981   
0601VDC7N       20240101001280100000005000 0700000000000984   
0601VDC7N       20240101001285100000005000 0700000000000988   
0601VDC7N       20240101001290100000005000 0700000000000992   
0601VDC7N       20240101001295100000005000 0700000000000996   
0601VDC7N       20240101001300100000005000 0700000000000999   
0601VDC7N       20240101001305100000005000 0700000000001003   
0601VDC7N       20240101001310100000005000 0700000000001009   
0601VDC7N       20240101001315100000005000 0700000000001012   
0601VDC7N       20240101001320100000005000 0700000000001015   
0601VDC7N       20240101001325100000005000 0700000000001020   
0601VDC7N       20240101001330100000005000 0700000000001024   
0601VDC7N       20240101001335100000005000 0700000000001027   
0601VDC7N       20240101001340100000005000 0700000000001032   
0601VDC7N       20240101001345100000005000 0700000000001034   
0601VDC7N       20240101001350100000005000 0700000000001039   
0601VDC7N       20240101001355100000005000 0700000000001042   
0601VDC7N       20240101001360100000005000 0700000000001047   
0601VDC7N       20240101001365100000005000 0700000000001049   
0601VDC7N       20240101001370100000005000 0700000000001055   
0601VDC7N       20240101001375100000005000 0700000000001058   
0601VDC7N       20240101001380100000005000 0700000000001061   
0601VDC7N       20240101001385100000005000 0700000000001065   
0601VDC7N       20240101001390100000005000 0700000000001069   
0601VDC7N       20240101001395100000005000 0700000000001072   
0601VDC7N       20240101001400100000005000 0700000000001076   
0601VDC7N       20240101001405100000005000 0700000000001081   
0601VDC7N       20240101001410100000005000 0700000000001084   
0601VDC7N       20240101001415100000005000 0700000000001088   
0601VDC7N       20240101001420100000005000 0700000000001092   
0601VDC7N       20240101001425100000005000 0700000000001096   
0601VDC7N       20240101001430100000005000 0700000000001099   
0601VDC7N       20240101001435100000005000 0700000000001103   
0601VDC7N       20240101001440100000005000 0700000000001105   
0601VDC7N       20240101001445100000005000 0700000000001110   
0601VDC7N       20240101001450100000005000 0700000000001113   
0601VDC7N       20240101001455100000005000 0700000000001116   
0601VDC7N       20240101001460100000005000 0700000000001121   
0601VDC7N       20240101001465100000005000 0700000000001124   
0601VDC7N       20240101001470100000005000 0700000000001129   
0601VDC7N       20240101001475100000005000 0700000000001132   
0601VDC7N       20240101001480100000005000 0700000000001135   
0601VDC7N       20240101001485100000005000 0700000000001138   
0601VDC7N       20240101001490100000005000 0700000000001142   
0601VDC7N       20240101001495100000005000 0700000000001146   
0601VDC7N       20240101001500100000005000 0700000000001149   
0601VDC7N       20240101001505100000005000 0700000000001153   
0601VDC7N       20240101001510100000005000 0700000000001158   
0601VDC7N       20240101001515100000005000 0700000000001161   
0601VDC7N       20240101001520100000005000 0700000000001164   
0601VDC7N       20240101001525100000005000 0700000000001168   
0601VDC7N       20240101001530100000005000 0700000000001172   
0601VDC7N       20240101001535100000005000 0700000000001174   
0601VDC7N       20240101001540100000005000 0700000000001178   
0601VDC7N       20240101001545100000005000 0700000000001182   
0601VDC7N       20240101001550100000005000 0700000000001184   
0601VDC7N       20240101001555100000005000 0700000000001189   
0601VDC7N       20240101001560100000005000 0700000000001193   
0601VDC7N       20240101001565100000005000 0700000000001196   
0601VDC7N       20240101001570100000005000 0700000000001200   
0601VDC7N       20240101001575100000005000 0700000000001203   
0601VDC7N       20240101001580100000005000 0700000000001207   
0601VDC7N       20240101001585100000005000 0700000000001210   
0601VDC7N       20240101001590100000005000 0700000000001213   
0601VDC7N       20240101001595100000005000 0700000000001217   
0601VDC7N       20240101001600100000005000 0700000000001220   
0601VDC7N       20240101001605100000005000 0700000000001225   
0601VDC7N       20240101001610100000005000 0700000000001229   
0601VDC7N       20240101001615100000005000 0700000000001231   
0601VDC7N       20240101001620100000005000 0700000000001235   
0601VDC7N       20240101001625100000005000 0700000000001239   
0601VDC7N       20240101001630100000005000 0700000000001242   
0601VDC7N       20240101001635100000005000 0700000000001246   
0601VDC7N       20240101001640100000005000 0700000000001250   
0601VDC7N       20240101001645100000005000 0700000000001253   
0601VDC7N       20240101001650100000005000 0700000000001257   
0601VDC7N       20240101001655100000005000 0700000000001261   
0601VDC7N       20240101001660100000005000 0700000000001264   
0601VDC7N       20240101001665100000005000 0700000000001269   
0601VDC7N       20240101001670100000005000 0700000000001273   
0601VDC7N       20240101001675100000005000 0700000000001276   
0601VDC7N       20240101001680100000005000 0700000000001280   
0601VDC7N       20240101001685100000005000 0700000000001284   
0601VDC7N       20240101001690100000005000 0700000000001288   
0601VDC7N       20240101001695100000005000 0700000000001292   
0601VDC7N       20240101001700100000005000 0700000000001297   
0601VDC7N       20240101001705100000005000 0700000000001300   
0601VDC7N       20240101001710100000005000 0700000000001304   
0601VDC7N       20240101001715100000005000 0700000000001308   
0601VDC7N       20240101001720100000005000 0700000000001312   
0601VDC7N       20240101001725100000005000 0700000000001316   
0601VDC7N       20240101001730100000005000 0700000000001320   
0601VDC7N       20240101001735100000005000 0700000000001324   
0601VDC7N       20240101001740100000005000 0700000000001327   
0601VDC7N       20240101001745100000005000 0700000000001332   
0601VDC7N       20240101001750100000005000 0700000000001336   
0601VDC7N       20240101001755100000005000 0700000000001341   
0601VDC7N       20240101001760100000005000 0700000000001344   
0601VDC7N       20240101001765100000005000 0700000000001347   
0601VDC7N       20240101001770100000005000 0700000000001351   
0601VDC7N       20240101001775100000005000 0700000000001355   
0601VDC7N       20240101001780100000005000 0700000000001358   
0601VDC7N       20240101001785100000005000 0700000000001363   
0601VDC7N       20240101001790100000005000 0700000000001367   
0601VDC7N       20240101001795100000005000 0700000000001370   
0601VDC7N       20240101001800100000005000 0700000000001375   
0601VDC7N       20240101001805100000005000 0700000000001378   
0601VDC7N       20240101001810100000005000 0700000000001382   
0601VDC7N       20240101001815100000005000 0700000000001385   
0601VDC7N       20240101001820100000005000 0700000000001390   
0601VDC7N       20240101001825100000005000 0700000000001394   
0601VDC7N       20240101001830100000005000 0700000000001398   
0601VDC7N       20240101001835100000005000 0700000000001402   
0601VDC7N       20240101001840100000005000 0700000000001407   
0601VDC7N       20240101001845100000005000 0700000000001411   
0601VDC7N       20240101001850100000005000 0700000000001415   
0601VDC7N       20240101001855100000005000 0700000000001419   
0601VDC7N       20240101001860100000005000 0700000000001423   
0601VDC7N       20240101001865100000005000 0700000000001426   
0601VDC7N       20240101001870100000005000 0700000000001430   
0601VDC7N       20240101001875100000005000 0700000000001434   
0601VDC7N       20240101001880100000005000 0700000000001437   
0601VDC7N       20240101001885100000005000 0700000000001443   
0601VDC7N       20240101001890100000005000 0700000000001446   
0601VDC7N       20240101001895100000005000 0700000000001450   
0601VDC7N       20240101001900100000005000 0700000000001453   
0601VDC7N       20240101001905100000005000 0700000000001457   
0601VDC7N       20240101001910100000005000 0700000000001461   
0601VDC7N       20240101001915100000005000 0700000000001464   
0601VDC7N       20240101001920100000005000 0700000000001468   
0601VDC7N       20240101001925100000005000 0700000000001472   
0601VDC7N       20240101001930100000005000 0700000000001475   
0601VDC7N       20240101001935100000005000 0700000000001480   
0601VDC7N       20240101001940100000005000 0700000000001482   
0601VDC7N       20240101001945100000005000 0700000000001487   
0601VDC7N       20240101001950100000005000 0700000000001490   
0601VDC7N       20240101001955100000005000 0700000000001493   
0601VDC7N       20240101001960100000005000 0700000000001497   
0601VDC7N       20240101001965100000005000 0700000000001501   
0601VDC7N       20240101001970100000005000 0700000000001503   
0601VDC7N       20240101001975100000005000 0700000000001507   
0601VDC7N       20240101001980100000005000 0700000000001511   
0601VDC7N       20240101001985100000005000 0700000000001514   
0601VDC7N       20240101001990100000005000 0700000000001517   
0601VDC7N       20240101001995100000005000 0700000000001521   
0601VDC7N       20240101002000100000050000 0700000000001535   
0601VDC7N       20240101002050100000050000 0700000000001567   
0601VDC7N       20240101002100100000050000 0700000000001596   
0601VDC7N       20240101002150100000050000 0700000000001625   
0601VDC7N       20240101002200100000050000 0700000000001652   
0601VDC7N       20240101002250100000050000 0700000000001678   
0601VDC7N       20240101002300100000050000 0700000000001704   
0601VDC7N       20240101002350100000050000 0700000000001728   
0601VDC7N       20240101002400100000050000 0700000000001751   
0601VDC7N       20240101002450100000050000 0700000000001773   
0601VDC7N       20240101002500100000050000 0700000000001795   
0601VDC7N       20240101002550100000050000 0700000000001816   
0601VDC7N       20240101002600100000050000 0700000000001837   
0601VDC7N       20240101002650100000050000 0700000000001860   
0601VDC7N       20240101002700100000050000 0700000000001881   
0601VDC7N       20240101002750100000050000 0700000000001902   
0601VDC7N       20240101002800100000050000 0700000000001923   
0601VDC7N       20240101002850100000050000 0700000000001943   
0601VDC7N       20240101002900100000050000 0700000000001962   
0601VDC7N       20240101002950100000050000 0700000000001981   
0601VDC7N       20240101003000100000050000 0700000000001999   
0601VDC7N       20240101003050100000050000 0700000000002016   
0601VDC7N       20240101003100100000050000 0700000000002044   
0601VDC7N       20240101003150100000050000 0700000000002073   
0601VDC7N       20240101003200100000050000 0700000000002102   
0601VDC7N       20240101003250100000050000 0700000000002134   
0601VDC7N       20240101003300100000050000 0700000000002165   
0601VDC7N       20240101003350100000050000 0700000000002193   
0601VDC7N       20240101003400100000050000 0700000000002220   
0601VDC7N       20240101003450100000050000 0700000000002246   
0601VDC7N       20240101003500100000050000 0700000000002275   
0601VDC7N       20240101003550100000050000 0700000000002304   
0601VDC7N       20240101003600100000050000 0700000000002330   
0601VDC7N       20240101003650100000050000 0700000000002358   
0601VDC7N       20240101003700100000050000 0700000000002381   
0601VDC7N       20240101003750100000050000 0700000000002406   
0601VDC7N       20240101003800100000050000 0700000000002431   
0601VDC7N       20240101003850100000050000 0700000000002456   
0601VDC7N       20240101003900100000050000 0700000000002479   
0601VDC7N       20240101003950100000050000 0700000000002501   
0601VDC7N       20240101004000100000050000 0700000000002522   
0601VDC7N       20240101004050100000050000 0700000000002542   
0601VDC7N       20240101004100100000050000 0700000000002562   
0601VDC7N       20240101004150100000050000 0700000000002581   
0601VDC7N       20240101004200100000050000 0700000000002600   
0601VDC7N       20240101004250100000050000 0700000000002618   
0601VDC7N       20240101004300100000050000 0700000000002638   
0601VDC7N       20240101004350100000050000 0700000000002656   
0601VDC7N       20240101004400100000050000 0700000000002673   
0601VDC7N       20240101004450100000050000 0700000000002690   
0601VDC7N       20240101004500100000050000 0700000000002707   
0601VDC7N       20240101004550100000050000 0700000000002723   
0601VDC7N       20240101004600100000050000 0700000000002739   
0601VDC7N       20240101004650100000050000 0700000000002753   
0601VDC7N       20240101004700100000050000 0700000000002770   
0601VDC7N       20240101004750100000050000 0700000000002786   
0601VDC7N       20240101004800100000050000 0700000000002800   
0601VDC7N       20240101004850100000050000 0700000000002816   
0601VDC7N       20240101004900100000050000 0700000000002830   
0601VDC7N       20240101004950100000050000 0700000000002844   
0601VDC7N       20240101005000100000050000 0700000000002857   
0601VDC7N       20240101005050100000050000 0700000000002871   
0601VDC7N       20240101005100100000050000 0700000000002884   
0601VDC7N       20240101005150100000050000 0700000000002897   
0601VDC7N       20240101005200100000050000 0700000000002910   
0601VDC7N       20240101005250100000050000 0700000000002923   
0601VDC7N       20240101005300100000050000 0700000000002936   
0601VDC7N       20240101005350100000050000 0700000000002949   
0601VDC7N       20240101005400100000050000 0700000000002961   
0601VDC7N       20240101005450100000050000 0700000000002972   
0601VDC7N       20240101005500100000050000 0700000000002985   
0601VDC7N       20240101005550100000050000 0700000000002996   
0601VDC7N       20240101005600100000050000 0700000000003008   
0601VDC7N       20240101005650100000050000 0700000000003018   
0601VDC7N       20240101005700100000050000 0700000000003030   
0601VDC7N       20240101005750100000050000 0700000000003041   
0601VDC7N       20240101005800100000050000 0700000000003053   
0601VDC7N       20240101005850100000050000 0700000000003064   
0601VDC7N       20240101005900100000050000 0700000000003075   
0601VDC7N       20240101005950100000050000 0700000000003085   
0601VDC7N       20240101006000100000050000 0700000000003095   
0601VDC7N       20240101006050100000050000 0700000000003106   
0601VDC7N       20240101006100100000050000 0700000000003116   
0601VDC7N       20240101006150100000050000 0700000000003125   
0601VDC7N       20240101006200100000050000 0700000000003135   
0601VDC7N       20240101006250100000050000 0700000000003146   
0601VDC7N       20240101006300100000050000 0700000000003156   
0601VDC7N       20240101006350100000050000 0700000000003166   
0601VDC7N       20240101006400100000050000 0700000000003175   
0601VDC7N       20240101006450100000050000 0700000000003185   
0601VDC7N       20240101006500100000050000 0700000000003195   
0601VDC7N       20240101006550100000050000 0700000000003204   
0601VDC7N       20240101006600100000050000 0700000000003213   
0601VDC7N       20240101006650100000050000 0700000000003222   
0601VDC7N       20240101006700100000050000 0700000000003231   
0601VDC7N       20240101006750100000050000 0700000000003239   
0601VDC7N       20240101006800100000050000 0700000000003247   
0601VDC7N       20240101006850100000050000 0700000000003257   
0601VDC7N       20240101006900100000050000 0700000000003266   
0601VDC7N       20240101006950100000050000 0700000000003275   
0601VDC7N       20240101007000100000050000 0700000000003283   
0601VDC7N       20240101007050100000050000 0700000000003292   
0601VDC7N       20240101007100100000050000 0700000000003301   
0601VDC7N       20240101007150100000050000 0700000000003309   
0601VDC7N       20240101007200100000050000 0700000000003317   
0601VDC7N       20240101007250100000050000 0700000000003326   
0601VDC7N       20240101007300100000050000 0700000000003333   
0601VDC7N       20240101007350100000050000 0700000000003341   
0601VDC7N       20240101007400100000050000 0700000000003348   
0601VDC7N       20240101007450100000050000 0700000000003356   
0601VDC7N       20240101007500100000050000 0700000000003363   
0601VDC7N       20240101007550100000050000 0700000000003371   
0601VDC7N       20240101007600100000050000 0700000000003378   
0601VDC7N       20240101007650100000050000 0700000000003385   
0601VDC7N       20240101007700100000050000 0700000000003392   
0601VDC7N       20240101007750100000050000 0700000000003399   
0601VDC7N       20240101007800100000050000 0700000000003406   
0601VDC7N       20240101007850100000050000 0700000000003412   
0601VDC7N       20240101007900100000050000 0700000000003419   
0601VDC7N       20240101007950100000050000 0700000000003425   
0601VDC7N       20240101008000100000050000 0700000000003431   
0601VDC7N       20240101008050100000050000 0700000000003438   
0601VDC7N       20240101008100100000050000 0700000000003444   
0601VDC7N       20240101008150100000050000 0700000000003449   
0601VDC7N       20240101008200100000050000 0700000000003455   
0601VDC7N       20240101008250100000050000 0700000000003462   
0601VDC7N       20240101008300100000050000 0700000000003467   
0601VDC7N       20240101008350100000050000 0700000000003473   
0601VDC7N       20240101008400100000050000 0700000000003478   
0601VDC7N       20240101008450100000050000 0700000000003484   
0601VDC7N       20240101008500100000050000 0700000000003490   
0601VDC7N       20240101008550100000050000 0700000000003495   
0601VDC7N       20240101008600100000050000 0700000000003500   
0601VDC7N       20240101008650100000050000 0700000000003505   
0601VDC7N       20240101008700100000050000 0700000000003510   
0601VDC7N       20240101008750100000050000 0700000000003515   
0601VDC7N       20240101008800100000050000 0700000000003521   
0601VDC7N       20240101008850100000050000 0700000000003526   
0601VDC7N       20240101008900100000050000 0700000000003530   
0601VDC7N       20240101008950100000050000 0700000000003535   
0601VDC7N       20240101009000100000050000 0700000000003540   
0601VDC7N       20240101009050100000050000 0700000000003544   
0601VDC7N       20240101009100100000050000 0700000000003547   
0601VDC7N       20240101009150100000050000 0700000000003552   
0601VDC7N       20240101009200100000050000 0700000000003555   
0601VDC7N       20240101009250100000050000 0700000000003559   
0601VDC7N       20240101009300100000050000 0700000000003562   
0601VDC7N       20240101009350100000050000 0700000000003567   
0601VDC7N       20240101009400100000050000 0700000000003570   
0601VDC7N       20240101009450100000050000 0700000000003573   
0601VDC7N       20240101009500100000050000 0700000000003577   
0601VDC7N       20240101009550100000050000 0700000000003581   
0601VDC7N       20240101009600100000050000 0700000000003584   
0601VDC7N       20240101009650100000050000 0700000000003588   
0601VDC7N       20240101009700100000050000 0700000000003591   
0601VDC7N       20240101009750100000050000 0700000000003594   
0601VDC7N       20240101009800100000050000 0700000000003597   
0601VDC7N       20240101009850100000050000 0700000000003601   
0601VDC7N       20240101009900100000050000 0700000000003604   
0601VDC7N       20240101009950100000050000 0700000000003607   
0601VDC7N       20240101010000100040000000 0700000000003608   
0601VDC8N       20240101000000100000440000 0800000000000000   
0601VDC8N       20240101000440100000005000 0800000000000004   
0601VDC8N       20240101000445100000005000 0800000000000008   
0601VDC8N       20240101000450100000005000 0800000000000011   
0601VDC8N       20240101000455100000005000 0800000000000014   
0601VDC8N       20240101000460100000005000 0800000000000017   
0601VDC8N       20240101000465100000005000 0800000000000021   
0601VDC8N       20240101000470100000005000 0800000000000028   
0601VDC8N       20240101000475100000005000 0800000000000033   
0601VDC8N       20240101000480100000005000 0800000000000039   
0601VDC8N       20240101000485100000005000 0800000000000044   
0601VDC8N       20240101000490100000005000 0800000000000050   
0601VDC8N       20240101000495100000005000 0800000000000056   
0601VDC8N       20240101000500100000005000 0800000000000063   
0601VDC8N       20240101000505100000005000 0800000000000070   
0601VDC8N       20240101000510100000005000 0800000000000079   
0601VDC8N       20240101000515100000005000 0800000000000085   
0601VDC8N       20240101000520100000005000 0800000000000094   
0601VDC8N       20240101000525100000005000 0800000000000102   
0601VDC8N       20240101000530100000005000 0800000000000111   
0601VDC8N       20240101000535100000005000 0800000000000120   
0601VDC8N       20240101000540100000005000 0800000000000130   
0601VDC8N       20240101000545100000005000 0800000000000140   
0601VDC8N       20240101000550100000005000 0800000000000149   
0601VDC8N       20240101000555100000005000 0800000000000159   
0601VDC8N       20240101000560100000005000 0800000000000168   
0601VDC8N       20240101000565100000005000 0800000000000176   
0601VDC8N       20240101000570100000005000 0800000000000184   
0601VDC8N       20240101000575100000005000 0800000000000189   
0601VDC8N       20240101000580100000005000 0800000000000195   
0601VDC8N       20240101000585100000005000 0800000000000201   
0601VDC8N       20240101000590100000005000 0800000000000206   
0601VDC8N       20240101000595100000005000 0800000000000210   
0601VDC8N       20240101000600100000005000 0800000000000217   
0601VDC8N       20240101000605100000005000 0800000000000222   
0601VDC8N       20240101000610100000005000 0800000000000227   
0601VDC8N       20240101000615100000005000 0800000000000233   
0601VDC8N       20240101000620100000005000 0800000000000241   
0601VDC8N       20240101000625100000005000 0800000000000246   
0601VDC8N       20240101000630100000005000 0800000000000253   
0601VDC8N       20240101000635100000005000 0800000000000260   
0601VDC8N       20240101000640100000005000 0800000000000265   
0601VDC8N       20240101000645100000005000 0800000000000270   
0601VDC8N       20240101000650100000005000 0800000000000276   
0601VDC8N       20240101000655100000005000 0800000000000283   
0601VDC8N       20240101000660100000005000 0800000000000288   
0601VDC8N       20240101000665100000005000 0800000000000293   
0601VDC8N       20240101000670100000005000 0800000000000301   
0601VDC8N       20240101000675100000005000 0800000000000305   
0601VDC8N       20240101000680100000005000 0800000000000310   
0601VDC8N       20240101000685100000005000 0800000000000318   
0601VDC8N       20240101000690100000005000 0800000000000322   
0601VDC8N       20240101000695100000005000 0800000000000327   
0601VDC8N       20240101000700100000005000 0800000000000333   
0601VDC8N       20240101000705100000005000 0800000000000339   
0601VDC8N       20240101000710100000005000 0800000000000343   
0601VDC8N       20240101000715100000005000 0800000000000349   
0601VDC8N       20240101000720100000005000 0800000000000353   
0601VDC8N       20240101000725100000005000 0800000000000359   
0601VDC8N       20240101000730100000005000 0800000000000363   
0601VDC8N       20240101000735100000005000 0800000000000369   
0601VDC8N       20240101000740100000005000 0800000000000373   
0601VDC8N       20240101000745100000005000 0800000000000379   
0601VDC8N       20240101000750100000005000 0800000000000386   
0601VDC8N       20240101000755100000005000 0800000000000391   
0601VDC8N       20240101000760100000005000 0800000000000396   
0601VDC8N       20240101000765100000005000 0800000000000402   
0601VDC8N       20240101000770100000005000 0800000000000409   
0601VDC8N       20240101000775100000005000 0800000000000414   
0601VDC8N       20240101000780100000005000 0800000000000420   
0601VDC8N       20240101000785100000005000 0800000000000426   
0601VDC8N       20240101000790100000005000 0800000000000431   
0601VDC8N       20240101000795100000005000 0800000000000436   
0601VDC8N       20240101000800100000005000 0800000000000441   
0601VDC8N       20240101000805100000005000 0800000000000448   
0601VDC8N       20240101000810100000005000 0800000000000452   
0601VDC8N       20240101000815100000005000 0800000000000457   
0601VDC8N       20240101000820100000005000 0800000000000464   
0601VDC8N       20240101000825100000005000 0800000000000468   
0601VDC8N       20240101000830100000005000 0800000000000472   
0601VDC8N       20240101000835100000005000 0800000000000479   
0601VDC8N       20240101000840100000005000 0800000000000484   
0601VDC8N       20240101000845100000005000 0800000000000488   
0601VDC8N       20240101000850100000005000 0800000000000492   
0601VDC8N       20240101000855100000005000 0800000000000499   
0601VDC8N       20240101000860100000005000 0800000000000503   
0601VDC8N       20240101000865100000005000 0800000000000507   
0601VDC8N       20240101000870100000005000 0800000000000514   
0601VDC8N       20240101000875100000005000 0800000000000520   
0601VDC8N       20240101000880100000005000 0800000000000525   
0601VDC8N       20240101000885100000005000 0800000000000532   
0601VDC8N       20240101000890100000005000 0800000000000536   
0601VDC8N       20240101000895100000005000 0800000000000542   
0601VDC8N       20240101000900100000005000 0800000000000546   
0601VDC8N       20240101000905100000005000 0800000000000553   
0601VDC8N       20240101000910100000005000 0800000000000558   
0601VDC8N       20240101000915100000005000 0800000000000563   
0601VDC8N       20240101000920100000005000 0800000000000568   
0601VDC8N       20240101000925100000005000 0800000000000574   
0601VDC8N       20240101000930100000005000 0800000000000578   
0601VDC8N       20240101000935100000005000 0800000000000584   
0601VDC8N       20240101000940100000005000 0800000000000590   
0601VDC8N       20240101000945100000005000 0800000000000595   
0601VDC8N       20240101000950100000005000 0800000000000599   
0601VDC8N       20240101000955100000005000 0800000000000606   
0601VDC8N       20240101000960100000005000 0800000000000610   
0601VDC8N       20240101000965100000005000 0800000000000615   
0601VDC8N       20240101000970100000005000 0800000000000619   
0601VDC8N       20240101000975100000005000 0800000000000625   
0601VDC8N       20240101000980100000005000 0800000000000629   
0601VDC8N       20240101000985100000005000 0800000000000633   
0601VDC8N       20240101000990100000005000 0800000000000640   
0601VDC8N       20240101000995100000005000 0800000000000644   
0601VDC8N       20240101001000100000005000 0800000000000650   
0601VDC8N       20240101001005100000005000 0800000000000653   
0601VDC8N       20240101001010100000005000 0800000000000658   
0601VDC8N       20240101001015100000005000 0800000000000664   
0601VDC8N       20240101001020100000005000 0800000000000668   
0601VDC8N       20240101001025100000005000 0800000000000672   
0601VDC8N       20240101001030100000005000 0800000000000678   
0601VDC8N       20240101001035100000005000 0800000000000682   
0601VDC8N       20240101001040100000005000 0800000000000685   
0601VDC8N       20240101001045100000005000 0800000000000690   
0601VDC8N       20240101001050100000005000 0800000000000695   
0601VDC8N       20240101001055100000005000 0800000000000698   
0601VDC8N       20240101001060100000005000 0800000000000704   
0601VDC8N       20240101001065100000005000 0800000000000708   
0601VDC8N       20240101001070100000005000 0800000000000711   
0601VDC8N       20240101001075100000005000 0800000000000717   
0601VDC8N       20240101001080100000005000 0800000000000720   
0601VDC8N       20240101001085100000005000 0800000000000723   
0601VDC8N       20240101001090100000005000 0800000000000729   
0601VDC8N       20240101001095100000005000 0800000000000733   
0601VDC8N       20240101001100100000005000 0800000000000736   
0601VDC8N       20240101001105100000005000 0800000000000741   
0601VDC8N       20240101001110100000005000 0800000000000745   
0601VDC8N       20240101001115100000005000 0800000000000748   
0601VDC8N       20240101001120100000005000 0800000000000754   
0601VDC8N       20240101001125100000005000 0800000000000757   
0601VDC8N       20240101001130100000005000 0800000000000762   
0601VDC8N       20240101001135100000005000 0800000000000766   
0601VDC8N       20240101001140100000005000 0800000000000769   
0601VDC8N       20240101001145100000005000 0800000000000774   
